"Representative","State","Amount"
"O'Halleran Tom (D-AZ)","Arizona","$12272"
"Chu Judy (D-CA)","California","$12200"
"Pascrell Bill Jr (D-NJ)","New Jersey","$12000"
"Smith Jason (R-MO)","Missouri","$12000"
"Kinzinger Adam (R-IL)","Illinois","$11800"
"Bush Diane Mitsch (D-CO)","Colorado","$11696"
"Bentz Cliff (R-OR)","Oregon","$11600"
"Lofgren Zoe (D-CA)","California","$11600"
"Stefanik Elise (R-NY)","New York","$11424"
"Lee Susie (D-NV)","Nevada","$11210"
"Clifford Bill (R-KS)","Kansas","$11000"
"Crist Charlie (D-FL)","Florida","$11000"
"Jones Gina Ortiz (D-TX)","Texas","$10978"
"Blair John (D-NM)","New Mexico","$10650"
"Reed Tom (R-NY)","New York","$10600"
"Long Carolyn (D-WA)","Washington","$10528"
"Demaio Carl (R-CA)","California","$10436"
"Cunningham Joe (D-SC)","South Carolina","$10404"
"Porter Katie (D-CA)","California","$10285"
"Hollingsworth Trey (R-IN)","Indiana","$10000"
"Kim Andy (D-NJ)","New Jersey","$9332"
"Smith Christy (D-CA)","California","$9228"
"Bacon Donald John (R-NE)","Nebraska","$9031"
"Nunes Devin (R-CA)","California","$9027"
"Bass Karen (D-CA)","California","$9000"
"Hoyer Steny H (D-MD)","Maryland","$9000"
"Davis Wendy (D-TX)","Texas","$8823"
"Delgado Antonio (D-NY)","New York","$8744"
"Small Xochitl Torres (D-NM)","New Mexico","$8635"
"Crow Jason (D-CO)","Colorado","$8564"
"De La Isla Michelle (D-KS)","Kansas","$8556"
"Schupp Jill (D-MO)","Missouri","$8448"
"Tipirneni Hiral (D-AZ)","Arizona","$8444"
"Malinowski Tom (D-NJ)","New Jersey","$8434"
"Rezin Sue (R-IL)","Illinois","$8400"
"Ruppersberger Dutch (D-MD)","Maryland","$8200"
"Zeldin Lee (R-NY)","New York","$8189"
"Timmons-Goodson Patricia (D-NC)","North Carolina","$8057"
"Pence Greg (R-IN)","Indiana","$8050"
"Kaptur Marcy (D-OH)","Ohio","$8025"
"Hartzler Vicky (R-MO)","Missouri","$8016"
"Davis Danny K (D-IL)","Illinois","$8000"
"Smith Adam (D-WA)","Washington","$8000"
"Horn Kendra (D-OK)","Oklahoma","$7968"
"Feehan Daniel (D-MN)","Minnesota","$7927"
"Castor Kathy (D-FL)","Florida","$7820"
"Rouda Harley (D-CA)","California","$7789"
"Bowman Jamaal (D-NY)","New York","$7783"
"McBath Lucy (D-GA)","Georgia","$7629"
"Eastman Kara (D-NE)","Nebraska","$7598"
"McHenry Patrick (R-NC)","North Carolina","$7500"
"Ross Deborah (D-NC)","North Carolina","$7300"
"Young David (R-IA)","Iowa","$7271"
"DePasquale Eugene (D-PA)","Pennsylvania","$7266"
"Foster Bill (D-IL)","Illinois","$7120"
"Walden Greg (R-OR)","Oregon","$7098"
"Bourdeaux Carolyn (D-GA)","Georgia","$7035"
"Garcia Mike (R-CA)","California","$7034"
"Ladjevardian Sima (D-TX)","Texas","$7023"
"Williams Kathleen (D-MT)","Montana","$6943"
"Muscato Michael (D-AZ)","Arizona","$6720"
"Beyer Don (D-VA)","Virginia","$6603"
"Bost Mike (R-IL)","Illinois","$6500"
"Perry Scott (R-PA)","Pennsylvania","$6500"
"Clyburn James E (D-SC)","South Carolina","$6475"
"Norman Ralph (R-SC)","South Carolina","$6300"
"Schroder Kate (D-OH)","Ohio","$6261"
"Carbajal Salud (D-CA)","California","$6250"
"Khanna Ro (D-CA)","California","$6226"
"Cobb Tedra (D-NY)","New York","$6222"
"Kennedy Amy (D-NJ)","New Jersey","$6161"
"Cole Tom (R-OK)","Oklahoma","$6000"
"Cartwright Matt (D-PA)","Pennsylvania","$5966"
"Scholten Hillary (D-MI)","Michigan","$5936"
"Qualls Kendall (R-MN)","Minnesota","$5886"
"Cisneros Gil (D-CA)","California","$5815"
"Underwood Lauren A (D-IL)","Illinois","$5709"
"Pfluger August (R-TX)","Texas","$5611"
"Crenshaw Dan (R-TX)","Texas","$5610"
"Nadler Jerrold (D-NY)","New York","$5610"
"Lamb Conor (D-PA)","Pennsylvania","$5603"
"Hice Jody (R-GA)","Georgia","$5600"
"Golden Jared (D-ME)","Maine","$5363"
"Denney Audrey (D-CA)","California","$5336"
"Shearer Alaina (D-OH)","Ohio","$5280"
"Sylvia Mark (D-MA)","Massachusetts","$5250"
"Pocan Mark (D-WI)","Wisconsin","$5201"
"Fischbach Michelle (R-MN)","Minnesota","$5076"
"Riggleman Denver (R-VA)","Virginia","$5003"
"Payne Donald M Jr (D-NJ)","New Jersey","$5000"
"DeFazio Peter (D-OR)","Oregon","$4976"
"Mermell Jesse (D-MA)","Massachusetts","$4925"
"Schrier Kim (D-WA)","Washington","$4867"
"Kuster Ann (D-NH)","New Hampshire","$4804"
"Spanberger Abigail (D-VA)","Virginia","$4732"
"Balter Dana (D-NY)","New York","$4630"
"Luetkemeyer Blaine (R-MO)","Missouri","$4500"
"Oliver Julie (D-TX)","Texas","$4476"
"Martin Brandon (R-AZ)","Arizona","$4450"
"Schiff Adam (D-CA)","California","$4258"
"Blake Michael (D-NY)","New York","$4250"
"Mace Nancy (R-SC)","South Carolina","$4151"
"Kind Ron (D-WI)","Wisconsin","$4125"
"Doglio Beth (D-WA)","Washington","$4071"
"Fitzpatrick Brian (R-PA)","Pennsylvania","$4066"
"Berghoef Bryan (D-MI)","Michigan","$4050"
"Doggett Lloyd (D-TX)","Texas","$4050"
"Hill Katie (D-CA)","California","$4036"
"Galvin Alyse (I-AK)","Alaska","$3858"
"King Esther Joy (R-IL)","Illinois","$3847"
"McCarthy Kevin (R-CA)","California","$3824"
"Cook Paul (R-CA)","California","$3800"
"Campa-Najjar Ammar (D-CA)","California","$3774"
"Gordon Jacqueline (D-NY)","New York","$3674"
"Tlaib Rashida (D-MI)","Michigan","$3596"
"Arballo Phil (D-CA)","California","$3545"
"Omar Ilhan (D-MN)","Minnesota","$3535"
"Loebsack David (D-IA)","Iowa","$3500"
"Long Billy (R-MO)","Missouri","$3500"
"Siegel Mike (D-TX)","Texas","$3500"
"Wild Susan (D-PA)","Pennsylvania","$3499"
"Goroff Nancy (D-NY)","New York","$3493"
"McMurray Nate (D-NY)","New York","$3355"
"Barnett Kali (D-KS)","Kansas","$3315"
"Gonzalez Anthony (R-OH)","Ohio","$3304"
"Davis Moe (D-NC)","North Carolina","$3280"
"Hale Christina (D-IN)","Indiana","$3273"
"Fortenberry Jeff (R-NE)","Nebraska","$3250"
"Panetta Jimmy (D-CA)","California","$3250"
"Horsford Steven (D-NV)","Nevada","$3249"
"Valenzuela Candace (D-TX)","Texas","$3221"
"Schultz Debbie Wasserman (D-FL)","Florida","$3185"
"Sites Jeffrey (D-OH)","Ohio","$3160"
"Khazei Alan (D-MA)","Massachusetts","$3150"
"Clark Katherine (D-MA)","Massachusetts","$3110"
"Cawthorn Madison (R-NC)","North Carolina","$3100"
"Gottheimer Josh (D-NJ)","New Jersey","$3100"
"Conole Francis (D-NY)","New York","$3035"
"Seikaly Helane (D-TX)","Texas","$3003"
"Walorski Jackie (R-IN)","Indiana","$3002"
"Jeffries Hakeem (D-NY)","New York","$3000"
"Mullin Markwayne (R-OK)","Oklahoma","$3000"
"Peters Scott (D-CA)","California","$3000"
"Freitas Nick (R-VA)","Virginia","$2971"
"Gershon Perry (D-NY)","New York","$2950"
"Misso Roger (D-NY)","New York","$2925"
"Wilske Larry (R-CA)","California","$2900"
"Cohn Alan (D-FL)","Florida","$2878"
"Houlahan Chrissy (D-PA)","Pennsylvania","$2864"
"Collins Genevieve (R-TX)","Texas","$2854"
"Engel Eliot (D-NY)","New York","$2820"
"Deutch Ted (D-FL)","Florida","$2805"
"Biggs Andy (R-AZ)","Arizona","$2800"
"Dietzen Chuck (R-IN)","Indiana","$2800"
"Esshaki Eric (R-MI)","Michigan","$2800"
"Gradel Ted (R-IL)","Illinois","$2800"
"Melton Jessi (R-FL)","Florida","$2800"
"Pallotta Frank (R-NJ)","New Jersey","$2800"
"Sutton Lisa Song (R-NV)","Nevada","$2800"
"Yarmuth John (D-KY)","Kentucky","$2800"
"Moulton Seth (D-MA)","Massachusetts","$2793"
"Garamendi John (D-CA)","California","$2750"
"Massie Thomas (R-KY)","Kentucky","$2750"
"Swalwell Eric (D-CA)","California","$2724"
"Buttar Shahid (D-CA)","California","$2696"
"Mucarsel-Powell Debbie (D-FL)","Florida","$2692"
"Haaland Debra (D-NM)","New Mexico","$2668"
"Plame Valerie (D-NM)","New Mexico","$2630"
"Valadao David (R-CA)","California","$2618"
"Green Mark (R-TN)","Tennessee","$2571"
"Wagner Ann (R-MO)","Missouri","$2566"
"Londrigan Betsy Dirksen (D-IL)","Illinois","$2563"
"Taylor Scott (R-VA)","Virginia","$2501"
"Gosar Paul (R-AZ)","Arizona","$2500"
"Kelly Robin (D-IL)","Illinois","$2500"
"Raskin Jamie (D-MD)","Maryland","$2500"
"Sewell Terri (D-AL)","Alabama","$2500"
"Taylor Jeremy (R-IA)","Iowa","$2500"
"Schrader Kurt (D-OR)","Oregon","$2499"
"Boebert Lauren (R-CO)","Colorado","$2495"
"Cummings John C. (R-NY)","New York","$2476"
"Brindisi Anthony (D-NY)","New York","$2410"
"Johnson Lacy (R-MN)","Minnesota","$2374"
"Hernandez Shane (R-MI)","Michigan","$2300"
"Maloney Carolyn (D-NY)","New York","$2250"
"Steel Michelle (R-CA)","California","$2226"
"Morse Alex (D-MA)","Massachusetts","$2224"
"Boor Matthew (D-WI)","Wisconsin","$2200"
"Nystrom Quinn (D-MN)","Minnesota","$2192"
"Gamba Mark (D-OR)","Oregon","$2150"
"Levin Andy (D-MI)","Michigan","$2125"
"Kistner Tyler (R-MN)","Minnesota","$2111"
"Good Margaret (D-FL)","Florida","$2058"
"Jackson Ronny (R-TX)","Texas","$2055"
"Bice Stephanie (R-OK)","Oklahoma","$2050"
"Upton Fred (R-MI)","Michigan","$2026"
"Cardenas Tony (D-CA)","California","$2000"
"Curtis John (R-UT)","Utah","$2000"
"Doyle Mike (D-PA)","Pennsylvania","$2000"
"Graves Garret (R-LA)","Louisiana","$2000"
"Hagan Christina (R-OH)","Ohio","$2000"
"Hightower Bill (R-AL)","Alabama","$2000"
"Koble Clint (D-NV)","Nevada","$2000"
"LaMalfa Doug (R-CA)","California","$2000"
"Steube Greg (R-FL)","Florida","$2000"
"Ryan Tim (D-OH)","Ohio","$1977"
"Schmid Stephanie (D-NJ)","New Jersey","$1850"
"Lowey Nita M (D-NY)","New York","$1800"
"Cisneros Jessica (D-TX)","Texas","$1758"
"Wachspress Debbie (D-PA)","Pennsylvania","$1750"
"Kunkel Catherine (D-WV)","West Virginia","$1745"
"Klacik Kimberly (R-MD)","Maryland","$1735"
"Van Drew Jeff (R-NJ)","New Jersey","$1733"
"Huffman Jared (D-CA)","California","$1695"
"Hagedorn Jim (R-MN)","Minnesota","$1616"
"Keith Pam (D-FL)","Florida","$1586"
"Newman Marie (D-IL)","Illinois","$1581"
"Finello Christina (D-PA)","Pennsylvania","$1558"
"Phillips Dean (D-MN)","Minnesota","$1555"
"Hackett Pat (D-IN)","Indiana","$1525"
"Collins Joe (R-CA)","California","$1513"
"Acosta Christian (R-FL)","Florida","$1500"
"DeGette Diana (D-CO)","Colorado","$1500"
"Foster Nikki (D-OH)","Ohio","$1500"
"Garcia Sylvia (D-TX)","Texas","$1500"
"Kaehler Ralph (D-MN)","Minnesota","$1500"
"Langevin Jim (D-RI)","Rhode Island","$1500"
"Roybal-Allard Lucille (D-CA)","California","$1500"
"Rutherford John (R-FL)","Florida","$1500"
"Hunt Wesley (R-TX)","Texas","$1382"
"Gomez Georgette (D-CA)","California","$1371"
"Gnibus Kristy (D-PA)","Pennsylvania","$1370"
"McCaul Michael (R-TX)","Texas","$1361"
"Allred Colin (D-TX)","Texas","$1351"
"Sherrill Mikie (D-NJ)","New Jersey","$1326"
"Jones Mondaire (D-NY)","New York","$1320"
"McCorkle Ike (D-CO)","Colorado","$1310"
"Jordan Jim (R-OH)","Ohio","$1299"
"Farkas Evelyn (D-NY)","New York","$1295"
"Murphy Stephanie (D-FL)","Florida","$1275"
"Ackerman Patricia (D-NV)","Nevada","$1270"
"Shalala Donna (D-FL)","Florida","$1260"
"Kahele Kai (D-HI)","Hawaii","$1258"
"Mowers Matt (R-NH)","New Hampshire","$1256"
"Perelman Jennifer (D-FL)","Florida","$1217"
"Fernandez Teresa Leger (D-NM)","New Mexico","$1208"
"Wexton Jennifer (D-VA)","Virginia","$1205"
"Rose Max (D-NY)","New York","$1187"
"Lewis John (D-GA)","Georgia","$1171"
"Rubando Nick (D-OH)","Ohio","$1150"
"Slotkin Elissa (D-MI)","Michigan","$1149"
"Bush Cori (D-MO)","Missouri","$1132"
"Parnell Sean (R-PA)","Pennsylvania","$1112"
"Hoadley Jon (D-MI)","Michigan","$1107"
"Kilmer Derek (D-WA)","Washington","$1101"
"Keating Bill (D-MA)","Massachusetts","$1100"
"Welch Peter (D-VT)","Vermont","$1096"
"Hayes Jahana (D-CT)","Connecticut","$1094"
"Montoya Harry (R-NM)","New Mexico","$1050"
"Boroughs Adair (D-SC)","South Carolina","$1039"
"Maryott Brian (R-CA)","California","$1035"
"Johnson Bill (R-OH)","Ohio","$1029"
"Gimenez Carlos (R-FL)","Florida","$1026"
"Katko John (R-NY)","New York","$1019"
"McCormick Richard (R-GA)","Georgia","$1011"
"DeLauro Rosa (D-CT)","Connecticut","$1010"
"Mueri Hillary O'Connor (D-OH)","Ohio","$1010"
"O'Mara Liam (D-CA)","California","$1005"
"Joyce David P (R-OH)","Ohio","$1004"
"Watkins Steve (R-KS)","Kansas","$1003"
"Guest Michael (R-MS)","Mississippi","$1002"
"Hudson Richard (R-NC)","North Carolina","$1001"
"Bilirakis Gus (R-FL)","Florida","$1000"
"Bishop Sanford (D-GA)","Georgia","$1000"
"Brady Kevin (R-TX)","Texas","$1000"
"Burgess Michael (R-TX)","Texas","$1000"
"Calvert Ken (R-CA)","California","$1000"
"Cicilline David (D-RI)","Rhode Island","$1000"
"Clay William L Jr (D-MO)","Missouri","$1000"
"Cohen Steve (D-TN)","Tennessee","$1000"
"Cooper Jim (D-TN)","Tennessee","$1000"
"Crawford Rick (R-AR)","Arkansas","$1000"
"Dingell Debbie (D-MI)","Michigan","$1000"
"Dossett Charles (R-CA)","California","$1000"
"Griggs Joyce (D-GA)","Georgia","$1000"
"Holding George (R-NC)","North Carolina","$1000"
"Lowenthal Alan (D-CA)","California","$1000"
"Lucas Frank D (R-OK)","Oklahoma","$1000"
"Matsui Doris (D-CA)","California","$1000"
"Olson Pete (R-TX)","Texas","$1000"
"Richmond Cedric (D-LA)","Louisiana","$1000"
"Rush Bobby (D-IL)","Illinois","$1000"
"Sanchez Linda (D-CA)","California","$1000"
"Suozzi Tom (D-NY)","New York","$1000"
"Pressley Ayanna (D-MA)","Massachusetts","$941"
"Mangone Kim (D-CA)","California","$920"
"Maloney Sean Patrick (D-NY)","New York","$905"
"Mitrano Tracy (D-NY)","New York","$862"
"Skarlatos Alek (R-OR)","Oregon","$861"
"Tims Desiree (D-OH)","Ohio","$859"
"Olson Kim (D-TX)","Texas","$852"
"House Steven (R-CO)","Colorado","$850"
"Smith Sandy (R-NC)","North Carolina","$850"
"Waltz Michael (R-FL)","Florida","$850"
"Bolz Kate (D-NE)","Nebraska","$845"
"Christensen Adam (D-FL)","Florida","$803"
"Caldwell Andy (R-CA)","California","$800"
"Castle Jaime (D-OH)","Ohio","$800"
"Nehls Troy (R-TX)","Texas","$781"
"Kim Young (R-CA)","California","$777"
"Bera Ami (D-CA)","California","$770"
"Malik Anita (D-AZ)","Arizona","$765"
"McDermott Tom (D-IN)","Indiana","$750"
"Rezvani Dary (D-CA)","California","$750"
"Scholten JD (D-IA)","Iowa","$746"
"Wu Brianna (D-MA)","Massachusetts","$742"
"Neguse Joseph (D-CO)","Colorado","$735"
"Van Duyne Beth (R-TX)","Texas","$728"
"Salter Carolyn (D-TX)","Texas","$720"
"Issa Darrell (R-CA)","California","$702"
"Hinson Ashley (R-IA)","Iowa","$701"
"Ehr Phil (D-FL)","Florida","$693"
"Jones Rob (R-VA)","Virginia","$675"
"Elliott Joyce (D-AR)","Arkansas","$671"
"Rashid Qasim (D-VA)","Virginia","$660"
"Mast Brian (R-FL)","Florida","$656"
"Schneider Brad (D-IL)","Illinois","$637"
"Wittman Rob (R-VA)","Virginia","$626"
"Melton-Meaux Antone (D-MN)","Minnesota","$625"
"Brzozowski Dani (D-IL)","Illinois","$600"
"Bush Pierce (R-TX)","Texas","$600"
"Duran Crisanta (D-CO)","Colorado","$600"
"Freshour Shannon (D-OH)","Ohio","$598"
"Canning Doyle (D-OR)","Oregon","$585"
"Lopez Samelys (D-NY)","New York","$584"
"Bognet Jim (R-PA)","Pennsylvania","$547"
"Goldstein Robbie (D-MA)","Massachusetts","$545"
"Takano Mark (D-CA)","California","$541"
"Torres Ritchie (D-NY)","New York","$536"
"Wilkes Mckayla (D-MD)","Maryland","$531"
"McGovern James P (D-MA)","Massachusetts","$530"
"Beatty Joyce (D-OH)","Ohio","$525"
"Roy Chip (R-TX)","Texas","$520"
"Brown Anthony (D-MD)","Maryland","$503"
"Beach Carl (D-WY)","Wyoming","$500"
"Butterfield G K (D-NC)","North Carolina","$500"
"Colarusso Caroline (R-MA)","Massachusetts","$500"
"Fink Chris (D-NY)","New York","$500"
"Harrison Brigid Callahan (D-NJ)","New Jersey","$500"
"Jones Brian W (R-CA)","California","$500"
"Kelly Mike (R-PA)","Pennsylvania","$500"
"Lenzi Ray (D-IL)","Illinois","$500"
"Montoya Laura (D-NM)","New Mexico","$500"
"Sherman Brad (D-CA)","California","$500"
"Steil Bryan (R-WI)","Wisconsin","$500"
"Turner Nina (D-OH)","Ohio","$500"
"Underwood Jacobs Angela (R-CA)","California","$500"
"Visclosky Pete (D-IN)","Indiana","$500"
"Kreibich Arati (D-NJ)","New Jersey","$488"
"Lee Barbara (D-CA)","California","$475"
"Caruso-Cabrera Michelle (D-NY)","New York","$460"
"Castro Joaquin (D-TX)","Texas","$440"
"Kirkpatrick Ann (D-AZ)","Arizona","$437"
"Luna Anna Paulina (R-FL)","Florida","$436"
"Uygur Cenk (D-CA)","California","$434"
"Imam Donna (D-TX)","Texas","$424"
"Bubser Chris (D-CA)","California","$408"
"Dar Mohammad (D-MA)","Massachusetts","$400"
"Duncan Jeff (R-SC)","South Carolina","$400"
"Grossman Becky (D-MA)","Massachusetts","$400"
"Mann Christine (D-TX)","Texas","$395"
"Barnette Kathy (R-PA)","Pennsylvania","$378"
"Williams Vangie (D-VA)","Virginia","$375"
"Clark Anthony (D-IL)","Illinois","$372"
"Sloan Heidi (D-TX)","Texas","$367"
"Jayapal Pramila (D-WA)","Washington","$362"
"Armitage Chris (D-WA)","Washington","$360"
"Buehler Knute (R-OR)","Oregon","$360"
"Waymaster Troy (R-KS)","Kansas","$350"
"Islam Nabilah (D-GA)","Georgia","$335"
"Owens Burgess (R-UT)","Utah","$335"
"Chabot Steve (R-OH)","Ohio","$310"
"Polack Roger (D-WI)","Wisconsin","$305"
"Gentles Karl (D-AZ)","Arizona","$300"
"Jones Brenda (D-MI)","Michigan","$300"
"Profit Joe (R-GA)","Georgia","$300"
"Rochester Lisa Blunt (D-DE)","Delaware","$300"
"Deegan Donna (D-FL)","Florida","$290"
"Beutler Jaime Herrera (R-WA)","Washington","$282"
"Lauf Catalina (R-IL)","Illinois","$275"
"Harper Morgan (D-OH)","Ohio","$271"
"Tenney Claudia (R-NY)","New York","$267"
"Goldbeck Janessa (D-CA)","California","$260"
"Titus Dina (D-NV)","Nevada","$255"
"Ashford Ann (D-NE)","Nebraska","$250"
"Bonamici Suzanne (D-OR)","Oregon","$250"
"Bullock Ben (R-GA)","Georgia","$250"
"Cardnell Elisa (D-TX)","Texas","$250"
"Case Ed (D-HI)","Hawaii","$250"
"Champion Wendell (R-TX)","Texas","$250"
"Chase Todd (R-FL)","Florida","$250"
"Flores Bill (R-TX)","Texas","$250"
"Huffstetler Roger Dean (D-VA)","Virginia","$250"
"Hurd Will (R-TX)","Texas","$250"
"Kumar Rishi (D-CA)","California","$250"
"McClintock Tom (R-CA)","California","$250"
"Shedd Tiffany (R-AZ)","Arizona","$250"
"Slocum Doug (R-MI)","Michigan","$250"
"Westerman Bruce (R-AR)","Arkansas","$250"
"Wright Rich (D-MN)","Minnesota","$250"
"Zannetos Christopher (D-MA)","Massachusetts","$250"
"Leckey Ihssane (D-MA)","Massachusetts","$230"
"Harrison Peter (D-NY)","New York","$225"
"Palzewicz Tom (D-WI)","Wisconsin","$225"
"Gilbert Hank (D-TX)","Texas","$220"
"Zunker Tricia (D-WI)","Wisconsin","$220"
"Anderson Robert Jon (D-LA)","Louisiana","$217"
"Driskell Gretchen (D-MI)","Michigan","$215"
"Ives Jeanne (R-IL)","Illinois","$212"
"Auchincloss Jake (D-MA)","Massachusetts","$200"
"Bennett Adrienne (R-ME)","Maine","$200"
"Galbraith Allison (D-MD)","Maryland","$200"
"Haake Sabrina (D-IN)","Indiana","$200"
"Hattersley Adam (D-FL)","Florida","$200"
"Kashifalghita Meshal 'Kash' (D-CA)","California","$200"
"Lombard Laura (D-KS)","Kansas","$200"
"Boylan Lindsey (D-NY)","New York","$190"
"Rodimer Dan (R-NV)","Nevada","$183"
"Pappas Chris (D-NH)","New Hampshire","$181"
"Weston John Kael (D-UT)","Utah","$175"
"Taylor Van (R-TX)","Texas","$160"
"Brier Tom (D-PA)","Pennsylvania","$150"
"Campbell Rayla (R-MA)","Massachusetts","$150"
"Correa Lou (D-CA)","California","$150"
"Dudenhoefer David (R-MI)","Michigan","$150"
"Early Eric (R-CA)","California","$150"
"Hoyos Renee (D-TN)","Tennessee","$150"
"Lipinski Daniel (D-IL)","Illinois","$150"
"Cooper Scott (D-NC)","North Carolina","$149"
"Collins Joshua (D-WA)","Washington","$148"
"Gonzales Tony (R-TX)","Texas","$140"
"Adams Alma (D-NC)","North Carolina","$130"
"Pingree Chellie (D-ME)","Maine","$130"
"Dean Madeleine (D-PA)","Pennsylvania","$125"
"Tucker Antoine (R-NY)","New York","$125"
"Bishop Dan (R-NC)","North Carolina","$123"
"Cirincione Russell (D-NJ)","New Jersey","$122"
"Kim David (D-CA)","California","$122"
"Junge Paul (R-MI)","Michigan","$121"
"Manning Kathy (D-NC)","North Carolina","$120"
"Patel Suraj (D-NY)","New York","$120"
"Parson Rebecca (D-WA)","Washington","$117"
"Putzova Eva (D-AZ)","Arizona","$113"
"Van Orden Derrick (R-WI)","Wisconsin","$111"
"Zhao Yukong (R-FL)","Florida","$110"
"Barr Regina (R-MN)","Minnesota","$100"
"Brownley Julia (D-CA)","California","$100"
"Buck George (R-FL)","Florida","$100"
"Colvin Nick (D-MI)","Michigan","$100"
"Greene Marjorie Taylor (R-GA)","Georgia","$100"
"Hern Kevin (R-OK)","Oklahoma","$100"
"Kennedy Rick (D-TX)","Texas","$100"
"Newby Joel (D-OH)","Ohio","$100"
"Owensby Alexandra (D-KY)","Kentucky","$100"
"Siebe Amanda (D-OR)","Oregon","$100"
"Spivey James (R-VA)","Virginia","$100"
"Veasey Marc (D-TX)","Texas","$100"
"Escobar Veronica (D-TX)","Texas","$96"
"Lake Jeannine Lee (D-IN)","Indiana","$87"
"Salazar Maria (R-FL)","Florida","$87"
"Malliotakis Nicole (R-NY)","New York","$76"
"Peacock Julia (D-CA)","California","$75"
"Vilarino Irina (R-FL)","Florida","$75"
"Winter Tom (D-MT)","Montana","$75"
"Nelson Kim (D-SC)","South Carolina","$70"
"Williams Celeste (D-AR)","Arkansas","$65"
"Woodsmall Steve (D-NC)","North Carolina","$62"
"Casady Nancy (D-CA)","California","$60"
"Maher Pat (D-NY)","New York","$60"
"Murphy Lee (R-DE)","Delaware","$60"
"Winfrey Adia (D-AL)","Alabama","$60"
"Miller-Meeks Mariannette (R-IA)","Iowa","$58"
"Frankel Lois (D-FL)","Florida","$55"
"Lieu Ted (D-CA)","California","$55"
"Murray Scherie (R-NY)","New York","$55"
"Reeves Kristine (D-WA)","Washington","$54"
"Mason Mia (D-MD)","Maryland","$53"
"Handel Karen (R-GA)","Georgia","$51"
"Balkin Alex (D-CA)","California","$50"
"Bell Adrienne (D-TX)","Texas","$50"
"Caballero Jose (D-CA)","California","$50"
"Cavell Dave (D-MA)","Massachusetts","$50"
"Collias Gina (D-NC)","North Carolina","$50"
"Daniel Stephen (D-TX)","Texas","$50"
"Desaulnier Mark (D-CA)","California","$50"
"Foster Adrienne (R-KS)","Kansas","$50"
"Frankel Amanda Pearl (D-NY)","New York","$50"
"Grothman Glenn (R-WI)","Wisconsin","$50"
"Hodgson Abbie (D-KS)","Kansas","$50"
"Huffman Scott (D-NC)","North Carolina","$50"
"King Steven A (R-IA)","Iowa","$50"
"Marchant Jim (R-NV)","Nevada","$50"
"May Liz Marty (R-SD)","South Dakota","$50"
"Russo Claire (D-VA)","Virginia","$50"
"Schleifer Adam (D-NY)","New York","$50"
"Stuck Amanda (D-WI)","Wisconsin","$50"
"Thorpe Devin (D-UT)","Utah","$50"
"Watson Lacy (D-WV)","West Virginia","$50"
"Ghebreghiorgis Andom (D-NY)","New York","$47"
"Gardner Phil (D-WA)","Washington","$45"
