"Representative","State","Amount"
"Hunt Wesley (R-TX)","Texas","$148292"
"Fletcher Lizzie (D-TX)","Texas","$92070"
"McCarthy Kevin (R-CA)","California","$80987"
"Crenshaw Dan (R-TX)","Texas","$60733"
"Scalise Steve (R-LA)","Louisiana","$47245"
"Graves Garret (R-LA)","Louisiana","$46900"
"Brady Kevin (R-TX)","Texas","$40900"
"Gonzales Tony (R-TX)","Texas","$38551"
"Kelly Mike (R-PA)","Pennsylvania","$35599"
"Cuellar Henry (D-TX)","Texas","$32500"
"Cole Tom (R-OK)","Oklahoma","$31500"
"Pfluger August (R-TX)","Texas","$31416"
"Graves Sam (R-MO)","Missouri","$31000"
"Richmond Cedric (D-LA)","Louisiana","$31000"
"Davis Rodney (R-IL)","Illinois","$30837"
"Upton Fred (R-MI)","Michigan","$29470"
"Lipinski Daniel (D-IL)","Illinois","$27500"
"Johnson Bill (R-OH)","Ohio","$27000"
"Reed Tom (R-NY)","New York","$26899"
"Mullin Markwayne (R-OK)","Oklahoma","$26625"
"Gonzalez Vicente (D-TX)","Texas","$26500"
"Veasey Marc (D-TX)","Texas","$26500"
"Clyburn James E (D-SC)","South Carolina","$26000"
"Schrader Kurt (D-OR)","Oregon","$25500"
"Rodgers Cathy McMorris (R-WA)","Washington","$23608"
"Collins Genevieve (R-TX)","Texas","$23424"
"Reschenthaler Guy (R-PA)","Pennsylvania","$22800"
"Katko John (R-NY)","New York","$22632"
"Pallone Frank Jr (D-NJ)","New Jersey","$22000"
"Hudson Richard (R-NC)","North Carolina","$21352"
"Kinzinger Adam (R-IL)","Illinois","$21002"
"Fitzpatrick Brian (R-PA)","Pennsylvania","$20651"
"Nunes Devin (R-CA)","California","$20528"
"Gooden Lance (R-TX)","Texas","$19100"
"Bice Stephanie (R-OK)","Oklahoma","$18922"
"Stefanik Elise (R-NY)","New York","$18035"
"Tonko Paul (D-NY)","New York","$18000"
"Rush Bobby (D-IL)","Illinois","$17500"
"Hern Kevin (R-OK)","Oklahoma","$17160"
"McCaul Michael (R-TX)","Texas","$17032"
"Thompson Bennie G (D-MS)","Mississippi","$16980"
"Roy Chip (R-TX)","Texas","$16723"
"Hinson Ashley (R-IA)","Iowa","$16635"
"Joyce David P (R-OH)","Ohio","$16622"
"Horsford Steven (D-NV)","Nevada","$16600"
"Van Duyne Beth (R-TX)","Texas","$15683"
"Stauber Pete (R-MN)","Minnesota","$15599"
"Wittman Rob (R-VA)","Virginia","$15599"
"Jacobs Chris (R-NY)","New York","$15500"
"Vela Filemon (D-TX)","Texas","$15500"
"Arrington Jodey (R-TX)","Texas","$15300"
"Stanton Greg (D-AZ)","Arizona","$15025"
"Westerman Bruce (R-AR)","Arkansas","$15000"
"O'Halleran Tom (D-AZ)","Arizona","$14550"
"Smucker Lloyd (R-PA)","Pennsylvania","$14500"
"Hurd Will (R-TX)","Texas","$14399"
"Keller Fred (R-PA)","Pennsylvania","$14250"
"Weber Randy (R-TX)","Texas","$13850"
"Balderson Troy (R-OH)","Ohio","$13599"
"Lee Susie (D-NV)","Nevada","$13550"
"Lucas Frank D (R-OK)","Oklahoma","$13525"
"Crawford Rick (R-AR)","Arkansas","$13500"
"Davis Wendy (D-TX)","Texas","$13499"
"Valadao David (R-CA)","California","$13349"
"Zeldin Lee (R-NY)","New York","$12891"
"Ryan Tim (D-OH)","Ohio","$12432"
"Lesko Debbie (R-AZ)","Arizona","$12108"
"Olson Pete (R-TX)","Texas","$12099"
"Armstrong Kelly (R-ND)","North Dakota","$11500"
"Higgins Clay (R-LA)","Louisiana","$11500"
"Neal Richard E (D-MA)","Massachusetts","$11250"
"Hoyer Steny H (D-MD)","Maryland","$11000"
"Long Billy (R-MO)","Missouri","$11000"
"McEachin Donald (D-VA)","Virginia","$11000"
"Peters Scott (D-CA)","California","$11000"
"Williams Roger (R-TX)","Texas","$10899"
"Herrell Yvette (R-NM)","New Mexico","$10711"
"Carter Buddy (R-GA)","Georgia","$10500"
"Latta Bob (R-OH)","Ohio","$10500"
"Walden Greg (R-OR)","Oregon","$10500"
"Cline Ben (R-VA)","Virginia","$10200"
"Ferguson Drew (R-GA)","Georgia","$10035"
"Griffith Morgan (R-VA)","Virginia","$10000"
"Higgins Brian M (D-NY)","New York","$10000"
"Morelle Joseph D (D-NY)","New York","$10000"
"Rosendale Matt (R-MT)","Montana","$9611"
"Young Don (R-AK)","Alaska","$9610"
"Walberg Tim (R-MI)","Michigan","$9599"
"Granger Kay (R-TX)","Texas","$9509"
"Guthrie Brett (R-KY)","Kentucky","$9500"
"LaHood Darin (R-IL)","Illinois","$9300"
"Beutler Jaime Herrera (R-WA)","Washington","$9188"
"Biggs Andy (R-AZ)","Arizona","$9000"
"Fleischmann Chuck (R-TN)","Tennessee","$9000"
"Ladjevardian Sima (D-TX)","Texas","$8617"
"Cheney Liz (R-WY)","Wyoming","$8509"
"Hill French (R-AR)","Arkansas","$8399"
"Parnell Sean (R-PA)","Pennsylvania","$8266"
"Gimenez Carlos (R-FL)","Florida","$8127"
"Miller-Meeks Mariannette (R-IA)","Iowa","$8116"
"Bishop Dan (R-NC)","North Carolina","$8113"
"Bergman John (R-MI)","Michigan","$8112"
"Young David (R-IA)","Iowa","$8110"
"Bost Mike (R-IL)","Illinois","$8099"
"Malliotakis Nicole (R-NY)","New York","$7810"
"Norcross Don (D-NJ)","New Jersey","$7800"
"Wagner Ann (R-MO)","Missouri","$7696"
"Carter John (R-TX)","Texas","$7670"
"Bacon Donald John (R-NE)","Nebraska","$7637"
"Tipton Scott (R-CO)","Colorado","$7635"
"LaMalfa Doug (R-CA)","California","$7599"
"Mooney Alex (R-WV)","West Virginia","$7599"
"Schweikert David (R-AZ)","Arizona","$7599"
"Larsen Rick (D-WA)","Washington","$7500"
"Thompson Glenn (R-PA)","Pennsylvania","$7500"
"Wexton Jennifer (D-VA)","Virginia","$7100"
"Doyle Mike (D-PA)","Pennsylvania","$7000"
"Smith Jason (R-MO)","Missouri","$7000"
"Owens Burgess (R-UT)","Utah","$6943"
"Beyer Don (D-VA)","Virginia","$6900"
"Tenney Claudia (R-NY)","New York","$6878"
"Burgess Michael (R-TX)","Texas","$6800"
"Eastman Kara (D-NE)","Nebraska","$6689"
"Barr Andy (R-KY)","Kentucky","$6637"
"Issa Darrell (R-CA)","California","$6602"
"Rouzer David (R-NC)","North Carolina","$6599"
"Amodei Mark (R-NV)","Nevada","$6500"
"Babin Brian (R-TX)","Texas","$6300"
"Chase Claire (R-NM)","New Mexico","$6260"
"Huizenga Bill (R-MI)","Michigan","$6099"
"Bentz Cliff (R-OR)","Oregon","$6000"
"Costa Jim (D-CA)","California","$6000"
"Flores Bill (R-TX)","Texas","$6000"
"Gibbs Bob (R-OH)","Ohio","$6000"
"Peterson Collin (D-MN)","Minnesota","$6000"
"Stivers Steve (R-OH)","Ohio","$6000"
"Luria Elaine (D-VA)","Virginia","$5958"
"Kulkarni Sri (D-TX)","Texas","$5881"
"Taylor Van (R-TX)","Texas","$5849"
"Salazar Maria (R-FL)","Florida","$5790"
"McKinley David (R-WV)","West Virginia","$5750"
"Caruso-Cabrera Michelle (D-NY)","New York","$5710"
"Spanberger Abigail (D-VA)","Virginia","$5653"
"Hagedorn Jim (R-MN)","Minnesota","$5645"
"Chabot Steve (R-OH)","Ohio","$5637"
"Mast Brian (R-FL)","Florida","$5624"
"Watkins Steve (R-KS)","Kansas","$5606"
"Armendariz-Jackson Irene (R-TX)","Texas","$5600"
"Farley Chele (R-NY)","New York","$5600"
"Shedd Tiffany (R-AZ)","Arizona","$5600"
"Buchanan Vernon (R-FL)","Florida","$5599"
"Budd Ted (R-NC)","North Carolina","$5599"
"Grothman Glenn (R-WI)","Wisconsin","$5599"
