"Representative","State","Amount"
"King Steven A (R-IA)","Iowa","$30000"
"Noem Kristi (R-SD)","South Dakota","$29500"
"Camp Dave (R-MI)","Michigan","$28500"
"McNerney Jerry (D-CA)","California","$26602"
"McCarthy Kevin (R-CA)","California","$24900"
"Blumenauer Earl (D-OR)","Oregon","$24405"
"Latham Tom (R-IA)","Iowa","$23000"
"Eshoo Anna (D-CA)","California","$19500"
"Peterson Collin (D-MN)","Minnesota","$19000"
"Shimkus John (R-IL)","Illinois","$16250"
"Reichert Dave (R-WA)","Washington","$15650"
"Schock Aaron (R-IL)","Illinois","$15450"
"Vilsack Christie (D-IA)","Iowa","$14250"
"Gabbard Tulsi (D-HI)","Hawaii","$14030"
"Walz Tim (D-MN)","Minnesota","$13200"
"Bilbray Brian P (R-CA)","California","$13050"
"Cramer Kevin (R-ND)","North Dakota","$11750"
"Garagiola Robert J (D-MD)","Maryland","$11750"
"Carnahan Russ (D-MO)","Missouri","$11600"
"Esty Elizabeth (D-CT)","Connecticut","$11600"
"Markey Ed (D-MA)","Massachusetts","$11313"
"Israel Steve (D-NY)","New York","$11000"
"Lange Ben (R-IA)","Iowa","$10750"
"Yoder Kevin (R-KS)","Kansas","$10500"
"Garrett Scott (R-NJ)","New Jersey","$10000"
"Hayworth Nan (R-NY)","New York","$10000"
"Lofgren Zoe (D-CA)","California","$10000"
"Braley Bruce (D-IA)","Iowa","$9750"
"Chirukula Upendra J (D-NJ)","New Jersey","$9750"
"Huelskamp Tim (R-KS)","Kansas","$9750"
"Kinzinger Adam (R-IL)","Illinois","$9750"
"Bass Charles (R-NH)","New Hampshire","$9500"
"Boswell Leonard (D-IA)","Iowa","$9500"
"Upton Fred (R-MI)","Michigan","$9500"
"Michaud Mike (D-ME)","Maine","$9350"
"Cicilline David (D-RI)","Rhode Island","$9250"
"Kaptur Marcy (D-OH)","Ohio","$9000"
"Doggett Lloyd (D-TX)","Texas","$8450"
"Bera Ami (D-CA)","California","$8000"
"Latta Bob (R-OH)","Ohio","$7750"
"Bono Mack Mary (R-CA)","California","$7650"
"Boehner John (R-OH)","Ohio","$7500"
"Lucas Frank D (R-OK)","Oklahoma","$7500"
"Miller Gary (R-CA)","California","$7500"
"Pompeo Mike (R-KS)","Kansas","$7500"
"Whitfield Ed (R-KY)","Kentucky","$7500"
"Tavaglione John F (R-CA)","California","$7250"
"Perlmutter Ed (D-CO)","Colorado","$6900"
"Barber Ron (D-AZ)","Arizona","$6600"
"Chavez Marty (D-NM)","New Mexico","$6300"
"Pelosi Nancy (D-CA)","California","$6250"
"Tonko Paul (D-NY)","New York","$6250"
"Gardner Cory (R-CO)","Colorado","$6000"
"Giffords Gabrielle (D-AZ)","Arizona","$5750"
"O'Brien Mike (D-MI)","Michigan","$5750"
"Kind Ron (D-WI)","Wisconsin","$5600"
"Heck Dennis (D-WA)","Washington","$5500"
"Bachmann Michele (R-MN)","Minnesota","$5450"
"Calvert Ken (R-CA)","California","$5425"
"Cantor Eric (R-VA)","Virginia","$5300"
"Hastings Doc (R-WA)","Washington","$5250"
"Sarbanes John (D-MD)","Maryland","$5250"
"Cook Paul (R-CA)","California","$5000"
"Cornilles Robert (R-OR)","Oregon","$5000"
"Waxman Henry (D-CA)","California","$5000"
"Adams Kirk (R-AZ)","Arizona","$4900"
"Kennedy Joe III (D-MA)","Massachusetts","$4750"
"Salmon Matt (R-AZ)","Arizona","$4750"
"Schrader Kurt (D-OR)","Oregon","$4750"
"Castro Joaquin (D-TX)","Texas","$4500"
"Cole Tom (R-OK)","Oklahoma","$4500"
"Hoyer Steny H (D-MD)","Maryland","$4500"
"Smith Adrian (R-NE)","Nebraska","$4500"
"Kuster Ann (D-NH)","New Hampshire","$4250"
"Levin Sander (D-MI)","Michigan","$4000"
"Loebsack David (D-IA)","Iowa","$4000"
"Terry Lee (R-NE)","Nebraska","$4000"
"Boustany Charles Jr (R-LA)","Louisiana","$3500"
"Honda Mike (D-CA)","California","$3500"
"Luetkemeyer Blaine (R-MO)","Missouri","$3500"
"Moran Jim (D-VA)","Virginia","$3500"
"Thompson Mike (D-CA)","California","$3500"
"Harvey Ted (R-CO)","Colorado","$3300"
"Becerra Xavier (D-CA)","California","$3000"
"Clyburn James E (D-SC)","South Carolina","$3000"
"Ducheny Denise Moreno (D-CA)","California","$3000"
"Duckworth Tammy (D-IL)","Illinois","$3000"
"Graves Sam (R-MO)","Missouri","$3000"
"Kalk Brian (R-ND)","North Dakota","$3000"
"Kilmer Derek (D-WA)","Washington","$3000"
"Kreitlow Patrick (D-WI)","Wisconsin","$3000"
"Lujan Ben Ray (D-NM)","New Mexico","$3000"
"Dold Bob (R-IL)","Illinois","$2799"
"Capps Lois (D-CA)","California","$2750"
"Garamendi John (D-CA)","California","$2750"
"Horsford Steven (D-NV)","Nevada","$2750"
"Lowenthal Alan (D-CA)","California","$2750"
"Murphy Patrick (D-FL)","Florida","$2750"
"Lampson Nick (D-TX)","Texas","$2650"
"Archer John H Jr (R-IA)","Iowa","$2500"
"Buerkle Ann Marie (R-NY)","New York","$2500"
"Conaway Mike (R-TX)","Texas","$2500"
"Cotton Tom (R-AR)","Arkansas","$2500"
"Davis Susan (D-CA)","California","$2500"
"Fitzpatrick Michael G (R-PA)","Pennsylvania","$2500"
"Fudge Marcia (D-OH)","Ohio","$2500"
"Hanabusa Colleen (D-HI)","Hawaii","$2500"
"Hannemann Mufi (D-HI)","Hawaii","$2500"
"Kingston Jack (R-GA)","Georgia","$2500"
"Lungren Dan (R-CA)","California","$2500"
"Maldonado Abel (R-CA)","California","$2500"
"Old Jay (R-TX)","Texas","$2500"
"Parks Linda (R-CA)","California","$2500"
"Roskam Peter (R-IL)","Illinois","$2500"
"Runyan Jon (R-NJ)","New Jersey","$2500"
"Ruppersberger Dutch (D-MD)","Maryland","$2500"
"Schandlbauer Leah Campos (R-AZ)","Arizona","$2500"
"Stutzman Marlin (R-IN)","Indiana","$2500"
"Tsongas Niki (D-MA)","Massachusetts","$2500"
"Walorski Jackie (R-IN)","Indiana","$2500"
"Huffman Jared (D-CA)","California","$2384"
"Costa Jim (D-CA)","California","$2250"
"Marshall Kate (D-NV)","Nevada","$2250"
"Simpson Mike (R-ID)","Idaho","$2250"
"Inslee Jay (D-WA)","Washington","$2050"
"Raye Kevin (R-ME)","Maine","$2050"
"Bucshon Larry (R-IN)","Indiana","$2000"
"Cherny Andrei (D-AZ)","Arizona","$2000"
"Corbett Ellen (D-CA)","California","$2000"
"Crowley Joseph (D-NY)","New York","$2000"
"Emerson Jo Ann (R-MO)","Missouri","$2000"
"Goettle Shane (R-ND)","North Dakota","$2000"
"Hahn Janice (D-CA)","California","$2000"
"Holt Rush (D-NJ)","New Jersey","$2000"
"Messer Luke (R-IN)","Indiana","$2000"
"Nunes Devin (R-CA)","California","$2000"
"Peters Gary (D-MI)","Michigan","$2000"
"Price David (D-NC)","North Carolina","$2000"
"Renacci Jim (R-OH)","Ohio","$2000"
"Roberts Jennifer (D-NC)","North Carolina","$2000"
"Roraback Andrew (R-CT)","Connecticut","$2000"
"Schakowsky Jan (D-IL)","Illinois","$2000"
"Stivers Steve (R-OH)","Ohio","$2000"
"Tiberi Pat (R-OH)","Ohio","$2000"
"Whitfield Harold (D-MO)","Missouri","$2000"
"Bowen Debra (D-CA)","California","$1750"
"Delaney John K (D-MD)","Maryland","$1750"
"Enyart William (D-IL)","Illinois","$1750"
"Garcia Joe (D-FL)","Florida","$1750"
"Maloney Carolyn (D-NY)","New York","$1750"
"Rodgers Cathy McMorris (R-WA)","Washington","$1750"
"Smith Adam (D-WA)","Washington","$1750"
"Miklosi Joe (D-CO)","Colorado","$1700"
"Chu Judy (D-CA)","California","$1550"
"Benishek Dan (R-MI)","Michigan","$1500"
"Berman Howard L (D-CA)","California","$1500"
"Buchanan Vernon (R-FL)","Florida","$1500"
"DelBene Suzan (D-WA)","Washington","$1500"
"Denham Jeff (R-CA)","California","$1500"
"Gerlach Jim (R-PA)","Pennsylvania","$1500"
"Gibson Chris (R-NY)","New York","$1500"
"Gillan Kim (D-MT)","Montana","$1500"
"Gulleson Pam (D-ND)","North Dakota","$1500"
"Gutierrez Luis V (D-IL)","Illinois","$1500"
"Hultgren Randy (R-IL)","Illinois","$1500"
"Jenkins Lynn (R-KS)","Kansas","$1500"
"Oceguera John (D-NV)","Nevada","$1500"
"Pascrell Bill Jr (D-NJ)","New Jersey","$1500"
"Schilling Bobby (R-IL)","Illinois","$1500"
"Bustos Cheri (D-IL)","Illinois","$1450"
"Kissell Larry (D-NC)","North Carolina","$1300"
"West Allen (R-FL)","Florida","$1300"
"Dent Charlie (R-PA)","Pennsylvania","$1250"
"Maffei Dan (D-NY)","New York","$1250"
"Ruiz Raul (D-CA)","California","$1250"
"Veasey Marc (D-TX)","Texas","$1250"
"Langevin Jim (D-RI)","Rhode Island","$1200"
"Varilek Matt (D-SD)","South Dakota","$1050"
"Bartlett Roscoe G (R-MD)","Maryland","$1000"
"Bates Don Jr (R-IN)","Indiana","$1000"
"Bishop Timothy H (D-NY)","New York","$1000"
"Bonamici Suzanne (D-OR)","Oregon","$1000"
