"Representative","State","Amount"
"Boehner John (R-OH)","Ohio","$270817"
"McKinley David (R-WV)","West Virginia","$229078"
"Barr Andy (R-KY)","Kentucky","$161200"
"Capito Shelley Moore (R-WV)","West Virginia","$102636"
"Wagner Ann (R-MO)","Missouri","$89500"
"Griffith Morgan (R-VA)","Virginia","$88638"
"Critz Mark (D-PA)","Pennsylvania","$83990"
"Cantor Eric (R-VA)","Virginia","$83894"
"Whitfield Ed (R-KY)","Kentucky","$75375"
"Johnson Bill (R-OH)","Ohio","$70225"
"Snuffer Rick (R-WV)","West Virginia","$53457"
"Rogers Hal (R-KY)","Kentucky","$53099"
"Murphy Tim (R-PA)","Pennsylvania","$52608"
"Bucshon Larry (R-IN)","Indiana","$48800"
"Upton Fred (R-MI)","Michigan","$44633"
"Shimkus John (R-IL)","Illinois","$44459"
"Renacci Jim (R-OH)","Ohio","$42717"
"Altmire Jason (D-PA)","Pennsylvania","$42548"
"Gibbs Bob (R-OH)","Ohio","$37700"
"Hastings Doc (R-WA)","Washington","$36553"
"Holden Tim (D-PA)","Pennsylvania","$34499"
"Rahall Nick (D-WV)","West Virginia","$33800"
"Lummis Cynthia (R-WY)","Wyoming","$32800"
"Guthrie Brett (R-KY)","Kentucky","$31499"
"Rothfus Keith J (R-PA)","Pennsylvania","$29500"
"Kelly Mike (R-PA)","Pennsylvania","$28850"
"Stivers Steve (R-OH)","Ohio","$24000"
"Shuster Bill (R-PA)","Pennsylvania","$23250"
"Thompson Glenn (R-PA)","Pennsylvania","$21500"
"Joyce David P (R-OH)","Ohio","$21214"
"Plummer Jason (R-IL)","Illinois","$20500"
"Massie Thomas (R-KY)","Kentucky","$19500"
"Bachus Spencer (R-AL)","Alabama","$19000"
"Young Todd (R-IN)","Indiana","$18650"
"Davis Rodney (R-IL)","Illinois","$18200"
"Gardner Cory (R-CO)","Colorado","$17000"
"Keadle Scott (R-NC)","North Carolina","$16500"
"Hurt Robert (R-VA)","Virginia","$16200"
"Mullin Markwayne (R-OK)","Oklahoma","$15500"
"Tipton Scott (R-CO)","Colorado","$15450"
"Rogers Mike D (R-AL)","Alabama","$15000"
"Daines Steven (R-MT)","Montana","$14800"
"Sullivan John (R-OK)","Oklahoma","$14500"
"Camp Dave (R-MI)","Michigan","$14000"
"Quayle Ben (R-AZ)","Arizona","$13000"
"Coffman Mike (R-CO)","Colorado","$12750"
"Cramer Kevin (R-ND)","North Dakota","$12500"
"Larsen Rick (D-WA)","Washington","$12000"
"Rokita Todd (R-IN)","Indiana","$11500"
"Gillan Kim (D-MT)","Montana","$11000"
"Aderholt Robert B (R-AL)","Alabama","$10500"
"Lamborn Doug (R-CO)","Colorado","$10499"
"Matheson Jim (D-UT)","Utah","$10000"
"Sewell Terri (D-AL)","Alabama","$10000"
"Walberg Tim (R-MI)","Michigan","$10000"
"Tiberi Pat (R-OH)","Ohio","$9750"
"Hartzler Vicky (R-MO)","Missouri","$9500"
"Walorski Jackie (R-IN)","Indiana","$9500"
"Latta Bob (R-OH)","Ohio","$9000"
"Lungren Dan (R-CA)","California","$9000"
"Noem Kristi (R-SD)","South Dakota","$9000"
"Barrow John (D-GA)","Georgia","$8500"
"Emerson Jo Ann (R-MO)","Missouri","$8500"
"Bishop Rob (R-UT)","Utah","$8000"
"Davis Geoff (R-KY)","Kentucky","$8000"
"Harris Andy (R-MD)","Maryland","$8000"
"Wenstrup Brad (R-OH)","Ohio","$8000"
"Frost Robert (R-OH)","Ohio","$7900"
"Hernandez Jose M (D-CA)","California","$7500"
"Luetkemeyer Blaine (R-MO)","Missouri","$7500"
"McSally Martha (R-AZ)","Arizona","$7500"
"Bartlett Roscoe G (R-MD)","Maryland","$7000"
"Barton Joe (R-TX)","Texas","$7000"
"Costello Jerry F (D-IL)","Illinois","$7000"
"LaTourette Steve (R-OH)","Ohio","$7000"
"Southerland Steve (R-FL)","Florida","$7000"
"West Allen (R-FL)","Florida","$6500"
"Cravaack Chip (R-MN)","Minnesota","$6000"
"Simpson Mike (R-ID)","Idaho","$6000"
"Wilson Charlie (D-OH)","Ohio","$6000"
"Schock Aaron (R-IL)","Illinois","$5750"
"Terry Lee (R-NE)","Nebraska","$5500"
"Bilbray Brian P (R-CA)","California","$5000"
"Buerkle Ann Marie (R-NY)","New York","$5000"
"Chaffetz Jason (R-UT)","Utah","$5000"
"Costa Jim (D-CA)","California","$5000"
"Duffy Sean P (R-WI)","Wisconsin","$5000"
"Hasner Adam (R-FL)","Florida","$5000"
"Jenkins Lynn (R-KS)","Kansas","$5000"
"Long Billy (R-MO)","Missouri","$5000"
"Love Mia (R-UT)","Utah","$5000"
"Marino Tom (R-PA)","Pennsylvania","$5000"
"Parker Vernon (R-AZ)","Arizona","$5000"
"Paton Jonathan (R-AZ)","Arizona","$5000"
"Ribble Reid (R-WI)","Wisconsin","$5000"
"Ryan Tim (D-OH)","Ohio","$5000"
"Webster Daniel (R-FL)","Florida","$5000"
"Stearns Cliff (R-FL)","Florida","$4750"
"Bonner Jo (R-AL)","Alabama","$4500"
"Fleischmann Chuck (R-TN)","Tennessee","$4500"
"Miklosi Joe (D-CO)","Colorado","$4500"
"Schmidt Jean (R-OH)","Ohio","$4500"
"Scott Tim (R-SC)","South Carolina","$4500"
"Sensenbrenner Jim (R-WI)","Wisconsin","$4500"
"Graves Sam (R-MO)","Missouri","$4000"
"Smith Adrian (R-NE)","Nebraska","$4000"
"Gosar Paul (R-AZ)","Arizona","$3500"
"Kinzinger Adam (R-IL)","Illinois","$3500"
"Maggi Larry (D-PA)","Pennsylvania","$3500"
"Pearce Steve (R-NM)","New Mexico","$3500"
"Roby Martha (R-AL)","Alabama","$3500"
"Benishek Dan (R-MI)","Michigan","$3000"
"Pompeo Mike (R-KS)","Kansas","$3000"
"Rodgers Cathy McMorris (R-WA)","Washington","$3000"
"Stewart Chris (R-UT)","Utah","$3000"
"Tarkanian Danny (R-NV)","Nevada","$3000"
"Yoder Kevin (R-KS)","Kansas","$3000"
"Murphy Patrick (D-FL)","Florida","$2750"
"Alexander Rodney (R-LA)","Louisiana","$2500"
"Barletta Lou (R-PA)","Pennsylvania","$2500"
"Harper Gregg (R-MS)","Mississippi","$2500"
"Harrington Karen (R-FL)","Florida","$2500"
"Hudson Richard (R-NC)","North Carolina","$2500"
"Nunnelee Alan (R-MS)","Mississippi","$2500"
"Rogers Mike (R-MI)","Michigan","$2500"
"Salmon Matt (R-AZ)","Arizona","$2500"
"Schilling Bobby (R-IL)","Illinois","$2500"
"Sessions Pete (R-TX)","Texas","$2500"
"Duncan John J Jr (R-TN)","Tennessee","$2250"
"Young Don (R-AK)","Alaska","$2250"
"Blackburn Marsha (R-TN)","Tennessee","$2000"
"Celeste Ted (D-OH)","Ohio","$2000"
"Dent Charlie (R-PA)","Pennsylvania","$2000"
"Fincher Steve (R-TN)","Tennessee","$2000"
"Griffin Tim (R-AR)","Arkansas","$2000"
"Hultgren Randy (R-IL)","Illinois","$2000"
"McCarthy Kevin (R-CA)","California","$2000"
"McIntosh David M (R-IN)","Indiana","$2000"
"Nunes Devin (R-CA)","California","$2000"
"Roskam Peter (R-IL)","Illinois","$2000"
"Ryan Paul (R-WI)","Wisconsin","$2000"
"Johnson Timothy (R-IL)","Illinois","$1750"
"Biggert Judy (R-IL)","Illinois","$1500"
"Broun Paul (R-GA)","Georgia","$1500"
"Issa Darrell (R-CA)","California","$1500"
"Kline John (R-MN)","Minnesota","$1500"
"Meehan Patrick (R-PA)","Pennsylvania","$1500"
"Mica John L (R-FL)","Florida","$1500"
"Stutzman Marlin (R-IN)","Indiana","$1500"
"Bachmann Michele (R-MN)","Minnesota","$1250"
"Bentivolio Kerry (R-MI)","Michigan","$1000"
