"Representative","State","Amount"
"Roybal-Allard Lucille (D-CA)","California","$1300"
"Bonner Jo (R-AL)","Alabama","$1000"
"Campbell John (R-CA)","California","$1000"
"Clawson Curt (R-FL)","Florida","$1000"
"Esty Elizabeth (D-CT)","Connecticut","$1000"
"Michaud Mike (D-ME)","Maine","$1000"
"Price David (D-NC)","North Carolina","$1000"
"Schultz Debbie Wasserman (D-FL)","Florida","$1000"
"Schwartz Allyson (D-PA)","Pennsylvania","$1000"
"Scott Bobby (D-VA)","Virginia","$1000"
"Fortenberry Jeff (R-NE)","Nebraska","$800"
"Langevin Jim (D-RI)","Rhode Island","$800"
"Brownley Julia (D-CA)","California","$500"
"Cicilline David (D-RI)","Rhode Island","$500"
"Johnson Hank (D-GA)","Georgia","$500"
"Lowey Nita M (D-NY)","New York","$500"
"Maffei Dan (D-NY)","New York","$500"
"Nolan Rick (D-MN)","Minnesota","$500"
"Owens Bill (D-NY)","New York","$500"
"Smith Chris (R-NJ)","New Jersey","$500"
"Bonamici Suzanne (D-OR)","Oregon","$250"
"Cohen Steve (D-TN)","Tennessee","$250"
"Farr Sam (D-CA)","California","$250"
"Pelosi Nancy (D-CA)","California","$250"
"Pingree Chellie (D-ME)","Maine","$250"
