"Representative","State","Amount"
"Capps Lois (D-CA)","California","$56606"
"McNerney Jerry (D-CA)","California","$54400"
"Bera Ami (D-CA)","California","$46626"
"Kennedy Joe III (D-MA)","Massachusetts","$43200"
"Kuster Ann (D-NH)","New Hampshire","$42300"
"Duckworth Tammy (D-IL)","Illinois","$40693"
"Huffman Jared (D-CA)","California","$40100"
"Brownley Julia (D-CA)","California","$38608"
"Esty Elizabeth (D-CT)","Connecticut","$34800"
"Garamendi John (D-CA)","California","$33285"
"Holt Rush (D-NJ)","New Jersey","$33050"
"Pelosi Nancy (D-CA)","California","$29750"
"Bass Charles (R-NH)","New Hampshire","$29503"
"Shea-Porter Carol (D-NH)","New Hampshire","$28901"
"Bishop Timothy H (D-NY)","New York","$28603"
"McDowell Gary J (D-MI)","Michigan","$28360"
"Maffei Dan (D-NY)","New York","$27470"
"Kilmer Derek (D-WA)","Washington","$27185"
"Schneider Brad (D-IL)","Illinois","$26151"
"DelBene Suzan (D-WA)","Washington","$25531"
"Foster Bill (D-IL)","Illinois","$23500"
"Gallego Pete (D-TX)","Texas","$22696"
"Sutton Betty Sue (D-OH)","Ohio","$22319"
"Pace Sal (D-CO)","Colorado","$21803"
"Lowenthal Alan (D-CA)","California","$21250"
"Kind Ron (D-WI)","Wisconsin","$20559"
"Edwards Donna (D-MD)","Maryland","$20150"
"Reichert Dave (R-WA)","Washington","$19503"
"Delaney John K (D-MD)","Maryland","$19245"
"Kreitlow Patrick (D-WI)","Wisconsin","$18598"
"Miklosi Joe (D-CO)","Colorado","$18509"
"Pingree Chellie (D-ME)","Maine","$18350"
"Peters Scott (D-CA)","California","$18250"
"Griego Eric (D-NM)","New Mexico","$18097"
"Heck Dennis (D-WA)","Washington","$17950"
"Van Hollen Chris (D-MD)","Maryland","$17050"
"Grijalva Raul M (D-AZ)","Arizona","$16249"
"Grisham Michelle Lujan (D-NM)","New Mexico","$16240"
"Braley Bruce (D-IA)","Iowa","$16132"
"Farr Sam (D-CA)","California","$15700"
"Israel Steve (D-NY)","New York","$15500"
"Wall Jamie (D-WI)","Wisconsin","$15384"
"Gill David (D-IL)","Illinois","$15252"
"Takano Mark (D-CA)","California","$15020"
"Barber Ron (D-AZ)","Arizona","$14981"
"Fitzgerald Keith (D-FL)","Florida","$14730"
"Waxman Henry (D-CA)","California","$14500"
"Zerban Rob (D-WI)","Wisconsin","$14000"
"Vilsack Christie (D-IA)","Iowa","$13900"
"Murphy Patrick (D-FL)","Florida","$13895"
"Perlmutter Ed (D-CO)","Colorado","$13583"
"Doyle Mike (D-PA)","Pennsylvania","$13309"
"Fleming John (R-LA)","Louisiana","$13200"
"Sinema Kyrsten (D-AZ)","Arizona","$12694"
"Bonamici Suzanne (D-OR)","Oregon","$12498"
"Garcia Joe (D-FL)","Florida","$12375"
"Bustos Cheri (D-IL)","Illinois","$11976"
"Connolly Gerry (D-VA)","Virginia","$11686"
"Titus Dina (D-NV)","Nevada","$11635"
"Schreibman Julian D (D-NY)","New York","$11587"
"Hernandez Jose M (D-CA)","California","$11506"
"Hirschbiel Paul Odell Jr (D-VA)","Virginia","$11001"
"Stewart Eric (D-TN)","Tennessee","$11000"
"Markey Ed (D-MA)","Massachusetts","$10750"
"Oceguera John (D-NV)","Nevada","$10558"
"Frankel Lois (D-FL)","Florida","$10557"
"Lawson Al (D-FL)","Florida","$10250"
"Tsongas Niki (D-MA)","Massachusetts","$10250"
"Walden Greg (R-OR)","Oregon","$10250"
"Lamb Dan (D-NY)","New York","$10217"
"Hochul Kathleen (D-NY)","New York","$10150"
"Buchanan Vernon (R-FL)","Florida","$10000"
"Slaughter Louise M (D-NY)","New York","$10000"
"Cicilline David (D-RI)","Rhode Island","$9500"
"Hastings Doc (R-WA)","Washington","$9500"
"Horsford Steven (D-NV)","Nevada","$9308"
"Bowen Debra (D-CA)","California","$9114"
"Trivedi Manan (D-PA)","Pennsylvania","$9113"
"LoBiondo Frank (R-NJ)","New Jersey","$8850"
"Hoyer Steny H (D-MD)","Maryland","$8750"
"Michaud Mike (D-ME)","Maine","$8750"
"Adler Shelley (D-NJ)","New Jersey","$8500"
"Tierney John F (D-MA)","Massachusetts","$8143"
"Loebsack David (D-IA)","Iowa","$8000"
"Eshoo Anna (D-CA)","California","$7950"
"Cassidy Bill (R-LA)","Louisiana","$7800"
"Inslee Jay (D-WA)","Washington","$7787"
"Hahn Janice (D-CA)","California","$7750"
"Miller George (D-CA)","California","$7300"
"Levin Sander (D-MI)","Michigan","$7250"
"Schakowsky Jan (D-IL)","Illinois","$7250"
"Schultz Debbie Wasserman (D-FL)","Florida","$7100"
"Moran Jim (D-VA)","Virginia","$7000"
"Schiff Adam (D-CA)","California","$7000"
"Harris Andy (R-MD)","Maryland","$6900"
"Graves Jim (D-MN)","Minnesota","$6850"
"Demings Val (D-FL)","Florida","$6750"
"Polis Jared (D-CO)","Colorado","$6750"
"Rogers Hayden (D-NC)","North Carolina","$6550"
"Gabbard Tulsi (D-HI)","Hawaii","$6435"
"Boswell Leonard (D-IA)","Iowa","$6400"
"Garagiola Robert J (D-MD)","Maryland","$6391"
"Nolan Rick (D-MN)","Minnesota","$6300"
"Berman Howard L (D-CA)","California","$6250"
"Beutler Jaime Herrera (R-WA)","Washington","$6000"
"Dicks Norm (D-WA)","Washington","$6000"
