"Representative","State","Amount"
"Boehner John (R-OH)","Ohio","$510400"
"Williams Roger (R-TX)","Texas","$362933"
"Pompeo Mike (R-KS)","Kansas","$320550"
"Boustany Charles Jr (R-LA)","Louisiana","$313700"
"McCarthy Kevin (R-CA)","California","$288200"
"Landry Jeff (R-LA)","Louisiana","$278416"
"Cantor Eric (R-VA)","Virginia","$272650"
"Pearce Steve (R-NM)","New Mexico","$264225"
"Camp Dave (R-MI)","Michigan","$245500"
"Flores Bill (R-TX)","Texas","$233156"
"Gardner Cory (R-CO)","Colorado","$224500"
"Upton Fred (R-MI)","Michigan","$224300"
"Fleming John (R-LA)","Louisiana","$220500"
"Canseco Quico (R-TX)","Texas","$219126"
"Cramer Kevin (R-ND)","North Dakota","$218800"
"Coffman Mike (R-CO)","Colorado","$210275"
"Sullivan John (R-OK)","Oklahoma","$192950"
"Conaway Mike (R-TX)","Texas","$186300"
"Lankford James (R-OK)","Oklahoma","$182600"
"Olson Pete (R-TX)","Texas","$180450"
"Tipton Scott (R-CO)","Colorado","$180124"
"Brady Kevin (R-TX)","Texas","$176165"
"Barton Joe (R-TX)","Texas","$172900"
"Hensarling Jeb (R-TX)","Texas","$171150"
"West Allen (R-FL)","Florida","$170325"
"Sessions Pete (R-TX)","Texas","$147800"
"Williams Michael (R-TX)","Texas","$147550"
"Hastings Doc (R-WA)","Washington","$144549"
"Murphy Tim (R-PA)","Pennsylvania","$138500"
"Scalise Steve (R-LA)","Louisiana","$135575"
"Whitfield Ed (R-KY)","Kentucky","$131250"
"Jenkins Lynn (R-KS)","Kansas","$128150"
"Daines Steven (R-MT)","Montana","$126675"
"Cassidy Bill (R-LA)","Louisiana","$123350"
"Cole Tom (R-OK)","Oklahoma","$121700"
"Shimkus John (R-IL)","Illinois","$121300"
"Reed Tom (R-NY)","New York","$120021"
"Lummis Cynthia (R-WY)","Wyoming","$119900"
"Benishek Dan (R-MI)","Michigan","$118550"
"Cotton Tom (R-AR)","Arkansas","$114025"
"Farenthold Blake (R-TX)","Texas","$113452"
"Bachmann Michele (R-MN)","Minnesota","$113323"
"Mullin Markwayne (R-OK)","Oklahoma","$113000"
"McKinley David (R-WV)","West Virginia","$112600"
"Matheson Jim (D-UT)","Utah","$112150"
"Barrow John (D-GA)","Georgia","$107400"
"Johnson Bill (R-OH)","Ohio","$104700"
"Culberson John (R-TX)","Texas","$104350"
"Cuellar Henry (D-TX)","Texas","$99125"
"Lungren Dan (R-CA)","California","$98200"
"Neugebauer Randy (R-TX)","Texas","$97250"
"Green Gene (D-TX)","Texas","$96700"
"Denham Jeff (R-CA)","California","$96600"
"Blackburn Marsha (R-TN)","Tennessee","$96500"
"Shuster Bill (R-PA)","Pennsylvania","$96400"
"Gibbs Bob (R-OH)","Ohio","$95050"
"Noem Kristi (R-SD)","South Dakota","$94001"
"Strickland Tony (R-CA)","California","$92500"
"Griffin Tim (R-AR)","Arkansas","$90600"
"Smith Lamar (R-TX)","Texas","$89250"
"Terry Lee (R-NE)","Nebraska","$88500"
"Thompson Glenn (R-PA)","Pennsylvania","$88400"
"Bridenstine James (R-OK)","Oklahoma","$88000"
"Renacci Jim (R-OH)","Ohio","$85500"
"Granger Kay (R-TX)","Texas","$85300"
"Alexander Rodney (R-LA)","Louisiana","$85288"
"Thornberry Mac (R-TX)","Texas","$85275"
"Poe Ted (R-TX)","Texas","$85100"
"Harper Gregg (R-MS)","Mississippi","$84750"
"Lucas Frank D (R-OK)","Oklahoma","$84000"
"Costa Jim (D-CA)","California","$82750"
"Walden Greg (R-OR)","Oregon","$81900"
"Bilbray Brian P (R-CA)","California","$77750"
"Issa Darrell (R-CA)","California","$77450"
"Mica John L (R-FL)","Florida","$75000"
"Nunnelee Alan (R-MS)","Mississippi","$70700"
"Burgess Michael (R-TX)","Texas","$68000"
"Lamborn Doug (R-CO)","Colorado","$68000"
"Heck Joe (R-NV)","Nevada","$66850"
"Black Diane (R-TN)","Tennessee","$66405"
"Weber Randy (R-TX)","Texas","$66100"
"Castro Joaquin (D-TX)","Texas","$66050"
"Capito Shelley Moore (R-WV)","West Virginia","$65200"
"Griffith Morgan (R-VA)","Virginia","$64800"
"Huelskamp Tim (R-KS)","Kansas","$64700"
"Yoder Kevin (R-KS)","Kansas","$64700"
"Marchant Kenny (R-TX)","Texas","$64500"
"McCaul Michael (R-TX)","Texas","$64500"
"Ryan Paul (R-WI)","Wisconsin","$63100"
"Carter John (R-TX)","Texas","$62550"
"Veasey Marc (D-TX)","Texas","$62350"
"Fincher Steve (R-TN)","Tennessee","$62200"
"Coors Joe (R-CO)","Colorado","$61300"
"Bono Mack Mary (R-CA)","California","$60200"
"Valadao David (R-CA)","California","$60000"
"Hall Ralph (R-TX)","Texas","$59500"
"Tiberi Pat (R-OH)","Ohio","$59200"
"Gohmert Louis B Jr (R-TX)","Texas","$57200"
"Latta Bob (R-OH)","Ohio","$55900"
"Young Don (R-AK)","Alaska","$55450"
"Kinzinger Adam (R-IL)","Illinois","$54199"
"Bishop Rob (R-UT)","Utah","$54000"
"Rothfus Keith J (R-PA)","Pennsylvania","$54000"
"Gill Ricky (R-CA)","California","$53750"
"Critz Mark (D-PA)","Pennsylvania","$53500"
"Altmire Jason (D-PA)","Pennsylvania","$53039"
"Stivers Steve (R-OH)","Ohio","$52750"
"Rankin Beth Anne (R-AR)","Arkansas","$52400"
"Delong Gary (R-CA)","California","$51250"
"Schock Aaron (R-IL)","Illinois","$51250"
"Duffy Sean P (R-WI)","Wisconsin","$50800"
"Hudson Richard (R-NC)","North Carolina","$50700"
"Rogers Mike (R-MI)","Michigan","$50600"
"Dent Charlie (R-PA)","Pennsylvania","$50500"
"Simpson Mike (R-ID)","Idaho","$50250"
"Meehan Patrick (R-PA)","Pennsylvania","$50000"
"Gingrey Phil (R-GA)","Georgia","$49500"
"Nunes Devin (R-CA)","California","$49000"
"Duncan Jeff (R-SC)","South Carolina","$48900"
"Bass Charles (R-NH)","New Hampshire","$48750"
"Biggert Judy (R-IL)","Illinois","$47600"
"Maldonado Abel (R-CA)","California","$46550"
"Buerkle Ann Marie (R-NY)","New York","$46200"
"Garrett Scott (R-NJ)","New Jersey","$45000"
"Plummer Jason (R-IL)","Illinois","$44800"
"Guthrie Brett (R-KY)","Kentucky","$44250"
"Palazzo Steven (R-MS)","Mississippi","$44250"
"Salmon Matt (R-AZ)","Arizona","$44139"
"Rowe Dustin (R-OK)","Oklahoma","$42600"
"Johnson Sam (R-TX)","Texas","$42500"
"Perlmutter Ed (D-CO)","Colorado","$42450"
"Roskam Peter (R-IL)","Illinois","$42250"
"Stewart Chris (R-UT)","Utah","$42250"
"Kelly Mike (R-PA)","Pennsylvania","$42000"
"Harris Andy (R-MD)","Maryland","$41760"
"Pitts Joe (R-PA)","Pennsylvania","$41500"
