"Representative","State","Amount"
"Blumenauer Earl (D-OR)","Oregon","$2000"
"Bustos Cheri (D-IL)","Illinois","$2000"
"Clyburn James E (D-SC)","South Carolina","$2000"
"Collins Doug (R-GA)","Georgia","$2000"
"Crawford Rick (R-AR)","Arkansas","$2000"
"Forbes Randy (R-VA)","Virginia","$2000"
"Gohmert Louis B Jr (R-TX)","Texas","$2000"
"Graves Sam (R-MO)","Missouri","$2000"
"King Pete (R-NY)","New York","$2000"
"Latham Tom (R-IA)","Iowa","$2000"
"Levin Sander (D-MI)","Michigan","$2000"
"Long Billy (R-MO)","Missouri","$2000"
"McNerney Jerry (D-CA)","California","$2000"
"Meeks Gregory (D-NY)","New York","$2000"
"Moolenaar John (R-MI)","Michigan","$2000"
"Pascrell Bill Jr (D-NJ)","New Jersey","$2000"
"Pocan Mark (D-WI)","Wisconsin","$2000"
"Price Tom (R-GA)","Georgia","$2000"
"Richmond Cedric (D-LA)","Louisiana","$2000"
"Runyan Jon (R-NJ)","New Jersey","$2000"
"Ruppersberger Dutch (D-MD)","Maryland","$2000"
"Scott Austin (R-GA)","Georgia","$2000"
"Strouse Kevin (D-PA)","Pennsylvania","$2000"
"Thompson Mike (D-CA)","California","$2000"
"Trott Dave (R-MI)","Michigan","$2000"
"Wagner Ann (R-MO)","Missouri","$2000"
"Walker Mark (R-NC)","North Carolina","$2000"
"Wilson Joe (R-SC)","South Carolina","$2000"
"Yoder Kevin (R-KS)","Kansas","$2000"
"Newhouse Dan (R-WA)","Washington","$1800"
"Mulvaney Mick (R-SC)","South Carolina","$1750"
"Barber Ron (D-AZ)","Arizona","$1700"
"Barr Andy (R-KY)","Kentucky","$1500"
"Benishek Dan (R-MI)","Michigan","$1500"
"Berger Philip (R-NC)","North Carolina","$1500"
"Brooks Susan (R-IN)","Indiana","$1500"
"Douglas Patrice (R-OK)","Oklahoma","$1500"
"Gorell Jeff (R-CA)","California","$1500"
"Gosar Paul (R-AZ)","Arizona","$1500"
"Jones Walter B Jr (R-NC)","North Carolina","$1500"
"Rouzer David (R-NC)","North Carolina","$1500"
"Aiken Clay (D-NC)","North Carolina","$1450"
"Fudge Marcia (D-OH)","Ohio","$1250"
"Romanoff Andrew (D-CO)","Colorado","$1250"
"Battle George III (D-NC)","North Carolina","$1000"
"Bilirakis Gus (R-FL)","Florida","$1000"
"Bishop Mike (R-MI)","Michigan","$1000"
"Bonner Jo (R-AL)","Alabama","$1000"
"Carter Buddy (R-GA)","Georgia","$1000"
"Castor Kathy (D-FL)","Florida","$1000"
"Chabot Steve (R-OH)","Ohio","$1000"
"Coble Howard (R-NC)","North Carolina","$1000"
"Comer Bob (R-CO)","Colorado","$1000"
"Cooper Jim (D-TN)","Tennessee","$1000"
"DeFazio Peter (D-OR)","Oregon","$1000"
"Dingell John D (D-MI)","Michigan","$1000"
"Enyart William (D-IL)","Illinois","$1000"
"Eshoo Anna (D-CA)","California","$1000"
"Esty Elizabeth (D-CT)","Connecticut","$1000"
"Gabbard Tulsi (D-HI)","Hawaii","$1000"
"Garcia Joe (D-FL)","Florida","$1000"
"Graham Malcolm (D-NC)","North Carolina","$1000"
"Graves Tom (R-GA)","Georgia","$1000"
"Greuel Wendy (D-CA)","California","$1000"
"Guinta Frank (R-NH)","New Hampshire","$1000"
"Halter Irving Jr (D-CO)","Colorado","$1000"
"Hartzler Vicky (R-MO)","Missouri","$1000"
"Hinojosa Ruben (D-TX)","Texas","$1000"
"Katko John (R-NY)","New York","$1000"
"Kind Ron (D-WI)","Wisconsin","$1000"
"Kline John (R-MN)","Minnesota","$1000"
"LoBiondo Frank (R-NJ)","New Jersey","$1000"
"Lynch Stephen (D-MA)","Massachusetts","$1000"
"Margolies Marjorie (D-PA)","Pennsylvania","$1000"
"McSally Martha (R-AZ)","Arizona","$1000"
"Michaud Mike (D-ME)","Maine","$1000"
"Neugebauer Randy (R-TX)","Texas","$1000"
"Norcross Don (D-NJ)","New Jersey","$1000"
"Perlmutter Ed (D-CO)","Colorado","$1000"
"Rice Kathleen (D-NY)","New York","$1000"
"Riser Neil (R-LA)","Louisiana","$1000"
"Rogers Mike D (R-AL)","Alabama","$1000"
"Rooney Tom (R-FL)","Florida","$1000"
"Rush Bobby (D-IL)","Illinois","$1000"
"Schultz Debbie Wasserman (D-FL)","Florida","$1000"
"Swalwell Eric (D-CA)","California","$1000"
"Walberg Tim (R-MI)","Michigan","$1000"
"Wolf Frank (R-VA)","Virginia","$1000"
"Zeldin Lee (R-NY)","New York","$1000"
"Zinke Ryan (R-MT)","Montana","$1000"
"Bass Karen (D-CA)","California","$750"
"Hughes Bill Jr (D-NJ)","New Jersey","$750"
"Walter Andrew (R-AZ)","Arizona","$750"
"Cicotte George Frederick (R-WA)","Washington","$500"
"Clemmer Ann (R-AR)","Arkansas","$500"
"Ellison Keith (D-MN)","Minnesota","$500"
"Lane Charlotte (R-WV)","West Virginia","$500"
"Maffei Dan (D-NY)","New York","$500"
"Maloney Sean Patrick (D-NY)","New York","$500"
"McClelland Erin (D-PA)","Pennsylvania","$500"
"Mitchell James (D-NC)","North Carolina","$500"
"Mooney Alex (R-WV)","West Virginia","$500"
"Strickland Tony (R-CA)","California","$500"
"Unger John (D-WV)","West Virginia","$500"
"Eggman Michael (D-CA)","California","$250"
"Euille Bill (D-VA)","Virginia","$250"
"Koutoujian Peter (D-MA)","Massachusetts","$250"
"Moore Art (R-CA)","California","$250"
"Parker Vernon (R-AZ)","Arizona","$250"
"Sink Alex (D-FL)","Florida","$250"
"Smith Bryan (R-ID)","Idaho","$250"
"Webster Daniel (R-FL)","Florida","$250"
"Witt James Lee (D-AR)","Arkansas","$250"
"Heck Dennis (D-WA)","Washington","$100"
"Bachus Spencer (R-AL)","Alabama","-$1000"
"Doggett Lloyd (D-TX)","Texas","-$1000"
"Petri Tom (R-WI)","Wisconsin","-$1000"
