"Representative","State","Amount"
"Timmons-Goodson Patricia (D-NC)","North Carolina","$25803"
"Huffman Jared (D-CA)","California","$24465"
"Neguse Joseph (D-CO)","Colorado","$24288"
"Grijalva Raul M (D-AZ)","Arizona","$24028"
"Hoadley Jon (D-MI)","Michigan","$24023"
"Fernandez Teresa Leger (D-NM)","New Mexico","$23960"
"Siegel Mike (D-TX)","Texas","$23800"
"Driskell Gretchen (D-MI)","Michigan","$23135"
"Pappas Chris (D-NH)","New Hampshire","$22920"
"Gordon Jacqueline (D-NY)","New York","$22047"
"Good Margaret (D-FL)","Florida","$22037"
"Houlahan Chrissy (D-PA)","Pennsylvania","$22020"
"Schiff Adam (D-CA)","California","$21681"
"Horsford Steven (D-NV)","Nevada","$21572"
"Kennedy Amy (D-NJ)","New Jersey","$21394"
"Valenzuela Candace (D-TX)","Texas","$21391"
"Cisneros Jessica (D-TX)","Texas","$20944"
"Tonko Paul (D-NY)","New York","$20780"
"Cohn Alan (D-FL)","Florida","$20534"
"Jayapal Pramila (D-WA)","Washington","$20437"
"Lamb Conor (D-PA)","Pennsylvania","$20130"
"Schupp Jill (D-MO)","Missouri","$19382"
"Rochester Lisa Blunt (D-DE)","Delaware","$18920"
"Bustos Cheri (D-IL)","Illinois","$18575"
"Kunkel Catherine (D-WV)","West Virginia","$18446"
"Hale Christina (D-IN)","Indiana","$18392"
"Schroder Kate (D-OH)","Ohio","$18321"
"Denney Audrey (D-CA)","California","$18095"
"Horn Kendra (D-OK)","Oklahoma","$17872"
"Haaland Debra (D-NM)","New Mexico","$17785"
"Allred Colin (D-TX)","Texas","$17399"
"Ocasio-Cortez Alexandria (D-NY)","New York","$17253"
"Ross Deborah (D-NC)","North Carolina","$17242"
"Kulkarni Sri (D-TX)","Texas","$16514"
"Hayes Jahana (D-CT)","Connecticut","$16422"
"Scholten JD (D-IA)","Iowa","$16382"
"Carbajal Salud (D-CA)","California","$16175"
"McEachin Donald (D-VA)","Virginia","$16075"
"DelBene Suzan (D-WA)","Washington","$16005"
"Fletcher Lizzie (D-TX)","Texas","$15936"
"Omar Ilhan (D-MN)","Minnesota","$15605"
"Cobb Tedra (D-NY)","New York","$15428"
"Bowman Jamaal (D-NY)","New York","$15110"
"Foster Bill (D-IL)","Illinois","$14977"
"Khanna Ro (D-CA)","California","$14957"
"Newman Marie (D-IL)","Illinois","$14288"
"De La Isla Michelle (D-KS)","Kansas","$14065"
"Pallone Frank Jr (D-NJ)","New Jersey","$14055"
"Kennedy Brynne (D-CA)","California","$13701"
"Jeffries Hakeem (D-NY)","New York","$13414"
"Scanlon Mary Gay (D-PA)","Pennsylvania","$13375"
"Campa-Najjar Ammar (D-CA)","California","$13120"
"Schneider Brad (D-IL)","Illinois","$12935"
"Crist Charlie (D-FL)","Florida","$12928"
"Bush Cori (D-MO)","Missouri","$12902"
"Bubser Chris (D-CA)","California","$12111"
"Kuster Ann (D-NH)","New Hampshire","$11584"
"Raskin Jamie (D-MD)","Maryland","$11436"
"Tims Desiree (D-OH)","Ohio","$11356"
"McCarthy Kevin (R-CA)","California","$11250"
"Price David (D-NC)","North Carolina","$11225"
"Finello Christina (D-PA)","Pennsylvania","$11041"
"Davis Moe (D-NC)","North Carolina","$10657"
"Elliott Joyce (D-AR)","Arkansas","$10632"
"Morse Alex (D-MA)","Massachusetts","$10632"
"McMurray Nate (D-NY)","New York","$10469"
"Manning Kathy (D-NC)","North Carolina","$10358"
"McGovern James P (D-MA)","Massachusetts","$9811"
"Ladjevardian Sima (D-TX)","Texas","$9408"
"Schakowsky Jan (D-IL)","Illinois","$9077"
"Dingell Debbie (D-MI)","Michigan","$8962"
"McCollum Betty (D-MN)","Minnesota","$8874"
"Granger Kay (R-TX)","Texas","$8600"
"McNerney Jerry (D-CA)","California","$8350"
"Schultz Debbie Wasserman (D-FL)","Florida","$8275"
"Barragan Nanette (D-CA)","California","$8228"
"Brownley Julia (D-CA)","California","$8211"
"Bera Ami (D-CA)","California","$8206"
"Lee Barbara (D-CA)","California","$8198"
"Maloney Sean Patrick (D-NY)","New York","$8198"
"Daniel Stephen (D-TX)","Texas","$8055"
"Stefanik Elise (R-NY)","New York","$7717"
"Bolz Kate (D-NE)","Nebraska","$7625"
"Hill Katie (D-CA)","California","$7540"
"Blair John (D-NM)","New Mexico","$7245"
"Kilmer Derek (D-WA)","Washington","$7200"
"Pocan Mark (D-WI)","Wisconsin","$7149"
"Blumenauer Earl (D-OR)","Oregon","$7101"
"Kaptur Marcy (D-OH)","Ohio","$6850"
"Fortenberry Jeff (R-NE)","Nebraska","$6800"
"LaMalfa Doug (R-CA)","California","$6750"
"Seikaly Helane (D-TX)","Texas","$6707"
"Arballo Phil (D-CA)","California","$6600"
"Boroughs Adair (D-SC)","South Carolina","$6350"
"Rice Tom (R-SC)","South Carolina","$6100"
"Duncan Jeff (R-SC)","South Carolina","$5963"
"Balter Dana (D-NY)","New York","$5931"
"Strickland Marilyn (D-WA)","Washington","$5835"
"Russo Claire (D-VA)","Virginia","$5807"
"Bonamici Suzanne (D-OR)","Oregon","$5755"
"Swalwell Eric (D-CA)","California","$5731"
"Pingree Chellie (D-ME)","Maine","$5685"
"Zunker Tricia (D-WI)","Wisconsin","$5675"
"Cole Tom (R-OK)","Oklahoma","$5600"
"Gonzalez Anthony (R-OH)","Ohio","$5600"
"Latta Bob (R-OH)","Ohio","$5600"
"McHenry Patrick (R-NC)","North Carolina","$5600"
"Wenstrup Brad (R-OH)","Ohio","$5600"
"Reed Tom (R-NY)","New York","$5514"
"Wallace Cynthia (D-NC)","North Carolina","$5438"
"Beyer Don (D-VA)","Virginia","$5365"
"Evans Dwight (D-PA)","Pennsylvania","$5280"
"Castor Kathy (D-FL)","Florida","$5135"
"Connolly Gerry (D-VA)","Virginia","$5102"
"Richmond Cedric (D-LA)","Louisiana","$5000"
"Torres Ritchie (D-NY)","New York","$4941"
"Levin Andy (D-MI)","Michigan","$4908"
"Tlaib Rashida (D-MI)","Michigan","$4863"
"Kreibich Arati (D-NJ)","New Jersey","$4798"
"Keith Pam (D-FL)","Florida","$4749"
"Murphy Stephanie (D-FL)","Florida","$4652"
"Rashid Qasim (D-VA)","Virginia","$4617"
"Coleman Bonnie Watson (D-NJ)","New Jersey","$4350"
"Shalala Donna (D-FL)","Florida","$4335"
"Clark Katherine (D-MA)","Massachusetts","$4240"
"DeGette Diana (D-CO)","Colorado","$4201"
"Soto Darren (D-FL)","Florida","$4125"
"Lieu Ted (D-CA)","California","$4118"
"Desaulnier Mark (D-CA)","California","$4050"
"Johnson Eddie Bernice (D-TX)","Texas","$3800"
"Scott Bobby (D-VA)","Virginia","$3750"
"Sloan Heidi (D-TX)","Texas","$3725"
"Bacon Donald John (R-NE)","Nebraska","$3714"
"Lewis John (D-GA)","Georgia","$3598"
"Dean Madeleine (D-PA)","Pennsylvania","$3540"
"Lowenthal Alan (D-CA)","California","$3450"
"Oliver Julie (D-TX)","Texas","$3413"
"Kahele Kai (D-HI)","Hawaii","$3296"
"Cooper Jim (D-TN)","Tennessee","$3200"
"Thornton Dee (D-IN)","Indiana","$3200"
"Lawrence Brenda (D-MI)","Michigan","$3175"
"Carter Buddy (R-GA)","Georgia","$3150"
"Stanton Greg (D-AZ)","Arizona","$3150"
"Tisdel Kyle (D-NM)","New Mexico","$3030"
"Cleaver Emanuel (D-MO)","Missouri","$3025"
"Cohen Steve (D-TN)","Tennessee","$3005"
"Buchanan Vernon (R-FL)","Florida","$3000"
"Mast Brian (R-FL)","Florida","$3000"
"Morelle Joseph D (D-NY)","New York","$3000"
"Quigley Mike (D-IL)","Illinois","$3000"
"Scalise Steve (R-LA)","Louisiana","$2960"
"Gershon Perry (D-NY)","New York","$2915"
"Harper James (D-IN)","Indiana","$2903"
"Ryan Tim (D-OH)","Ohio","$2894"
"Demings Val (D-FL)","Florida","$2826"
"Armstrong Kelly (R-ND)","North Dakota","$2800"
"Burgess Michael (R-TX)","Texas","$2800"
"Letlow Luke (R-LA)","Louisiana","$2800"
"Loomer Laura (R-FL)","Florida","$2800"
"Hoyos Renee (D-TN)","Tennessee","$2796"
"Jones Mondaire (D-NY)","New York","$2767"
"Garcia Jesus (D-IL)","Illinois","$2575"
"Welch Peter (D-VT)","Vermont","$2563"
"Mermell Jesse (D-MA)","Massachusetts","$2547"
"Scheller Lisa (R-PA)","Pennsylvania","$2500"
"Krishnamoorthi Raja (D-IL)","Illinois","$2492"
"Hattersley Adam (D-FL)","Florida","$2363"
"Kildee Dan (D-MI)","Michigan","$2288"
"Adams Alma (D-NC)","North Carolina","$2275"
"Ehr Phil (D-FL)","Florida","$2270"
"Kind Ron (D-WI)","Wisconsin","$2266"
"Engel Eliot (D-NY)","New York","$2250"
"Garamendi John (D-CA)","California","$2250"
"Emmons Robert Jr (D-IL)","Illinois","$2240"
"Harper Morgan (D-OH)","Ohio","$2231"
"Gomez Georgette (D-CA)","California","$2175"
"Escobar Veronica (D-TX)","Texas","$2134"
"Hoyer Steny H (D-MD)","Maryland","$2125"
"Titus Dina (D-NV)","Nevada","$2125"
"Soria Esmeralda (D-CA)","California","$2108"
"Khazei Alan (D-MA)","Massachusetts","$2105"
"Aguilar Pete (D-CA)","California","$2101"
"Panetta Jimmy (D-CA)","California","$2075"
"Wilkes Mckayla (D-MD)","Maryland","$2045"
"Frankel Lois (D-FL)","Florida","$2020"
"Trahan Lori (D-MA)","Massachusetts","$2004"
"Carson Andre (D-IN)","Indiana","$2003"
"Cheney Liz (R-WY)","Wyoming","$2000"
"Costa Jim (D-CA)","California","$2000"
"Curtis John (R-UT)","Utah","$2000"
"Doggett Lloyd (D-TX)","Texas","$2000"
"Heck Dennis (D-WA)","Washington","$2000"
"Neal Richard E (D-MA)","Massachusetts","$2000"
"Norcross Don (D-NJ)","New Jersey","$2000"
"Perlmutter Ed (D-CO)","Colorado","$2000"
"Peters Scott (D-CA)","California","$2000"
"Posey Bill (R-FL)","Florida","$2000"
"Rush Bobby (D-IL)","Illinois","$2000"
"Pressley Ayanna (D-MA)","Massachusetts","$1912"
"Simpson Mike (R-ID)","Idaho","$1750"
"Suozzi Tom (D-NY)","New York","$1750"
"Ferguson Dana (D-MI)","Michigan","$1744"
"Ruiz Raul (D-CA)","California","$1690"
"Nystrom Quinn (D-MN)","Minnesota","$1671"
"Bass Karen (D-CA)","California","$1626"
"Boyle Brendan (D-PA)","Pennsylvania","$1575"
"Brown Anthony (D-MD)","Maryland","$1575"
"Moore Gwen (D-WI)","Wisconsin","$1575"
"Clarke Yvette (D-NY)","New York","$1530"
"Walberg Tim (R-MI)","Michigan","$1525"
"Garcia Sylvia (D-TX)","Texas","$1501"
"Lofgren Zoe (D-CA)","California","$1501"
"Bew Richard (D-NC)","North Carolina","$1500"
"Chu Judy (D-CA)","California","$1500"
"Matsui Doris (D-CA)","California","$1500"
"Winter Tom (D-MT)","Montana","$1428"
"Brier Tom (D-PA)","Pennsylvania","$1400"
"Bell Adrienne (D-TX)","Texas","$1350"
"Siegel Cynthia (R-TX)","Texas","$1275"
"Speier Jackie (D-CA)","California","$1275"
"Soto Rudy (D-ID)","Idaho","$1250"
"Stansbury Melanie (D-NM)","New Mexico","$1250"
"Phillips Dean (D-MN)","Minnesota","$1245"
"Cummings Elijah E (D-MD)","Maryland","$1205"
"Moulton Seth (D-MA)","Massachusetts","$1193"
"Williams Nikema Natassha (D-GA)","Georgia","$1153"
"Meng Grace (D-NY)","New York","$1130"
"Pascrell Bill Jr (D-NJ)","New Jersey","$1125"
"Buttar Shahid (D-CA)","California","$1124"
"Larsen Rick (D-WA)","Washington","$1115"
"Correa Lou (D-CA)","California","$1100"
"Scow Adam (D-CA)","California","$1100"
"Himes Jim (D-CT)","Connecticut","$1075"
"Smith Adam (D-WA)","Washington","$1075"
"Peterson Collin (D-MN)","Minnesota","$1008"
"Van Ausdal Kevin (D-GA)","Georgia","$1005"
"Butterfield G K (D-NC)","North Carolina","$1000"
"Case Ed (D-HI)","Hawaii","$1000"
"Clyburn James E (D-SC)","South Carolina","$1000"
"Coleman Jeff (R-AL)","Alabama","$1000"
"Davis Rodney (R-IL)","Illinois","$1000"
"Doyle Mike (D-PA)","Pennsylvania","$1000"
"Driscoll Dan (R-NC)","North Carolina","$1000"
"Fudge Marcia (D-OH)","Ohio","$1000"
"Keating Bill (D-MA)","Massachusetts","$1000"
"Kelly Robin (D-IL)","Illinois","$1000"
"Langevin Jim (D-RI)","Rhode Island","$1000"
"Meeks Gregory (D-NY)","New York","$1000"
"Meijer Peter (R-MI)","Michigan","$1000"
"Mfume Kweisi (D-MD)","Maryland","$1000"
"Obernolte Jay (R-CA)","California","$1000"
"Payne Donald M Jr (D-NJ)","New Jersey","$1000"
"Rogers Mike D (R-AL)","Alabama","$1000"
"Spartz Victoria (R-IN)","Indiana","$1000"
"Thompson Bennie G (D-MS)","Mississippi","$1000"
"Walorski Jackie (R-IN)","Indiana","$1000"
"Gilbert Hank (D-TX)","Texas","$973"
"Hicks Josh (D-KY)","Kentucky","$936"
"Misso Roger (D-NY)","New York","$915"
"Canning Doyle (D-OR)","Oregon","$863"
"Gamba Mark (D-OR)","Oregon","$846"
"Goldstein Robbie (D-MA)","Massachusetts","$800"
"Plame Valerie (D-NM)","New Mexico","$779"
"Ackerman Patricia (D-NV)","Nevada","$776"
"Fine Allison (D-NY)","New York","$750"
"Katko John (R-NY)","New York","$750"
"Imam Donna (D-TX)","Texas","$742"
"Gardner Phil (D-WA)","Washington","$735"
"Friedenberg Marc (D-PA)","Pennsylvania","$720"
"Rubando Nick (D-OH)","Ohio","$687"
"Olson Kim (D-TX)","Texas","$677"
"Jacobs Sara (D-CA)","California","$675"
"Kirkpatrick Ann (D-AZ)","Arizona","$675"
"Islam Nabilah (D-GA)","Georgia","$654"
"Henderson Beth Elaine (R-IN)","Indiana","$650"
"Boylan Lindsey (D-NY)","New York","$611"
"Freshour Shannon (D-OH)","Ohio","$601"
"Goldbeck Janessa (D-CA)","California","$600"
"Reeves Kristine (D-WA)","Washington","$585"
"Grey Bull Lynnette (D-WY)","Wyoming","$560"
"Cunningham William (D-NJ)","New Jersey","$550"
"Farkas Evelyn (D-NY)","New York","$550"
"Espaillat Adriano (D-NY)","New York","$530"
"Koble Clint (D-NV)","Nevada","$525"
"Cicilline David (D-RI)","Rhode Island","$515"
"Banks Jim (R-IN)","Indiana","$500"
"DeLauro Rosa (D-CT)","Connecticut","$500"
"Fleming Bridget (D-NY)","New York","$500"
"Gradel Ted (R-IL)","Illinois","$500"
"Hackett Pat (D-IN)","Indiana","$500"
"Loebsack David (D-IA)","Iowa","$500"
"Lowey Nita M (D-NY)","New York","$500"
"Smith Chris (R-NJ)","New Jersey","$500"
"Taylor Scott (R-VA)","Virginia","$500"
"Veasey Marc (D-TX)","Texas","$500"
"Yarmuth John (D-KY)","Kentucky","$500"
"Beatty Joyce (D-OH)","Ohio","$475"
"Blake Michael (D-NY)","New York","$455"
"McClintock Tom (R-CA)","California","$450"
"Putzova Eva (D-AZ)","Arizona","$448"
"Lesinski John (D-VA)","Virginia","$425"
"Nunes Devin (R-CA)","California","$413"
"Mangone Kim (D-CA)","California","$412"
"Uygur Cenk (D-CA)","California","$326"
"Jordan Jim (R-OH)","Ohio","$325"
"Berghoef Bryan (D-MI)","Michigan","$319"
"Lopez Samelys (D-NY)","New York","$318"
"Iacino James (D-CO)","Colorado","$315"
"Gallego Ruben (D-AZ)","Arizona","$313"
"Cardnell Elisa (D-TX)","Texas","$311"
"Schmid Stephanie (D-NJ)","New Jersey","$300"
"Sylvia Mark (D-MA)","Massachusetts","$300"
"Vazquez Oz (D-FL)","Florida","$300"
"Hutcheson Shannon (D-TX)","Texas","$285"
"Velazquez Nydia (D-NY)","New York","$283"
"Cirincione Russell (D-NJ)","New Jersey","$275"
"Christensen Adam (D-FL)","Florida","$273"
"Ghebreghiorgis Andom (D-NY)","New York","$265"
"Perelman Jennifer (D-FL)","Florida","$262"
"Demaio Carl (R-CA)","California","$259"
"Brown Moe (D-SC)","South Carolina","$255"
"Haynes Keeda (D-TN)","Tennessee","$255"
"Foster Russell (D-TX)","Texas","$252"
"Brown Shontel (D-OH)","Ohio","$250"
"Cummings John C. (R-NY)","New York","$250"
"Harrison Brigid Callahan (D-NJ)","New Jersey","$250"
"Holden David (D-FL)","Florida","$250"
"Lake Jeannine Lee (D-IN)","Indiana","$250"
"Rezvani Dary (D-CA)","California","$250"
"Thorpe Devin (D-UT)","Utah","$250"
"Waltz Michael (R-FL)","Florida","$250"
"Nadler Jerrold (D-NY)","New York","$235"
"Hale Christopher (D-TN)","Tennessee","$230"
"Shearer Alaina (D-OH)","Ohio","$226"
"Melton-Meaux Antone (D-MN)","Minnesota","$216"
"Gomez Jimmy (D-CA)","California","$208"
"Young David (R-IA)","Iowa","$204"
"Gallagher Tom (D-CA)","California","$203"
"Richardson Jennifer (D-MI)","Michigan","$200"
"Sites Jeffrey (D-OH)","Ohio","$200"
"Thompson Mike (D-CA)","California","$200"
"Young Tammy (D-TX)","Texas","$200"
"Leckey Ihssane (D-MA)","Massachusetts","$194"
"Collins Joshua (D-WA)","Washington","$189"
"Parson Rebecca (D-WA)","Washington","$181"
"Deegan Donna (D-FL)","Florida","$155"
"Christie Jennifer (D-IN)","Indiana","$154"
"Al-Aqidi Dalia (R-MN)","Minnesota","$150"
"Auchincloss Jake (D-MA)","Massachusetts","$150"
"Crenshaw Dan (R-TX)","Texas","$145"
"Duenas Angelica (3-CA)","California","$144"
"Anderson Robert Jon (D-LA)","Louisiana","$126"
"Casady Nancy (D-CA)","California","$125"
"Gonzalez Vicente (D-TX)","Texas","$125"
"Wahab Aisha (D-CA)","California","$125"
"Castro Joaquin (D-TX)","Texas","$123"
"Stuck Amanda (D-WI)","Wisconsin","$118"
"Collins Joe (R-CA)","California","$110"
"Gnibus Kristy (D-PA)","Pennsylvania","$110"
"Foster Nikki (D-OH)","Ohio","$105"
"Weston John Kael (D-UT)","Utah","$105"
"Beutler Jaime Herrera (R-WA)","Washington","$104"
"Apodaca Rob (D-NM)","New Mexico","$100"
"Bizon Kimberly (D-MI)","Michigan","$100"
"Cashin Erika (R-MN)","Minnesota","$100"
"Cavell Dave (D-MA)","Massachusetts","$100"
"Cooper Scott (D-NC)","North Carolina","$100"
"Cummings Maya Rockeymoore (D-MD)","Maryland","$100"
"Karinshak Zahra S. (D-GA)","Georgia","$100"
"Klacik Kimberly (R-MD)","Maryland","$100"
"Linos Natalia (D-MA)","Massachusetts","$100"
"Mazo Eugene (D-NJ)","New Jersey","$100"
"Owensby Alexandra (D-KY)","Kentucky","$100"
"Parnell Sean (R-PA)","Pennsylvania","$100"
"Bacelar Agatha (I-CA)","California","$91"
"McCorkle Ike (D-CO)","Colorado","$87"
"Williams Celeste (D-AR)","Arkansas","$87"
"Dickinson Jerry (D-PA)","Pennsylvania","$85"
"Allen Richard W (R-GA)","Georgia","$75"
"Lawson Al (D-FL)","Florida","$75"
"Ruff Andy (D-IN)","Indiana","$75"
"Torres Norma (D-CA)","California","$75"
"Kim David (D-CA)","California","$72"
"Mason Mia (D-MD)","Maryland","$70"
"Palzewicz Tom (D-WI)","Wisconsin","$70"
"Green Al (D-TX)","Texas","$65"
"Luna Anna Paulina (R-FL)","Florida","$65"
"Ring Lisa (D-GA)","Georgia","$63"
"Mann Christine (D-TX)","Texas","$61"
"Oseguera Hector (D-NJ)","New Jersey","$61"
"Johnson Lacy (R-MN)","Minnesota","$60"
"Jones Justin (D-TN)","Tennessee","$58"
"Polack Roger (D-WI)","Wisconsin","$54"
"Maher Pat (D-NY)","New York","$53"
"Briones Heidi (D-OR)","Oregon","$50"
"Deutch Ted (D-FL)","Florida","$50"
"Gallagher Mike (R-WI)","Wisconsin","$50"
"Greene Joan (D-AZ)","Arizona","$50"
"Miller Carol (R-WV)","West Virginia","$50"
"Pade Josh (D-WI)","Wisconsin","$50"
"Parker David (D-NC)","North Carolina","$50"
"Rice Kathleen (D-NY)","New York","$50"
"Brzozowski Dani (D-IL)","Illinois","$42"
"Ashcraft Lauren (D-NY)","New York","$41"
"Mohsini Zainab (D-VA)","Virginia","$40"
"Wahl Liz (D-TX)","Texas","$38"
"Handel Karen (R-GA)","Georgia","$35"
"Mueri Hillary O'Connor (D-OH)","Ohio","$35"
"Stephens (Key)Antwon (D-GA)","Georgia","$35"
"Walker Javahn (D-NJ)","New Jersey","$29"
"Haake Sabrina (D-IN)","Indiana","$28"
"Clark Anthony (D-IL)","Illinois","$27"
"DiSanto Delina (D-AZ)","Arizona","$27"
"McDowell Jan (D-TX)","Texas","$27"
"Montoya Laura (D-NM)","New Mexico","$27"
"Malik Anita (D-AZ)","Arizona","$26"
"Anantatmula Manga (R-VA)","Virginia","$25"
"Barnett Kali (D-KS)","Kansas","$25"
"Chambers Gary (D-LA)","Louisiana","$25"
"Cherfilus-McCormick Sheila (D-FL)","Florida","$25"
"Cline Natalie Ms. (D-WV)","West Virginia","$25"
"Colvin Nick (D-MI)","Michigan","$25"
"Foxx Rhonda (D-NC)","North Carolina","$25"
"Funk Joel David (D-IL)","Illinois","$25"
"Jackson Ronny (R-TX)","Texas","$25"
"Johnson Hank (D-GA)","Georgia","$25"
"Khalil Peter (D-WA)","Washington","$25"
"Larsen Mike (D-OH)","Ohio","$25"
"Messmer Mindi (D-NH)","New Hampshire","$25"
"Nelson Kim (D-SC)","South Carolina","$25"
"Trujillo Gus (D-TX)","Texas","$25"
"Wachspress Debbie (D-PA)","Pennsylvania","$25"
"Walsingham Blair Nicole (D-TN)","Tennessee","$25"
"Ward Anne Marie (R-AZ)","Arizona","$25"
"Webber Errol (R-CA)","California","$25"
"Zannetos Christopher (D-MA)","Massachusetts","$25"
"Banyai Cindy (D-FL)","Florida","$20"
"Biggan John (D-TX)","Texas","$20"
"Ellison Allen (D-FL)","Florida","$20"
"Harrison Peter (D-NY)","New York","$20"
"Pandy Devin (D-GA)","Georgia","$20"
"Rajput Solomon (D-MI)","Michigan","$20"
"Turner Hilary (D-WV)","West Virginia","$20"
"Ventura Rachel (D-IL)","Illinois","$20"
"Wegman Gary (D-PA)","Pennsylvania","$20"
"Ellis Kathryn (D-MO)","Missouri","$18"
"Gandhi Pritesh (D-TX)","Texas","$18"
"Takano Mark (D-CA)","California","$18"
"O'Mara Liam (D-CA)","California","$16"
"Waters Maxine (D-CA)","California","$16"
"Brunzell Amanda (D-MI)","Michigan","$15"
"Farrow Daryl (D-NC)","North Carolina","$15"
"James Isiah (D-NY)","New York","$15"
"Lee Albert (D-OR)","Oregon","$14"
"Carter John (R-TX)","Texas","$13"
"Afendoulis Lynn (R-MI)","Michigan","$10"
"Huffman Scott (D-NC)","North Carolina","$10"
"Kim Young (R-CA)","California","$10"
"Marx Bill (D-PA)","Pennsylvania","$10"
"Murray Scherie (R-NY)","New York","$10"
"Orozco Stevens (D-TX)","Texas","$10"
"Richter David (R-NJ)","New Jersey","$10"
"Wu Brianna (D-MA)","Massachusetts","$10"
"Bice Stephanie (R-OK)","Oklahoma","$8"
"Fischbach Michelle (R-MN)","Minnesota","$8"
"Gimenez Carlos (R-FL)","Florida","$8"
"King Esther Joy (R-IL)","Illinois","$8"
"Wagner Ann (R-MO)","Missouri","$8"
"Armitage Chris (D-WA)","Washington","$5"
"Bliatout Bobby (D-CA)","California","$5"
"D'Arrigo Melanie (D-NY)","New York","$5"
"Hafner Carol (D-WY)","Wyoming","$5"
"Jones Brenda (D-MI)","Michigan","$5"
"Prince Paperboy (D-NY)","New York","$5"
"Van Drew Jeff (R-NJ)","New Jersey","$5"
"Caballero Jose (D-CA)","California","$4"
"Hinson Ashley (R-IA)","Iowa","$4"
"Nehls Troy (R-TX)","Texas","$4"
"Tenney Claudia (R-NY)","New York","$4"
"Carter Jill (D-MD)","Maryland","$3"
"Guild Tom (D-OK)","Oklahoma","$3"
"Owens Michael (D-GA)","Georgia","$3"
"Ramos Tomas (D-NY)","New York","$3"
"Wilt Robin (D-NY)","New York","$3"
"Woodsmall Steve (D-NC)","North Carolina","$3"
"Emard Benjamin (D-CA)","California","$2"
"Kennedy Rick (D-TX)","Texas","$2"
"Learned Andrew (D-FL)","Florida","$2"
"Maloney Carolyn (D-NY)","New York","$2"
"Wilson Frederica (D-FL)","Florida","$2"
"Coldiron Chip (D-IN)","Indiana","$1"
"Galbraith Allison (D-MD)","Maryland","$1"
"Lenzi Ray (D-IL)","Illinois","$1"
"Newby Joel (D-OH)","Ohio","$1"
"Mitrano Tracy (D-NY)","New York","-$100"
"St. Clair Lucas (D-ME)","Maine","-$423"
"Kopser Joseph (D-TX)","Texas","-$462"
"Watson Liz (D-IN)","Indiana","-$462"
"Cockburn Leslie (D-VA)","Virginia","-$500"
