"Representative","State","Amount"
"Boustany Charles Jr (R-LA)","Louisiana","$78450"
"Camp Dave (R-MI)","Michigan","$61800"
"Sullivan John (R-OK)","Oklahoma","$57000"
"Upton Fred (R-MI)","Michigan","$50500"
"Boehner John (R-OH)","Ohio","$49300"
"Murphy Tim (R-PA)","Pennsylvania","$49300"
"Shuster Bill (R-PA)","Pennsylvania","$40000"
"Brady Kevin (R-TX)","Texas","$39665"
"Reed Tom (R-NY)","New York","$37150"
"Altmire Jason (D-PA)","Pennsylvania","$36539"
"Olson Pete (R-TX)","Texas","$32750"
"Matheson Jim (D-UT)","Utah","$31400"
"Barton Joe (R-TX)","Texas","$29400"
"Gardner Cory (R-CO)","Colorado","$27750"
"Gibbs Bob (R-OH)","Ohio","$25500"
"Barrow John (D-GA)","Georgia","$22900"
"Flores Bill (R-TX)","Texas","$21000"
"Larsen Rick (D-WA)","Washington","$20500"
"Johnson Bill (R-OH)","Ohio","$20000"
"Marchant Kenny (R-TX)","Texas","$19500"
"Thompson Glenn (R-PA)","Pennsylvania","$19000"
"Salmon Matt (R-AZ)","Arizona","$18639"
"Hoyer Steny H (D-MD)","Maryland","$18500"
"Critz Mark (D-PA)","Pennsylvania","$17500"
"Williams Michael (R-TX)","Texas","$17300"
"Green Gene (D-TX)","Texas","$17200"
"Blackburn Marsha (R-TN)","Tennessee","$16500"
"Whitfield Ed (R-KY)","Kentucky","$16500"
"Cantor Eric (R-VA)","Virginia","$16000"
"Cramer Kevin (R-ND)","North Dakota","$16000"
"Kelly Mike (R-PA)","Pennsylvania","$16000"
"Sessions Pete (R-TX)","Texas","$16000"
"Duncan Jeff (R-SC)","South Carolina","$15500"
"Lucas Frank D (R-OK)","Oklahoma","$15500"
"Roskam Peter (R-IL)","Illinois","$15250"
"Smith Lamar (R-TX)","Texas","$15000"
"Pompeo Mike (R-KS)","Kansas","$14500"
"Costa Jim (D-CA)","California","$14250"
"McKinley David (R-WV)","West Virginia","$14000"
"Farenthold Blake (R-TX)","Texas","$13500"
"Hall Ralph (R-TX)","Texas","$13500"
"Hastings Doc (R-WA)","Washington","$13000"
"Lummis Cynthia (R-WY)","Wyoming","$12500"
"Scalise Steve (R-LA)","Louisiana","$12500"
"Shimkus John (R-IL)","Illinois","$12500"
"Hensarling Jeb (R-TX)","Texas","$12250"
"Lankford James (R-OK)","Oklahoma","$12250"
"Cole Tom (R-OK)","Oklahoma","$12000"
"Mica John L (R-FL)","Florida","$12000"
"Bilbray Brian P (R-CA)","California","$11500"
"Lamborn Doug (R-CO)","Colorado","$11500"
"Poe Ted (R-TX)","Texas","$11500"
"Walden Greg (R-OR)","Oregon","$11400"
"Garrett Scott (R-NJ)","New Jersey","$11000"
"Perlmutter Ed (D-CO)","Colorado","$11000"
"Burgess Michael (R-TX)","Texas","$10500"
"Cassidy Bill (R-LA)","Louisiana","$10500"
"Issa Darrell (R-CA)","California","$10500"
"Rahall Nick (D-WV)","West Virginia","$10500"
"Biggert Judy (R-IL)","Illinois","$10000"
"Culberson John (R-TX)","Texas","$10000"
"Harper Gregg (R-MS)","Mississippi","$10000"
"Kennedy Joe III (D-MA)","Massachusetts","$10000"
"Terry Lee (R-NE)","Nebraska","$10000"
"Coffman Mike (R-CO)","Colorado","$9750"
"Pallone Frank Jr (D-NJ)","New Jersey","$9750"
"Esty Elizabeth (D-CT)","Connecticut","$9500"
"Rodgers Cathy McMorris (R-WA)","Washington","$9500"
"Thompson Bennie G (D-MS)","Mississippi","$9500"
"Gerlach Jim (R-PA)","Pennsylvania","$9250"
"Doyle Mike (D-PA)","Pennsylvania","$9000"
"Myrick Sue (R-NC)","North Carolina","$9000"
"Simpson Mike (R-ID)","Idaho","$9000"
"Collins Chris (R-NY)","New York","$8750"
"Dent Charlie (R-PA)","Pennsylvania","$8500"
"Gingrey Phil (R-GA)","Georgia","$8500"
"Denham Jeff (R-CA)","California","$8000"
"Pearce Steve (R-NM)","New Mexico","$8000"
"Pittenger Robert (R-NC)","North Carolina","$8000"
"Pitts Joe (R-PA)","Pennsylvania","$8000"
"Tipton Scott (R-CO)","Colorado","$7750"
"Capito Shelley Moore (R-WV)","West Virginia","$7500"
"Cuellar Henry (D-TX)","Texas","$7500"
"Tiberi Pat (R-OH)","Ohio","$7500"
"Van Hollen Chris (D-MD)","Maryland","$7500"
"Rothfus Keith J (R-PA)","Pennsylvania","$7300"
"Heck Joe (R-NV)","Nevada","$7200"
"Alexander Rodney (R-LA)","Louisiana","$7000"
"Black Diane (R-TN)","Tennessee","$7000"
"Israel Steve (D-NY)","New York","$7000"
"McCarthy Kevin (R-CA)","California","$7000"
"Noem Kristi (R-SD)","South Dakota","$7000"
"Pastor Ed (D-AZ)","Arizona","$7000"
"Young Don (R-AK)","Alaska","$7000"
"Bonner Jo (R-AL)","Alabama","$6500"
"Griffith Morgan (R-VA)","Virginia","$6500"
"Dold Bob (R-IL)","Illinois","$6250"
"Gosar Paul (R-AZ)","Arizona","$6250"
"Franks Trent (R-AZ)","Arizona","$6000"
"Jordan Jim (R-OH)","Ohio","$6000"
"McIntyre Mike (D-NC)","North Carolina","$6000"
"Meehan Patrick (R-PA)","Pennsylvania","$6000"
"Quayle Ben (R-AZ)","Arizona","$6000"
"Reichert Dave (R-WA)","Washington","$6000"
