"Representative","State","Amount"
"McCarthy Kevin (R-CA)","California","$556734"
"Pfluger August (R-TX)","Texas","$540601"
"Scalise Steve (R-LA)","Louisiana","$528542"
"Crenshaw Dan (R-TX)","Texas","$497554"
"Hunt Wesley (R-TX)","Texas","$477942"
"Brady Kevin (R-TX)","Texas","$305000"
"Fletcher Lizzie (D-TX)","Texas","$288880"
"Roy Chip (R-TX)","Texas","$259851"
"Gonzales Tony (R-TX)","Texas","$246893"
"Cuellar Henry (D-TX)","Texas","$228210"
"Chase Claire (R-NM)","New Mexico","$210431"
"Collins Genevieve (R-TX)","Texas","$209711"
"Van Duyne Beth (R-TX)","Texas","$204503"
"Graves Garret (R-LA)","Louisiana","$194560"
"McCaul Michael (R-TX)","Texas","$187041"
"Arrington Jodey (R-TX)","Texas","$183028"
"Bice Stephanie (R-OK)","Oklahoma","$179739"
"Bush Pierce (R-TX)","Texas","$176205"
"Mullin Markwayne (R-OK)","Oklahoma","$164215"
"Cheney Liz (R-WY)","Wyoming","$162384"
"Taylor Van (R-TX)","Texas","$161896"
"Hudson Richard (R-NC)","North Carolina","$161379"
"Rodgers Cathy McMorris (R-WA)","Washington","$156713"
"Williams Roger (R-TX)","Texas","$154646"
"Gonzalez Vicente (D-TX)","Texas","$150500"
"Armstrong Kelly (R-ND)","North Dakota","$150050"
"Laturner Jake (R-KS)","Kansas","$149530"
"Veasey Marc (D-TX)","Texas","$144049"
"Richmond Cedric (D-LA)","Louisiana","$139800"
"Cole Tom (R-OK)","Oklahoma","$136100"
"Nunes Devin (R-CA)","California","$135445"
"Herrell Yvette (R-NM)","New Mexico","$134431"
"Rosendale Matt (R-MT)","Montana","$132762"
"Hern Kevin (R-OK)","Oklahoma","$117945"
"Reed Tom (R-NY)","New York","$115762"
"Stefanik Elise (R-NY)","New York","$112972"
"Johnson Bill (R-OH)","Ohio","$111597"
"Ladjevardian Sima (D-TX)","Texas","$107156"
"Upton Fred (R-MI)","Michigan","$103188"
"Young Don (R-AK)","Alaska","$101931"
"Estes Ron (R-KS)","Kansas","$101924"
"Katko John (R-NY)","New York","$101038"
"Latta Bob (R-OH)","Ohio","$99008"
"Schrader Kurt (D-OR)","Oregon","$98000"
"Gooden Lance (R-TX)","Texas","$96200"
"Davis Rodney (R-IL)","Illinois","$95332"
"Graves Sam (R-MO)","Missouri","$94300"
"Valadao David (R-CA)","California","$93236"
"Kelly Mike (R-PA)","Pennsylvania","$89076"
"Malliotakis Nicole (R-NY)","New York","$88105"
"Costa Jim (D-CA)","California","$88000"
"Zeldin Lee (R-NY)","New York","$85988"
"Balderson Troy (R-OH)","Ohio","$85533"
"McKinley David (R-WV)","West Virginia","$84750"
"Tenney Claudia (R-NY)","New York","$82718"
"Johnson Mike (R-LA)","Louisiana","$81925"
"Davis Wendy (D-TX)","Texas","$81694"
"Burgess Michael (R-TX)","Texas","$79575"
"Kulkarni Sri (D-TX)","Texas","$78759"
"Fitzpatrick Brian (R-PA)","Pennsylvania","$77448"
"Stauber Pete (R-MN)","Minnesota","$76311"
"Hurd Will (R-TX)","Texas","$76063"
"Reschenthaler Guy (R-PA)","Pennsylvania","$75950"
"Weber Randy (R-TX)","Texas","$74953"
"Granger Kay (R-TX)","Texas","$74454"
"Lucas Frank D (R-OK)","Oklahoma","$73125"
"Babin Brian (R-TX)","Texas","$72801"
"Parnell Sean (R-PA)","Pennsylvania","$70606"
"Garcia Mike (R-CA)","California","$70269"
"LaHood Darin (R-IL)","Illinois","$70100"
"Barr Andy (R-KY)","Kentucky","$69441"
"Nehls Troy (R-TX)","Texas","$69109"
"Kinzinger Adam (R-IL)","Illinois","$68932"
"Walden Greg (R-OR)","Oregon","$68500"
