"state","district","party","birthday","gender","nominate_dim1","nominate_dim2","seniority_113","seniority_114","seniority_1151","seniority_1152","seniority_116","seniority_117","Contribution_3_minus","Contribution_3_plus","Contribution_4_minus","Contribution_4_plus","Contribution_51_minus","Contribution_51_plus","Contribution_52_minus","Contribution_52_plus","Contribution_6_minus","Contribution_6_plus","Contribution_7_minus","Contribution_7_plus","Dmajority_3","Dmajority_4","Dmajority_51","Dmajority_52","Dmajority_6","Dmajority_7","Geographical","all_votes_minus","all_votes_plus"
"MI",NA,"D",1976,"F",0.321,0.738,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,9.9,0,6,0.5,0,0,0,0,1,1,"MW",0,1
"MI",9,"D",1960,"M",0.474,0.563,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3.5,0,9.12,0,0,0,0,0,1,1,"MW",0,1
"MI",11,"D",1983,"F",0.378,0.284,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,14.9,0.25,21.05,0.25,0,0,0,0,1,1,"MW",0,1
"MI",NA,"D",1976,"F",0.291,0.957,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,5.8,0,4.5,0,0,0,0,0,1,1,"MW",0,1
"MN",1,"R",1962,"M",0.477,0.345,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,20.488,0,3.133,0,0,0,0,0,1,1,"MW",1,0
"MN",2,"D",1972,"F",0.27,0.645,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,6.5,0,4.5,0.089,0,0,0,0,1,1,"MW",0,1
"MN",3,"D",1969,"M",0.28,0.181,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0.25,0.25,0,0,0,0,0,1,1,"MW",0,1
"MN",5,"D",1981,"F",0.298,0.955,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3.512,0,0,0,0,0,0,0,1,1,"MW",0,1
"MN",8,"R",1966,"M",0.383,0.112,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,24.788,0,44.329,0,0,0,0,0,1,1,"MW",1,0
"MS",3,"R",1970,"M",0.528,0.1,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,19.3,0,0,0,0,0,0,0,1,1,"SO",1,0
"NV",3,"D",1966,"F",0.235,0.31,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,7.375,0.25,21.175,0.25,0,0,0,0,1,1,"WE",0,1
"NH",1,"D",1980,"M",0.237,0.343,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.75,0,0,0,0,0,1,1,"NE",0,1
"NJ",2,"R",1953,"M",0.147,0.644,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA,NA,0,0,0,0,1,1,"NE",0,1
"NJ",3,"D",1982,"M",0.357,0.288,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0.25,8.7,0.25,0,0,0,0,1,1,"NE",0,1
"NJ",7,"D",1965,"M",0.272,0.121,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,11.65,1,18,0,0,0,0,0,1,1,"NE",0,1
"NJ",11,"D",1972,"F",0.225,0.263,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,5,0,21.45,0,0,0,0,0,1,1,"NE",0,1
"NY",14,"D",1989,"F",0.299,0.954,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0.642,0,2.622,0,0,0,0,0,1,1,"NE",0,1
"NY",19,"D",1977,"M",0.233,0.277,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0.15,2.9,0,0,0,0,1,1,"NE",0,1
"NY",25,"D",1957,"M",0.329,0.157,0,0,1,1,2,3,NA,NA,NA,NA,3.7,0.5,5.7,0.5,4.5,0,8.5,0,0,0,0,0,1,1,"NE",0,1
"ND",0,"R",1976,"M",0.449,0.101,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,41.3,0,44,0,0,0,0,0,1,1,"MW",1,0
"OH",12,"R",1962,"M",0.455,0.214,0,0,1,1,2,3,NA,NA,NA,NA,59.75,5.45,88.85,17.25,39.188,0,23.133,0,0,0,0,0,1,1,"MW",1,0
"OH",16,"R",1984,"M",0.24,0.315,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,29.41,0,20.3,0,0,0,0,0,1,1,"MW",1,0
"PA",4,"D",1959,"F",0.453,0.031,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,1,1,"NE",0,1
"PA",5,"D",1959,"F",0.475,0.082,0,0,1,1,2,3,NA,NA,NA,NA,2.7,0.5,2.7,0.5,0,0,1.35,0,0,0,0,0,1,1,"NE",0,1
"PA",6,"D",1967,"F",0.275,0.322,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2.9,0,6.9,0,0,0,0,0,1,1,"NE",0,1
"PA",7,"D",1957,"F",0.262,0.324,0,0,1,1,2,3,NA,NA,NA,NA,1.75,0,2.5,0,0,0,0,0,0,0,0,0,1,1,"NE",0,1
"PA",9,"R",1964,"M",0.494,0.248,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,0,14.51,0,0,0,0,0,1,1,"NE",1,0
"PA",12,"R",1965,"M",0.498,0.171,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,23.95,0,1.75,0,0,0,0,0,1,1,"NE",1,0
"PA",13,"R",1957,"M",0.569,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0.5,0,0,0,0,0,1,1,"NE",1,0
"PA",14,"R",1983,"M",0.437,0.063,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,58.8,0,1.5,0,0,0,0,0,1,1,"NE",1,0
"SC",4,"R",1984,"M",0.604,0.139,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,5,0,13,0,0,0,0,0,1,1,"SO",1,0
"SD",0,"R",1976,"M",0.462,0.142,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,14.5,0,26.8,0,0,0,0,0,1,1,"MW",1,0
"TN",2,"R",1964,"M",0.664,0.383,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,17,0,10.7,0,0,0,0,0,1,1,"SO",1,0
"TN",6,"R",1965,"M",0.668,0.105,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,3.5,0,0,0,0,0,1,1,"SO",1,0
"TN",7,"R",1964,"M",0.671,0.015,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,10.593,0,2,0,0,0,0,0,1,1,"SO",1,0
"TX",2,"R",1984,"M",0.431,0.268,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,105.988,2.8,127.689,0.25,0,0,0,0,1,1,"SO",1,0
"TX",3,"R",1972,"M",0.581,0.223,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,119.474,8.1,74.788,2.9,0,0,0,0,1,1,"SO",1,0
"TX",5,"R",1982,"M",0.746,0.066,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,33.1,0,14.3,0,0,0,0,0,1,1,"SO",1,0
"TX",7,"D",1975,"F",0.454,0.891,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,52.65,0.25,101.175,0,0,0,0,0,1,1,"SO",0,1
"TX",16,"D",1969,"F",0.466,0.316,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,0,0,0,1,1,"SO",0,1
"TX",21,"R",1972,"M",0.8,0.6,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,67.588,0,70.41,0,0,0,0,0,1,1,"SO",1,0
"TX",29,"D",1950,"F",0.797,0.454,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,16.5,0,7,0,0,0,0,0,1,1,"SO",0,1
"TX",32,"D",1983,"M",0.43,0.708,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,19.735,0,28.75,0,0,0,0,0,1,1,"SO",0,1
"VA",2,"D",1975,"F",0.206,0.426,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2.8,5.6,7.3,0,0,0,0,0,1,1,"SO",0,1
"VA",6,"R",1972,"M",0.72,0.202,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,9.6,0,9.3,0,0,0,0,0,1,1,"SO",1,0
"VA",7,"D",1979,"F",0.188,0.338,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,8.86,0,6.95,2.9,0,0,0,0,1,1,"SO",0,1
"VA",10,"D",1968,"F",0.369,0.313,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2.8,0,2.9,0,0,0,0,0,1,1,"SO",0,1
"WA",8,"D",1968,"F",0.288,0.449,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3.1,1,0.9,2.9,0,0,0,0,1,1,"WE",0,1
"WV",NA,"R",1950,"F",0.517,0.108,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,35,0,2.5,0,0,0,0,0,1,1,"SO",1,0
"WI",1,"R",1981,"M",0.414,0.068,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,23.143,0,10.5,0,0,0,0,0,1,1,"MW",1,0
"AL",2,"R",1976,"F",0.362,0.658,2,3,4,4,5,5,15,0,9.75,0,30.6,0,58.1,0.7,5.5,0,NA,NA,0,0,0,0,1,1,"SO",1,0
"AZ",5,"R",1958,"M",0.673,0.272,4,5,5,5,5,5,21,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"WE",1,0
"AZ",8,"R",1957,"M",0.749,0.087,6,7,8,8,8,8,6.1,0,7.25,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"WE",1,0
"CA",8,"R",1943,"M",0.372,0.208,1,2,3,3,4,4,8.8,0.5,18.4,0,17.5,2.7,17.5,2.7,9.5,2.8,NA,NA,0,0,0,0,1,1,"WE",1,0
"CA",10,"R",1967,"M",0.306,0.212,2,3,4,4,4,4,25.95,0,100.099,2.5,125.226,10.687,121.877,5.287,NA,NA,NA,NA,0,0,0,0,1,1,"WE",1,0
"CA",17,"D",1941,"M",0.529,0.482,7,8,8,8,8,8,8.55,1.3,9.7,0.11,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"WE",0,1
"CA",20,"D",1941,"M",0.455,0.219,11,12,12,12,12,12,8.1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"WE",0,1
"CA",21,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"WE",1,0
"CA",24,"D",1938,"F",0.389,0.227,9,10,10,10,10,10,5.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"WE",0,1
"CA",34,"D",1958,"M",0.512,0.283,11,12,13,13,13,13,7,1,2.5,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"WE",0,1
"CA",39,"R",1951,"M",0.657,0.353,11,12,13,13,13,13,17.5,0,23,1,1.5,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"WE",1,0
"CA",44,"D",1952,"F",0.39,0.376,2,3,3,3,3,3,3.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"WE",0,1
"CA",46,"D",1960,"F",0.367,0.025,9,10,10,10,10,10,8.9,0,9.45,0.1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"WE",0,1
"CA",48,"R",1947,"M",0.626,0.417,13,14,15,15,15,15,8.2,1,1,0,16,0.5,20.5,0.5,NA,NA,NA,NA,0,0,0,0,1,1,"WE",1,0
"CA",50,"R",1976,"M",0.539,0.085,3,4,5,5,6,6,8.1,0,26.5,0,1,0,1,0,1.5,0,NA,NA,0,0,0,0,1,1,"WE",1,0
"CA",53,"D",1944,"F",0.343,0.103,7,8,9,9,10,10,2.6,0,2.5,0,2,0,2,1,0,0,NA,NA,0,0,0,0,1,1,"WE",0,1
"CO",2,"D",1975,"M",0.278,0.692,3,4,5,5,5,5,0,0,0.35,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"WE",0,1
"CO",3,"R",1956,"M",0.451,0.023,2,3,4,4,5,5,68,0,62.85,0,29.2,2.8,29.7,3.05,19.288,0,NA,NA,0,0,0,0,1,1,"WE",1,0
"CT",5,"D",1959,"F",0.315,0.078,1,2,3,3,3,3,3,2.6,9.125,0,3.725,0,2.7,0,NA,NA,NA,NA,0,0,0,0,1,1,"NE",0,1
"DE",0,"D",1956,"M",0.256,0.142,2,3,3,3,3,3,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",0,1
"FL",1,"R",1959,"M",0.633,0.155,7,8,8,8,8,8,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"FL",3,"R",1955,"M",0.704,0.365,1,2,3,3,4,4,3,0,9.9,0,3,0,3,0,1.5,0,NA,NA,0,0,0,0,1,1,"SO",1,0
"FL",4,"R",1944,"M",0.333,0.337,7,8,8,8,8,8,2.5,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"FL",5,"D",1946,"F",0.429,0.192,11,12,12,12,12,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",0,1
"FL",6,"R",1978,"M",0.663,0.105,1,2,3,3,3,3,10,0,43.125,0,2.7,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"FL",7,"R",1943,"M",0.453,0.137,11,12,12,12,12,12,23.5,0,5.8,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"FL",9,"D",1958,"M",0.363,0.457,2,3,3,3,3,3,0,0.25,1.231,0.1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",0,1
"FL",11,"R",1951,"M",0.483,0.077,2,3,3,3,3,3,13.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"FL",15,"R",1959,"M",0.531,0.099,2,3,4,4,4,4,8.5,0,9,0,2,0,2,0,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"FL",17,"R",1970,"M",0.458,0.013,3,4,5,5,5,5,5.5,0,13,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"FL",18,"D",1983,"M",0.186,0.026,1,2,2,2,2,2,12.4,0,3.05,13.075,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",0,1
"GA",3,"R",1950,"M",0.672,0.189,5,6,6,6,6,6,4.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"GA",5,"D",1940,"M",0.589,0.221,14,15,16,16,17,17,2.75,0,2.5,0,5.604,0.2,3.344,0.215,4.67,0,NA,NA,0,0,0,0,1,1,"SO",0,1
"GA",6,"R",1954,"M",0.644,0.073,5,6,7,7,7,7,23.5,0,14.5,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"GA",7,"R",1970,"M",0.593,0.173,2,3,4,4,5,5,4.5,0,18,0,14.5,0,15.5,0,3,0,NA,NA,0,0,0,0,1,1,"SO",1,0
"GA",9,"R",1966,"M",0.61,0.134,1,2,3,3,4,4,12,0,27.45,0,9,0,10.5,0,11,0,NA,NA,0,0,0,0,1,1,"SO",1,0
"GA",14,"R",1970,"M",0.716,0.002,3,4,5,5,6,6,8.5,0,13.75,0,22.7,0,16,0,23.25,0,NA,NA,0,0,0,0,1,1,"SO",1,0
"HI",1,"D",1951,"F",0.37,0.004,2,3,4,4,4,4,21.05,2.5,0.25,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"WE",0,1
"HI",2,"D",1981,"F",0.274,0.282,1,2,3,3,4,4,5.3,5.1,1.25,3,5.051,0.65,0.24,0.677,10.134,0.5,NA,NA,0,0,0,0,1,1,"WE",0,1
"ID",1,"R",1967,"M",0.735,0.571,2,3,4,4,4,4,2.5,0,11.2,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"WE",1,0
"IL",3,"D",1966,"M",0.227,0.176,5,6,7,7,8,8,5,0,3,0,19.9,1,14.9,0,23.5,0,NA,NA,0,0,0,0,1,1,"MW",0,1
"IL",4,"D",1953,"M",0.487,0.26,11,12,13,13,13,13,0,0,5.4,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"MW",0,1
"IL",8,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"MW",0,1
"IL",14,"R",1966,"M",0.49,0.034,2,3,4,4,4,4,16,0.25,22,0,24.5,0,28.5,0,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"IL",15,"R",1958,"M",0.375,0.154,9,10,11,11,12,12,106.5,6,215.482,10.6,88.5,9.75,116,8.5,103.5,0,NA,NA,0,0,0,0,1,1,"MW",1,0
"IN",1,"D",1949,"M",0.402,0.244,14,15,16,16,17,17,8.5,0.5,28,1.5,13.5,2,18,0,7.5,0,NA,NA,0,0,0,0,1,1,"MW",0,1
"IN",3,"R",1976,"M",0.742,0.119,3,4,4,4,4,4,12.85,17.6,63.755,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"IN",4,"R",1970,"M",0.602,0.16,2,3,4,4,4,4,15.1,0.5,16.35,0,35.7,5.2,6,3.2,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"IN",5,"R",1960,"F",0.352,0.217,1,2,3,3,4,4,4,0,24.7,5,23.05,8.25,19.05,8.25,13,0,NA,NA,0,0,0,0,1,1,"MW",1,0
"IN",6,"R",1969,"M",0.563,0.086,1,2,3,3,3,3,11.1,0,28.5,0.5,18.9,0.5,6.85,0,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"IN",9,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"IA",2,"D",1952,"M",0.276,0.027,4,5,6,6,7,7,4.75,0,4.1,4.5,7.5,5,9.2,9.5,12,1,NA,NA,0,0,0,0,1,1,"MW",0,1
"IA",4,"R",1949,"M",0.613,0.171,6,7,8,8,9,9,2,0,5.55,11.8,1.6,18.593,1.2,16.8,0,0,NA,NA,0,0,0,0,1,1,"MW",1,0
"KS",1,"R",1968,"M",0.744,0.466,2,3,3,3,3,3,22.55,0.5,10.2,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"KS",2,"R",1963,"F",0.523,0.004,3,4,5,5,5,5,102.5,0,55.75,2.25,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"KS",3,"R",1976,"M",0.558,0.03,2,3,4,4,4,4,32,11.9,10.9,10,54.8,10,43.1,5,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"KS",4,"R",1963,"M",0.66,0.164,2,3,4,4,4,4,212.05,12.4,45.75,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"KY",1,"R",1943,"M",0.303,0.182,10,11,11,11,11,11,151,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"LA",3,"R",1956,"M",0.392,0.308,5,6,6,6,6,6,65.7,0,172.737,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"LA",4,"R",1951,"M",0.59,0.022,3,4,4,4,4,4,62.75,0,39.55,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"MD",4,"D",1958,"F",0.562,0.294,4,5,5,5,5,5,1,0,0.46,1.225,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",0,1
"MD",6,"D",1963,"M",0.276,0.041,1,2,3,3,3,3,7.5,0,5.5,0,2.7,1,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"SO",0,1
"MD",7,"D",1951,"M",0.438,0.148,10,11,12,12,13,13,38.8,0,9,0,10,0,5,0,4.5,0,NA,NA,0,0,0,0,1,1,"SO",0,1
"MD",8,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",0,1
"MA",3,"D",1946,"F",0.396,0.199,4,5,6,6,6,6,0,0,1.25,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"NE",0,1
"MA",4,"D",1980,"M",0.421,0.206,1,2,3,3,4,4,5.45,0,14.4,0,11.05,5.65,9.05,5.65,6.45,0,NA,NA,0,0,0,0,1,1,"NE",0,1
"MA",7,"D",1952,"M",0.58,0.082,8,9,10,10,10,10,0,0,1,0,21.4,5.65,21.4,5.65,NA,NA,NA,NA,0,0,0,0,1,1,"NE",0,1
"MI",1,"R",1952,"M",0.491,0.15,2,3,3,3,3,3,64.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"MI",3,"R",1980,"M",0.654,0.757,2,3,4,4,5,5,2.5,0,7.1,0,NA,NA,5,0,1.25,0,NA,NA,0,0,0,0,1,1,"MW",1,0
"MI",9,"D",1931,"M",0.379,0.091,14,15,16,16,16,16,8.5,1,28.5,2,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"MW",0,1
"MI",10,"R",1954,"F",0.343,0.001,6,7,7,7,7,7,16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"MI",13,"D",1929,"M",0.658,0.512,14,15,16,16,16,16,6.5,0,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"MW",0,1
"MN",1,"D",1964,"M",0.275,0.131,4,5,6,6,6,6,9.5,2,16.5,2,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"MW",0,1
"MN",2,"R",1947,"M",0.49,0.154,6,7,7,7,7,7,10,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"MN",3,"R",1965,"M",0.402,0.191,3,4,5,5,5,5,22.8,0,36.499,0.333,36.3,8.1,55.401,8.1,NA,NA,NA,NA,0,0,0,0,1,1,"MW",1,0
"MN",5,"D",1963,"M",0.537,0.58,4,5,6,6,6,6,2.05,0.25,1.68,0,0.89,0.64,3.21,0.09,NA,NA,NA,NA,0,0,0,0,1,1,"MW",0,1
"MN",7,"D",1944,"M",0.148,0.712,12,13,14,14,15,15,7,0,24.2,0,18.5,7.5,14.5,7.5,12,0,NA,NA,0,0,0,0,1,1,"MW",0,1
"MN",8,"D",1943,"M",0.372,0.372,1,2,3,3,3,3,9.75,0,13.65,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"MW",0,1
"MS",3,"R",1956,"M",0.384,0.48,3,4,5,5,5,5,84.3,0,31.4,0,2.5,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"MO",1,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"MW",0,1
"NV",3,"R",1961,"M",0.324,0.014,2,3,3,3,3,3,12.5,0,213.703,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"WE",1,0
"NH",1,"D",1952,"F",0.315,0.131,3,3,4,4,4,4,0.5,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"NE",0,1
"NJ",2,"R",1946,"M",0.211,0.224,10,11,12,12,12,12,4,0.25,9,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"NE",1,0
"NJ",5,"R",1959,"M",0.688,0.243,6,7,7,7,7,7,19,10.4,12.1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"NE",1,0
"NJ",11,"R",1946,"M",0.292,0.262,10,11,12,12,12,12,32.48,0.5,20.677,0.1,20.356,0,4.5,0,NA,NA,NA,NA,0,0,0,0,1,1,"NE",1,0
"NM",1,"D",1959,"F",0.313,0.047,1,2,3,3,3,3,9.2,0,9.5,3,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,1,"WE",0,1
"NM",2,"R",1947,"M",0.472,0.064,5,6,7,7,7,7,92.5,0,97.406,0,2.5,0,2.5,0,NA,NA,NA,NA,0,0,0,0,1,1,"WE",1,0
"NM",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"WE",0,1
"NY",2,"R",1944,"M",0.259,0.03,11,12,13,13,14,14,2,2,6,0,11.4,0,15.4,0,10.511,0,NA,NA,0,0,0,0,1,1,"NE",1,0
"NY",3,"D",1958,"M",0.334,0.051,7,8,8,8,8,8,8.5,8.95,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"NE",0,1
"NY",13,"D",1930,"M",0.514,0.341,14,15,15,15,15,15,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"NE",0,1
"NY",14,"D",1962,"M",0.412,0.07,8,9,10,10,10,10,23,9.05,33,0.035,33.5,0.5,30,1.5,NA,NA,NA,NA,0,0,0,0,1,1,"NE",0,1
"NY",15,"D",1943,"M",0.491,0.377,13,14,15,15,16,16,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,1,1,"NE",0,1
"NY",16,"D",1947,"M",0.408,0.093,13,14,15,15,16,16,2,0,15,1,17.2,2,18.4,2,7,0,NA,NA,0,0,0,0,1,1,"NE",0,1
"NY",17,"D",1937,"F",0.389,0.152,13,14,15,15,16,16,0.5,0,0,0,6.2,0,6.2,0,6.7,0,NA,NA,0,0,0,0,1,1,"NE",0,1
"NY",18,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"NE",0,1
"NY",19,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"NE",0,1
"NY",25,"D",1929,"F",0.465,0.104,14,15,16,16,16,16,4.5,2.5,2,0,2.5,0,2.5,0,NA,NA,NA,NA,0,0,0,0,1,1,"NE",0,1
"NY",27,"R",1950,"M",0.357,0.236,1,2,3,3,4,4,2,0,33.55,1,18.4,0.855,31.9,0.355,0,0,NA,NA,0,0,0,0,1,1,"NE",1,0
"NC",2,"R",1964,"F",0.406,0.338,2,3,3,3,3,3,11,0,30.5,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
"NC",9,"R",1948,"M",0.561,0.333,1,2,3,3,3,3,27,1,12.8,0,18.7,0,16.2,0,NA,NA,NA,NA,0,0,0,0,1,1,"SO",1,0
