"","LastName","FirstName","Amount.oil.116","Amount.coal.116","Amount.mining.116","Amount.gas.116","Amount.env.116","Amount.alt_en.116","Party","StateAbbreviation"
"396","DeGette","Diana",6510,0,0,0,1500,0,"D","CO"
"397","Armstrong","Wil",6500,5000,5000,0,0,0,"R","CO"
"398","Cooper","Jim",6500,0,0,0,0,1250,"D","TN"
"399","Haaland","Debra",6499,0,0,2702,10459,3520,"D","NM"
"400","Wexton","Jennifer",6494,0,2,2031,30079,12080,"D","VA"
"401","Omar","Ilhan",6466,0,0,2,4890,2670,"D","MN"
"402","Scanlon","Mary Gay",6451,0,0,0,6997,0,"D","PA"
"403","Rice","Kathleen",6408,0,0,0,501,0,"D","NY"
"404","Barreiro","Bruno",6400,0,0,0,0,0,"R","FL"
"405","McCann","John",6400,0,0,0,0,0,"R","NJ"
"406","Montenegro","Steve",6400,0,0,0,0,0,"R","AZ"
"407","Sarver","Jenifer",6400,0,0,0,500,0,"R","TX"
"408","Van","Drew Jeff",6318,0,0,75,984,12,"D","NJ"
"409","Schrier","Kim",6255,0,100,2716,58130,6917,"D","WA"
"410","Keating","Bill",6250,0,0,2500,1850,100,"D","MA"
"411","Lewis","John",6234,0,737,1330,2665,2633,"D","GA"
"412","Pelosi","Nancy",6233,0,75,1260,23626,19095,"D","CA"
"413","Gaetz","Matt",6200,0,0,0,0,0,"R","FL"
"414","Hammond","Scott",6200,0,0,2500,0,0,"R","NV"
"415","Poe","Ted",6200,0,0,0,0,5000,"R","TX"
"416","Golden","Jared",6078,0,7,5425,18520,6312,"D","ME"
"417","Delgado","Antonio",6052,0,0,1400,19611,6464,"D","NY"
"418","Horsford","Steven",6044,0,11000,2502,11662,1312,"D","NV"
"419","Sanchez","Jana Lynne",6021,0,100,1300,0,163,"D","TX"
"420","Barragan","Nanette",6015,0,0,4015,19757,2500,"D","CA"
"421","Boyle","Brendan",6000,0,0,6000,2010,0,"D","PA"
"422","Mitchell","Paul",6000,0,0,1000,0,10000,"R","MI"
"423","Spano","Ross",6000,0,0,0,0,0,"R","FL"
"424","Siegel","Mike",5901,0,0,0,548,255,"D","TX"
"425","Luria","Elaine",5656,0,0,5457,15541,9195,"D","VA"
"426","Anderson","Kelliher Margaret",5650,0,0,0,710,2000,"D","MN"
"427","Niermann","Tom",5550,0,0,1500,250,0,"D","KS"
"428","Crowley","Joseph",5500,0,0,4500,4250,500,"D","NY"
"429","Doty","Sally",5500,0,0,2000,0,0,"R","MS"
"430","Matlock","Jimmy",5500,1000,1000,0,0,950,"R","TN"
"431","Gallegos","Alex",5400,0,0,0,0,0,"R","ID"
"432","Hinchman","Clayton",5400,0,0,0,0,0,"R","AL"
"433","Martinez","Tony",5400,0,0,0,0,0,"D","NM"
"434","Nadler","Jerrold",5400,0,0,0,1510,0,"D","NY"
"435","Nichols","Jason",5400,0,0,0,0,0,"D","OK"
"436","Regalado","Raquel",5400,0,0,0,0,0,"R","FL"
"437","Fareed","Justin",5300,0,0,0,2700,0,"R","CA"
"438","Underwood","Lauren A",5266,0,0,51,23011,2680,"D","IL"
"439","Welle","Josh",5220,0,0,3820,8495,3100,"D","NJ"
"440","Clarkson","Gavin",5200,500,500,0,0,0,"R","NM"
"441","Timmons","William",5200,0,0,0,0,16700,"R","SC"
"442","Axne","Cindy",5086,0,17,2723,20467,6483,"D","IA"
"443","Gasper","Theresa",5004,0,0,5,834,142,"D","OH"
"444","Lofgren","Zoe",5000,0,0,0,9000,21600,"D","CA"
"445","Mossburg","Matt",5000,0,0,0,0,0,"R","MD"
"446","Aguilar","Pete",4983,0,0,646,8075,1528,"D","CA"
"447","Green","Al",4956,0,0,2700,0,1000,"D","TX"
"448","Pelzer","Kimberlin Brown",4950,0,0,0,0,5900,"R","CA"
"449","McAdams","Ben",4694,50,3350,0,15690,6766,"D","UT"
"450","Baer","Lauren",4584,2700,2700,91,23496,6526,"D","FL"
"451","Spanberger","Abigail",4551,0,0,1107,35031,11295,"D","VA"
"452","McEachin","Donald",4550,0,0,2500,19855,9750,"D","VA"
"453","Duncan","John J Jr",4500,0,0,0,0,0,"R","TN"
"454","Kaptur","Marcy",4500,0,7500,3500,1000,0,"D","OH"
"455","Salerno","Lillian",4500,0,0,0,0,5400,"D","TX"
"456","Yoho","Ted",4500,0,0,3000,0,0,"R","FL"
"457","Peters","Christopher",4350,0,0,0,0,0,"R","IA"
"458","Cisneros","Gil",4287,0,0,1002,10934,4532,"D","CA"
"459","Colvin","Jesse",4255,0,0,0,5363,6030,"D","MD"
"460","Waters","Maxine",4250,0,0,0,2375,0,"D","CA"
"461","Gifford","Rufus",4200,0,0,500,350,3020,"D","MA"
"462","Gabbard","Tulsi",4193,0,15,10,16,939,"D","HI"
"463","Heenan","John",4126,0,0,2016,1351,0,"D","MT"
"464","Moulton","Seth",4100,0,0,4000,1300,0,"D","MA"
"465","Harder","Josh",4027,0,8,110,32016,10913,"D","CA"
"466","Garrett","Janet",4021,0,0,0,177,2730,"D","OH"
"467","David","Steven",4006,0,0,0,0,0,"D","TX"
"468","Sergent","Talley",4005,0,0,250,2898,505,"D","WV"
"469","Brown","David Wilson",4000,0,0,0,0,0,"D","NC"
"470","Heck","Dennis",4000,0,0,0,7250,250,"D","WA"
"471","Torres","Norma",4000,0,0,6000,600,2500,"D","CA"
"472","Hagan","Christina",3950,0,0,0,0,0,"R","OH"
"473","Hanlon","Karl",3950,0,1500,0,1007,1900,"D","CO"
"474","Johnson","Eddie Bernice",3756,0,0,0,2000,0,"D","TX"
"475","Kirkpatrick","Ann",3746,0,5,22,15743,3022,"D","AZ"
"476","Quist","Robert E.",3715,0,0,500,23307,1985,"D","MT"
"477","Sneathern","Andrew",3700,0,0,0,2500,0,"D","VA"
"478","Uehlinger","Scott",3700,0,0,0,0,0,"R","PA"
"479","Ruiz","Raul",3626,0,0,0,13619,11150,"D","CA"
"480","Saad","Fayrouz",3626,0,0,1,1,25,"D","MI"
"481","Schneider","Brad",3559,0,0,15,17209,385,"D","IL"
"482","Londrigan","Betsy Dirksen",3548,0,0,15,23394,1759,"D","IL"
"483","Blumenauer","Earl",3532,0,0,3275,4838,16220,"D","OR"
"484","McGovern","James P",3505,0,0,0,2433,782,"D","MA"
"485","Bass","Karen",3500,0,1000,0,1100,1000,"D","CA"
"486","Huffman","Jared",3500,0,0,2500,37033,1000,"D","CA"
"487","Napolitano","Grace",3500,0,0,3500,3000,2500,"D","CA"
"488","Scott","Austin",3500,0,500,0,0,0,"R","GA"
"489","Lee","Barbara",3463,0,0,0,20655,185,"D","CA"
"490","Casten","Sean",3421,0,3,1027,38561,31815,"D","IL"
"491","Bjorkman","Tim",3285,0,0,0,0,0,"D","SD"
"492","McCormick","Karen",3259,0,0,5,136,35,"D","CO"
"493","Gomez","Jimmy",3250,0,0,3250,18459,2550,"D","CA"
"494","McKellar","Shirley",3206,0,0,0,0,0,"D","TX"
"495","Barrington","Mark",3100,0,0,0,0,0,"R","CO"
"496","Forde","Brian",3100,0,0,0,0,3350,"D","CA"
"497","Parrott","Neil",3100,0,0,0,0,0,"R","MD"
"498","Vanostran","Cort",3092,0,353,25,5899,312,"D","MO"
"499","Cummings","Elijah E",3088,0,0,0,2050,0,"D","MD"
"500","Bonamici","Suzanne",3079,0,0,2564,2951,1500,"D","OR"
"501","Tran","Mai-Khanh",3050,0,0,0,300,0,"D","CA"
"502","Pocan","Mark",3023,0,0,0,5903,500,"D","WI"
"503","Cohen","Steve",3000,0,0,0,4500,0,"D","TN"
"504","Davis","Danny K",3000,0,0,0,0,0,"D","IL"
"505","Debono","Dan",3000,0,0,0,0,0,"R","NY"
"506","Dent","Charlie",3000,0,0,1000,0,0,"R","PA"
"507","Kelly","Robin",3000,0,0,0,0,0,"D","IL"
"508","Schultz","Debbie Wasserman",3000,0,0,0,6537,0,"D","FL"
"509","Sturgill","Scott",3000,0,500,0,0,0,"R","FL"
"510","Webster","Daniel",3000,0,300,0,0,0,"R","FL"
"511","Wallace","Scott",2980,0,0,2701,10704,3037,"D","PA"
"512","Carbajal","Salud",2950,0,0,0,27701,6000,"D","CA"
"513","Hamadanchy","Kia",2950,0,0,0,325,0,"D","CA"
"514","Blankenbeker","Lynne",2900,0,0,0,0,0,"R","NH"
"515","Porter","Katie",2828,0,3,47,33216,12143,"D","CA"
"516","Stevens","Haley",2822,0,0,12,15853,5186,"D","MI"
"517","Deutch","Ted",2800,0,0,0,1700,2000,"D","FL"
"518","Jones","Kevin",2800,0,0,0,0,0,"R","KS"
"519","Oatman","Laura",2800,0,0,0,100,0,"D","CA"
"520","Stanton","Greg",2756,0,5250,2500,8183,505,"D","AZ"
"521","Gershon","Perry",2711,0,0,8,6990,512,"D","NY"
"522","Doggett","Lloyd",2706,0,0,0,4275,0,"D","TX"
"523","Gill","David",2701,0,0,1,1,0,"D","IL"
"524","Suozzi","Tom",2701,0,0,0,17850,0,"D","NY"
"525","Braun","Steve",2700,0,0,0,500,0,"R","IN"
"526","Campbell","Tom",2700,0,0,0,0,0,"R","ND"
"527","Dunbar","Cynthia",2700,0,0,0,0,0,"R","VA"
"528","Esty","Elizabeth",2700,0,0,2700,23703,0,"D","CT"
"529","Fienning","Ted",2700,0,0,2700,0,0,"R","SC"
"530","Friedman","Alison",2700,0,0,0,-2200,250,"D","VA"
"531","Hoeber","Amie",2700,0,0,0,250,0,"R","MD"
"532","Leroy","Dave",2700,0,0,0,0,0,"R","ID"
"533","Levin","Naomi",2700,0,0,0,0,0,"R","NY"
"534","Muroff","Dan",2700,0,0,0,4450,1250,"D","PA"
"535","Roe","Phil",2700,1000,1000,0,0,0,"R","TN"
"536","Rooney","Francis",2700,0,0,0,0,0,"R","FL"
"537","Sweny","Sara Kellen",2700,0,0,0,0,0,"I","TX"
"538","Tannahill","Tyler",2700,0,0,0,0,0,"R","KS"
"539","Vargas","Steve",2700,0,0,0,0,0,"R","CA"
"540","Wynes","Jeremy",2700,0,0,0,0,0,"R","IL"
"541","Westin","Jason",2690,0,0,0,0,0,"D","TX"
"542","Schiff","Adam",2638,0,100,525,16523,3859,"D","CA"
"543","Morales","Diego",2600,0,0,0,0,0,"R","IN"
"544","Trahan","Lori",2600,0,5400,0,5260,6029,"D","MA"
"545","Rose","Max",2581,0,0,0,12518,87,"D","NY"
"546","Heng","Elizabeth",2525,0,0,0,0,0,"R","CA"
"547","Gallego","Ruben",2503,0,0,1000,5210,11000,"D","AZ"
"548","Fortenberry","Jeff",2500,0,0,0,5300,1000,"R","NE"
"549","Kim","Donna Mercado",2500,0,1000,0,0,1000,"D","HI"
"550","Lawrence","Brenda",2500,0,500,2500,1010,0,"D","MI"
"551","Mccauley","Greg",2500,0,0,0,0,0,"R","PA"
"552","Meeks","Gregory",2500,0,0,0,0,0,"D","NY"
"553","Patel","Suraj",2500,0,0,0,0,3700,"D","NY"
"554","Pearce","Steve",2500,0,0,0,0,0,"R","NM"
"555","Rab","Raji",2500,0,0,0,0,0,"D","CA"
"556","Sedillo","Lopez Antoinette",2500,0,0,0,0,600,"D","NM"
"557","Titus","Dina",2500,0,7500,2500,2033,0,"D","NV"
"558","Trott","Dave",2500,0,0,0,0,0,"R","MI"
"559","Feehan","Daniel",2494,0,200,957,16935,522,"D","MN"
"560","Williams","Kathleen",2458,0,4,358,31802,8476,"D","MT"
"561","Pureval","Aftab",2378,0,0,509,20323,669,"D","OH"
"562","Tipirneni","Hiral",2337,0,0,164,15271,259,"D","AZ"
"563","Jones","Jimmy Darnell",2301,0,0,6,3,0,"D","TX"
"564","DeSantis","Ron",2300,0,0,0,0,0,"R","FL"
"565","Cockburn","Leslie",2279,0,4,2033,33170,2111,"D","VA"
"566","Caforio","Bryan",2275,0,0,0,1500,250,"D","CA"
"567","Aronoff","Phillip",2250,0,0,0,0,0,"R","TX"
"568","Brooks","Mo",2250,2500,16000,0,500,4000,"R","AL"
"569","Browning","Kate",2250,0,0,0,8425,0,"D","NY"
"570","Carson","Andre",2250,0,0,0,250,0,"D","IN"
"571","Chin","Doug",2250,0,0,0,750,2473,"D","HI"
"572","Mclinko","Doug",2250,0,0,2000,0,0,"R","PA"
"573","Sostack","Brad",2250,0,0,250,0,0,"R","FL"
"574","Tyson","Caryn",2250,0,0,0,0,0,"R","KS"
"575","Jhingan","Vandana",2154,0,0,0,0,0,"R","IL"
"576","Stover","Lindsey Davis",2050,0,0,50,0,0,"D","VA"
"577","Ojeda","Richard",2049,2600,2604,508,789,992,"D","WV"
"578","Houlahan","Chrissy",2023,0,0,15,18329,6012,"D","PA"
"579","Shapiro","David",2021,0,0,18,3787,104,"D","FL"
"580","Connolly","Gerry",2002,0,0,2000,1500,0,"D","VA"
"581","Himes","Jim",2001,0,2000,1000,7456,0,"D","CT"
"582","Grossman","Seth",2000,0,0,0,0,0,"R","NJ"
"583","Kim","Bryan",2000,0,0,0,0,0,"I","CA"
"584","Nothstein","Marty",2000,0,0,0,1500,0,"R","PA"
"585","Price","David",2000,0,0,1000,6763,0,"D","NC"
"586","Vargas","Juan",2000,0,0,0,500,3500,"D","CA"
"587","Kesto","Klint",1998,0,6400,0,0,250,"R","MI"
"588","Finkenauer","Abby",1971,200,217,6,19871,17444,"D","IA"
"589","Mitrano","Tracy",1959,0,0,5,1109,235,"D","NY"
"590","Rao","Saira",1950,0,0,0,0,0,"D","CO"
"591","Robinson","Art",1950,0,200,0,0,0,"R","OR"
"592","Brindisi","Anthony",1830,0,4,7,31983,2519,"D","NY"
"593","Conyers","John Jr",1816,0,0,0,504,0,"D","MI"
"594","Flynn","Sean",1750,0,0,0,0,5400,"R","CA"
"595","Rhea","Bill",1700,0,0,0,0,0,"R","CO"
"596","Tritch","Courtney",1660,0,0,0,570,0,"D","IN"
"597","Driskell","Gretchen",1638,0,3,0,41925,6465,"D","MI"
"598","Grant","Andrew",1600,0,0,0,0,0,"R","CA"
"599","Kihuen","Ruben",1525,0,0,1500,8399,0,"D","NV"
"600","Thorburn","Andy",1513,0,0,13,0,13,"D","CA"
"601","Levario","Miguel",1506,0,0,0,0,0,"D","TX"
"602","McLeod-Skinner","Jamie",1505,0,0,0,310,86,"D","OR"
"603","Watson","Liz",1505,850,850,881,19317,1166,"D","IN"
"604","Grimes","Demetries",1500,0,0,500,0,0,"D","FL"
"605","Guillory","Josh",1500,0,0,0,0,0,"R","LA"
"606","Reichert","Dave",1500,0,0,0,0,0,"R","WA"
"607","Rooney","Tom",1500,0,0,0,0,0,"R","FL"
"608","Ross","Heather",1500,0,500,0,2000,1000,"D","AZ"
"609","Ryan","Pat",1500,0,500,0,6033,437,"D","NY"
"610","McBath","Lucy",1492,0,10,35,11385,162,"D","GA"
"611","Applegate","Douglas L",1476,0,0,101,1029,275,"D","CA"
"612","Kelly","Brendan",1463,0,3,1015,16445,6718,"D","IL"
"613","Depizzo","Chris",1450,0,0,0,0,0,"R","OH"
"614","Scholten","JD",1408,0,576,116,6925,2313,"D","IA"
"615","Long","Carolyn",1394,0,0,52,14295,10159,"D","WA"
"616","Savoie","Tammy",1385,0,0,0,0,18,"D","LA"
"617","Cobb","Tedra",1358,0,0,0,930,5771,"D","NY"
"618","Brownley","Julia",1351,0,0,0,9201,505,"D","CA"
"619","DiNicola","Ron",1339,0,0,1118,4792,206,"D","PA"
"620","Ellison","Keith",1338,0,0,30,6030,1466,"D","MN"
"621","Oliver","Julie",1326,0,0,0,1548,1855,"D","TX"
"622","Keith","Pam",1305,0,0,0,0,0,"D","FL"
"623","Stockstill","Danny",1300,0,0,0,0,0,"R","OK"
"624","Kuster","Ann",1260,0,0,250,30532,4600,"D","NH"
"625","Aarestad","David",1250,0,0,0,0,0,"D","CO"
"626","Balat","David",1250,0,0,0,0,0,"R","TX"
"627","Clarke","Yvette",1250,0,0,1000,2000,0,"D","NY"
"628","Cunningham","William",1250,0,0,0,0,0,"D","NJ"
"629","Galbraith","John Michael",1250,0,0,0,0,425,"D","OH"
"630","Grohman","Marty",1250,0,0,0,0,500,"I","ME"
"631","Kerr","Andy",1250,0,0,0,0,0,"D","CO"
"632","Mackenzie","Ryan",1250,0,500,0,0,250,"R","PA"
"633","Martinez","Damon",1250,0,0,0,0,0,"D","NM"
"634","Maxwell","Jim",1250,0,0,0,0,500,"R","NY"
"635","Kowall","Michael",1249,0,0,0,0,0,"R","MI"
"636","Cox","TJ",1212,0,0,7,8213,7322,"D","CA"
"637","Leach","Daylin",1200,0,0,0,2700,0,"D","PA"
"638","Pope","Tommy",1200,0,0,500,0,6750,"R","SC"
"639","Parnell","Archie",1162,1300,1300,0,4000,525,"D","SC"
"640","Soderberg","Nancy",1153,0,1000,0,14532,1787,"D","FL"
"641","Bell","Adrienne",1140,0,0,6,853,4,"D","TX"
"642","McMurray","Nate",1138,0,0,400,386,105,"D","NY"
"643","Morse","Jessica",1137,0,0,5,43132,5227,"D","CA"
"644","Evans","Dwight",1100,0,0,0,5958,0,"D","PA"
"645","Rader","Betsy",1071,0,4300,3,7225,44,"D","OH"
"646","Fisher","Will",1063,0,0,0,0,0,"D","TX"
"647","Maloney","Sean Patrick",1055,0,0,0,7470,50,"D","NY"
"648","Shirley","Liuba Grechen",1026,0,0,20,3678,340,"D","NY"
"649","Thompson","James",1022,0,50,0,200,2710,"D","KS"
"650","Jayapal","Pramila",1011,900,910,0,17231,515,"D","WA"
"651","Sarbanes","John",1003,0,0,0,0,2700,"D","MD"
"652","Aramayo","Vanessa",1000,0,0,1000,0,0,"D","CA"
"653","Barrera","Roy",1000,0,0,0,0,0,"D","TX"
"654","Beatty","Joyce",1000,0,0,0,0,0,"D","OH"
"655","Byrne","Leslie L",1000,0,0,0,0,0,"D","VA"
"656","Chaffetz","Jason",1000,0,0,0,0,0,"R","UT"
"657","Chu","Judy",1000,0,0,0,2950,0,"D","CA"
"658","Combee","Neil",1000,0,1350,0,0,0,"R","FL"
"659","Dayton","Margaret",1000,0,0,0,0,0,"R","UT"
"660","Dosev","Cris",1000,0,0,0,0,0,"R","FL"
"661","Dunn","Neal",1000,0,0,0,0,0,"R","FL"
"662","Epley","James",1000,0,0,0,0,0,"R","SC"
"663","Eshoo","Anna",1000,0,0,0,1900,7700,"D","CA"
"664","Fulford","Jonathan",1000,0,0,0,9100,250,"D","ME"
"665","Glisson","Vickie",1000,0,0,0,0,0,"R","KY"
"666","Goodrich","Grant",1000,0,0,0,0,0,"D","OH"
"667","Hill","Judson",1000,0,1500,0,3500,0,"R","GA"
"668","Johns","Jimmy",1000,0,0,0,0,0,"R","FL"
"669","Joshi","Yatish",1000,0,0,0,0,0,"D","IN"
"670","Kline","Danner",1000,0,0,0,0,0,"D","AL"
"671","Levenson","Stewart",1000,0,0,0,0,0,"R","NH"
"672","Lynch","Stephen",1000,0,2500,0,0,2500,"D","MA"
"673","Manjarres","Javier",1000,0,0,0,0,0,"R","FL"
"674","Moreno","Dominick",1000,0,0,0,0,0,"D","CO"
"675","Morin","Will",1000,0,0,0,0,500,"D","SC"
"676","Murphy","Tim",1000,0,0,0,0,0,"R","PA"
"677","Neal","Rick",1000,0,0,0,5497,5225,"D","OH"
"678","Nguyen","Danny",1000,0,0,1000,0,0,"R","TX"
"679","Noem","Kristi",1000,0,0,1000,0,0,"R","SD"
"680","O'Donnell","James",1000,0,0,0,0,0,"R","NY"
"681","Panda","Chetan",1000,0,0,0,0,0,"D","TX"
"682","Pingree","Chellie",1000,0,0,1000,8262,0,"D","ME"
"683","Polis","Jared",1000,0,0,0,-500,0,"D","CO"
"684","Rutherford","John",1000,0,0,1000,0,2700,"R","FL"
"685","Sanborn","Andy",1000,0,0,0,0,200,"R","NH"
"686","Scott","David",1000,0,0,0,0,0,"D","GA"
"687","Sires","Albio",1000,0,0,1000,500,2500,"D","NJ"
"688","Spearman","Pat",1000,0,250,500,250,0,"D","NV"
"689","Stovall","Robert",1000,0,0,0,0,0,"R","TX"
"690","Taylor","Kerith Strano",1000,0,0,0,0,0,"D","PA"
"691","Walker","Rick",1000,0,0,0,0,0,"R","TX"
"692","Phillips","Dean",948,0,0,0,8123,4482,"D","MN"
"693","Eastman","Kara",943,0,58,23,24540,3926,"D","NE"
"694","Salas","Andrew",919,0,0,0,0,0,"R","NM"
"695","Langevin","Jim",900,0,0,0,2000,0,"D","RI"
"696","Min","Dave",900,0,0,600,750,750,"D","CA"
"697","Ocasio-Cortez","Alexandria",859,0,0,39,7436,282,"D","NY"
"698","Hulings","Jay",825,0,0,0,100,0,"D","TX"
"699","Brady","Robert A",800,0,0,0,0,0,"D","PA"
"700","Spalding","Carla",760,0,0,60,0,0,"R","FL"
"701","Brown","Christine",756,0,0,0,0,605,"D","WA"
"702","Bloom","Stephen",750,0,0,500,0,0,"R","PA"
"703","Cobb","Alan Earl",750,0,0,0,0,0,"R","KS"
"704","Courtney","Joe",750,0,0,0,3100,0,"D","CT"
"705","Dubberly","Shannon",750,0,0,0,0,0,"R","TX"
"706","Haggman","Matt",750,0,0,0,750,0,"D","FL"
"707","Mustafa","Sameena",750,0,0,250,0,0,"D","IL"
"708","Reyes","Carlos",750,0,0,0,0,0,"R","FL"
"709","Soto","Darren",750,0,600,750,4120,2500,"D","FL"
"710","Craig","Angie",702,0,0,2,39376,5326,"D","MN"
"711","Murphy","Stephanie",700,0,0,250,18491,1255,"D","FL"
"712","Powell","Jon",700,0,0,0,0,0,"D","TX"
"713","Learned","Andrew",687,0,0,0,0,0,"D","FL"
"714","Gray","Jim",665,0,0,0,1000,2700,"D","KY"
"715","Lara","Damian",650,0,0,650,0,0,"D","NM"
"716","O'Halleran","Tom",650,5000,6500,600,9550,270,"D","AZ"
"717","Keirstead","Hans",635,0,0,0,500,1000,"D","CA"
"718","Newman","Marie",600,0,0,0,4400,1000,"D","IL"
"719","Walker","Tami",600,0,0,0,0,50,"D","TX"
"720","Carmona","Arturo",587,0,0,0,115,69,"D","CA"
"721","Hagan","Mallory",568,0,60,0,5,5,"D","AL"
"722","Sweeney","Mike",560,0,0,0,0,0,"R","TX"
"723","Plummer","Letitia",559,0,0,6,3,2,"D","TX"
"724","Neguse","Joseph",555,0,0,2,11374,1795,"D","CO"
"725","Johnson","Sam",550,0,0,500,0,0,"D","TX"
"726","Murtaugh","Morgan",550,0,0,0,0,0,"R","CA"
"727","Carlson","Kristen",543,0,200,0,12685,734,"D","FL"
"728","Miller","Aruna",525,0,0,0,2100,0,"D","MD"
"729","Hoagenson","Renee",523,0,0,20,25,0,"D","MO"
"730","Coleman","Linda",507,0,4,116,9362,393,"D","NC"
"731","Leeder","Jennie Lou",506,0,0,0,0,0,"D","TX"
"732","McDowell","Jan",506,0,0,0,0,0,"D","TX"
"733","Dean","Madeleine",502,0,0,501,4787,0,"D","PA"
"734","Ashford","Brad",500,0,0,500,0,0,"D","NE"
"735","Bacon","Kevin",500,10800,10800,0,0,0,"R","OH"
"736","Birkenstock","Veronica",500,0,0,0,0,0,"R","TX"
"737","Cadien","Tawana",500,0,0,0,0,0,"D","TX"
"738","Canseco","Quico",500,0,0,0,0,0,"R","TX"
"739","Cicilline","David",500,0,0,0,2000,0,"D","RI"
"740","Clegg","Dave",500,0,0,0,0,0,"D","NY"
"741","Crossey","Michael J",500,0,0,0,0,0,"D","PA"
"742","Cullop","Ben",500,0,0,500,0,4450,"D","VA"
"743","DeLauro","Rosa",500,0,825,0,2850,500,"D","CT"
"744","Diganvker","Jitendra",500,0,0,0,0,0,"R","IL"
"745","Greenfield","Theresa",500,0,2664,0,0,0,"D","IA"
"746","Hassett","Doug",500,0,0,500,0,0,"R","CA"
"747","Hill","Shak",500,0,2700,0,0,0,"R","VA"
"748","Hopkins","Randy",500,0,0,0,0,0,"D","UT"
"749","Jones","Mary",500,0,0,0,0,0,"R","VA"
"750","Kaufman","Joe",500,0,0,0,0,0,"R","FL"
"751","Love","Shirley",500,0,0,0,0,0,"D","WV"
"752","Lowey","Nita M",500,0,0,0,6903,0,"D","NY"
"753","Madden","Patrick",500,0,0,0,0,0,"D","NY"
"754","Malek","Luke",500,0,4025,0,0,0,"R","ID"
"755","Mapp","Chris",500,0,0,0,0,0,"R","TX"
"756","Matheny","Judd",500,0,0,0,0,0,"R","TN"
"757","Mcintosh","Elijah",500,0,0,0,0,0,"D","OK"
"758","Morganelli","John",500,0,0,0,0,0,"D","PA"
"759","Mullins","Thomas E",500,0,0,500,0,0,"R","NM"
"760","Nelson","Carla",500,0,0,0,0,0,"R","MN"
"761","Olson","Craig",500,0,0,0,0,0,"D","ME"
"762","Prejean","Christina",500,0,0,0,0,0,"D","CA"
"763","Rhodes","Gareth",500,0,0,0,250,0,"D","NY"
"764","Ruppersberger","Dutch",500,0,0,0,0,0,"D","MD"
"765","Sabato","Antonio Jr",500,0,0,0,0,240,"R","CA"
"766","Scott","Zach",500,0,0,0,0,0,"D","OH"
"767","Spiers","Jon",500,0,0,0,0,0,"R","TX"
"768","Tanoos","William",500,0,0,0,0,0,"D","IN"
"769","Van","Houten Tracy",500,0,0,0,0,250,"D","CA"
"770","Weber","Linda",500,0,0,0,750,0,"D","NJ"
"771","Whittaker","Malcolm",500,0,0,0,0,0,"R","TX"
"772","Lucas","Conrad",475,0,250,0,0,0,"R","WV"
"773","Bourdeaux","Carolyn",449,0,0,0,22097,4759,"D","GA"
"774","Methvin","Mimi",405,0,0,0,0,1000,"D","LA"
"775","Lieu","Ted",400,0,0,150,11600,25,"D","CA"
"776","Mitchell","Danielle",350,0,0,0,0,0,"D","TN"
"777","Beal","Brent",346,0,0,0,0,0,"D","TX"
"778","Wolff","Denny",320,0,0,250,0,0,"D","PA"
"779","Richardson","David",310,0,0,0,1080,20,"D","FL"
"780","Mazeski","Kelly",300,0,0,0,2250,0,"D","IL"
"781","Isner","Tabitha",277,0,0,0,100,0,"D","AL"
"782","Hayes","Jahana",271,0,0,252,2588,273,"D","CT"
"783","Allen","Kathryn",260,0,0,0,0,70,"D","UT"
"784","Phoenix","Jess",260,0,0,0,1525,210,"D","CA"
"785","Brown","Lisa",258,0,250,0,65679,8583,"D","WA"
"786","Kohl","Dan",258,0,0,250,1932,37,"D","WI"
"787","Crowe","Derrick",255,0,0,0,5,21,"D","TX"
"788","Pappas","Chris",255,0,0,0,8753,1057,"D","NH"
"789","Adams","Denise Darcel",250,0,0,0,263,0,"D","NC"
"790","Angle","Sharron",250,0,0,0,0,0,"R","NV"
"791","Bieda","Steve",250,0,0,250,0,0,"D","MI"
"792","Bliatout","Bobby",250,0,0,0,0,0,"D","CA"
"793","Bunny","Sean",250,0,0,0,0,0,"D","NY"
"794","Chen","Jay",250,0,0,250,0,0,"D","CA"
"795","Davidson","Margo",250,0,0,250,0,0,"D","PA"
"796","Deen","Sam",250,0,0,0,0,0,"R","TX"
"797","Dunn","Morgan",250,0,0,0,0,0,"R","MS"
"798","Emert","Jason",250,0,0,0,0,0,"R","TN"
"799","Franks","Trent",250,0,1000,0,0,0,"R","AZ"
"800","Garcia","Roel",250,0,0,0,0,0,"D","TX"
"801","Helmer","Daniel",250,0,0,0,2750,937,"D","VA"
"802","Hernandez","Sara",250,0,0,0,0,0,"D","CA"
"803","Jennings","Adam",250,0,0,0,0,0,"D","MN"
"804","Johnson","Kevin",250,0,0,0,0,0,"D","PA"
"805","Linsenmayer","Ray",250,0,0,0,250,0,"D","PA"
"806","Livengood","Marla",250,0,0,0,0,450,"R","CA"
"807","Lutz","Mary Ann",250,0,0,0,0,0,"D","CA"
"808","Mantey","Dale S",250,0,0,0,0,0,"D","TX"
"809","McPherson","Bruce",250,0,0,0,0,0,"R","GA"
"810","Melson","Boyd",250,0,0,0,0,75,"D","NY"
"811","Mills","Thomas",250,0,0,0,0,0,"D","NC"
"812","Mullen","Michael",250,0,0,0,0,0,"I","MA"
"813","Pelletier","Paul",250,0,0,0,0,0,"D","VA"
