"","LastName","FirstName","Amount.oil.117","Amount.coal.117","Amount.mining.117","Amount.gas.117","Amount.env.117","Amount.alt_en.117","Party","StateAbbreviation"
"399","Plame","Valerie",7208,0,25,75,779,2630,"D","NM"
"400","Lewis","John",7207,0,9,2762,3598,1171,"D","GA"
"401","Pressley","Ayanna",7032,0,25,36,1912,941,"D","MA"
"402","Elliott","Bob",7000,0,0,0,0,0,"R","CA"
"403","McCready","Dan",6991,0,0,3700,183954,22300,"D","NC"
"404","Beyer","Don",6900,0,0,6900,5365,6603,"D","VA"
"405","Witt","Katie",6800,0,500,0,0,0,"R","UT"
"406","Hale","Christina",6769,0,0,2833,18392,3273,"D","IN"
"407","Cohn","Alan",6762,0,105,20,20534,2878,"D","FL"
"408","Joy","Elizabeth",6725,0,0,75,0,0,"R","NY"
"409","Desaulnier","Mark",6700,0,0,0,4050,50,"D","CA"
"410","Armendariz-Jackson","Irene",6600,0,0,5600,0,0,"R","TX"
"411","Caine","Scott",6600,0,0,0,0,0,"R","FL"
"412","Greene","Marjorie Taylor",6575,0,250,0,0,100,"R","GA"
"413","Oberweis","Jim",6553,0,12,2819,0,18,"R","IL"
"414","Waters","Maxine",6535,0,0,0,16,0,"D","CA"
"415","Gomez","Georgette",6506,0,42,2,2175,1371,"D","CA"
"416","Boyle","Brendan",6500,3000,3000,1000,1575,0,"D","PA"
"417","Crowe","Rusty",6500,0,0,0,0,0,"R","TN"
"418","Webb","Cameron",6473,0,355,3621,45893,13648,"D","VA"
"419","Seikaly","Helane",6443,0,0,510,6707,3003,"D","TX"
"420","Harder","Josh",6431,0,101,285,40912,17273,"D","CA"
"421","Hogg","Jon Mark",6400,0,2000,0,0,0,"D","TX"
"422","DeFazio","Peter",6361,1,6,-2795,52828,4976,"D","OR"
"423","McFarlin","Jeff",6350,0,2800,250,0,0,"R","TX"
"424","Foster","Bill",6340,0,0,0,14977,7120,"D","IL"
"425","McMurray","Nate",6303,0,0,0,10469,3355,"D","NY"
"426","Fortenberry","Jeff",6275,0,0,2500,6800,3250,"R","NE"
"427","Gilbert","Hank",6189,0,146,605,973,220,"D","TX"
"428","Siegel","Cynthia",6184,0,0,0,1275,0,"R","TX"
"429","Good","Margaret",6173,0,0,283,22037,2058,"D","FL"
"430","Streicker","Margaret",6100,0,0,0,0,0,"R","CT"
"431","Newhouse","Dan",6010,0,2000,0,0,0,"R","WA"
"432","Cobb","Tedra",6007,75,245,235,15428,6222,"D","NY"
"433","Blair","John",6000,100,100,0,7245,10650,"D","NM"
"434","Lofgren","Zoe",6000,0,0,0,1501,11600,"D","CA"
"435","Scott","David",6000,0,0,5000,0,0,"D","GA"
"436","Wildes","Michael",6000,0,0,0,0,0,"D","NJ"
"437","Cisneros","Jessica",5957,0,82,1395,20944,1758,"D","TX"
"438","Mucarsel-Powell","Debbie",5956,0,16,167,101630,2692,"D","FL"
"439","Khazei","Alan",5950,0,0,0,2105,3150,"D","MA"
"440","Gosar","Paul",5903,3500,22975,0,0,2500,"R","AZ"
"441","Serna","Marco",5850,0,0,0,0,0,"D","NM"
"442","Tims","Desiree",5832,5,305,808,11356,859,"D","OH"
"443","Tipirneni","Hiral",5829,0,106,728,53853,8444,"D","AZ"
"444","Auchincloss","Jake",5600,0,0,0,150,200,"D","MA"
"445","Desjarlais","Scott",5600,0,0,0,0,0,"R","TN"
"446","Barresi","Janet",5525,0,0,0,0,0,"R","OK"
"447","Hice","Jody",5500,0,8974,5000,0,5600,"R","GA"
"448","Kelly","Robin",5500,0,6500,2500,1000,2500,"D","IL"
"449","Richards","Bret",5500,0,0,0,0,0,"R","IA"
"450","Cardnell","Elisa",5495,0,25,170,311,250,"D","TX"
"451","Coffman","Mike",5400,0,0,0,0,0,"R","CO"
"452","Comstock","Barbara",5400,0,0,0,0,0,"R","VA"
"453","Curbelo","Carlos",5400,0,0,0,0,0,"R","FL"
"454","Hawk","David",5400,0,0,0,0,0,"R","TN"
"455","Carter","Troy",5300,0,0,0,0,0,"D","LA"
"456","Harris","Felicia",5300,0,0,0,0,0,"R","TX"
"457","Hunter","Duncan D",5250,1000,1600,0,0,0,"R","CA"
"458","Champion","Wendell",5175,0,0,500,0,250,"R","TX"
"459","Frankel","Lois",5170,0,0,0,2020,55,"D","FL"
"460","Neguse","Joseph",5145,0,5000,0,24288,735,"D","CO"
"461","Ekstrom","Chris",5050,0,0,0,0,0,"R","TX"
"462","Gibbs","Kate",5025,0,0,0,0,0,"R","NJ"
"463","McCaffity","Sean",5025,0,0,0,0,0,"D","TX"
"464","Abraham","Ralph",5000,0,0,0,0,0,"R","LA"
"465","Baird","Jim",5000,1000,1000,0,0,0,"R","IN"
"466","Harris","Lance",5000,0,0,0,0,0,"R","LA"
"467","Loebsack","David",5000,0,-2000,0,500,3500,"D","IA"
"468","McNerney","Jerry",5000,0,0,3000,8350,17450,"D","CA"
"469","Scott","Austin",5000,0,3000,5000,0,0,"R","GA"
"470","Goroff","Nancy",4988,0,300,0,34451,3493,"D","NY"
"471","Balter","Dana",4983,0,0,2933,5931,4630,"D","NY"
"472","Makki","Amanda",4958,0,25,1335,0,0,"R","FL"
"473","Unterman","Renee",4800,0,0,0,0,0,"R","GA"
"474","Johnson","Alexis",4750,0,2000,0,0,0,"R","NM"
"475","Bush","Diane Mitsch",4741,0,525,845,26993,11696,"D","CO"
"476","Freshour","Shannon",4696,0,75,355,601,598,"D","OH"
"477","Phillips","George",4650,0,0,0,0,0,"R","NY"
"478","Golden","Jared",4641,0,0,824,40289,5363,"D","ME"
"479","Smith","Christy",4637,0,33,3905,52972,9228,"D","CA"
"480","Kennedy","Amy",4558,275,375,3408,21394,6161,"D","NJ"
"481","Coleman","Jeff",4500,5000,5000,0,1000,0,"R","AL"
"482","Scott","Bobby",4500,0,0,0,3750,0,"D","VA"
"483","Haaland","Debra",4350,0,0,125,17785,2668,"D","NM"
"484","Imam","Donna",4199,0,7,1205,742,424,"D","TX"
"485","Bourdeaux","Carolyn",4144,0,0,3533,32422,7035,"D","GA"
"486","Kilmer","Derek",4130,0,135,0,7200,1101,"D","WA"
"487","King","Esther Joy",4103,7850,7875,2857,8,3847,"R","IL"
"488","Bera","Ami",4068,0,0,4000,8206,770,"D","CA"
"489","Phillips","Dean",4060,0,0,0,1245,1555,"D","MN"
"490","Feehan","Daniel",4008,0,0,433,32877,7927,"D","MN"
"491","Cooper","Jim",4000,0,0,0,3200,1000,"D","TN"
"492","McClain","Lisa",4000,0,0,0,0,0,"R","MI"
"493","Campa-Najjar","Ammar",3998,0,75,497,13120,3774,"D","CA"
"494","Moore","Nyanza",3972,0,0,300,0,25,"D","TX"
"495","Lipetri","Mike",3900,0,0,100,0,0,"R","NY"
"496","Uygur","Cenk",3810,0,0,420,326,434,"D","CA"
"497","Ruiz","Raul",3803,0,5,1000,1690,16813,"D","CA"
"498","Boatman","R J",3800,0,0,0,0,0,"R","TX"
"499","Stevens","Haley",3769,0,1000,1200,46470,16849,"D","MI"
"500","Al-Aqidi","Dalia",3750,0,0,2800,150,25,"R","MN"
"501","Scanlon","Mary Gay",3715,0,0,0,13375,10,"D","PA"
"502","Schroder","Kate",3677,0,0,858,18321,6261,"D","OH"
"503","Scholten","Hillary",3673,0,0,3258,37948,5936,"D","MI"
"504","Early","Eric",3666,15,665,65,0,150,"R","CA"
"505","Torres","Ritchie",3647,0,0,325,4941,536,"D","NY"
"506","McLendon","Floyd",3600,0,0,0,0,0,"R","TX"
"507","Gershon","Perry",3585,0,0,0,2915,2950,"D","NY"
"508","Osborn","Kirk",3550,0,0,0,0,0,"R","TX"
"509","Blake","Michael",3525,0,0,1250,455,4250,"D","NY"
"510","Rashid","Qasim",3516,0,30,738,4617,660,"D","VA"
"511","Schupp","Jill",3506,1050,1350,593,19382,8448,"D","MO"
"512","Deutch","Ted",3500,0,0,0,50,2805,"D","FL"
"513","Panetta","Jimmy",3500,0,0,500,2075,3250,"D","CA"
"514","Pascrell","Bill Jr",3500,0,0,0,1125,12000,"D","NJ"
"515","Rice","Kathleen",3500,0,0,0,50,0,"D","NY"
"516","Gordon","Jacqueline",3498,0,0,1288,22047,3674,"D","NY"
"517","Hill","Greg",3456,0,0,0,0,0,"R","TX"
"518","Elliott","Joyce",3373,0,180,761,10632,671,"D","AR"
"519","Afendoulis","Lynn",3360,5,65,5,10,25,"R","MI"
"520","Clark","Katherine",3306,0,0,0,4240,3110,"D","MA"
"521","Waymaster","Troy",3300,0,400,0,0,350,"R","KS"
"522","Shalala","Donna",3260,0,0,0,4335,1260,"D","FL"
"523","Allen","Michael",3220,0,0,0,0,0,"D","TX"
"524","Shearer","Alaina",3175,0,750,2225,226,5280,"D","OH"
"525","Turner","Nina",3174,0,0,0,0,500,"D","OH"
"526","Asamoa-Caesar","Kojo",3158,0,0,100,0,0,"D","OK"
"527","Keating","Bill",3100,0,0,0,1000,1100,"D","MA"
"528","Daniel","Stephen",3082,0,0,0,8055,50,"D","TX"
"529","Lemelle","Martin",3075,0,0,25,0,0,"D","LA"
"530","Taylor","Jessica",3055,2500,3500,0,0,0,"R","AL"
"531","Long","Carolyn",3042,0,125,2167,44995,10528,"D","WA"
"532","Dunn","Neal",3005,0,0,0,0,0,"R","FL"
"533","Armstrong","Wil",3000,0,0,0,0,0,"R","CO"
"534","Clay","William L Jr",3000,0,0,3000,0,1000,"D","MO"
"535","Clyde","Andrew",3000,0,1000,0,0,0,"R","GA"
"536","Jones","Brian W",3000,0,0,0,0,500,"R","CA"
"537","Napolitano","Grace",3000,0,0,2000,0,0,"D","CA"
"538","Sires","Albio",3000,0,0,0,-500,0,"D","NJ"
"539","Virdell","Wesley",3000,0,0,0,0,0,"R","TX"
"540","Khanna","Ro",2986,40,5665,7,14957,6226,"D","CA"
"541","Church","Jason",2970,0,1750,0,0,0,"R","WI"
"542","Van","Ausdal Kevin",2936,0,25,0,1005,5,"D","GA"
"543","Flores","Marc",2925,0,0,0,0,0,"D","TX"
"544","Reed","Derrick",2925,0,0,0,0,0,"D","TX"
"545","DelBene","Suzan",2805,0,0,0,16005,25,"D","WA"
"546","Christensen","Trent",2800,0,0,0,0,0,"R","UT"
"547","Hemmert","Dan",2800,0,0,0,0,0,"R","UT"
"548","Knight","Steve",2800,5600,5600,0,0,0,"R","CA"
"549","Kuzmich","Stephen",2800,0,0,0,0,0,"I","TX"
"550","Negron","Luke",2800,0,0,2800,0,0,"R","PA"
"551","Pallotta","Frank",2800,0,0,2800,0,2800,"R","NJ"
"552","Peterson","Karen Carter",2800,0,0,0,0,0,"D","LA"
"553","Schwartz","Dan",2800,1500,1500,0,0,0,"R","NV"
"554","Van","De Water Kyle",2800,0,0,2800,0,0,"R","NY"
"555","Houlahan","Chrissy",2766,0,0,0,22020,2864,"D","PA"
"556","Granville","Earl",2750,5600,5600,0,0,0,"R","PA"
"557","Vilarino","Irina",2742,0,0,0,0,75,"R","FL"
"558","Foster","Adrienne",2700,0,0,0,0,50,"R","KS"
"559","Fulcher","Russ",2700,0,4500,0,0,0,"R","ID"
"560","Snider","Vance",2700,0,0,1700,0,0,"R","TX"
"561","Mangone","Kim",2697,0,0,620,412,920,"D","CA"
"562","Pappas","Chris",2697,0,0,5,22920,181,"D","NH"
"563","Cleaver","Emanuel",2680,0,0,0,3025,0,"D","MO"
"564","Bowman","Jamaal",2667,9,51,1062,15110,7783,"D","NY"
"565","Lauf","Catalina",2655,0,125,700,0,275,"R","IL"
"566","Scholten","JD",2649,25,188,50,16382,746,"D","IA"
"567","Sutton","Lisa Song",2608,0,0,500,0,2800,"R","NV"
"568","Bonamici","Suzanne",2600,0,0,2600,5755,250,"D","OR"
"569","Timmons-Goodson","Patricia",2577,25,120,694,25803,8057,"D","NC"
"570","Becker","Matt",2550,0,0,1000,0,0,"R","FL"
"571","Buehler","Knute",2550,0,1000,0,0,360,"R","OR"
"572","Santos","George",2525,0,0,0,0,0,"R","NY"
"573","Woodsmall","Steve",2511,0,20,0,3,62,"D","NC"
"574","Brooks","Mo",2503,0,0,0,0,0,"R","AL"
"575","Aaloori","Bangar Reddy",2500,0,0,250,0,0,"R","TX"
"576","Bullock","Ben",2500,0,0,0,0,250,"R","GA"
"577","Cookingham","Kevin",2500,0,0,0,0,0,"R","CA"
"578","Crumpacker","Jimmy",2500,0,0,500,0,0,"R","OR"
"579","Garamendi","John",2500,0,0,0,2250,2750,"D","CA"
"580","Wallack","Howard",2500,0,0,0,0,0,"R","UT"
"581","Buttar","Shahid",2440,0,68,140,1124,2696,"D","CA"
"582","Finello","Christina",2398,0,15,333,11041,1558,"D","PA"
"583","Homrich","Lynne",2350,0,0,350,0,0,"R","GA"
"584","Morse","Alex",2332,0,0,1255,10632,2224,"D","MA"
"585","Carbajal","Salud",2300,0,0,250,16175,6250,"D","CA"
"586","Kahele","Kai",2285,0,75,50,3296,1258,"D","HI"
"587","Cunningham","Joe",2258,0,0,5,73540,10404,"D","SC"
"588","Buck","George",2250,0,0,0,0,100,"R","FL"
"589","Axne","Cindy",2205,200,200,5,46204,38302,"D","IA"
"590","Barnette","Kathy",2192,0,75,0,0,378,"R","PA"
"591","Lieu","Ted",2153,0,0,650,4118,55,"D","CA"
"592","De","La Isla Michelle",2130,0,0,33,14065,8556,"D","KS"
"593","Connolly","Gerry",2060,0,3300,2000,5102,0,"D","VA"
"594","Hattersley","Adam",2051,0,500,1,2363,200,"D","FL"
"595","McGovern","James P",2013,0,0,0,9811,530,"D","MA"
"596","Londrigan","Betsy Dirksen",2007,0,0,33,43953,2563,"D","IL"
"597","Loomer","Laura",2006,100,100,733,2800,0,"R","FL"
"598","Clarke","Yvette",2000,0,0,2000,1530,0,"D","NY"
"599","Cook","Paul",2000,0,200,1000,0,3800,"R","CA"
"600","Derks","Ryan",2000,0,0,2000,0,0,"R","MO"
"601","Eisen","Josh",2000,0,0,0,-750,0,"R","NY"
"602","Hale","Kevin",2000,0,0,0,0,0,"L","TX"
"603","Kaptur","Marcy",2000,0,11000,0,6850,8025,"D","OH"
"604","Lowey","Nita M",2000,0,0,0,500,1800,"D","NY"
"605","Ross","Jason",2000,0,0,0,0,0,"R","TX"
"606","Bush","Cori",1974,179,294,297,12902,1132,"D","MO"
"607","Navarro","Omar",1960,0,0,1700,0,0,"R","CA"
"608","Ehr","Phil",1829,0,40,150,2270,693,"D","FL"
"609","Driskell","Gretchen",1775,0,0,0,23135,215,"D","MI"
"610","Nystrom","Quinn",1765,0,25,0,1671,2192,"D","MN"
"611","Kuster","Ann",1751,0,0,0,11584,4804,"D","NH"
"612","Hembree","Bill",1750,0,0,250,0,0,"R","GA"
"613","Underwood","Jacobs Angela",1750,0,0,0,0,500,"R","CA"
"614","Gallego","Ruben",1720,0,2045,65,313,22617,"D","AZ"
"615","Rogers","Wendy",1700,0,250,0,0,0,"R","AZ"
"616","Murray","Scherie",1655,0,215,35,10,55,"R","NY"
"617","Hernandez","Elizabeth",1650,0,0,0,0,0,"D","TX"
"618","McCorkle","Ike",1643,0,250,0,87,1310,"D","CO"
"619","Craig","Angie",1609,0,1,0,49459,28030,"D","MN"
"620","Emmons","John",1550,0,0,0,0,0,"R","PA"
"621","Robinson","Scotty",1525,0,0,0,0,0,"R","LA"
"622","Suozzi","Tom",1525,0,0,1000,1750,1000,"D","NY"
"623","Gomez","Jimmy",1508,0,0,0,208,21000,"D","CA"
"624","Barnes","Sanjanetta",1500,0,0,0,0,0,"D","TX"
"625","Chase","Todd",1500,0,0,0,0,250,"R","FL"
"626","Coleman","Kim",1500,0,0,0,0,0,"R","UT"
"627","Hays","Elaine",1500,0,0,0,0,0,"R","TX"
"628","Lynch","Stephen",1500,0,0,0,0,0,"D","MA"
"629","Mathys","Chris",1500,0,0,0,0,0,"R","NM"
"630","McQuilken","Angus",1500,0,0,0,0,0,"D","MA"
"631","Shepard","Phil",1500,0,0,0,0,0,"R","NC"
"632","Winn","Charles",1500,0,0,0,0,0,"R","CO"
"633","Woodall","Rob",1500,0,0,0,0,0,"R","GA"
"634","Bell","Adrienne",1486,0,0,200,1350,50,"D","TX"
"635","Kennedy","Rick",1475,0,0,50,2,100,"D","TX"
"636","Demaio","Carl",1452,0,0,0,259,10436,"R","CA"
"637","Lanier","Danyell",1450,0,0,0,0,0,"D","OK"
"638","Kennedy","Brynne",1425,0,0,60,13701,16898,"D","CA"
"639","Lee","Lerah",1390,0,0,0,0,0,"R","GA"
"640","Obernolte","Jay",1390,0,475,0,1000,0,"R","CA"
"641","Islam","Nabilah",1389,0,0,25,654,335,"D","GA"
"642","Lombard","Laura",1375,0,50,950,0,200,"D","KS"
"643","Davis","Moe",1369,0,120,34,10657,3280,"D","NC"
"644","Anderson","Robert Jon",1357,0,35,30,126,217,"D","LA"
"645","Delgado","Antonio",1348,0,0,0,52652,8744,"D","NY"
"646","Delgado","Antonio",1348,0,0,0,52652,4,"D,D,R","NY,NY,CA"
"647","Jensen","Jesse",1327,0,1750,877,0,0,"R","WA"
"648","Gentles","Karl",1325,0,0,0,0,300,"D","AZ"
"649","Olsen","Travis",1325,0,0,25,0,0,"D","TX"
"650","Wild","Susan",1318,0,400,0,39965,3499,"D","PA"
"651","Ashford","Ann",1301,0,0,250,0,250,"D","NE"
"652","Pocan","Mark",1295,0,36,12,7149,5201,"D","WI"
"653","Grossman","Becky",1250,0,0,0,0,400,"D","MA"
"654","Mfume","Kweisi",1250,0,0,0,1000,0,"D","MD"
"655","Peters","Sam",1250,0,500,0,0,0,"R","NV"
"656","Rodden","Nicole",1250,0,0,0,0,0,"R","GA"
"657","Manning","Kathy",1225,0,100,0,10358,120,"D","NC"
"658","Hagan","Christina",1202,2800,3060,11,0,2000,"R","OH"
"659","Haynes","Keeda",1167,0,0,0,255,0,"D","TN"
"660","Mann","Christine",1155,0,0,120,61,395,"D","TX"
"661","Green","Al",1133,0,15,-2700,65,0,"D","TX"
"662","Newman","Marie",1132,200,224,597,14288,1581,"D","IL"
"663","Nadler","Jerrold",1111,0,0,0,235,5610,"D","NY"
"664","Karinshak","Zahra S.",1100,0,0,0,100,10,"D","GA"
"665","Cummings","Elijah E",1098,0,0,1000,1205,0,"D","MD"
"666","McKinley","Doug",1093,0,0,0,0,0,"D","WA"
"667","Smith","Sandy",1075,1000,1552,75,0,850,"R","NC"
"668","Boroughs","Adair",1070,25,50,125,6350,1039,"D","SC"
"669","Levin","Mike",1063,0,1,505,41739,18191,"D","CA"
"670","Wall","Kathaleen",1055,0,2800,0,0,0,"R","TX"
"671","Dean","Madeleine",1053,0,0,1000,3540,125,"D","PA"
"672","Velazquez","Nydia",1034,0,0,0,283,0,"D","NY"
"673","Lowenthal","Alan",1025,0,5000,0,3450,1000,"D","CA"
"674","Webster","Daniel",1025,0,5,0,0,0,"R","FL"
"675","Bliatout","Bobby",1010,0,0,10,5,0,"D","CA"
"676","Sarbanes","John",1009,0,0,0,0,0,"D","MD"
"677","Langevin","Jim",1005,0,0,1000,1000,1500,"D","RI"
"678","Atkinson","Jason",1000,0,0,0,0,0,"R","OR"
"679","Blanco","Omar",1000,0,0,0,0,0,"R","FL"
"680","Brooks","Susan",1000,0,0,0,0,0,"R","IN"
"681","Clifford","Bill",1000,0,0,0,0,11000,"R","KS"
"682","Conole","Francis",1000,0,0,0,0,3035,"D","NY"
"683","Davis","Danny K",1000,0,0,0,0,8000,"D","IL"
"684","Eason","Donald",1000,0,0,0,0,0,"I","MI"
"685","Feucht","Sean",1000,0,0,0,0,0,"R","CA"
"686","Garcia","Jesus",1000,0,0,0,2575,10,"D","IL"
"687","Gradel","Ted",1000,0,7800,0,500,2800,"R","IL"
"688","King","Wayne",1000,0,0,0,0,0,"R","NC"
"689","Knowlton","Diane",1000,0,0,0,0,0,"R","TX"
"690","Kokinadis","Brett",1000,0,0,0,0,0,"R","NM"
"691","Langlois","Joel",1000,0,0,0,0,0,"R","MI"
"692","Mayberry","Matt",1000,0,0,0,0,0,"R","NH"
"693","McDermott","Tom",1000,0,0,0,0,750,"D","IN"
"694","Meng","Grace",1000,0,0,0,1130,0,"D","NY"
"695","Navarro","Charles",1000,0,0,0,0,0,"R","NV"
"696","Parrott","Neil",1000,0,0,0,0,0,"R","MD"
"697","Preston","Kyle",1000,0,0,0,0,0,"R","TX"
"698","Ruppersberger","Dutch",1000,0,0,1000,0,8200,"D","MD"
"699","Sapp","Judson",1000,0,0,0,0,0,"R","FL"
"700","Slocum","Doug",1000,0,0,0,0,250,"R","MI"
"701","Smith","Adam",1000,0,0,0,1075,8000,"D","WA"
"702","Tanner","Kevin",1000,0,250,0,0,0,"R","GA"
"703","Thomas","Allen",1000,0,0,0,0,0,"D","NC"
"704","Wilske","Larry",1000,0,0,0,0,2900,"R","CA"
"705","Zhao","Yukong",1000,0,0,0,0,110,"R","FL"
"706","Keith","Pam",969,0,0,50,4749,1586,"D","FL"
"707","Patel","Bimal",944,0,0,0,0,0,"D","TX"
"708","Moulton","Seth",943,5,6,8,1193,2793,"D","MA"
"709","Kreibich","Arati",930,0,1000,78,4798,488,"D","NJ"
"710","Hart","Rita",916,500,500,48,61463,24919,"D","IA"
"711","Welch","Lisa",890,0,0,0,0,0,"D","TX"
"712","Carson","Andre",850,0,0,0,2003,0,"D","IN"
"713","Cooper","Scott",850,0,0,0,100,149,"D","NC"
"714","Olson","William",850,0,0,0,0,0,"R","FL"
"715","Wilkes","Mckayla",847,0,0,520,2045,531,"D","MD"
"716","Malik","Anita",840,0,0,0,26,765,"D","AZ"
"717","Hamilton","Tamika",825,0,0,0,0,0,"R","CA"
"718","Sites","Jeffrey",820,0,25,125,200,3160,"D","OH"
"719","Hoyos","Renee",813,0,0,0,2796,150,"D","TN"
"720","Farkas","Evelyn",810,0,25,0,550,1295,"D","NY"
"721","King","Steven A",810,0,0,0,0,50,"R","IA"
"722","Kirkpatrick","Ann",800,0,5007,159,675,437,"D","AZ"
"723","Castro","Joaquin",788,0,0,40,123,440,"D","TX"
"724","Benjamin","Leon",780,0,0,0,0,0,"R","VA"
"725","Dennis","John",780,0,0,250,0,0,"R","CA"
"726","Moore","Barry",754,5000,5000,0,0,11,"R","AL"
"727","Hill","Terri",750,0,0,0,0,0,"D","MD"
"728","Putnam","Chris",750,0,0,0,0,0,"R","TX"
"729","Hoadley","Jon",735,0,0,30,24023,1107,"D","MI"
"730","Denney","Audrey",733,0,7,130,18095,5336,"D","CA"
"731","Cole","Don",700,0,0,0,0,0,"R","GA"
"732","Lamm","Debra",700,0,0,0,0,0,"R","MT"
"733","Spalding","Carla",700,0,100,0,0,0,"R","FL"
"734","Collins","Joshua",699,0,33,169,189,148,"D","WA"
"735","Brzozowski","Dani",677,0,0,152,42,600,"D","IL"
"736","Misso","Roger",654,0,0,1,915,2925,"D","NY"
"737","Stella","Danielle",650,0,0,0,0,0,"R","MN"
"738","Ross","Deborah",646,0,100,0,17242,7300,"D","NC"
"739","Mrvan","Frank Jr",635,0,0,200,0,0,"D","IN"
"740","Larsen","Mike",605,10,10,0,25,10,"D","OH"
"741","Schmid","Stephanie",605,0,0,600,300,1850,"D","NJ"
"742","Bew","Richard",600,0,0,0,1500,0,"D","NC"
"743","Lower","Jim",600,2609,2609,0,0,0,"R","MI"
"744","Williams","Whittney",600,0,0,0,0,0,"R","MI"
"745","Wallace","Cynthia",573,275,275,50,5438,10,"D","NC"
"746","Hayes","Jahana",570,0,1,5,16422,1094,"D","CT"
"747","Lopez","Samelys",551,9,18,2,318,584,"D","NY"
"748","DiSanto","Delina",550,0,0,0,27,25,"D","AZ"
"749","Kennedy","Ronda",550,0,0,0,0,0,"R","CA"
"750","De","La Cruz Monica",545,0,0,45,0,0,"R","TX"
"751","Flynn","Angela",530,0,0,0,0,5,"D","NC"
"752","Stuck","Amanda",530,0,0,100,118,50,"D","WI"
"753","Leckey","Ihssane",527,0,0,27,194,230,"D","MA"
"754","Schakowsky","Jan",525,0,0,0,9077,0,"D","IL"
"755","Johnson","Hank",510,0,0,0,25,0,"D","GA"
"756","Bansal","Krishna",500,0,0,0,0,0,"R","IL"
"757","Barr","Regina",500,0,0,0,0,100,"R","MN"
"758","Branch","Talmadge",500,0,0,500,0,0,"D","MD"
"759","Brooks","Clayton",500,0,0,0,0,0,"D","NC"
"760","Butler","Jineea",500,0,0,0,0,0,"R","NY"
"761","Chevalier","Keli",500,0,0,0,0,0,"R","TX"
"762","Dooling","Joe",500,0,0,0,0,0,"R","MT"
"763","Dossett","Charles",500,0,0,0,0,1000,"R","CA"
"764","Engel","Eliot",500,0,0,0,2250,2820,"D","NY"
"765","Espaillat","Adriano",500,0,0,0,530,0,"D","NY"
"766","Fitzenhagen","Heather",500,0,0,0,0,0,"R","FL"
"767","Gore","Laverne",500,0,500,0,0,0,"R","OH"
"768","Huang","Peggy",500,0,0,500,0,0,"R","CA"
"769","Hyde","Robert Finley",500,0,0,0,0,0,"R","CT"
"770","Kelley","Chris",500,0,0,0,0,0,"3","MN"
"771","Lemmo","Al",500,0,0,0,0,0,"R","MI"
"772","Salter","Carolyn",500,0,0,0,0,720,"D","TX"
"773","Schilling","Bobby",500,0,0,0,0,0,"R","IA"
"774","Smith","Aja",500,0,0,0,0,0,"R","CA"
"775","Staat","Jeremy",500,0,0,0,0,0,"R","CA"
"776","Thorpe","Devin",500,0,0,0,250,50,"D","UT"
"777","Timko","Scott",500,0,500,0,0,0,"R","PA"
"778","Vansant","Merideth",500,0,0,0,0,0,"R","OK"
"779","Weston","John Kael",500,0,100,0,105,175,"D","UT"
"780","Wolff","Kerry Allen",500,0,0,0,0,0,"R","IL"
"781","Houston","Kenny",490,0,0,0,0,0,"D","LA"
"782","Walsingham","Blair Nicole",481,0,0,0,25,44,"D","TN"
"783","Sloan","Heidi",477,0,0,0,3725,367,"D","TX"
"784","Weaver","Erika",475,0,0,0,0,0,"D","IL"
"785","Hill","Katie",456,0,5,22,7540,4036,"D","CA"
"786","Dudenhoefer","David",450,0,310,0,0,150,"R","MI"
"787","Doglio","Beth",430,0,1132,47,68647,4071,"D","WA"
"788","Polack","Roger",430,0,0,0,54,305,"D","WI"
"789","Mueri","Hillary O'Connor",420,0,0,0,35,1010,"D","OH"
"790","Lee","Barbara",403,0,50,0,8198,475,"D","CA"
"791","Arredondo-Lynch","Alma",400,0,0,0,0,0,"R","TX"
"792","Robinson","Art",400,0,0,0,0,0,"R","OR"
"793","Stanton-King","Angela",400,0,0,0,0,0,"R","GA"
"794","Schultz","Debbie Wasserman",395,0,0,250,8275,3185,"D","FL"
"795","Schrier","Kim",394,0,5,0,65939,4867,"D","WA"
"796","Brownley","Julia",386,0,0,0,8211,100,"D","CA"
"797","Cunningham","William",375,0,0,125,550,0,"D","NJ"
"798","Daniels","Teddy",355,0,0,0,0,0,"R","PA"
"799","Barnett","Kali",350,0,0,0,25,3315,"D","KS"
"800","Hale","Christopher",350,0,50,0,230,10,"D","TN"
"801","Bubser","Chris",338,0,0,13,12111,408,"D","CA"
"802","Wahl","Liz",335,0,0,0,38,0,"D","TX"
"803","Jayapal","Pramila",331,0,146,21,20437,362,"D","WA"
"804","Demings","Val",330,0,0,0,2826,0,"D","FL"
"805","Diaz","Ruben Sr",325,0,0,0,0,0,"D","NY"
"806","Hanke","Eric",325,0,0,200,0,0,"D","TX"
"807","Watson","Tom",305,0,0,0,0,5,"D","TX"
"808","Lorraine","Deanna",300,0,0,0,0,0,"R","CA"
"809","Menefee","Jon Mark",300,0,0,0,0,0,"R","TX"
"810","Rubando","Nick",300,0,0,0,687,1150,"D","OH"
"811","Schulz","Jonah",300,0,0,0,0,0,"R","OH"
"812","Chambers","Gary",285,0,0,0,25,0,"D","LA"
"813","Doggett","Lloyd",275,0,0,0,2000,4050,"D","TX"
"814","Sanchez","Linda",275,0,0,250,0,1000,"D","CA"
