"","LastName","FirstName","Amount.oil.113","Amount.coal.113","Amount.mining.113","Amount.gas.113","Amount.env.113","Amount.alt_en.113","Party","StateAbbreviation"
"400","DeFazio","Peter",6000,0,0,1000,0,0,"D","OR"
"401","O'Rourke","Beto",6000,0,0,0,0,0,"D","TX"
"402","Petri","Tom",6000,0,0,1000,300,0,"R","WI"
"403","Reichert","Dave",6000,250,500,6000,19503,15650,"R","WA"
"404","Murphy","Patrick",5850,2750,2750,0,13895,2750,"D","FL"
"405","Djou","Charles",5750,0,0,0,0,0,"R","HI"
"406","Duckworth","Tammy",5750,250,250,1000,40693,3000,"D","IL"
"407","Maloney","Carolyn",5750,0,1000,1000,2200,1750,"D","NY"
"408","Tierney","John F",5750,0,0,5000,8143,250,"D","MA"
"409","Diaz-Balart","Mario",5700,0,0,0,5000,0,"R","FL"
"410","Arvanites","John",5600,0,0,0,0,0,"D","NJ"
"411","Avakian","Brad",5500,0,0,1500,250,0,"D","OR"
"412","Bishop","Sanford",5500,0,2000,2000,0,0,"D","GA"
"413","Capps","Lois",5500,500,500,0,56606,2750,"D","CA"
"414","Frank","Barney",5500,0,0,2000,1000,0,"D","MA"
"415","Garamendi","John",5500,0,1000,5500,33285,2750,"D","CA"
"416","Truncale","Michael",5500,0,0,0,0,0,"R","TX"
"417","Schmidt","Jean",5250,4500,4500,0,0,0,"R","OH"
"418","Shaffer","Brandon",5250,0,500,0,1500,950,"D","CO"
"419","Chandler","Ben",5050,0,0,3000,500,0,"D","KY"
"420","Adams","Kirk",5000,0,5000,0,0,4900,"R","AZ"
"421","Bowen","Debra",5000,0,0,0,9114,1750,"D","CA"
"422","Burton","Dan",5000,0,0,0,0,0,"R","IN"
"423","Clay","William L Jr",5000,0,0,0,0,0,"D","MO"
"424","Doheny","Matt",5000,0,0,0,0,0,"R","NY"
"425","Ducheny","Denise Moreno",5000,0,0,0,2750,3000,"D","CA"
"426","Emerson","Jo Ann",5000,8500,16750,0,0,2000,"R","MO"
"427","Giffords","Gabrielle",5000,0,250,0,3050,5750,"D","AZ"
"428","Halloran","Daniel J",5000,0,0,0,0,0,"R","NY"
"429","Herger","Wally",5000,0,0,1000,0,0,"R","CA"
"430","McNerney","Jerry",5000,0,0,1000,54400,26602,"D","CA"
"431","Moran","Jim",5000,0,0,4000,7000,3500,"D","VA"
"432","Pestka","Steve",5000,0,0,0,1750,0,"D","MI"
"433","Thayne","David Cruz",5000,0,0,0,1000,0,"D","CA"
"434","Titus","Dina",5000,0,22000,2500,11635,500,"D","NV"
"435","Tonko","Paul",5000,0,0,4000,2500,6250,"D","NY"
"436","Turner","Michael R",5000,0,0,0,0,0,"R","OH"
"437","Wittman","Rob",5000,0,0,2000,5000,0,"R","VA"
"438","Yoho","Ted",5000,0,500,0,0,0,"R","FL"
"439","Young","Dean",5000,0,0,0,0,0,"R","AL"
"440","Burch","Bill",4950,0,0,0,0,0,"R","TX"
"441","Fimian","Keith S",4600,0,0,0,0,0,"R","VA"
"442","Jackson","Mike",4500,0,5000,1000,0,0,"R","TX"
"443","Khanna","Ro",4500,0,0,2500,5500,500,"D","CA"
"444","Napolitano","Grace",4500,0,0,4500,0,0,"D","CA"
"445","Roberti","Dan",4500,0,0,0,0,0,"D","CT"
"446","Ruppersberger","Dutch",4500,0,0,0,0,2500,"D","MD"
"447","Sutton","Betty Sue",4500,0,1000,0,22319,0,"D","OH"
"448","Schultz","Debbie Wasserman",4250,0,0,0,7100,0,"D","FL"
"449","Martin","Ed",4050,0,0,0,0,0,"R","MO"
"450","Barber","Ron",4000,0,250,3000,14981,6600,"D","AZ"
"451","Hall","Clark",4000,0,0,0,0,0,"D","AR"
"452","Mayfield","Scottie",4000,0,0,0,0,0,"R","TN"
"453","Nadler","Jerrold",4000,0,0,0,1000,0,"D","NY"
"454","Pettigrew","Wayne",4000,0,1000,0,0,0,"R","OK"
"455","Sanchez","Loretta",4000,0,0,0,500,0,"D","CA"
"456","Faught","George E",3950,0,0,0,0,0,"R","OK"
"457","Jeffries","Hakeem",3900,0,0,0,1500,0,"D","NY"
"458","Carson","Andre",3800,0,0,0,2250,0,"D","IN"
"459","Cummings","Elijah E",3750,0,0,0,500,0,"D","MD"
"460","Allen","Richard W",3500,0,0,0,0,0,"R","GA"
"461","Blumenauer","Earl",3500,0,0,3500,3200,24405,"D","OR"
"462","Conyers","John Jr",3500,0,1000,0,1700,0,"D","MI"
"463","Davis","Danny K",3500,0,0,1500,0,1000,"D","IL"
"464","Himes","Jim",3500,0,1750,1000,3750,1000,"D","CT"
"465","Kreitlow","Patrick",3500,0,0,0,18598,3000,"D","WI"
"466","Lauzen","Chris",3500,0,0,0,0,0,"R","IL"
"467","Lipinski","Daniel",3500,0,0,0,0,0,"D","IL"
"468","Long","Billy",3500,5000,6000,0,0,0,"R","MO"
"469","McKeon","Buck",3500,0,3000,0,0,0,"R","CA"
"470","Miller","George",3500,250,250,0,7300,0,"D","CA"
"471","Pendergraph","Jim",3500,0,0,3500,0,0,"R","NC"
"472","Rush","Bobby",3500,0,0,3500,0,1000,"D","IL"
"473","Manzullo","Don",3450,0,1000,0,0,1000,"R","IL"
"474","Miklosi","Joe",3450,4500,5500,0,18509,1700,"D","CO"
"475","Olver","John W",3400,0,0,2400,1000,0,"D","MA"
"476","Forbes","Randy",3300,0,0,1000,0,0,"R","VA"
"477","Terry","Randall",3300,0,0,0,0,0,"I","FL"
"478","Gabbard","Tulsi",3250,0,0,0,6435,14030,"D","HI"
"479","Hernandez","Jose M",3250,7500,7500,0,11506,1000,"D","CA"
"480","Jacobs","Nancy",3250,0,0,0,0,0,"R","MD"
"481","Angle","Sharron",3125,0,0,800,0,0,"R","NV"
"482","Ackerman","Gary",3000,0,0,2500,0,0,"D","NY"
"483","Byberg","Lee",3000,0,0,0,0,0,"R","MN"
"484","Clarke","Yvette",3000,0,0,0,1000,0,"D","NY"
"485","Connolly","Gerry",3000,0,0,2000,11686,1000,"D","VA"
"486","Decker","John Henry",3000,0,0,0,0,0,"R","CT"
"487","Ellington","Scott",3000,0,0,0,0,0,"D","AR"
"488","Maggi","Larry",3000,3500,5800,0,0,0,"D","PA"
"489","McCarthy","Carolyn",3000,0,0,1000,1000,0,"D","NY"
"490","Michaud","Mike",3000,0,0,3000,8750,9350,"D","ME"
"491","Scott","David",3000,0,0,1000,0,0,"D","GA"
"492","Whitfield","Harold",3000,0,0,0,0,2000,"D","MO"
"493","Wurzelbacher","Joe",3000,0,0,0,0,0,"R","OH"
"494","Courtney","Joe",2900,0,0,0,1500,0,"D","CT"
"495","Beatty","Joyce",2750,0,0,500,0,0,"D","OH"
"496","Cleaver","Emanuel",2750,0,0,0,3500,0,"D","MO"
"497","Cohen","Steve",2750,0,0,2500,750,0,"D","TN"
"498","Defaria","Ozzie",2750,0,0,0,0,0,"R","FL"
"499","Harrison","Rose Meza",2750,0,0,0,0,0,"D","TX"
"500","McGovern","James P",2750,0,0,250,0,500,"D","MA"
"501","Meeks","Gregory",2750,0,0,0,0,0,"D","NY"
"502","Swalwell","Eric",2750,0,0,0,0,500,"D","CA"
"503","Aubuchon","Gary",2500,0,0,0,0,0,"R","FL"
"504","Babeu","Paul",2500,0,0,0,0,0,"R","AZ"
"505","Cardoza","Dennis",2500,0,0,0,0,0,"D","CA"
"506","Chow","Joe",2500,0,0,1000,0,0,"R","TX"
"507","Costello","Jerry F",2500,7000,8000,0,0,0,"D","IL"
"508","Cullum","John",2500,0,0,2500,0,0,"R","CA"
"509","Curson","David A",2500,0,0,0,0,0,"D","MI"
"510","Demos","George",2500,0,0,0,0,0,"R","NY"
"511","Edwards","Donna",2500,0,0,2500,20150,0,"D","MD"
"512","Ehrlich","Jessica",2500,0,0,0,0,0,"D","FL"
"513","Hanabusa","Colleen",2500,0,0,0,500,2500,"D","HI"
"514","Hensley","Teresa",2500,0,0,0,500,1000,"D","MO"
"515","Hicks","Kathleen",2500,0,0,0,0,0,"D","TX"
"516","Horsford","Steven",2500,0,8000,2500,9308,2750,"D","NV"
"517","Lewis","John",2500,0,0,0,4500,0,"D","GA"
"518","McDermott","Jim",2500,0,0,0,5350,1000,"D","WA"
"519","McLeod","Daniel Wright",2500,0,0,0,500,0,"R","GA"
"520","McLeod","Gloria",2500,0,0,0,0,0,"D","CA"
"521","Meek","Christopher D",2500,0,0,0,0,0,"R","CT"
"522","Olson","David Edwin",2500,0,0,0,0,0,"I","ID"
"523","Reilly","Chris",2500,0,0,0,0,0,"R","PA"
"524","Schrader","Kurt",2500,0,0,2500,0,4750,"D","OR"
"525","Seibert","Sean",2500,0,0,0,0,0,"R","TX"
"526","Summers","Sean E",2500,0,1500,0,0,0,"R","PA"
"527","Tyson","Priscilla",2500,0,0,2500,0,0,"D","OH"
"528","Wallack","Howard",2500,0,0,2500,0,0,"R","UT"
"529","Wilson","Tom",2500,0,0,0,0,0,"D","NY"
"530","Zimmann","Angela Kay",2500,0,0,0,0,0,"D","OH"
"531","Deutch","Ted",2400,0,1000,0,0,0,"D","FL"
"532","Rodriguez","Ciro D",2400,0,0,0,0,0,"D","TX"
"533","Shuler","Heath",2400,0,0,2400,1500,0,"D","NC"
"534","Bonamici","Suzanne",2250,0,0,2250,12498,1000,"D","OR"
"535","Oceguera","John",2250,0,1000,1500,10558,1500,"D","NV"
"536","Pocan","Mark",2250,0,0,0,2250,0,"D","WI"
"537","Quigley","Mike",2250,0,0,0,0,0,"D","IL"
"538","Perkins","Christopher S",2030,0,0,0,0,250,"R","VA"
"539","Becerra","Xavier",2000,0,0,0,1000,3000,"D","CA"
"540","Caesar","Josh",2000,0,0,0,0,0,"R","TX"
"541","Castaneda","Chrysta",2000,0,0,0,0,0,"D","TX"
"542","Fitzgerald","Keith",2000,0,0,0,14730,0,"D","FL"
"543","Kilmer","Derek",2000,0,0,0,27185,3000,"D","WA"
"544","Lofgren","Zoe",2000,0,0,0,500,10000,"D","CA"
"545","McGoff","John P",2000,0,0,0,0,0,"R","IN"
"546","Morrell","Kim",2000,0,0,0,0,0,"R","TX"
"547","Pence","Mike",2000,0,1000,0,0,0,"R","IN"
"548","Raczkowski","Rocky",2000,0,0,800,0,0,"R","MI"
"549","Romo","Sylvia S",2000,0,0,0,0,0,"D","TX"
"550","Rothman","Steven R",2000,0,0,0,0,0,"D","NJ"
"551","Sanchez","Linda",2000,0,0,0,500,1000,"D","CA"
"552","Sarbanes","John",2000,0,0,0,0,5250,"D","MD"
"553","Turk","Jacob",2000,0,0,0,0,0,"R","MO"
"554","Wager","Michael",2000,0,0,0,0,0,"D","OH"
"555","Wildes","Michael",2000,0,0,0,0,0,"D","NJ"
"556","Wilson","Charlie",2000,6000,7500,0,0,0,"D","OH"
"557","Eaton","Melissa",1889,0,0,0,0,0,"D","PA"
"558","Rogers","Wendy",1800,0,0,0,0,0,"R","AZ"
"559","Yarmuth","John",1800,0,0,0,250,1000,"D","KY"
"560","Boockvar","Kathryn",1750,0,0,0,2500,0,"D","PA"
"561","Byrd","Jeff",1750,0,0,0,0,0,"R","NM"
"562","Chirukula","Upendra J",1750,0,0,1000,0,9750,"D","NJ"
"563","Honda","Mike",1750,0,200,1250,3500,3500,"D","CA"
"564","Nolan","Rick",1750,0,0,0,6300,1000,"D","MN"
"565","Dennis","John",1680,0,0,0,0,0,"R","CA"
"566","Hobbs","Steve",1650,0,0,0,0,0,"D","WA"
"567","Adler","Shelley",1500,0,0,1000,8500,250,"D","NJ"
"568","Boswell","Leonard",1500,0,750,0,6400,9500,"D","IA"
"569","Brown","Corrine",1500,0,0,0,0,0,"D","FL"
"570","Cao","Joseph",1500,0,0,0,0,0,"R","LA"
"571","Clarke","Hansen",1500,0,0,0,0,0,"D","MI"
"572","DelBene","Suzan",1500,0,0,500,25531,1500,"D","WA"
"573","Fattah","Chaka",1500,0,0,500,1500,0,"D","PA"
"574","Garza","Ramiro",1500,0,0,0,0,0,"D","TX"
"575","Gin","Mike",1500,0,0,0,0,0,"R","CA"
"576","Grant","Dan",1500,0,0,0,300,0,"D","TX"
"577","Grijalva","Raul M",1500,0,0,1500,16249,750,"D","AZ"
"578","Jeffress","Gene",1500,0,0,0,0,0,"D","AR"
"579","Kaufman","Joe",1500,0,0,500,0,0,"R","FL"
"580","Lowey","Nita M",1500,0,500,0,250,1000,"D","NY"
"581","Roberts","Jennifer",1500,0,0,1500,1350,2000,"D","NC"
"582","Sherman","Brad",1500,0,0,0,0,250,"D","CA"
"583","Tsongas","Niki",1500,0,0,1000,10250,2500,"D","MA"
"584","Wight","Christopher",1500,0,0,0,0,500,"R","NY"
"585","Brittain","Preston",1400,0,0,0,0,0,"D","SC"
"586","Hunter","Duncan D",1400,0,1000,2400,0,500,"R","CA"
"587","Leonczyk","Ken",1400,0,0,0,0,0,"R","NC"
"588","Bhalla","Ron",1300,0,0,0,0,0,"R","TN"
"589","Cicilline","David",1250,0,0,0,9500,9250,"D","RI"
"590","DeGette","Diana",1250,0,0,0,1000,1000,"D","CO"
"591","Douglass","John",1250,0,0,0,250,0,"D","VA"
"592","Johnson","Treva",1250,0,0,0,0,0,"D","NC"
"593","Luetkemeyer","Blaine",1250,7500,7500,0,0,3500,"R","MO"
"594","Trivedi","Manan",1110,0,0,0,9113,500,"D","PA"
"595","Thorn","Susan",1050,0,0,0,950,0,"D","WV"
"596","Langevin","Jim",1025,0,0,0,0,1200,"D","RI"
"597","Adams","Sandy",1000,0,0,0,0,0,"R","FL"
"598","Anderson","David C",1000,0,0,0,0,0,"I","CO"
"599","Aycock","Elmo",1000,0,0,0,0,0,"D","TX"
"600","Barnes","Brian",1000,0,0,0,0,0,"D","MN"
"601","Bateman","Alan R",1000,0,0,0,0,0,"R","NJ"
"602","Bebo","Donna",1000,0,0,0,0,0,"D","OK"
"603","Bembry","Leonard",1000,0,0,0,0,0,"D","FL"
"604","Boland","Ray",1000,0,0,0,0,0,"R","WI"
"605","Braley","Bruce",1000,0,0,0,16132,9750,"D","IA"
"606","Bustos","Cheri",1000,0,0,0,11976,1450,"D","IL"
"607","Castor","Kathy",1000,0,0,1000,3820,250,"D","FL"
"608","Coolidge","Leslie",1000,0,0,1000,1500,250,"D","IL"
"609","Crenshaw","Ander",1000,0,0,0,0,0,"R","FL"
"610","Crowley","Elizabeth",1000,0,0,0,0,0,"D","NY"
"611","DeLauro","Rosa",1000,0,0,0,1551,0,"D","CT"
"612","Dowdell","Joanne",1000,0,0,0,0,0,"D","NH"
"613","Dreier","David",1000,0,0,0,0,0,"R","CA"
"614","Enyart","William",1000,0,0,0,5250,1750,"D","IL"
"615","Eshoo","Anna",1000,0,0,0,7950,19500,"D","CA"
"616","Fitzpatrick","Michael J",1000,0,0,1000,0,0,"R","NY"
"617","Heinz","Matt",1000,0,0,0,0,0,"D","AZ"
"618","Huey","Craig",1000,0,0,0,0,0,"R","CA"
"619","Keever","Patsy",1000,0,0,0,4622,0,"D","NC"
"620","LaTourette","Steve",1000,7000,15000,0,1000,0,"R","OH"
"621","Lee","Barbara",1000,0,0,0,1250,0,"D","CA"
"622","Lewis","Jerry",1000,0,0,1000,0,500,"R","CA"
"623","Oliverio","Mike",1000,0,0,0,0,0,"D","WV"
"624","Palombo","Frank",1000,0,0,0,0,0,"R","NC"
"625","Robinson","Matthew",1000,0,0,0,0,0,"D","OR"
"626","Rogers","Hayden",1000,0,0,1000,6550,0,"D","NC"
"627","Rooney","Joe",1000,0,0,0,0,0,"R","PA"
"628","Schakowsky","Jan",1000,0,0,0,7250,2000,"D","IL"
"629","Simpson","Stephen",1000,0,0,0,0,0,"R","GA"
"630","Sires","Albio",1000,0,0,3000,0,0,"D","NJ"
"631","Slaughter","Louise M",1000,0,0,0,10000,0,"D","NY"
"632","Timmerman","Ken",1000,0,0,0,0,0,"R","MD"
"633","Vaughn","Ken",1000,0,0,0,0,0,"R","VA"
"634","Vinsko","Bill",1000,0,0,0,0,0,"D","PA"
"635","Wallace","Dave",1000,0,0,0,0,0,"R","MD"
"636","Waxman","Henry",1000,0,0,1000,14500,5000,"D","CA"
"637","Webb","Mike",1000,0,0,0,0,0,"R","CA"
"638","Weprin","David I",1000,0,0,1000,0,500,"D","NY"
"639","Wicker","Brooks",1000,0,0,0,0,0,"R","KY"
"640","Wingfield","Ethan",1000,0,0,1000,0,0,"R","NC"
"641","Vick","Ted",950,0,0,0,250,0,"D","SC"
"642","Bellamy","Terry",900,0,0,0,0,0,"D","NC"
"643","Boman","Daniel",900,0,0,0,0,0,"D","AL"
"644","Cargas","James",900,0,0,0,0,250,"D","TX"
"645","Pinkerton","John",893,0,0,0,0,0,"D","CA"
"646","Sinema","Kyrsten",850,0,0,0,12694,950,"D","AZ"
"647","Grayson","Alan",800,0,0,0,4950,0,"D","FL"
"648","Varilek","Matt",800,0,0,0,200,1050,"D","SD"
"649","Carnahan","Russ",750,0,0,0,0,11600,"D","MO"
"650","Clark","Tarryl",750,0,0,0,950,0,"D","MN"
"651","Clayton","Taj",750,0,0,0,250,500,"D","TX"
"652","Coble","Paul",750,0,0,0,0,0,"R","NC"
"653","Engel","Eliot",750,400,1400,0,0,1000,"D","NY"
"654","Gill","David",750,0,0,0,15252,0,"D","IL"
"655","Hurst","Q Byrum",750,0,0,0,0,0,"D","AR"
"656","Loebsack","David",750,0,0,0,8000,4000,"D","IA"
"657","Neuhardt","Sharen",750,0,0,0,1330,0,"D","OH"
"658","Obermueller","Mike",750,0,0,0,5000,0,"D","MN"
"659","Thomas","Juan",750,0,0,500,0,0,"D","IL"
"660","Williams","Clyde",750,0,0,750,0,0,"D","NY"
"661","Ross","Henry",700,0,0,0,0,0,"R","MS"
"662","Owens","Bill",625,0,2000,0,5500,500,"D","NY"
"663","Brownley","Julia",500,0,0,0,38608,850,"D","CA"
"664","Cervera","Rebecca",500,0,0,0,0,0,"R","TX"
"665","Cooley","Jody",500,0,0,0,0,0,"D","GA"
"666","Costa","Dianne",500,0,0,0,0,0,"R","TX"
"667","Costello","Fred",500,0,0,0,0,0,"R","FL"
"668","Cowan","Rich",500,0,0,0,1000,0,"D","WA"
"669","Dicks","Norm",500,0,0,0,6000,500,"D","WA"
"670","Dilan","Erik Martin",500,0,0,0,0,0,"D","NY"
"671","Dougherty","Jim",500,0,0,0,0,0,"D","TX"
"672","Fields","Chris",500,0,0,0,0,0,"R","MN"
"673","Frost","Robert",500,7900,10400,0,0,0,"R","OH"
"674","Goodman","Roger",500,0,0,0,0,0,"D","WA"
"675","Grande","Bette B",500,0,0,0,0,500,"R","ND"
"676","Grantham","Travis",500,0,0,500,0,0,"R","AZ"
"677","Hewlett","Justin",500,0,0,0,0,0,"R","TX"
"678","Inslee","Jay",500,0,0,0,7787,2050,"D","WA"
"679","Kuster","Ann",500,0,0,0,42300,4250,"D","NH"
"680","Lawson","Al",500,0,0,0,10250,0,"D","FL"
"681","Lee","John",500,0,0,500,0,250,"D","NV"
"682","Miller","Brad",500,0,0,0,1000,0,"D","NC"
"683","Miller","Jeff",500,0,0,0,4000,0,"R","FL"
"684","Motsinger","Elisabeth",500,0,0,500,0,1000,"D","NC"
"685","Parry","Mike",500,0,0,0,0,250,"R","MN"
"686","Peters","Gary",500,0,0,500,3500,2000,"D","MI"
"687","Potosnak","Edward III",500,0,0,0,0,0,"D","NJ"
"688","Randall","Bill",500,0,0,0,0,0,"R","NC"
"689","Richmond","Marcus",500,0,0,0,0,0,"R","AR"
"690","Rodrigues","Mike",500,0,0,0,0,0,"R","NV"
"691","Rose","Bobbie",500,0,0,0,0,0,"D","SC"
"692","Roys","Kelda Helen",500,0,0,0,1000,0,"D","WI"
"693","Rule","Herb",500,0,0,0,0,0,"D","AR"
"694","Scaturro","Frank",500,0,0,0,0,0,"R","NY"
"695","Speier","Jackie",500,0,0,0,800,0,"D","CA"
"696","Wall","Jamie",500,0,0,0,15384,500,"D","WI"
"697","Wilson","Frederica",500,0,0,500,0,0,"D","FL"
"698","Wolfe","Tim",500,0,0,0,0,0,"R","IL"
"699","Wood","Dakota",500,0,0,0,0,250,"R","OK"
"700","Stroud","Danny",400,0,0,0,0,0,"R","CO"
"701","Sharpe","Mark",355,0,0,0,0,0,"R","FL"
"702","Bustamante","John",333,0,0,0,0,0,"D","TX"
"703","Cook","Paul",300,0,6500,0,0,5000,"R","CA"
"704","Greenberg","Mark",300,0,0,0,0,0,"R","CT"
"705","Michael","Angela",300,0,0,0,0,0,"D","IL"
"706","Younts","Chris W",300,0,0,0,0,0,"R","TX"
"707","Alexander","Matt",250,0,0,0,0,0,"D","NY"
"708","Beaven","Heather Maurine",250,0,0,0,500,0,"D","FL"
"709","Bicknell","Hunter",250,0,0,0,0,0,"R","GA"
"710","Blanchard","Denise Saenz",250,0,0,0,0,0,"D","TX"
"711","Causey","Chad",250,0,0,0,0,0,"D","AR"
"712","Chen","Jay",250,0,0,0,0,0,"D","CA"
"713","Cramer","Tom",250,0,0,0,0,0,"D","WA"
"714","Edgar","Troy",250,0,0,0,0,0,"R","CA"
"715","Graves","Jim",250,0,0,0,6850,0,"D","MN"
"716","Griego","Eric",250,0,0,0,18097,0,"D","NM"
"717","Jotte","Randy",250,0,0,0,0,0,"R","MO"
"718","Kaptur","Marcy",250,0,0,0,1350,9000,"D","OH"
"719","Klauder","James R",250,0,0,0,0,0,"I","FL"
"720","Kucinich","Dennis",250,0,0,0,2000,0,"D","OH"
"721","LaFerla","John",250,0,0,0,0,0,"D","MD"
"722","Macias","Norma",250,0,0,0,0,0,"D","CA"
"723","Mack","Richard",250,0,0,0,0,0,"R","TX"
"724","McCotter","Thaddeus G",250,0,0,0,0,0,"R","MI"
"725","McDowell","Gary J",250,0,0,0,28360,600,"D","MI"
"726","Miller","Craig S",250,1000,1000,0,0,0,"R","FL"
"727","Oelrich","Steve",250,0,0,0,0,0,"R","FL"
"728","Otero","Evelio",250,0,0,0,0,0,"R","FL"
"729","Payne","Donald M Jr",250,0,0,0,0,0,"D","NJ"
"730","Pingree","Chellie",250,0,0,0,18350,750,"D","ME"
"731","Puente-Bradshaw","Jessica",250,0,0,0,0,0,"R","TX"
"732","Ruiz","Raul",250,0,0,0,2500,1250,"D","CA"
"733","Schandlbauer","Leah Campos",250,0,0,0,0,2500,"R","AZ"
"734","Schapira","David",250,0,0,250,900,0,"D","AZ"
"735","Sheyman","Ilya",250,0,0,0,2744,0,"D","IL"
"736","Slough","Beverly",250,0,0,0,0,0,"R","FL"
"737","Sutter","Sam",250,0,0,0,0,250,"D","MA"
"738","Takano","Mark",250,0,0,0,15020,250,"D","CA"
"739","Thomas","Trevor",250,0,250,0,0,0,"D","MI"
"740","Waters","Maxine",250,0,0,0,1500,0,"D","CA"
"741","Winograd","Marcy",250,0,0,0,0,0,"D","CA"
"742","Yoder","Shelli",250,0,0,0,0,0,"D","IN"
"743","Courtney","Jon",200,0,0,0,0,0,"R","ME"
"744","Eagar","Cherilyn B",200,0,0,200,0,0,"R","UT"
"745","Kang","Sukhee",200,0,0,0,0,0,"D","CA"
"746","Mitchum","Christopher",200,0,0,0,0,0,"R","CA"
"747","Diebel","Karen",100,0,0,0,0,0,"R","FL"
"748","Childers","Travis",-1000,0,0,0,0,0,"D","MS"
"749","Cloud","Jeff",-1000,0,0,0,0,0,"R","OK"
"750","Wynn","Albert R",-1000,0,0,-1000,0,0,"D","MD"
"751","Russell","William",-1302,0,0,0,0,0,"R","PA"
"752","Atkinson","John M",-2500,0,0,0,0,0,"D","IL"
"753","Lee","Christopher J",-5800,0,0,-4800,0,0,"R","NY"
"754","Celeste","Ted",0,2000,2000,0,1000,0,"D","OH"
"755","Cummings","Laureen",0,1000,6000,0,0,0,"R","PA"
"756","Turner","Nina",0,1000,1000,0,0,0,"D","OH"
"757","Mercer","Gabriela Saucedo",0,250,4250,0,0,0,"R","AZ"
"758","Casida","Tisha",0,200,200,0,0,0,"I","CO"
"759","Beason","Scott",0,0,10000,0,0,0,"R","AL"
"760","Marshall","Kate",0,0,5000,0,750,2250,"D","NV"
"761","Cegavske","Barbara",0,0,3500,0,0,0,"R","NV"
"762","Sitton","Dave",0,0,3000,0,0,0,"R","AZ"
"763","Aguirre","Amanda",0,0,2000,0,0,0,"D","AZ"
"764","Kihuen","Ruben",0,0,2000,0,0,500,"D","NV"
"765","Antenori","Frank",0,0,1050,0,0,0,"R","AZ"
"766","Gutierrez","Luis V",0,0,1000,0,0,1500,"D","IL"
"767","Herriman","Wayne",0,0,1000,0,0,0,"D","OK"
"768","Jackson","Jesse Jr",0,0,1000,0,250,0,"D","IL"
"769","Mitzelfelt","Brad",0,0,950,0,0,0,"R","CA"
"770","Imus","Gregg",0,0,250,0,0,0,"R","CA"
"771","Berry","Marion",0,0,-1000,0,0,0,"D","AR"
"772","Mollohan","Alan B",0,0,-1000,0,0,0,"D","WV"
"773","Salazar","John",0,0,-1000,0,0,0,"D","CO"
"774","Putnam","Adam H",0,0,-4600,0,0,0,"R","FL"
"775","Huffman","Jared",0,0,0,0,40100,2384,"D","CA"
"776","Holt","Rush",0,0,0,0,33050,2000,"D","NJ"
"777","Shea-Porter","Carol",0,0,0,0,28901,0,"D","NH"
"778","Maffei","Dan",0,0,0,0,27470,1250,"D","NY"
"779","Delaney","John K",0,0,0,0,19245,1750,"D","MD"
"780","Peters","Scott",0,0,0,0,18250,0,"D","CA"
"781","Heck","Dennis",0,0,0,0,17950,5500,"D","WA"
"782","Farr","Sam",0,0,0,0,15700,0,"D","CA"
"783","Zerban","Rob",0,0,0,0,14000,0,"D","WI"
"784","Schreibman","Julian D",0,0,0,0,11587,250,"D","NY"
"785","Stewart","Eric",0,0,0,0,11000,0,"D","TN"
"786","Lamb","Dan",0,0,0,0,10217,500,"D","NY"
"787","Schiff","Adam",0,0,0,0,7000,0,"D","CA"
"788","Demings","Val",0,0,0,0,6750,0,"D","FL"
"789","Taj","Syed",0,0,0,0,5550,0,"D","MI"
"790","Murphy","Patrick J",0,0,0,0,5000,0,"D","PA"
"791","Shinagawa","Nathan",0,0,0,0,5000,0,"D","NY"
"792","Smith","Chris",0,0,0,0,4700,0,"R","NJ"
"793","Cartwright","Matt",0,0,0,0,4447,0,"D","PA"
"794","Healy-Abrams","Joyce",0,0,0,0,4000,0,"D","OH"
"795","Maloney","Sean Patrick",0,0,0,0,4000,0,"D","NY"
"796","Price","David",0,0,0,0,4000,2000,"D","NC"
"797","Ruderman","Laura",0,0,0,0,3250,0,"D","WA"
"798","Smith","Adam",0,0,0,0,3000,1750,"D","WA"
"799","Mullen","Brendan",0,0,0,0,2950,500,"D","IN"
"800","Engel","Tom",0,0,0,0,2500,0,"R","NY"
"801","O'Brien","Mike",0,0,0,0,2500,5750,"D","MI"
"802","Kildee","Dan",0,0,0,0,2250,0,"D","MI"
"803","Badey","George",0,0,0,0,2000,0,"D","PA"
"804","Jacobs","Kristin",0,0,0,0,2000,0,"D","FL"
"805","Meng","Grace",0,0,0,0,1750,500,"D","NY"
"806","Solomon","Norman",0,0,0,0,1550,0,"D","CA"
"807","Davis","Susan",0,0,0,0,1500,2500,"D","CA"
"808","Moore","Gary",0,0,0,0,1500,0,"R","KY"
"809","Stilp","Gene",0,0,0,0,1500,0,"D","PA"
"810","Scollo","Philip",0,0,0,0,1250,0,"D","PA"
"811","Burner","Darcy",0,0,0,0,1000,0,"D","WA"
"812","Choi","Jun",0,0,0,0,1000,0,"D","NJ"
"813","Farrell","Diane Goss",0,0,0,0,1000,0,"D","CT"
"814","Kiaaina","Esther",0,0,0,0,1000,250,"D","HI"
"815","Pollock","David",0,0,0,0,1000,0,"D","CA"
"816","Seegmiller","F Jay",0,0,0,0,1000,0,"D","UT"
"817","Hinchey","Maurice",0,0,0,0,750,0,"D","NY"
"818","Gill","Nia",0,0,0,0,600,0,"D","NJ"
"819","Bass","Karen",0,0,0,0,500,250,"D","CA"
