"Cycle","RecipID","RealCode","Date","Amount","Type"
2014,"N00003389","E1160","05/16/2014",2600,"15 "
2014,"N00003389","E1100","06/06/2014",1000,"15 "
2014,"N00003389","E1120","06/30/2014",2600,"15J"
2014,"N00003389","E1120","06/30/2014",2600,"15J"
2014,"N00003389","E1170","05/14/2014",2600,"15 "
2014,"N00003389","E1110","06/27/2014",1000,"15 "
2014,"N00003389","E1120","05/07/2014",900,"15 "
2014,"N00003389","E1110","06/30/2014",1500,"15J"
2014,"N00003389","E1170","05/14/2014",2600,"15 "
2014,"N00003389","E1120","06/30/2014",1500,"15 "
2014,"N00003389","E1150","06/11/2014",500,"15 "
2014,"N00003389","E3000","05/20/2014",2500,"15J"
2014,"N00003389","E1110","06/10/2014",1000,"15 "
2014,"N00003389","E1100","06/23/2014",200,"15 "
2014,"N00003389","E1160","05/16/2014",2600,"15 "
2014,"N00003389","E1120","06/30/2014",1500,"15 "
2014,"N00003389","E1120","06/09/2014",2600,"15 "
2014,"N00003389","E1100","05/20/2014",250,"15 "
2014,"N00003389","E1170","05/14/2014",2600,"15 "
2014,"N00003389","E1210","06/30/2014",2600,"15J"
2014,"N00003389","E1110","06/03/2014",500,"15 "
2014,"N00003389","E1000","06/17/2014",1000,"15 "
2014,"N00003389","E1140","06/30/2014",2500,"15J"
2014,"N00003389","E1210","05/14/2014",500,"15 "
2014,"N00029277","E1620","10/03/2014",500,"15E"
2014,"N00029277","E1140","10/08/2014",500,"15E"
2014,"N00003389","E1110","05/20/2014",1600,"15 "
2014,"N00003389","E1150","06/09/2014",5000,"15 "
2014,"N00003389","E1110","06/12/2014",1000,"15 "
2014,"N00003389","E1210","06/30/2014",1300,"15J"
2014,"N00003389","E1170","05/14/2014",2600,"15 "
2014,"N00003389","E1140","06/09/2014",500,"15 "
2014,"N00029277","E1620","10/14/2014",500,"15 "
2014,"N00029277","E1620","10/08/2014",250,"15E"
2014,"N00003389","E1140","06/30/2014",2500,"15J"
2014,"N00003389","E1200","06/30/2014",2600,"15J"
