"Cycle","RecipID","RealCode","Date","Amount","Type"
2022,"N00038659","E1120","03/31/2022",2900,"15 "
2022,"N00045651","E1000","12/18/2021",500,"15E"
2022,"N00031782","E1200","11/21/2021",35,"15E"
2022,"N00031782","E1200","12/03/2021",35,"15E"
2022,"N00031782","E1200","12/21/2021",35,"15E"
2022,"N00031782","E1140","10/25/2021",50,"15E"
2022,"N00031782","E1140","11/25/2021",50,"15E"
2022,"N00031782","E1140","12/25/2021",50,"15E"
2022,"N00031782","E1120","12/18/2021",50,"15E"
2022,"N00031782","E1100","09/29/2021",50,"15E"
2022,"N00031782","E1100","10/29/2021",50,"15E"
2022,"N00031782","E1100","11/29/2021",50,"15E"
2022,"N00031782","E1320","10/21/2021",300,"15E"
2022,"N00031782","E1620","10/01/2021",10,"15E"
2022,"N00031782","E1620","11/01/2021",10,"15E"
2022,"N00031782","E1620","12/01/2021",10,"15E"
2022,"N00031782","E1620","09/30/2021",25,"15E"
2022,"N00031782","E1620","10/25/2021",25,"15E"
2022,"N00031782","E1620","10/30/2021",25,"15E"
2022,"N00031782","E1620","11/25/2021",25,"15E"
2022,"N00031782","E1620","11/29/2021",25,"15E"
2022,"N00031782","E1620","12/25/2021",25,"15E"
2022,"N00031782","E4100","10/02/2021",25,"15E"
2022,"N00031782","E4100","11/02/2021",25,"15E"
2022,"N00031782","E4100","12/02/2021",25,"15E"
2022,"N00031782","E1120","10/17/2021",25,"15E"
2022,"N00031782","E1120","10/21/2021",35,"15E"
2022,"N00031782","E1120","11/15/2021",25,"15E"
2022,"N00031782","E1120","12/04/2021",35,"15E"
2022,"N00031782","E1240","10/08/2021",100,"15 "
2022,"N00031782","E1240","11/03/2021",50,"15 "
2022,"N00031782","E1100","10/02/2021",60,"15E"
2022,"N00031782","E1100","10/20/2021",50,"15E"
2022,"N00031782","E1100","12/12/2021",50,"15E"
2022,"N00031782","E1100","12/30/2021",200,"15 "
2022,"N00031782","E1100","10/30/2021",10,"15E"
2022,"N00031782","E1620","10/15/2021",25,"15E"
2022,"N00031782","E1620","10/20/2021",25,"15E"
2022,"N00031782","E1620","10/26/2021",25,"15E"
2022,"N00031782","E1620","11/15/2021",25,"15E"
2022,"N00031782","E1620","11/20/2021",25,"15E"
2022,"N00031782","E1620","11/26/2021",25,"15E"
2022,"N00031782","E1620","12/15/2021",25,"15E"
2022,"N00031782","E1620","12/20/2021",25,"15E"
2022,"N00031782","E1620","12/26/2021",25,"15E"
2022,"N00031782","E1620","10/07/2021",25,"15E"
2022,"N00031782","E1620","11/07/2021",25,"15E"
2022,"N00031782","E1620","12/07/2021",25,"15E"
2022,"N00031782","E1700","09/29/2021",25,"15E"
2022,"N00031782","E1700","10/13/2021",25,"15E"
2022,"N00031782","E1700","10/29/2021",25,"15E"
2022,"N00031782","E1700","11/21/2021",25,"15E"
2022,"N00031782","E1610","12/30/2021",300,"15 "
2022,"N00031782","E1000","11/29/2021",250,"15 "
2022,"N00031782","E1220","09/30/2021",10,"15E"
2022,"N00031782","E1220","10/06/2021",10,"15E"
2022,"N00031782","E1220","10/08/2021",10,"15E"
2022,"N00031782","E1220","10/08/2021",5,"15E"
2022,"N00031782","E1220","11/24/2021",20,"15 "
2022,"N00031782","E5000","11/18/2021",500,"15 "
2022,"N00031782","E1600","10/12/2021",250,"15 "
2022,"N00031782","E1100","11/15/2021",500,"15 "
2022,"N00031782","E1220","10/16/2021",25,"15E"
2022,"N00031782","E1220","11/16/2021",25,"15E"
2022,"N00031782","E1220","12/16/2021",25,"15E"
2022,"N00031782","E3000","12/13/2021",25,"15E"
2022,"N00031782","E1620","09/29/2021",5,"15E"
2022,"N00031782","E1620","09/30/2021",5,"15E"
2022,"N00031782","E1000","09/29/2021",25,"15E"
2022,"N00031782","E1000","10/29/2021",25,"15E"
2022,"N00031782","E1000","11/29/2021",25,"15E"
2022,"N00031782","E1100","10/30/2021",50,"15E"
2022,"N00031782","E1100","10/30/2021",35,"15E"
2022,"N00031782","E1100","11/08/2021",50,"15E"
2022,"N00031782","E1100","11/30/2021",50,"15E"
2022,"N00031782","E1100","10/22/2021",25,"15E"
2022,"N00031782","E1100","10/22/2021",20,"15E"
2022,"N00031782","E1100","10/22/2021",25,"15E"
2022,"N00031782","E1110","12/26/2021",50,"15E"
2022,"N00031782","E1100","09/30/2021",35,"15E"
2022,"N00031782","E1100","10/10/2021",50,"15E"
2022,"N00031782","E1100","10/16/2021",50,"15E"
2022,"N00031782","E1100","10/21/2021",50,"15E"
2022,"N00031782","E1100","10/28/2021",35,"15E"
2022,"N00031782","E1100","11/10/2021",50,"15E"
2022,"N00031782","E1100","11/21/2021",50,"15E"
2022,"N00031782","E1100","11/28/2021",35,"15E"
2022,"N00031782","E1100","12/10/2021",50,"15E"
2022,"N00031782","E1100","12/21/2021",50,"15E"
2022,"N00031782","E1100","10/03/2021",4,"15E"
2022,"N00031782","E1100","11/01/2021",5,"15E"
2022,"N00031782","E1100","12/04/2021",4,"15E"
2022,"N00031782","E1100","12/04/2021",5,"15E"
2022,"N00031782","E1100","12/04/2021",5,"15E"
2022,"N00031782","E1100","12/05/2021",10,"15E"
2022,"N00031782","E1600","11/17/2021",2000,"15 "
2022,"N00031782","E1600","10/05/2021",100,"15 "
2022,"N00031782","E1600","10/08/2021",25,"15E"
2022,"N00031782","E1600","11/27/2021",25,"15E"
2022,"N00031782","E1600","12/26/2021",50,"15E"
2022,"N00031782","E1000","11/18/2021",50,"15E"
2022,"N00031782","E1000","11/18/2021",25,"15E"
2022,"N00031782","E1100","10/02/2021",25,"15E"
2022,"N00031782","E1100","11/02/2021",25,"15E"
2022,"N00031782","E1100","11/22/2021",35,"15E"
2022,"N00031782","E1100","11/30/2021",35,"15E"
2022,"N00031782","E1100","12/02/2021",25,"15E"
2022,"N00031782","E1100","11/26/2021",50,"15E"
2022,"N00031782","E1100","12/26/2021",50,"15E"
2022,"N00031782","E1160","10/15/2021",25,"15E"
2022,"N00031782","E1140","10/04/2021",10,"15E"
2022,"N00031782","E1140","10/04/2021",25,"15E"
2022,"N00031782","E1140","10/14/2021",25,"15E"
2022,"N00031782","E1140","10/16/2021",25,"15E"
2022,"N00031782","E1140","11/16/2021",35,"15E"
2022,"N00031782","E1140","11/30/2021",35,"15E"
2022,"N00031782","E3000","10/25/2021",10,"15E"
