"Cycle","CID","RealCode","Date","Amount","Type"
2022,"N00026050","E4100","04/30/2022",1000,"24K"
2022,"N00030693","E4100","05/23/2022",750,"24K"
2022,"N00009759","E4100","09/12/2022",500,"24K"
2022,"N00030743","E1610","07/05/2022",1000,"24K"
2022,"N00013873","E5000","08/23/2022",500,"24K"
2022,"N00030693","E4100","05/23/2022",750,"24K"
2022,"N00026050","E4100","04/30/2022",1000,"24K"
2022,"N00007876","E4100","08/11/2022",775,"24K"
2022,"N00042868","E1600","10/24/2022",1000,"24K"
2022,"N00009975","E1600","05/10/2021",1000,"24K"
2022,"N00049229","E1200","11/08/2021",1000,"24K"
2022,"N00028986","E1200","08/13/2021",750,"24K"
2022,"N00032457","E1200","09/18/2021",1250,"24K"
2022,"N00031688","E1600","12/29/2021",2100,"24K"
2022,"N00044701","E1160","12/07/2020",-500,"24K"
2022,"N00041871","E1210","07/08/2021",500,"24K"
2022,"N00035347","E1160","04/07/2022",500,"24K"
2022,"N00039090","E1160","04/07/2022",1000,"24K"
2022,"N00032457","E1160","04/07/2022",500,"24K"
2022,"N00046654","E1160","04/07/2022",1000,"24K"
2022,"N00042237","E5000","02/11/2022",1500,"24K"
2022,"N00008799","E5000","02/15/2022",5000,"24K"
2022,"N00044592","E5000","02/15/2022",2000,"24K"
2022,"N00009759","E4100","09/22/2021",1000,"24K"
2022,"N00034453","E4100","07/27/2021",1000,"24K"
2022,"N00026050","E4100","11/30/2021",5800,"24K"
2022,"N00035527","E4200","02/10/2022",1000,"24K"
2022,"N00007876","E4100","03/02/2021",1000,"24K"
2022,"N00035346","E1160","04/20/2021",1000,"24K"
2022,"N00033720","E1160","05/25/2022",500,"24K"
2022,"N00039090","E1160","05/13/2022",1000,"24K"
2022,"N00035346","E1160","05/13/2022",1000,"24K"
2022,"N00024978","E5000","04/01/2022",2500,"24K"
2022,"N00002674","E1160","06/01/2022",500,"24K"
2022,"N00045978","E1600","05/01/2022",500,"24K"
2022,"N00030642","E1600","05/01/2022",250,"24K"
2022,"N00002893","E1600","05/01/2022",250,"24K"
2022,"N00046760","E1600","05/01/2022",500,"24K"
2022,"N00046394","E1600","05/01/2022",500,"24K"
2022,"N00026335","E1600","05/01/2022",500,"24K"
2022,"N00029662","E1600","05/01/2022",500,"24K"
2022,"N00039777","E1600","05/01/2022",1000,"24K"
2022,"N00037422","E1600","05/01/2022",1000,"24K"
2022,"N00037442","E1600","05/01/2022",1000,"24K"
2022,"N00026335","E1600","03/26/2021",500,"24K"
2022,"N00032838","E3000","03/05/2021",2500,"24K"
2022,"N00044520","E1160","08/16/2022",1000,"24K"
2022,"N00035370","E1160","08/17/2022",1000,"24K"
2022,"N00031688","E1600","07/26/2022",1000,"24K"
2022,"N00024809","E1600","09/12/2022",2000,"24K"
2022,"N00030693","E4100","09/01/2021",250,"24K"
2022,"N00048824","E1160","09/07/2021",2000,"24K"
2022,"N00030245","E1110","11/02/2022",1000,"24K"
2022,"N00009771","E1110","11/02/2022",1000,"24K"
2022,"N00033839","E1110","11/02/2022",1000,"24K"
2022,"N00009660","E1110","11/02/2022",2000,"24K"
2022,"N00035616","E1110","11/02/2022",1000,"24K"
2022,"N00007335","E1500","10/28/2022",2500,"24K"
2022,"N00037161","E1620","11/01/2022",-1000,"24K"
2022,"N00037161","E1620","11/01/2022",-1500,"24K"
2022,"N00037161","E1620","11/02/2022",2500,"24K"
2022,"N00040597","E1620","11/02/2022",2500,"24K"
2022,"N00032088","E1620","11/02/2022",1500,"24K"
2022,"N00032088","E1620","11/02/2022",2500,"24K"
2022,"N00030612","E1620","11/01/2022",2500,"24K"
2022,"N00030612","E1620","11/01/2022",-2500,"24K"
2022,"N00000781","E1620","11/02/2022",2500,"24K"
2022,"N00035187","E1620","11/02/2022",2500,"24K"
2022,"N00050782","E1150","07/26/2022",5000,"24K"
2022,"N00044559","E1150","07/26/2022",2500,"24K"
2022,"N00026050","E1150","09/06/2022",2900,"24K"
2022,"N00050780","E1150","09/02/2022",2000,"24K"
2022,"N00041511","E1150","09/09/2022",1000,"24K"
2022,"N00050782","E1150","07/26/2022",2900,"24K"
2022,"N00035527","E1150","09/09/2022",1000,"24K"
2022,"N00000781","E1320","10/31/2022",1000,"24K"
2022,"N00042194","E5000","10/20/2022",500,"24K"
2022,"N00048568","E5000","10/27/2022",500,"24K"
2022,"N00035007","E5000","11/10/2022",1000,"24K"
2022,"N00036097","E1300","10/31/2022",2000,"24K"
2022,"N00027462","E1300","10/31/2022",2000,"24K"
2022,"N00037031","E1300","10/31/2022",2000,"24K"
2022,"N00034584","E1300","10/31/2022",2500,"24K"
2022,"N00036149","E1300","10/31/2022",1000,"24K"
2022,"N00032088","E1300","10/31/2022",1000,"24K"
2022,"N00031129","E1300","10/31/2022",2500,"24K"
2022,"N00043242","E1300","10/31/2022",2000,"24K"
2022,"N00030752","E1300","10/31/2022",2500,"24K"
2022,"N00025219","E1300","10/31/2022",2500,"24K"
2022,"N00032029","E1300","10/31/2022",2500,"24K"
2022,"N00039533","E1300","10/31/2022",2500,"24K"
2022,"N00031227","E1210","10/31/2022",500,"24K"
2022,"N00038260","E1210","10/21/2022",1000,"24K"
2022,"N00030612","E1110","10/27/2022",-2500,"24K"
2022,"N00030612","E1110","10/27/2022",2500,"24K"
2022,"N00031226","E1110","10/31/2022",-1500,"24K"
2022,"N00037161","E1700","10/21/2022",1000,"24K"
2022,"N00003522","E1620","10/20/2022",1000,"24K"
2022,"N00000781","E1620","11/04/2022",2500,"24K"
2022,"N00041221","E1620","11/04/2022",1000,"24K"
2022,"N00037247","E1140","10/25/2022",-2500,"24K"
2022,"N00049197","E1160","10/31/2022",-5000,"24K"
