"Cycle","CID","RealCode","Date","Amount","Type"
2012,"N00025025","E1620","09/13/2011",2000,"24K"
2012,"N00030602","E1160","11/15/2011",2500,"24K"
2012,"N00007068","E1160","09/21/2011",2500,"24K"
2012,"N00009659","E1150","12/21/2011",2500,"24K"
2012,"N00031629","E1620","09/18/2012",5000,"24K"
2012,"N00033174","E1210","09/14/2012",2000,"24K"
2012,"N00008086","E1620","01/21/2011",2000,"24K"
2012,"N00031244","E1160","06/10/2011",2000,"24K"
2012,"N00005321","E1620","11/17/2011",1000,"24K"
2012,"N00001783","E1620","09/13/2011",2500,"24K"
2012,"N00003209","E1170","07/09/2012",2500,"24K"
2012,"N00031681","E1110","03/25/2011",2000,"24K"
2012,"N00000480","E1500","03/10/2012",-2500,"24K"
2012,"N00012672","E1600","09/26/2011",4000,"24K"
2012,"N00029285","E1600","02/17/2012",1000,"24K"
2012,"N00025284","E5000","08/22/2011",1000,"24K"
2012,"N00003473","E1620","09/27/2011",1000,"24K"
2012,"N00009957","E1160","03/28/2011",5000,"24K"
2012,"N00004133","E1620","03/27/2012",500,"24K"
2012,"N00027658","E1630","02/23/2012",1000,"24K"
2012,"N00033310","E1110","06/28/2012",5000,"24K"
2012,"N00030676","E1610","04/26/2011",1000,"24K"
2012,"N00026627","E1140","05/06/2011",1000,"24K"
2012,"N00007089","E1600","06/07/2012",1000,"24K"
2012,"N00024992","E1600","05/21/2012",1000,"24K"
2012,"N00024770","E1600","07/17/2012",1000,"24K"
2012,"N00003813","E1600","05/18/2011",1000,"24K"
2012,"N00002247","E1610","08/08/2012",3000,"24K"
2012,"N00031629","E5000","12/06/2011",1000,"24K"
2012,"N00027901","E1700","09/19/2011",5000,"24K"
2012,"N00026722","E1150","07/23/2012",-5000,"24K"
2012,"N00006236","E1220","09/19/2012",1000,"24K"
2012,"N00030780","E1200","03/02/2011",1000,"24K"
2012,"N00027441","E1320","03/29/2011",1000,"24K"
2012,"N00030752","E1300","11/10/2011",1000,"24K"
2012,"N00031503","E1170","07/25/2012",1000,"24K"
2012,"N00026050","E1700","12/02/2011",1000,"24K"
2012,"N00009660","E1160","04/27/2011",2500,"24K"
2012,"N00026314","E1620","09/28/2012",1000,"24K"
2012,"N00033291","E1210","12/16/2011",1000,"24K"
2012,"N00009753","E1200","12/05/2011",2000,"24K"
2012,"N00004961","E1110","09/21/2012",5000,"24K"
