"Cycle","CID","RealCode","Date","Amount","Type"
2014,"N00029632","E1160","06/13/2013",2500,"24K"
2014,"N00031545","E1110","12/19/2013",1500,"24K"
2014,"N00005285","E1600","02/26/2014",1000,"24K"
2014,"N00030245","E1700","02/12/2013",-1000,"24K"
2014,"N00031127","E1700","07/07/2014",1000,"24K"
2014,"N00033625","E1620","04/12/2013",2500,"24K"
2014,"N00007232","E1700","11/08/2013",2000,"24K"
2014,"N00029459","E1620","11/14/2013",2500,"24K"
2014,"N00003813","E1620","06/26/2014",2500,"24K"
2014,"N00007781","E1600","03/01/2013",1000,"24K"
2014,"N00000515","E1190","06/07/2013",2500,"24K"
2014,"N00031244","E1620","05/20/2014",1000,"24K"
2014,"N00004719","E1150","09/29/2014",1000,"24K"
2014,"N00003473","E1700","02/03/2014",2000,"24K"
2014,"N00031934","E1620","06/26/2014",1000,"24K"
2014,"N00024852","E1600","03/27/2014",2500,"24K"
2014,"N00008051","E1600","03/10/2014",1000,"24K"
2014,"N00001758","E1620","09/11/2013",1000,"24K"
2014,"N00035493","E5000","01/13/2014",1000,"24K"
2014,"N00029441","E1140","05/01/2014",2500,"24K"
2014,"N00009795","E1160","12/07/2013",500,"24K"
2014,"N00005582","E1140","05/02/2014",1000,"24K"
2014,"N00024978","E1610","02/27/2014",5000,"24K"
2014,"N00031820","E1500","06/11/2013",1000,"24K"
2014,"N00003675","E1300","03/11/2014",5000,"24K"
2014,"N00004029","E1170","08/11/2014",1000,"24K"
2014,"N00029788","E1600","06/20/2013",2000,"24K"
2014,"N00002083","E1630","08/12/2013",1500,"24K"
2014,"N00031857","E1610","03/26/2014",1000,"24K"
2014,"N00031934","E1120","02/27/2014",1000,"24K"
2014,"N00008799","E1110","06/20/2014",1000,"24K"
2014,"N00003813","E1600","06/02/2014",2500,"24K"
2014,"N00033814","E1620","12/15/2014",2500,"24K"
2014,"N00009668","E1120","11/05/2013",1000,"24K"
2014,"N00009668","E1600","10/31/2013",1000,"24K"
2014,"N00009668","E1610","03/26/2014",1000,"24K"
2014,"N00009668","E1620","03/14/2014",1000,"24K"
2014,"N00009668","E1600","05/07/2013",1000,"24K"
2014,"N00009668","E1620","04/30/2013",1500,"24K"
2014,"N00009668","E1620","04/12/2013",2500,"24K"
2014,"N00009668","E1620","04/08/2014",-2500,"24K"
