"Cycle","CID","RealCode","Date","Amount","Type"
2018,"N00033591","E1600","04/12/2018",2500,"24K"
2018,"N00034349","E1110","03/22/2018",-500,"24K"
2018,"N00033508","E1620","06/20/2018",1000,"24K"
2018,"N00002893","E1600","02/15/2018",500,"24K"
2018,"N00027694","E1140","06/30/2017",1000,"24K"
2018,"N00031177","E1220","03/22/2017",2500,"24K"
2018,"N00005582","E1600","11/03/2017",1000,"24K"
2018,"N00003473","E1610","07/16/2018",-1000,"24K"
2018,"N00042868","E1160","07/25/2018",2500,"24K"
2018,"N00032088","E1110","03/17/2017",1000,"24K"
2018,"N00004719","E1110","11/16/2017",1000,"24K"
2018,"N00040816","E1210","01/29/2018",5000,"24K"
2018,"N00033367","E1620","05/30/2018",1500,"24K"
2018,"N00039330","E1600","03/21/2017",1000,"24K"
2018,"N00038779","E1110","12/19/2017",2500,"24K"
2018,"N00031005","E1610","09/11/2018",4000,"24K"
2018,"N00029416","E5000","08/13/2018",1000,"24K"
2018,"N00036403","E1610","06/23/2017",1500,"24K"
2018,"N00007099","E1620","04/27/2018",4000,"24K"
2018,"N00007248","E1600","03/22/2017",2500,"24K"
2018,"N00027522","E1220","04/17/2018",1000,"24K"
2018,"N00031233","E1210","10/23/2018",5000,"24K"
2018,"N00029675","E1620","01/22/2018",1000,"24K"
2018,"N00009660","E1700","07/26/2018",1000,"24K"
2018,"N00008264","E1600","04/09/2018",-2500,"24K"
2018,"N00035391","E1210","09/12/2018",5000,"24K"
2018,"N00031559","E4100","10/10/2018",1500,"24K"
2018,"N00042868","E1630","08/03/2018",1000,"24K"
2018,"N00029562","E1620","06/26/2018",2000,"24K"
2018,"N00034416","E1620","02/17/2017",2500,"24K"
2018,"N00032088","E1160","02/26/2018",2500,"24K"
2018,"N00005656","E1620","08/23/2017",1000,"24K"
2018,"N00027522","E1120","06/09/2017",1000,"24K"
2018,"N00004133","E1120","03/31/2017",2000,"24K"
2018,"N00027860","E1620","09/22/2017",1000,"24K"
2018,"N00027522","E1140","03/03/2017",5000,"24K"
2018,"N00006052","E1600","06/14/2017",2500,"24K"
2018,"N00000153","E1610","11/16/2017",1000,"24K"
2018,"N00004357","E1620","06/14/2018",-5000,"24K"
2018,"N00026314","E1150","03/23/2018",500,"24K"
2018,"N00003813","E1320","07/09/2018",-1000,"24K"
2018,"N00030196","E1600","09/26/2018",1500,"24K"
2018,"N00031134","E1140","09/21/2017",1000,"24K"
2018,"N00006460","E1170","06/13/2017",750,"24K"
2018,"N00042868","E1110","08/22/2018",2500,"24K"
2018,"N00030815","E1110","06/12/2018",2500,"24K"
2018,"N00033987","E1620","09/21/2018",1000,"24K"
2018,"N00005282","E1600","09/21/2018",1000,"24K"
2018,"N00034044","E1600","06/28/2017",1000,"24K"
2018,"N00043379","E1170","10/18/2018",1000,"24K"
2018,"N00033539","E1110","12/19/2017",1000,"24K"
2018,"N00006460","E5000","02/08/2017",2500,"24K"
2018,"N00033782","E1240","06/29/2017",1000,"24K"
2018,"N00004719","E1110","07/23/2018",2500,"24K"
2018,"N00039327","E1620","10/04/2017",1500,"24K"
2018,"N00029891","E1620","03/06/2017",1000,"24K"
2018,"N00036175","E1160","03/15/2017",1000,"24K"
2018,"N00001821","E1600","03/27/2017",5000,"24K"
2018,"N00035346","E1620","11/07/2017",1000,"24K"
2018,"N00030949","E1140","03/16/2018",1000,"24K"
2018,"N00029574","E1620","08/17/2017",2500,"24K"
2018,"N00037015","E1500","09/20/2018",1000,"24K"
2018,"N00033410","E1300","10/10/2018",2500,"24K"
2018,"N00005681","E1620","06/16/2017",1000,"24K"
2018,"N00027741","E1620","07/24/2018",1000,"24K"
2018,"N00035517","E1140","09/19/2018",1000,"24K"
2018,"N00031502","E1610","06/14/2017",1000,"24K"
2018,"N00039533","E1600","11/27/2018",1500,"24K"
2018,"N00031417","E1160","09/26/2017",2500,"24K"
2018,"N00001373","E1620","10/08/2018",1000,"24K"
2018,"N00041731","E1320","12/05/2018",5000,"24K"
2018,"N00038414","E1110","03/29/2018",1500,"24K"
2018,"N00000781","E1170","03/09/2018",1000,"24K"
2018,"N00035934","E1600","06/28/2017",2500,"24K"
2018,"N00042868","E1120","08/22/2018",2500,"24K"
2018,"N00030875","E1620","07/16/2018",1000,"24K"
2018,"N00033983","E1220","03/20/2018",1000,"24K"
2018,"N00031226","E1160","09/26/2018",2500,"24K"
2018,"N00037031","E1190","07/25/2018",2500,"24K"
2018,"N00036149","E1700","07/20/2017",1000,"24K"
2018,"N00032088","E1140","05/02/2018",1000,"24K"
2018,"N00036403","E1320","03/22/2018",1000,"24K"
2018,"N00033782","E1500","09/24/2018",1500,"24K"
2018,"N00029675","E1160","03/22/2018",1500,"24K"
2018,"N00013873","E1620","10/15/2018",2000,"24K"
2018,"N00004961","E1620","11/17/2017",1500,"24K"
2018,"N00028152","E1210","09/07/2018",2500,"24K"
2018,"N00041182","E1160","10/15/2018",5000,"24K"
2018,"N00033474","E1600","11/22/2017",1000,"24K"
2018,"N00004961","E1160","03/15/2017",2500,"24K"
2018,"N00033410","E1120","02/08/2017",5000,"24K"
2018,"N00033630","E1100","02/28/2018",1500,"24K"
2018,"N00001373","E1110","06/28/2018",2000,"24K"
2018,"N00031688","E1210","07/24/2018",1000,"24K"
2018,"N00027523","E5000","10/05/2018",1000,"24K"
2018,"N00030184","E1140","06/26/2018",2000,"24K"
2018,"N00030768","E1610","06/08/2018",2500,"24K"
2018,"N00037422","E1610","06/13/2018",1000,"24K"
2018,"N00031233","E1620","03/21/2017",1000,"24K"
2018,"N00000684","E1160","05/10/2017",2500,"24K"
2018,"N00003225","E1170","03/27/2017",2000,"24K"
2018,"N00029562","E1110","10/31/2018",1500,"24K"
2018,"N00036149","E1600","08/16/2018",5000,"24K"
2018,"N00031593","E1140","11/01/2018",1500,"24K"
2018,"N00003280","E1620","03/17/2017",1000,"24K"
2018,"N00033274","E1610","09/11/2018",1000,"24K"
2018,"N00029736","E1200","03/28/2018",2000,"24K"
2018,"N00041221","E1200","08/24/2018",1000,"24K"
2018,"N00038400","E1200","03/23/2018",1000,"24K"
2018,"N00031958","E1140","02/28/2017",1000,"24K"
2018,"N00035420","E5000","08/08/2017",1000,"24K"
2018,"N00026926","E1600","07/13/2018",1000,"24K"
2018,"N00041599","E1160","09/24/2018",5000,"24K"
2018,"N00007364","E1320","08/30/2017",2500,"24K"
2018,"N00029277","E1600","09/28/2018",1000,"24K"
2018,"N00004357","E1100","09/18/2017",5000,"24K"
2018,"N00041690","E1620","06/26/2018",1000,"24K"
2018,"N00036149","E1620","05/19/2017",2500,"24K"
2018,"N00013770","E1110","06/13/2017",1000,"24K"
2018,"N00037288","E1620","05/18/2018",2000,"24K"
2018,"N00029632","E1150","07/21/2017",2500,"24K"
2018,"N00035380","E1610","05/16/2017",1000,"24K"
2018,"N00024753","E1110","03/19/2018",5000,"24K"
2018,"N00037515","E5000","03/14/2018",1000,"24K"
2018,"N00031647","E1110","10/02/2017",1500,"24K"
2018,"N00003105","E1300","05/16/2017",1000,"24K"
2018,"N00027626","E1110","04/14/2017",1000,"24K"
2018,"N00033982","E5000","07/12/2017",1000,"24K"
2018,"N00033932","E1120","09/20/2018",2500,"24K"
2018,"N00004887","E1620","09/19/2017",2000,"24K"
2018,"N00030196","E1620","12/15/2017",2500,"24K"
2018,"N00009660","E1610","02/10/2017",5000,"24K"
2018,"N00033997","E1610","01/29/2018",1000,"24K"
2018,"N00004961","E1160","03/22/2017",1000,"24K"
2018,"N00034120","E1110","03/19/2018",2500,"24K"
2018,"N00031104","E1170","10/17/2018",1000,"24K"
2018,"N00031545","E1160","06/23/2017",1000,"24K"
2018,"N00000153","E1610","05/24/2018",1500,"24K"
2018,"N00033982","E5000","04/25/2017",-2000,"24K"
2018,"N00009738","E1320","01/09/2018",1000,"24K"
2018,"N00036135","E1140","03/23/2018",2000,"24K"
2018,"N00025445","E1170","08/27/2017",1000,"24K"
2018,"N00033106","E1600","05/15/2018",1000,"24K"
2018,"N00031502","E1620","11/20/2017",1000,"24K"
2018,"N00031502","E1500","03/09/2018",2500,"24K"
2018,"N00036023","E1600","12/06/2017",1000,"24K"
2018,"N00042056","E1200","04/05/2018",2500,"24K"
2018,"N00033591","E1620","03/28/2017",1000,"24K"
2018,"N00033982","E1120","08/20/2018",2500,"24K"
2018,"N00007690","E1160","09/12/2018",5000,"24K"
2018,"N00043298","E1600","06/15/2018",2000,"24K"
2018,"N00041956","E1110","02/27/2018",1000,"24K"
2018,"N00003473","E1200","09/25/2018",1000,"24K"
2018,"N00041620","E1190","10/15/2018",2500,"24K"
2018,"N00037049","E1140","04/06/2017",5000,"24K"
2018,"N00033240","E1610","09/27/2017",1000,"24K"
2018,"N00033782","E1300","08/29/2018",1000,"24K"
2018,"N00004357","E1300","06/15/2018",-5000,"24K"
2018,"N00026885","E1110","03/15/2017",1500,"24K"
2018,"N00038781","E1110","05/03/2018",2000,"24K"
2018,"N00009660","E1140","01/06/2017",-2500,"24K"
2018,"N00031958","E1610","11/27/2017",1500,"24K"
2018,"N00004118","E2000","03/05/2018",2000,"24K"
2018,"N00024922","E1100","09/18/2017",1000,"24K"
2018,"N00030856","E1620","01/30/2017",500,"24K"
2018,"N00024978","E1620","05/10/2018",1000,"24K"
2018,"N00025219","E1700","09/28/2017",2000,"24K"
2018,"N00004961","E1170","06/29/2017",2500,"24K"
2018,"N00033630","E1160","03/27/2018",3000,"24K"
2018,"N00027741","E1500","06/26/2018",2500,"24K"
2018,"N00035403","E1500","04/24/2018",1000,"24K"
2018,"N00013770","E1610","06/23/2017",1000,"24K"
2018,"N00030910","E1320","09/05/2018",1000,"24K"
2018,"N00031127","E1120","12/28/2018",-2700,"24K"
2018,"N00035492","E1170","11/02/2017",1500,"24K"
2018,"N00038847","E1160","03/22/2018",3000,"24K"
2018,"N00004118","E1500","11/17/2017",500,"24K"
2018,"N00032088","E1140","04/25/2018",2500,"24K"
2018,"N00042403","E1600","09/28/2018",2500,"24K"
2018,"N00035820","E1600","10/30/2018",1000,"24K"
2018,"N00006236","E1320","01/12/2017",1000,"24K"
2018,"N00002893","E1600","03/20/2017",1000,"24K"
2018,"N00030967","E1140","03/29/2017",1000,"24K"
2018,"N00041620","E1110","11/01/2018",1000,"24K"
2018,"N00027503","E1140","10/24/2017",1000,"24K"
2018,"N00001373","E1600","09/17/2018",5000,"24K"
2018,"N00012508","E1110","08/17/2018",1000,"24K"
2018,"N00034784","E1140","09/21/2018",500,"24K"
2018,"N00029562","E1620","06/13/2018",2500,"24K"
2018,"N00000781","E1620","06/07/2017",1000,"24K"
2018,"N00031545","E1110","06/22/2017",1500,"24K"
2018,"N00029562","E1620","06/26/2017",1000,"24K"
2018,"N00024809","E1620","12/01/2017",1000,"24K"
2018,"N00030910","E1210","03/13/2018",2500,"24K"
2018,"N00035440","E1110","04/20/2018",2000,"24K"
2018,"N00035509","E1600","03/15/2018",2500,"24K"
2018,"N00035820","E1620","05/23/2018",1000,"24K"
2018,"N00036135","E1160","05/31/2018",2500,"24K"
2018,"N00033527","E1160","03/23/2018",2500,"24K"
2018,"N00028152","E1200","08/24/2018",2500,"24K"
2018,"N00033518","E1140","09/17/2018",2500,"24K"
2018,"N00004961","E1620","02/01/2018",2500,"24K"
2018,"N00031593","E1110","06/20/2017",1000,"24K"
2018,"N00007479","E1170","07/19/2018",1000,"24K"
2018,"N00006236","E4200","12/14/2017",1000,"24K"
2018,"N00026961","E1700","02/27/2017",1000,"24K"
2018,"N00031688","E1600","08/10/2018",1000,"24K"
2018,"N00004118","E1620","09/22/2017",2000,"24K"
2018,"N00035517","E1120","08/22/2018",5000,"24K"
2018,"N00033367","E5000","10/08/2018",2000,"24K"
2018,"N00005285","E1610","02/16/2017",1000,"24K"
2018,"N00035347","E1170","07/18/2017",2000,"24K"
2018,"N00026166","E1200","04/09/2018",2000,"24K"
2018,"N00012546","E1110","04/14/2017",1000,"24K"
2018,"N00033367","E1160","06/04/2018",1500,"24K"
2018,"N00038429","E1610","10/19/2018",1000,"24K"
2018,"N00026050","E4100","11/03/2018",1000,"24K"
2018,"N00033410","E1160","09/11/2017",1000,"24K"
2018,"N00033085","E1110","06/27/2017",1000,"24K"
2018,"N00029285","E1140","03/29/2017",1000,"24K"
2018,"N00005681","E1140","03/15/2018",1000,"24K"
2018,"N00043298","E1110","05/24/2018",2500,"24K"
2018,"N00033510","E1170","05/19/2017",1000,"24K"
2018,"N00007248","E1160","12/31/2018",-1000,"24K"
2018,"N00030667","E1620","03/10/2017",1000,"24K"
2018,"N00035282","E1120","07/31/2018",1000,"24K"
2018,"N00033630","E1600","09/26/2018",1000,"24K"
2018,"N00007727","E1620","03/19/2018",2500,"24K"
2018,"N00042243","E1140","03/28/2018",5000,"24K"
2018,"N00031417","E1120","03/05/2018",2500,"24K"
2018,"N00031647","E1160","04/30/2018",1000,"24K"
2018,"N00031877","E1120","10/18/2018",1000,"24K"
2018,"N00031593","E4200","05/15/2018",2000,"24K"
2018,"N00034044","E1600","09/26/2017",1000,"24K"
2018,"N00033390","E1620","09/21/2018",2500,"24K"
2018,"N00036023","E1620","06/28/2018",2000,"24K"
2018,"N00043298","E1600","11/13/2018",3000,"24K"
2018,"N00009869","E1160","03/30/2017",4000,"24K"
2018,"N00024978","E1110","12/19/2017",2000,"24K"
2018,"N00029391","E1100","10/25/2017",1000,"24K"
2018,"N00031559","E1610","07/26/2017",1000,"24K"
2018,"N00030768","E1610","02/27/2018",1000,"24K"
2018,"N00033367","E1120","03/27/2017",500,"24K"
2018,"N00031647","E1610","12/20/2017",-2500,"24K"
2018,"N00042458","E1610","04/12/2018",1000,"24K"
2018,"N00027462","E1620","05/14/2018",1000,"24K"
2018,"N00036351","E1620","11/07/2017",1000,"24K"
2018,"N00026627","E1100","07/11/2018",1000,"24K"
2018,"N00030184","E1100","06/20/2018",2500,"24K"
2018,"N00038809","E1120","09/11/2018",2500,"24K"
2018,"N00030184","E1110","12/31/2018",-1000,"24K"
2018,"N00037049","E1630","12/13/2017",1000,"24K"
2018,"N00037288","E1190","02/28/2018",2500,"24K"
2018,"N00009869","E1110","02/24/2017",5000,"24K"
2018,"N00031593","E1140","02/24/2017",2500,"24K"
2018,"N00005736","E1610","05/24/2018",1000,"24K"
2018,"N00004558","E1620","08/02/2017",1000,"24K"
2018,"N00033106","E1620","03/09/2017",1000,"24K"
2018,"N00037034","E1610","02/10/2017",1000,"24K"
2018,"N00027503","E1600","09/05/2018",1000,"24K"
2018,"N00012546","E1120","05/04/2018",2500,"24K"
2018,"N00034120","E1110","04/03/2017",1500,"24K"
2018,"N00024809","E1320","03/14/2018",2500,"24K"
2018,"N00030815","E1140","08/16/2017",1000,"24K"
2018,"N00027741","E1620","07/26/2018",2500,"24K"
2018,"N00027509","E1110","10/17/2018",1000,"24K"
2018,"N00004614","E1160","03/13/2018",4000,"24K"
2018,"N00034120","E1620","03/21/2017",1000,"24K"
2018,"N00006263","E1320","06/05/2018",1000,"24K"
2018,"N00037034","E1630","09/05/2018",1000,"24K"
2018,"N00031557","E1620","03/19/2018",2500,"24K"
2018,"N00033832","E1170","05/18/2017",750,"24K"
2018,"N00031681","E1620","05/26/2017",2500,"24K"
2018,"N00031593","E1110","06/13/2017",2500,"24K"
2018,"N00043298","E1190","05/10/2018",1500,"24K"
2018,"N00031227","E1700","09/21/2017",1000,"24K"
2018,"N00012460","E1600","12/11/2017",1000,"24K"
2018,"N00041593","E1170","09/26/2018",-5400,"24K"
2018,"N00038285","E1620","12/25/2017",1000,"24K"
2018,"N00012233","E1140","12/13/2017",1000,"24K"
2018,"N00033410","E1600","05/02/2017",5000,"24K"
2018,"N00033518","E1160","03/13/2018",2500,"24K"
2018,"N00004614","E1320","10/12/2018",1800,"24K"
2018,"N00035451","E1610","08/24/2017",1000,"24K"
2018,"N00009660","E1140","05/11/2018",2500,"24K"
2018,"N00027522","E1320","05/23/2017",2000,"24K"
2018,"N00042194","E1620","06/12/2018",5000,"24K"
2018,"N00030196","E1620","10/08/2018",5000,"24K"
2018,"N00026631","E1620","10/15/2018",1000,"24K"
2018,"N00029632","E1700","11/30/2017",1000,"24K"
2018,"N00006236","E1700","06/25/2018",500,"24K"
2018,"N00031127","E1120","05/24/2018",5000,"24K"
2018,"N00038781","E1320","05/01/2018",1000,"24K"
2018,"N00038779","E1620","04/21/2017",2500,"24K"
2018,"N00041620","E1140","12/14/2018",2500,"24K"
2018,"N00012233","E1600","04/03/2018",2500,"24K"
2018,"N00026368","E1620","05/24/2018",1000,"24K"
2018,"N00041690","E1210","08/30/2018",1000,"24K"
2018,"N00033982","E1610","11/07/2017",1000,"24K"
2018,"N00033399","E1620","10/13/2017",1000,"24K"
2018,"N00035282","E1600","06/28/2018",2500,"24K"
2018,"N00026885","E1630","05/04/2017",1000,"24K"
2018,"N00006236","E1140","05/11/2018",1000,"24K"
2018,"N00034128","E1620","06/13/2017",1000,"24K"
2018,"N00034349","E1140","01/29/2018",1500,"24K"
2018,"N00038779","E1600","03/21/2018",1000,"24K"
2018,"N00012233","E1190","01/10/2017",5000,"24K"
2018,"N00034120","E1620","05/07/2018",1500,"24K"
2018,"N00004357","E1600","03/28/2017",2500,"24K"
2018,"N00041871","E1210","10/15/2018",1000,"24K"
2018,"N00033274","E1630","05/11/2018",1000,"24K"
2018,"N00028133","E1320","12/07/2017",1000,"24K"
2018,"N00035523","E1140","12/06/2017",1000,"24K"
2018,"N00031593","E1620","09/26/2017",5000,"24K"
2018,"N00042354","E1120","09/06/2018",5000,"24K"
2018,"N00032029","E1620","03/21/2017",1000,"24K"
2018,"N00027060","E1620","10/12/2017",1500,"24K"
2018,"N00035451","E1610","08/13/2018",1000,"24K"
2018,"N00027694","E5000","06/05/2017",1000,"24K"
2018,"N00035307","E1140","12/01/2017",2500,"24K"
2018,"N00027462","E1610","01/29/2018",1000,"24K"
2018,"N00035523","E1500","05/31/2018",1000,"24K"
2018,"N00026335","E1610","10/30/2017",1500,"24K"
2018,"N00030184","E1320","05/01/2017",1000,"24K"
2018,"N00035420","E1500","03/09/2018",1000,"24K"
2018,"N00035403","E1300","12/04/2017",1000,"24K"
2018,"N00001285","E1620","06/12/2018",1000,"24K"
2018,"N00035007","E1320","11/07/2017",1000,"24K"
2018,"N00024759","E1170","05/04/2017",1000,"24K"
2018,"N00027783","E1620","06/12/2017",1000,"24K"
2018,"N00041542","E1240","09/10/2018",5000,"24K"
2018,"N00003280","E1620","09/28/2018",1000,"24K"
2018,"N00004961","E1630","03/09/2017",1000,"24K"
2018,"N00005736","E1110","05/24/2018",1000,"24K"
2018,"N00035483","E1620","02/08/2018",2000,"24K"
2018,"N00031226","E1320","07/27/2017",1000,"24K"
2018,"N00009573","E1110","03/17/2017",5000,"24K"
2018,"N00030815","E1320","07/24/2018",1000,"24K"
2018,"N00030967","E1190","03/13/2018",1000,"24K"
2018,"N00005883","E1600","02/28/2018",2500,"24K"
2018,"N00035282","E1600","11/16/2017",1000,"24K"
2018,"N00029562","E1630","04/21/2017",1000,"24K"
2018,"N00033630","E1620","06/28/2017",1000,"24K"
2018,"N00026314","E1300","06/21/2018",1000,"24K"
2018,"N00038285","E1630","09/05/2018",1000,"24K"
2018,"N00033449","E3000","10/02/2018",1500,"24K"
2018,"N00033310","E1620","03/17/2017",500,"24K"
2018,"N00033399","E1500","06/12/2018",2500,"24K"
2018,"N00033443","E1620","03/16/2018",500,"24K"
2018,"N00005883","E4100","10/10/2018",2500,"24K"
2018,"N00035504","E1110","10/22/2018",1000,"24K"
2018,"N00000898","E1600","06/08/2017",2500,"24K"
2018,"N00027459","E1600","05/25/2017",2500,"24K"
2018,"N00033106","E1220","09/17/2018",2000,"24K"
2018,"N00037031","E1150","03/02/2018",500,"24K"
2018,"N00042386","E1150","09/18/2018",2500,"24K"
2018,"N00037031","E1120","09/20/2018",1000,"24K"
2018,"N00030071","E1160","09/25/2018",2500,"24K"
2018,"N00035972","E1620","03/17/2017",1000,"24K"
2018,"N00030184","E1100","12/06/2017",1000,"24K"
2018,"N00030196","E1620","08/27/2018",1500,"24K"
2018,"N00027694","E1600","02/23/2017",1000,"24K"
2018,"N00004961","E1630","04/11/2018",1000,"24K"
2018,"N00033839","E1630","01/12/2018",1000,"24K"
2018,"N00035820","E1160","06/21/2017",1000,"24K"
2018,"N00032088","E1210","05/12/2017",2500,"24K"
2018,"N00009660","E1110","08/04/2017",5000,"24K"
2018,"N00033177","E1600","03/21/2017",1000,"24K"
2018,"N00029835","E1320","03/13/2017",1500,"24K"
2018,"N00031253","E5000","07/13/2018",1000,"24K"
2018,"N00030752","E1160","02/21/2018",1000,"24K"
2018,"N00040829","E1120","09/20/2018",1000,"24K"
2018,"N00036944","E1500","09/20/2018",1000,"24K"
2018,"N00042868","E1150","07/17/2018",2500,"24K"
2018,"N00039953","E1110","10/22/2018",1000,"24K"
2018,"N00027626","E1110","03/19/2018",2500,"24K"
2018,"N00038601","E1320","06/09/2017",2500,"24K"
2018,"N00029459","E1110","05/25/2018",5000,"24K"
2018,"N00033782","E1210","06/28/2017",1500,"24K"
2018,"N00033410","E1700","04/27/2017",1000,"24K"
2018,"N00031782","E1320","02/28/2018",1000,"24K"
2018,"N00033474","E1620","04/27/2018",1000,"24K"
2018,"N00035346","E1700","03/14/2017",1000,"24K"
2018,"N00031545","E1700","06/05/2018",1000,"24K"
2018,"N00026586","E1100","06/27/2017",2500,"24K"
