"","LastName","FirstName","Amount.oil.114","Amount.coal.114","Amount.mining.114","Amount.gas.114","Amount.env.114","Amount.alt_en.114","Amount.oil.115","Amount.coal.115","Amount.mining.115","Amount.gas.115","Amount.env.115","Amount.alt_en.115","Amount.oil.116","Amount.coal.116","Amount.mining.116","Amount.gas.116","Amount.env.116","Amount.alt_en.116","Party","StateAbbreviation"
"826","Donovan","Dan",NA,NA,NA,NA,NA,NA,26000,0,0,1000,0,0,66100,0,0,8000,0,0,"R","NY"
"827","Bacon","Donald John",NA,NA,NA,NA,NA,NA,24950,0,0,100,0,6200,79640,0,2000,18402,0,25000,"R","NE"
"828","Tarkanian","Danny",NA,NA,NA,NA,NA,NA,23500,0,0,500,0,0,33950,0,4000,0,0,0,"R","NV"
"829","Marshall","Roger",NA,NA,NA,NA,NA,NA,23000,0,0,6000,0,25000,25082,0,0,1000,0,48693,"R","KS"
"830","Starr","Michael Bob",NA,NA,NA,NA,NA,NA,21700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","TX"
"831","Rooney","Francis",NA,NA,NA,NA,NA,NA,21600,0,0,0,0,0,2700,0,0,0,0,0,"R","FL"
"832","Smucker","Lloyd",NA,NA,NA,NA,NA,NA,20000,0,0,2000,0,0,70071,5000,11400,13052,0,1000,"R","PA"
"833","Correa","Lou",NA,NA,NA,NA,NA,NA,19500,0,0,0,250,5500,39500,0,0,4500,1500,100,"D","CA"
"834","Achadjian","Katcho",NA,NA,NA,NA,NA,NA,18995,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","CA"
"835","Baucum","Trey",NA,NA,NA,NA,NA,NA,18450,0,2700,0,0,0,NA,NA,NA,NA,NA,NA,"R","LA"
"836","Casperson","Tom",NA,NA,NA,NA,NA,NA,18000,0,7900,0,1250,0,0,0,1000,0,0,0,"R","MI"
"837","Baugh","Scott",NA,NA,NA,NA,NA,NA,16200,0,0,0,0,0,-1450,0,0,250,0,0,"R","CA"
"838","Tenney","Claudia",NA,NA,NA,NA,NA,NA,15950,0,0,3000,0,0,122290,5000,5100,9052,0,0,"R","NY"
"839","Krishnamoorthi","Raja",NA,NA,NA,NA,NA,NA,15475,0,0,0,24665,6750,21925,500,500,250,4408,12100,"D","IL"
"840","Garrett","Tom",NA,NA,NA,NA,NA,NA,15400,2700,2700,2000,0,0,11850,0,0,1000,0,0,"R","VA"
"841","Lewis","Jason",NA,NA,NA,NA,NA,NA,14900,0,0,0,0,0,89775,5000,7000,10552,0,2700,"R","MN"
"842","Mast","Brian",NA,NA,NA,NA,NA,NA,14700,0,0,0,0,125,102569,5101,5101,12299,0,160,"R","FL"
"843","Thomas","Mary",NA,NA,NA,NA,NA,NA,14500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","FL"
"844","Kustoff","David",NA,NA,NA,NA,NA,NA,14100,0,0,0,0,0,25000,0,0,0,0,1000,"R","TN"
"845","Crist","Charlie",NA,NA,NA,NA,NA,NA,13500,0,0,0,24201,1002,28505,0,0,0,16881,0,"D","FL"
"846","Hollingsworth","Trey",NA,NA,NA,NA,NA,NA,13500,2000,4000,0,0,0,29450,11000,11000,0,0,17000,"R","IN"
"847","Comer","James",NA,NA,NA,NA,NA,NA,13350,21251,23251,0,0,0,11250,2000,3000,1000,0,11000,"R","KY"
"848","Gitsham","Denise",NA,NA,NA,NA,NA,NA,13000,0,0,0,1000,0,NA,NA,NA,NA,NA,NA,"R","CA"
"849","Pavlov","Phil",NA,NA,NA,NA,NA,NA,12980,0,2000,1000,0,0,NA,NA,NA,NA,NA,NA,"R","MI"
"850","Kozell","Rick",NA,NA,NA,NA,NA,NA,12400,0,0,10400,0,0,NA,NA,NA,NA,NA,NA,"R","FL"
"851","Mills","Chip",NA,NA,NA,NA,NA,NA,11800,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","MS"
"852","Rutherford","John",NA,NA,NA,NA,NA,NA,11800,0,0,0,0,0,1000,0,0,1000,0,2700,"R","FL"
"853","Ferguson","Drew",NA,NA,NA,NA,NA,NA,11750,0,0,2500,0,0,17700,0,500,2500,0,0,"R","GA"
"854","Wright","Keith",NA,NA,NA,NA,NA,NA,10800,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","NY"
"855","Jones","Scott",NA,NA,NA,NA,NA,NA,10150,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","CA"
"856","Tagert","Mike",NA,NA,NA,NA,NA,NA,10100,1250,1250,0,0,0,NA,NA,NA,NA,NA,NA,"R","MS"
"857","Stubson","Tim",NA,NA,NA,NA,NA,NA,10000,300,300,0,0,0,NA,NA,NA,NA,NA,NA,"R","WY"
"858","Taylor","Scott",NA,NA,NA,NA,NA,NA,10000,0,0,2500,0,0,78867,12900,15100,4954,300,0,"R","VA"
"859","Davis","Dereck",NA,NA,NA,NA,NA,NA,9350,0,0,7350,0,3600,NA,NA,NA,NA,NA,NA,"D","MD"
"860","Martins","Jack",NA,NA,NA,NA,NA,NA,9100,0,0,1000,0,0,NA,NA,NA,NA,NA,NA,"R","NY"
"861","Lloyd","James",NA,NA,NA,NA,NA,NA,8600,0,0,2700,0,0,NA,NA,NA,NA,NA,NA,"R","TX"
"862","Petri","Scott",NA,NA,NA,NA,NA,NA,8400,0,0,3000,0,0,NA,NA,NA,NA,NA,NA,"R","PA"
"863","Biggs","Andy",NA,NA,NA,NA,NA,NA,8000,0,5000,1000,0,0,17000,0,7500,3000,0,0,"R","AZ"
"864","Houchin","Erin",NA,NA,NA,NA,NA,NA,7950,9050,9050,0,0,0,NA,NA,NA,NA,NA,NA,"R","IN"
"865","Knezek","Erick",NA,NA,NA,NA,NA,NA,7950,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","LA"
"866","Higgins","Clay",NA,NA,NA,NA,NA,NA,7750,0,0,0,0,0,69150,0,0,18650,0,0,"R","LA"
"867","Roberson","Michael",NA,NA,NA,NA,NA,NA,7700,0,7750,7700,0,0,NA,NA,NA,NA,NA,NA,"R","NV"
"868","Ramsland","Russ",NA,NA,NA,NA,NA,NA,7200,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","TX"
"869","Carroll","Morgan",NA,NA,NA,NA,NA,NA,7143,0,1102,45,61157,8185,NA,NA,NA,NA,NA,NA,"D","CO"
"870","Heaney","Andrew",NA,NA,NA,NA,NA,NA,6700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","NY"
"871","Toth","Steve",NA,NA,NA,NA,NA,NA,6650,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","TX"
"872","Starrett","Grant",NA,NA,NA,NA,NA,NA,6500,0,1250,0,0,0,NA,NA,NA,NA,NA,NA,"R","TN"
"873","Schwartz","Gail",NA,NA,NA,NA,NA,NA,6205,2000,2000,0,97336,350,NA,NA,NA,NA,NA,NA,"D","CO"
"874","Gaetz","Matt",NA,NA,NA,NA,NA,NA,6000,0,0,0,0,0,6200,0,0,0,0,0,"R","FL"
"875","Kaiman","Jon",NA,NA,NA,NA,NA,NA,6000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","NY"
"876","Allen","Jason",NA,NA,NA,NA,NA,NA,5900,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","MI"
"877","Kelsey","Brian",NA,NA,NA,NA,NA,NA,5900,0,0,500,0,0,NA,NA,NA,NA,NA,NA,"R","TN"
"878","Throne-Holst","Anna",NA,NA,NA,NA,NA,NA,5825,0,0,15,23430,500,NA,NA,NA,NA,NA,NA,"D","NY"
"879","Patty","Brandon",NA,NA,NA,NA,NA,NA,5800,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","FL"
"880","Carbajal","Salud",NA,NA,NA,NA,NA,NA,5675,0,250,0,40137,500,2950,0,0,0,27701,6000,"D","CA"
"881","Guillory","Elbert",NA,NA,NA,NA,NA,NA,5529,0,1300,1200,300,0,NA,NA,NA,NA,NA,NA,"R","LA"
"882","Johnson","Lon",NA,NA,NA,NA,NA,NA,5475,600,900,0,31858,6200,NA,NA,NA,NA,NA,NA,"D","MI"
"883","Murphy","Stephanie",NA,NA,NA,NA,NA,NA,5430,0,0,0,26440,50,700,0,0,250,18491,1255,"D","FL"
"884","Davidson","Warren",NA,NA,NA,NA,NA,NA,5416,0,1002,25,100,0,10500,0,0,0,0,0,"R","OH"
"885","Brown","Don",NA,NA,NA,NA,NA,NA,5400,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","TX"
"886","Bydlak","Rebekah Johansen",NA,NA,NA,NA,NA,NA,5400,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","FL"
"887","Evans","Dwight",NA,NA,NA,NA,NA,NA,5400,0,0,0,2750,5400,1100,0,0,0,5958,0,"D","PA"
"888","Grabelle","Justin",NA,NA,NA,NA,NA,NA,5400,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","FL"
"889","Pena-Melnyk","Joseline",NA,NA,NA,NA,NA,NA,5400,0,0,0,1318,0,NA,NA,NA,NA,NA,NA,"D","MD"
"890","Vogt","Dave",NA,NA,NA,NA,NA,NA,5400,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","MD"
"891","Wells","Steve",NA,NA,NA,NA,NA,NA,5400,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","NY"
"892","Babeu","Paul",NA,NA,NA,NA,NA,NA,5350,0,2500,1900,0,100,NA,NA,NA,NA,NA,NA,"R","AZ"
"893","Lindbeck","Steve",NA,NA,NA,NA,NA,NA,4813,0,500,0,4235,0,NA,NA,NA,NA,NA,NA,"D","AK"
"894","Garcia","Adrian",NA,NA,NA,NA,NA,NA,4510,0,0,60,0,0,NA,NA,NA,NA,NA,NA,"D","TX"
"895","Brown","Anthony",NA,NA,NA,NA,NA,NA,4500,0,0,1000,3275,6650,9000,0,0,2000,3250,5000,"D","MD"
"896","Gowan","David",NA,NA,NA,NA,NA,NA,4500,0,1100,500,0,0,NA,NA,NA,NA,NA,NA,"R","AZ"
"897","Green","Eugene",NA,NA,NA,NA,NA,NA,4500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","LA"
"898","Ashooh","Richard E",NA,NA,NA,NA,NA,NA,4200,0,0,2700,0,2700,NA,NA,NA,NA,NA,NA,"R","NH"
"899","Jones","Jr J Marshall",NA,NA,NA,NA,NA,NA,4200,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","LA"
"900","Bennett","LuAnn",NA,NA,NA,NA,NA,NA,3955,0,0,2800,35476,6204,NA,NA,NA,NA,NA,NA,"D","VA"
"901","Driskell","Gretchen",NA,NA,NA,NA,NA,NA,3705,516,516,0,43935,5715,1638,0,3,0,41925,6465,"D","MI"
"902","Santarsiero","Steve",NA,NA,NA,NA,NA,NA,3634,0,0,0,36447,4,NA,NA,NA,NA,NA,NA,"D","PA"
"903","Applegate","Douglas L",NA,NA,NA,NA,NA,NA,3511,0,0,52,11551,2718,1476,0,0,101,1029,275,"D","CA"
"904","Hanabusa","Colleen",NA,NA,NA,NA,NA,NA,3500,0,0,0,0,2000,0,0,0,0,500,0,"D","HI"
"905","Nguyen","Bao",NA,NA,NA,NA,NA,NA,3500,0,0,0,1450,0,NA,NA,NA,NA,NA,NA,"D","CA"
"906","Rogers","David",NA,NA,NA,NA,NA,NA,3500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","CA"
"907","Taylor","Priscilla",NA,NA,NA,NA,NA,NA,3500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","FL"
"908","Tom","Kip",NA,NA,NA,NA,NA,NA,3332,0,1000,0,0,21850,NA,NA,NA,NA,NA,NA,"R","IN"
"909","Adams","Boyce",NA,NA,NA,NA,NA,NA,3250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","MS"
"910","Garrett","Greg",NA,NA,NA,NA,NA,NA,3200,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","TX"
"911","Greer","Brad",NA,NA,NA,NA,NA,NA,3200,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","TN"
"912","Lasee","Frank",NA,NA,NA,NA,NA,NA,3000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","WI"
"913","Matthews","Kathleen",NA,NA,NA,NA,NA,NA,3000,0,0,1000,6000,1000,NA,NA,NA,NA,NA,NA,"D","MD"
"914","McEachin","Donald",NA,NA,NA,NA,NA,NA,3000,0,0,3000,15405,1100,4550,0,0,2500,19855,9750,"D","VA"
"915","Morse","Nicholas",NA,NA,NA,NA,NA,NA,3000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","CO"
"916","Rantz","Gus",NA,NA,NA,NA,NA,NA,3000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","LA"
"917","Juneau","Denise",NA,NA,NA,NA,NA,NA,2963,0,25,137,44373,890,NA,NA,NA,NA,NA,NA,"D","MT"
"918","Negron","Rebecca",NA,NA,NA,NA,NA,NA,2800,0,0,0,2700,0,NA,NA,NA,NA,NA,NA,"R","FL"
"919","Mitchell","Paul",NA,NA,NA,NA,NA,NA,2750,0,0,0,0,5000,6000,0,0,1000,0,10000,"R","MI"
"920","Nelson","Tom",NA,NA,NA,NA,NA,NA,2745,0,2,225,18753,287,NA,NA,NA,NA,NA,NA,"D","WI"
"921","Christensen","Leland",NA,NA,NA,NA,NA,NA,2700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","WY"
"922","Galloway","GG",NA,NA,NA,NA,NA,NA,2700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","FL"
"923","Montes","Joseph",NA,NA,NA,NA,NA,NA,2700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","CA"
"924","Nikpour","Noelle",NA,NA,NA,NA,NA,NA,2700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","FL"
"925","Phillips","George",NA,NA,NA,NA,NA,NA,2700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","NY"
"926","Tanzler","Hans III",NA,NA,NA,NA,NA,NA,2700,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","FL"
"927","Rosen","Jacky",NA,NA,NA,NA,NA,NA,2600,0,7000,0,38553,250,NA,NA,NA,NA,NA,NA,"D","NV"
"928","Brookins","Howard Jr",NA,NA,NA,NA,NA,NA,2500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","IL"
"929","Carney","John",NA,NA,NA,NA,NA,NA,2500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","DE"
"930","Holden","Kip",NA,NA,NA,NA,NA,NA,2500,0,0,2500,0,0,NA,NA,NA,NA,NA,NA,"D","LA"
"931","Rotering","Nancey Rodkin",NA,NA,NA,NA,NA,NA,2500,0,0,0,0,250,NA,NA,NA,NA,NA,NA,"D","IL"
"932","Yandik","Will",NA,NA,NA,NA,NA,NA,2500,0,0,0,3300,0,NA,NA,NA,NA,NA,NA,"D","NY"
"933","Crane","Mike",NA,NA,NA,NA,NA,NA,2250,0,250,250,0,0,NA,NA,NA,NA,NA,NA,"R","GA"
"934","Nehlen","Paul",NA,NA,NA,NA,NA,NA,2150,0,0,100,0,25,0,0,0,0,0,150,"R","WI"
"935","Kihuen","Ruben",NA,NA,NA,NA,NA,NA,2144,0,2500,500,59040,1007,1525,0,0,1500,8399,0,"D","NV"
"936","Barney","Sean",NA,NA,NA,NA,NA,NA,2000,0,0,2000,2700,1500,NA,NA,NA,NA,NA,NA,"D","DE"
"937","Brown","Paul",NA,NA,NA,NA,NA,NA,2000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","TX"
"938","Clarke","Yvette",NA,NA,NA,NA,NA,NA,2000,0,0,0,2000,0,1250,0,0,1000,2000,0,"D","NY"
"939","Cleek","N Eugene",NA,NA,NA,NA,NA,NA,2000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","CA"
"940","Harrington","Paul J.",NA,NA,NA,NA,NA,NA,2000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"I","MA"
"941","Lynn","Eric",NA,NA,NA,NA,NA,NA,2000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","FL"
"942","Shepherd","Doug",NA,NA,NA,NA,NA,NA,2000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","CA"
"943","Stern","Steve",NA,NA,NA,NA,NA,NA,2000,0,0,0,0,3500,NA,NA,NA,NA,NA,NA,"D","NY"
"944","Stone","Jeff",NA,NA,NA,NA,NA,NA,2000,0,0,0,0,5650,NA,NA,NA,NA,NA,NA,"R","CA"
"945","Whitwell","Quentin",NA,NA,NA,NA,NA,NA,2000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","MS"
"946","Smith","Ande",NA,NA,NA,NA,NA,NA,1829,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","ME"
"947","Craig","Angie",NA,NA,NA,NA,NA,NA,1779,0,0,0,31975,2500,702,0,0,2,39376,5326,"D","MN"
"948","Derickson","Tim",NA,NA,NA,NA,NA,NA,1750,0,0,1000,0,0,NA,NA,NA,NA,NA,NA,"R","OH"
"949","Giroux","Dan",NA,NA,NA,NA,NA,NA,1750,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","KS"
"950","Ivey","Glenn",NA,NA,NA,NA,NA,NA,1750,0,0,1750,0,3200,NA,NA,NA,NA,NA,NA,"D","MD"
"951","Pirkle","Greg",NA,NA,NA,NA,NA,NA,1750,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","MS"
"952","Teachout","Zephyr",NA,NA,NA,NA,NA,NA,1701,0,0,25,30170,1716,NA,NA,NA,NA,NA,NA,"D","NY"
"953","McKinlay","Melissa",NA,NA,NA,NA,NA,NA,1512,0,1512,0,0,0,NA,NA,NA,NA,NA,NA,"D","FL"
"954","Espinoza","Maria",NA,NA,NA,NA,NA,NA,1500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","TX"
"955","Gomez","Jimmy",NA,NA,NA,NA,NA,NA,1500,0,0,1500,1000,1000,3250,0,0,3250,18459,2550,"D","CA"
"956","John","Rick",NA,NA,NA,NA,NA,NA,1500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","LA"
"957","Lee","Susie",NA,NA,NA,NA,NA,NA,1500,0,4950,0,250,0,11893,0,15465,9100,41576,4355,"D","NV"
"958","Peters","Christopher",NA,NA,NA,NA,NA,NA,1500,0,0,1500,0,0,4350,0,0,0,0,0,"R","IA"
"959","Stockham","Casper",NA,NA,NA,NA,NA,NA,1500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","CO"
"960","Deacon","Colleen",NA,NA,NA,NA,NA,NA,1450,0,0,0,38847,0,NA,NA,NA,NA,NA,NA,"D","NY"
"961","Rivers","Don",NA,NA,NA,NA,NA,NA,1433,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","WA"
"962","Jawando","Will",NA,NA,NA,NA,NA,NA,1400,0,0,0,0,500,NA,NA,NA,NA,NA,NA,"D","MD"
"963","Hartman","Christina",NA,NA,NA,NA,NA,NA,1283,0,0,2,11091,552,200,0,0,0,1000,0,"D","PA"
"964","Bangstad","Kirk",NA,NA,NA,NA,NA,NA,1250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","WI"
"965","Mills","Thomas",NA,NA,NA,NA,NA,NA,1250,0,0,0,1250,500,250,0,0,0,0,0,"D","NC"
"966","Ray","Lake",NA,NA,NA,NA,NA,NA,1250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","FL"
"967","Robertson","Glen",NA,NA,NA,NA,NA,NA,1250,0,0,1250,0,0,NA,NA,NA,NA,NA,NA,"R","TX"
"968","Fiore","Michele",NA,NA,NA,NA,NA,NA,1150,100,100,0,0,0,NA,NA,NA,NA,NA,NA,"R","NV"
"969","Hagedorn","Jim",NA,NA,NA,NA,NA,NA,1100,500,500,0,0,0,17000,2700,3700,0,0,500,"R","MN"
"970","Barve","Kumar P",NA,NA,NA,NA,NA,NA,1000,0,0,1000,1250,5900,NA,NA,NA,NA,NA,NA,"D","MD"
"971","Beagle","Bill",NA,NA,NA,NA,NA,NA,1000,0,0,1000,0,0,NA,NA,NA,NA,NA,NA,"R","OH"
"972","Brannon","Greg",NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","NC"
"973","Calone","David L",NA,NA,NA,NA,NA,NA,1000,0,0,0,200,7350,NA,NA,NA,NA,NA,NA,"D","NY"
"974","Dosev","Cris",NA,NA,NA,NA,NA,NA,1000,500,500,0,0,0,1000,0,0,0,0,0,"R","FL"
"975","Gentile","Vinnie",NA,NA,NA,NA,NA,NA,1000,0,0,0,1000,0,NA,NA,NA,NA,NA,NA,"D","NY"
"976","Gonzalez","Vicente",NA,NA,NA,NA,NA,NA,1000,0,0,0,2500,0,48762,0,0,12000,1000,0,"D","TX"
"977","Li","Lindy",NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","PA"
"978","Miller","Darlene",NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","MN"
"979","Mullins","Thomas E",NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,500,0,0,500,0,0,"R","NM"
"980","Plaster","Mark",NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","MD"
"981","Rubin","Joel",NA,NA,NA,NA,NA,NA,1000,0,0,0,500,250,NA,NA,NA,NA,NA,NA,"D","MD"
"982","Snyder","Stacy Ries",NA,NA,NA,NA,NA,NA,1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","TN"
"983","Sims","Brian",NA,NA,NA,NA,NA,NA,950,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","PA"
"984","Heinz","Matt",NA,NA,NA,NA,NA,NA,875,0,0,0,5395,0,30,0,0,0,0,0,"D","AZ"
"985","Bennett","Ken",NA,NA,NA,NA,NA,NA,870,0,0,500,0,0,NA,NA,NA,NA,NA,NA,"R","AZ"
"986","Canova","Tim",NA,NA,NA,NA,NA,NA,813,0,0,0,170,1400,31,0,0,25,10,0,"D,I","FL"
"987","Gerritson","Becky",NA,NA,NA,NA,NA,NA,750,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","AL"
"988","Geymann","Brett",NA,NA,NA,NA,NA,NA,750,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","LA"
"989","Gregory","DuWayne",NA,NA,NA,NA,NA,NA,750,0,0,0,2922,250,0,0,0,0,1000,0,"D","NY"
"990","Rees","Grover",NA,NA,NA,NA,NA,NA,750,0,0,500,0,0,NA,NA,NA,NA,NA,NA,"R","LA"
"991","Walser","Jason",NA,NA,NA,NA,NA,NA,750,0,0,0,10182,0,NA,NA,NA,NA,NA,NA,"R","NC"
"992","Cadien","Tawana",NA,NA,NA,NA,NA,NA,650,0,0,0,0,0,500,0,0,0,0,0,"D","TX"
"993","Jayapal","Pramila",NA,NA,NA,NA,NA,NA,528,1600,1600,0,12350,300,1011,900,910,0,17231,515,"D","WA"
"994","Otto","Bill",NA,NA,NA,NA,NA,NA,505,0,275,0,4700,9,NA,NA,NA,NA,NA,NA,"D","MO"
"995","Tryon","Stephen P",NA,NA,NA,NA,NA,NA,505,0,0,500,0,4,NA,NA,NA,NA,NA,NA,"D","UT"
"996","Anthanasopoulos","George",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","CO"
"997","Baldacci","Joe",NA,NA,NA,NA,NA,NA,500,0,0,0,0,500,NA,NA,NA,NA,NA,NA,"D","ME"
"998","Carr","Joe",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","TN"
"999","Chan","Hodges Shay",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","HI"
"1000","Deeb","Gregory",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","TX"
"1001","Del","Rosso Michael",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","VA"
"1002","Dunn","Neal",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,1000,0,0,0,0,0,"R","FL"
"1003","Elizondo","Dolly",NA,NA,NA,NA,NA,NA,500,0,0,0,250,2700,NA,NA,NA,NA,NA,NA,"D","TX"
"1004","Espaillat","Adriano",NA,NA,NA,NA,NA,NA,500,0,0,0,1022,0,0,0,0,0,2000,2500,"D","NY"
"1005","Gerson","David",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","MN"
"1006","Golderer","Bill",NA,NA,NA,NA,NA,NA,500,0,0,0,1000,0,NA,NA,NA,NA,NA,NA,"D","PA"
"1007","Gonzalez","Rey",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","TX"
"1008","Goss","Chauncey",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","FL"
"1009","Hunt","Mark",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","WV"
"1010","Kaufman","Steve",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","FL"
"1011","Khouri","Tonia",NA,NA,NA,NA,NA,NA,500,250,250,0,0,0,NA,NA,NA,NA,NA,NA,"R","IL"
"1012","Lucius","Casey",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","CA"
"1013","McAllister","Lenny",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","PA"
"1014","McDermott","Joe",NA,NA,NA,NA,NA,NA,500,0,0,0,2950,0,NA,NA,NA,NA,NA,NA,"D","WA"
"1015","Moss","Richard",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","IN"
"1016","Muroff","Dan",NA,NA,NA,NA,NA,NA,500,0,0,500,1950,0,2700,0,0,0,4450,1250,"D","PA"
"1017","Panetta","Jimmy",NA,NA,NA,NA,NA,NA,500,0,0,0,17100,0,16500,0,0,14000,7400,0,"D","CA"
"1018","Pape","Michael",NA,NA,NA,NA,NA,NA,500,11700,14300,0,0,0,NA,NA,NA,NA,NA,NA,"R","KY"
"1019","Perkins","Randy",NA,NA,NA,NA,NA,NA,500,0,0,500,0,0,NA,NA,NA,NA,NA,NA,"D","FL"
"1020","Peyton","Harvey",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","WV"
"1021","Randolph","Susannah",NA,NA,NA,NA,NA,NA,500,0,0,500,6949,0,NA,NA,NA,NA,NA,NA,"D","FL"
"1022","Ross","Henry",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","MS"
"1023","Salas","Javier",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","IL"
"1024","Santiago","David",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","FL"
"1025","Strauss","Ray",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"R","AZ"
"1026","Walz","Jim",NA,NA,NA,NA,NA,NA,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"D","IL"
"1027","Williams","Clyde",NA,NA,NA,NA,NA,NA,500,0,0,0,1250,0,NA,NA,NA,NA,NA,NA,"D","NY"
