"Cycle","RecipID","RealCode","Date","Amount","Type"
2018,"N00043298","E1600",2018-06-27,250,"15"
2018,"N00043298","E1170",2018-06-30,-2700,"15"
2018,"N00043298","E4100",2018-06-30,2700,"15"
2018,"N00043298","E1170",2018-06-30,2700,"15"
2018,"N00043298","E1000",2018-06-30,1000,"15"
2018,"N00043298","E1100",2018-06-30,2700,"15"
2018,"N00043298","E1170",2018-06-30,-2700,"15"
2018,"N00043298","E1170",2018-06-30,2700,"15"
2018,"N00043298","E4100",2018-06-30,-2700,"15"
2018,"N00043298","E1150",2018-06-30,-2700,"15"
2018,"N00043298","E1100",2018-06-30,-2700,"15"
2018,"N00043298","E1200",2018-06-30,250,"15"
2018,"N00043298","E1120",2018-06-30,1000,"15"
2018,"N00043298","E1100",2018-06-30,-5400,"15"
2018,"N00042354","E3000",2018-06-29,2700,"15"
2018,"N00042354","E1150",2018-06-27,-2700,"15"
2018,"N00033085","E1620",2018-06-23,750,"15"
2018,"N00042354","E1150",2018-06-27,2700,"15"
2018,"N00042354","E3000",2018-06-29,3400,"15"
2018,"N00042354","E3000",2018-06-29,1000,"15"
2018,"N00042354","E1150",2018-06-27,5400,"15"
2018,"N00033085","E1500",2018-06-30,25,"15"
2018,"N00033085","E1110",2018-06-28,250,"15"
2018,"N00042354","E1110",2018-06-29,250,"15"
2018,"N00033085","E1110",2018-06-30,1000,"15"
2018,"N00033085","E3000",2018-06-28,25,"15"
2018,"N00033085","E1120",2018-06-20,500,"15"
2018,"N00042354","E0000",2018-06-29,500,"15"
2018,"N00033085","E1120",2018-06-29,100,"15"
2018,"N00033085","E0000",2018-06-29,1000,"15"
2018,"N00033085","E1150",2018-06-30,15,"15"
2018,"N00033085","E1630",2018-06-30,100,"15"
2018,"N00033085","E1500",2018-06-21,100,"15"
2018,"N00033085","E1160",2018-06-27,15,"15"
2018,"N00033085","E1150",2018-06-25,2700,"15"
2018,"N00033085","E1100",2018-06-25,300,"15"
2018,"N00033085","E1110",2018-06-29,100,"15"
2018,"N00033085","E1100",2018-06-26,250,"15"
2018,"N00033085","E1140",2018-06-27,50,"15"
2018,"N00033085","E1110",2018-06-28,250,"15"
2018,"N00033085","E1100",2018-06-29,1500,"15"
2018,"N00033085","E3000",2018-06-25,25,"15"
2018,"N00033085","E1000",2018-06-30,2700,"15"
2018,"N00033085","E1100",2018-06-20,50,"15"
2018,"N00033085","E1140",2018-06-25,50,"15"
2018,"N00033085","E1110",2018-06-25,200,"15"
2018,"N00033085","E1150",2018-06-26,200,"15"
2018,"N00033085","E1000",2018-06-21,150,"15"
2018,"N00033085","E1120",2018-06-30,50,"15"
2018,"N00033085","E1110",2018-06-26,10,"15"
2018,"N00042354","E3000",2018-06-29,-2700,"15"
2018,"N00042354","E1140",2018-06-30,1000,"15"
2018,"N00033085","E1000",2018-06-28,25,"15"
2018,"N00027500","E1160",2018-06-30,1000,"15E"
2018,"N00033085","E1600",2018-06-21,25,"15"
2018,"N00027500","E0000",2018-06-29,1000,"15"
2018,"N00033085","E3000",2018-06-20,250,"15"
2018,"N00033085","E1100",2018-06-20,50,"15"
2018,"N00042556","E1150",2018-06-25,300,"15"
2018,"N00027500","E1000",2018-06-29,250,"15"
