party,state,amount.oil.113,amount.coal.113,amount.mining.113,amount.gas.113,amount.env.113,amount.alt_en.113,member.x,alias.x,name,amount.oil.114,amount.coal.114,amount.mining.114,amount.gas.114,amount.env.114,amount.alt_en.114,member.y,alias.y,amount.oil.115,amount.coal.115,amount.mining.115,amount.gas.115,amount.env.115,amount.alt_en.115,member.x.x,alias.x.x,amount.oil.116,amount.coal.116,amount.mining.116,amount.gas.116,amount.env.116,amount.alt_en.116,member.y.y,alias.y.y,first_name,last_name,member_id,amount.oil.117,amount.coal.117,amount.mining.117,amount.gas.117,amount.env.117,amount.alt_en.117,member,alias,rest_of_name
R,FL,NA,NA,NA,NA,NA,NA,NA,NA,yukong zhao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yukong,Zhao,NA,1000,0,0,0,0,110,NA,NA,NA
D,TX,NA,NA,NA,NA,NA,NA,NA,NA,bimal patel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bimal,Patel,NA,944,0,0,0,0,0,NA,NA,NA
D,NJ,NA,NA,NA,NA,NA,NA,NA,NA,arati kreibich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arati,Kreibich,NA,930,0,1000,78,4798,488,NA,NA,NA
D,IA,NA,NA,NA,NA,NA,NA,NA,NA,rita hart,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rita,Hart,NA,916,500,500,48,61463,24919,NA,NA,NA
D,TX,NA,NA,NA,NA,NA,NA,NA,NA,lisa welch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lisa,Welch,NA,890,0,0,0,0,0,NA,NA,NA
D,NC,NA,NA,NA,NA,NA,NA,NA,NA,scott cooper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scott,Cooper,NA,850,0,0,0,100,149,NA,NA,NA
R,FL,NA,NA,NA,NA,NA,NA,NA,NA,william olson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,William,Olson,NA,850,0,0,0,0,0,NA,NA,NA
D,MD,NA,NA,NA,NA,NA,NA,NA,NA,mckayla wilkes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mckayla,Wilkes,NA,847,0,0,520,2045,531,NA,NA,NA
R,CA,NA,NA,NA,NA,NA,NA,NA,NA,tamika hamilton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tamika,Hamilton,NA,825,0,0,0,0,0,NA,NA,NA
D,OH,NA,NA,NA,NA,NA,NA,NA,NA,jeffrey sites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jeffrey,Sites,NA,820,0,25,125,200,3160,NA,NA,NA
D,NY,NA,NA,NA,NA,NA,NA,NA,NA,evelyn farkas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evelyn,Farkas,NA,810,0,25,0,550,1295,NA,NA,NA
R,VA,NA,NA,NA,NA,NA,NA,NA,NA,leon benjamin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leon,Benjamin,NA,780,0,0,0,0,0,NA,NA,NA
R,AL,NA,NA,NA,NA,NA,NA,NA,NA,barry moore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barry,Moore,NA,754,5000,5000,0,0,11,NA,NA,NA
D,MD,NA,NA,NA,NA,NA,NA,NA,NA,terri hill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terri,Hill,NA,750,0,0,0,0,0,NA,NA,NA
R,TX,NA,NA,NA,NA,NA,NA,NA,NA,chris putnam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris,Putnam,NA,750,0,0,0,0,0,NA,NA,NA
D,MI,NA,NA,NA,NA,NA,NA,NA,NA,jon hoadley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jon,Hoadley,NA,735,0,0,30,24023,1107,NA,NA,NA
R,GA,NA,NA,NA,NA,NA,NA,NA,NA,don cole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don,Cole,NA,700,0,0,0,0,0,NA,NA,NA
R,MT,NA,NA,NA,NA,NA,NA,NA,NA,debra lamm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Debra,Lamm,NA,700,0,0,0,0,0,NA,NA,NA
D,WA,NA,NA,NA,NA,NA,NA,NA,NA,joshua collins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joshua,Collins,NA,699,0,33,169,189,148,NA,NA,NA
D,IL,NA,NA,NA,NA,NA,NA,NA,NA,dani brzozowski,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dani,Brzozowski,NA,677,0,0,152,42,600,NA,NA,NA
D,NY,NA,NA,NA,NA,NA,NA,NA,NA,roger misso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roger,Misso,NA,654,0,0,1,915,2925,NA,NA,NA
R,MN,NA,NA,NA,NA,NA,NA,NA,NA,danielle stella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Danielle,Stella,NA,650,0,0,0,0,0,NA,NA,NA
D,NC,NA,NA,NA,NA,NA,NA,NA,NA,deborah ross,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deborah,Ross,NA,646,0,100,0,17242,7300,NA,NA,NA
D,IN,NA,NA,NA,NA,NA,NA,NA,NA,frank jr mrvan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frank Jr,Mrvan,NA,635,0,0,200,0,0,NA,NA,NA
D,OH,NA,NA,NA,NA,NA,NA,NA,NA,mike larsen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mike,Larsen,NA,605,10,10,0,25,10,NA,NA,NA
D,NJ,NA,NA,NA,NA,NA,NA,NA,NA,stephanie schmid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stephanie,Schmid,NA,605,0,0,600,300,1850,NA,NA,NA
D,NC,NA,NA,NA,NA,NA,NA,NA,NA,richard bew,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Richard,Bew,NA,600,0,0,0,1500,0,NA,NA,NA
R,MI,NA,NA,NA,NA,NA,NA,NA,NA,jim lower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jim,Lower,NA,600,2609,2609,0,0,0,NA,NA,NA
R,MI,NA,NA,NA,NA,NA,NA,NA,NA,whittney williams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Whittney,Williams,NA,600,0,0,0,0,0,NA,NA,NA
D,NC,NA,NA,NA,NA,NA,NA,NA,NA,cynthia wallace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cynthia,Wallace,NA,573,275,275,50,5438,10,NA,NA,NA
D,NY,NA,NA,NA,NA,NA,NA,NA,NA,samelys lopez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Samelys,Lopez,NA,551,9,18,2,318,584,NA,NA,NA
D,AZ,NA,NA,NA,NA,NA,NA,NA,NA,delina disanto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delina,DiSanto,NA,550,0,0,0,27,25,NA,NA,NA
R,CA,NA,NA,NA,NA,NA,NA,NA,NA,ronda kennedy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ronda,Kennedy,NA,550,0,0,0,0,0,NA,NA,NA
R,TX,NA,NA,NA,NA,NA,NA,NA,NA,la cruz monica de,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,La Cruz Monica,De,NA,545,0,0,45,0,0,NA,NA,NA
D,NC,NA,NA,NA,NA,NA,NA,NA,NA,angela flynn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Angela,Flynn,NA,530,0,0,0,0,5,NA,NA,NA
D,WI,NA,NA,NA,NA,NA,NA,NA,NA,amanda stuck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Amanda,Stuck,NA,530,0,0,100,118,50,NA,NA,NA
D,MA,NA,NA,NA,NA,NA,NA,NA,NA,ihssane leckey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ihssane,Leckey,NA,527,0,0,27,194,230,NA,NA,NA
R,IL,NA,NA,NA,NA,NA,NA,NA,NA,krishna bansal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Krishna,Bansal,NA,500,0,0,0,0,0,NA,NA,NA
R,MN,NA,NA,NA,NA,NA,NA,NA,NA,regina barr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Regina,Barr,NA,500,0,0,0,0,100,NA,NA,NA
D,MD,NA,NA,NA,NA,NA,NA,NA,NA,talmadge branch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Talmadge,Branch,NA,500,0,0,500,0,0,NA,NA,NA
D,NC,NA,NA,NA,NA,NA,NA,NA,NA,clayton brooks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clayton,Brooks,NA,500,0,0,0,0,0,NA,NA,NA
R,NY,NA,NA,NA,NA,NA,NA,NA,NA,jineea butler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jineea,Butler,NA,500,0,0,0,0,0,NA,NA,NA
R,TX,NA,NA,NA,NA,NA,NA,NA,NA,keli chevalier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keli,Chevalier,NA,500,0,0,0,0,0,NA,NA,NA
R,MT,NA,NA,NA,NA,NA,NA,NA,NA,joe dooling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joe,Dooling,NA,500,0,0,0,0,0,NA,NA,NA
R,CA,NA,NA,NA,NA,NA,NA,NA,NA,charles dossett,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charles,Dossett,NA,500,0,0,0,0,1000,NA,NA,NA
R,FL,NA,NA,NA,NA,NA,NA,NA,NA,heather fitzenhagen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heather,Fitzenhagen,NA,500,0,0,0,0,0,NA,NA,NA
R,OH,NA,NA,NA,NA,NA,NA,NA,NA,laverne gore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laverne,Gore,NA,500,0,500,0,0,0,NA,NA,NA
R,CA,NA,NA,NA,NA,NA,NA,NA,NA,peggy huang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peggy,Huang,NA,500,0,0,500,0,0,NA,NA,NA
R,CT,NA,NA,NA,NA,NA,NA,NA,NA,robert finley hyde,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robert Finley,Hyde,NA,500,0,0,0,0,0,NA,NA,NA
3,MN,NA,NA,NA,NA,NA,NA,NA,NA,chris kelley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris,Kelley,NA,500,0,0,0,0,0,NA,NA,NA
R,MI,NA,NA,NA,NA,NA,NA,NA,NA,al lemmo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Al,Lemmo,NA,500,0,0,0,0,0,NA,NA,NA
D,TX,NA,NA,NA,NA,NA,NA,NA,NA,carolyn salter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carolyn,Salter,NA,500,0,0,0,0,720,NA,NA,NA
R,IA,NA,NA,NA,NA,NA,NA,NA,NA,bobby schilling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bobby,Schilling,NA,500,0,0,0,0,0,NA,NA,NA
R,CA,NA,NA,NA,NA,NA,NA,NA,NA,aja smith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aja,Smith,NA,500,0,0,0,0,0,NA,NA,NA
R,CA,NA,NA,NA,NA,NA,NA,NA,NA,jeremy staat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jeremy,Staat,NA,500,0,0,0,0,0,NA,NA,NA
D,UT,NA,NA,NA,NA,NA,NA,NA,NA,devin thorpe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Devin,Thorpe,NA,500,0,0,0,250,50,NA,NA,NA
R,PA,NA,NA,NA,NA,NA,NA,NA,NA,scott timko,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scott,Timko,NA,500,0,500,0,0,0,NA,NA,NA
R,OK,NA,NA,NA,NA,NA,NA,NA,NA,merideth vansant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Merideth,Vansant,NA,500,0,0,0,0,0,NA,NA,NA
D,UT,NA,NA,NA,NA,NA,NA,NA,NA,john kael weston,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,John Kael,Weston,NA,500,0,100,0,105,175,NA,NA,NA
R,IL,NA,NA,NA,NA,NA,NA,NA,NA,kerry allen wolff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kerry Allen,Wolff,NA,500,0,0,0,0,0,NA,NA,NA
D,LA,NA,NA,NA,NA,NA,NA,NA,NA,kenny houston,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kenny,Houston,NA,490,0,0,0,0,0,NA,NA,NA
D,TN,NA,NA,NA,NA,NA,NA,NA,NA,blair nicole walsingham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blair Nicole,Walsingham,NA,481,0,0,0,25,44,NA,NA,NA
D,TX,NA,NA,NA,NA,NA,NA,NA,NA,heidi sloan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heidi,Sloan,NA,477,0,0,0,3725,367,NA,NA,NA
D,IL,NA,NA,NA,NA,NA,NA,NA,NA,erika weaver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Erika,Weaver,NA,475,0,0,0,0,0,NA,NA,NA
R,MI,NA,NA,NA,NA,NA,NA,NA,NA,david dudenhoefer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,David,Dudenhoefer,NA,450,0,310,0,0,150,NA,NA,NA
D,WA,NA,NA,NA,NA,NA,NA,NA,NA,beth doglio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beth,Doglio,NA,430,0,1132,47,68647,4071,NA,NA,NA
D,WI,NA,NA,NA,NA,NA,NA,NA,NA,roger polack,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Roger,Polack,NA,430,0,0,0,54,305,NA,NA,NA
D,OH,NA,NA,NA,NA,NA,NA,NA,NA,hillary o connor mueri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hillary O'Connor,Mueri,NA,420,0,0,0,35,1010,NA,NA,NA
R,TX,NA,NA,NA,NA,NA,NA,NA,NA,alma arredondo lynch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alma,Arredondo-Lynch,NA,400,0,0,0,0,0,NA,NA,NA
R,GA,NA,NA,NA,NA,NA,NA,NA,NA,angela stanton king,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Angela,Stanton-King,NA,400,0,0,0,0,0,NA,NA,NA
R,PA,NA,NA,NA,NA,NA,NA,NA,NA,teddy daniels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Teddy,Daniels,NA,355,0,0,0,0,0,NA,NA,NA
D,KS,NA,NA,NA,NA,NA,NA,NA,NA,kali barnett,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kali,Barnett,NA,350,0,0,0,25,3315,NA,NA,NA
D,TN,NA,NA,NA,NA,NA,NA,NA,NA,christopher hale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Christopher,Hale,NA,350,0,50,0,230,10,NA,NA,NA
D,CA,NA,NA,NA,NA,NA,NA,NA,NA,chris bubser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chris,Bubser,NA,338,0,0,13,12111,408,NA,NA,NA
D,TX,NA,NA,NA,NA,NA,NA,NA,NA,liz wahl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liz,Wahl,NA,335,0,0,0,38,0,NA,NA,NA
D,NY,NA,NA,NA,NA,NA,NA,NA,NA,ruben sr diaz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ruben Sr,Diaz,NA,325,0,0,0,0,0,NA,NA,NA
D,TX,NA,NA,NA,NA,NA,NA,NA,NA,eric hanke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eric,Hanke,NA,325,0,0,200,0,0,NA,NA,NA
D,TX,NA,NA,NA,NA,NA,NA,NA,NA,tom watson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tom,Watson,NA,305,0,0,0,0,5,NA,NA,NA
R,CA,NA,NA,NA,NA,NA,NA,NA,NA,deanna lorraine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deanna,Lorraine,NA,300,0,0,0,0,0,NA,NA,NA
R,TX,NA,NA,NA,NA,NA,NA,NA,NA,jon mark menefee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jon Mark,Menefee,NA,300,0,0,0,0,0,NA,NA,NA
D,OH,NA,NA,NA,NA,NA,NA,NA,NA,nick rubando,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nick,Rubando,NA,300,0,0,0,687,1150,NA,NA,NA
R,OH,NA,NA,NA,NA,NA,NA,NA,NA,jonah schulz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jonah,Schulz,NA,300,0,0,0,0,0,NA,NA,NA
D,LA,NA,NA,NA,NA,NA,NA,NA,NA,gary chambers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gary,Chambers,NA,285,0,0,0,25,0,NA,NA,NA
D,FL,NA,NA,NA,NA,NA,NA,NA,NA,jennifer perelman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jennifer,Perelman,NA,271,0,50,33,262,1217,NA,NA,NA
R,TX,NA,NA,NA,NA,NA,NA,NA,NA,tre pennie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tre,Pennie,NA,269,0,0,0,0,0,NA,NA,NA
D,NY,NA,NA,NA,NA,NA,NA,NA,NA,mel gagarin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mel,Gagarin,NA,260,0,0,0,0,10,NA,NA,NA
R,TX,NA,NA,NA,NA,NA,NA,NA,NA,johnny teague,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johnny,Teague,NA,252,0,0,252,0,0,NA,NA,NA
R,ME,NA,NA,NA,NA,NA,NA,NA,NA,jay allen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jay,Allen,NA,250,0,0,0,0,0,NA,NA,NA
R,TX,NA,NA,NA,NA,NA,NA,NA,NA,james berryhill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,James,Berryhill,NA,250,0,0,0,0,0,NA,NA,NA
R,TX,NA,NA,NA,NA,NA,NA,NA,NA,darwin boedeker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Darwin,Boedeker,NA,250,0,0,0,0,0,NA,NA,NA
R,FL,NA,NA,NA,NA,NA,NA,NA,NA,vennia francois,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vennia,Francois,NA,250,0,0,0,0,0,NA,NA,NA
R,GA,NA,NA,NA,NA,NA,NA,NA,NA,mark gonsalves,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mark,Gonsalves,NA,250,0,0,0,0,0,NA,NA,NA
D,CO,NA,NA,NA,NA,NA,NA,NA,NA,james iacino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,James,Iacino,NA,250,100,200,0,315,0,NA,NA,NA
D,TX,NA,NA,NA,NA,NA,NA,NA,NA,brandon rashad lewis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brandon Rashad,Lewis,NA,250,0,0,50,0,0,NA,NA,NA
D,FL,NA,NA,NA,NA,NA,NA,NA,NA,imtiaz mohammad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Imtiaz,Mohammad,NA,250,0,0,0,0,0,NA,NA,NA
R,NC,NA,NA,NA,NA,NA,NA,NA,NA,jeff moore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jeff,Moore,NA,250,0,0,250,0,0,NA,NA,NA
