party,state,amount.oil.113,amount.coal.113,amount.mining.113,amount.gas.113,amount.env.113,amount.alt_en.113,member.x,alias.x,name,amount.oil.114,amount.coal.114,amount.mining.114,amount.gas.114,amount.env.114,amount.alt_en.114,member.y,alias.y,amount.oil.115,amount.coal.115,amount.mining.115,amount.gas.115,amount.env.115,amount.alt_en.115,member.x.x,alias.x.x,amount.oil.116,amount.coal.116,amount.mining.116,amount.gas.116,amount.env.116,amount.alt_en.116,member.y.y,alias.y.y,first_name,last_name,member_id,amount.oil.117,amount.coal.117,amount.mining.117,amount.gas.117,amount.env.117,amount.alt_en.117,member,alias,rest_of_name
D,TX,8000,0,0,3000,1500,0,NA,NA,eddie bernice johnson,8570,0,0,3500,1000,1000,NA,NA,4000,0,0,0,2500,0,NA,NA,3756,0,0,0,2000,0,NA,NA,Eddie Bernice,Johnson,NA,23200,0,0,0,3800,0,NA,NA,NA
D,MA,8000,0,0,1000,10750,11313,NA,NA,ed markey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ed,Markey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,MI,8000,0,2500,0,0,0,NA,NA,candice s miller,30500,0,0,4000,0,13500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Candice S,Miller,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,NM,7900,0,0,0,16240,250,NA,NA,michelle lujan grisham,18700,0,0,0,4250,1750,NA,NA,11750,0,5000,0,5500,2500,NA,NA,0,0,0,0,2000,0,NA,NA,Michelle Lujan,Grisham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,CT,7750,0,0,0,250,0,NA,NA,steve obsitnik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Steve,Obsitnik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,CO,7550,0,0,0,250,0,NA,NA,eric a weissmann,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eric A,Weissmann,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,UT,7500,0,0,2500,0,0,NA,NA,david clark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,David,Clark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,AZ,7500,0,0,1500,0,0,NA,NA,ron gould,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ron,Gould,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,NY,7500,0,0,1000,0,0,NA,NA,richard hanna,7100,0,0,3600,0,3500,NA,NA,0,0,0,0,250,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Richard,Hanna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,NJ,7500,0,0,1000,8850,500,NA,NA,frank lobiondo,14750,0,0,1000,8390,700,NA,NA,11000,0,0,5500,4500,0,NA,NA,-1500,0,0,-1500,0,0,NA,NA,Frank,LoBiondo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,NY,7500,0,0,0,0,0,NA,NA,george k phillips,-5000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,George K,Phillips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,SC,7250,0,2500,0,0,0,NA,NA,tom rice,10500,1000,2000,2500,0,0,NA,NA,15750,0,0,0,0,0,NA,NA,29950,0,250,0,0,2000,NA,NA,Tom,Rice,NA,12500,0,0,0,6100,0,NA,NA,NA
D,CA,7200,0,0,1000,2750,3500,NA,NA,mike thompson,18250,0,1000,2000,5000,1500,NA,NA,7500,0,0,0,14000,9885,NA,NA,22000,0,0,1000,3025,8000,NA,NA,Mike,Thompson,NA,24250,0,0,2000,200,25103,NA,NA,NA
D,NJ,7000,0,0,5000,0,1500,NA,NA,bill jr pascrell,2500,0,0,2000,2500,0,NA,NA,2750,0,0,1000,2000,7000,NA,NA,0,0,0,0,1000,0,NA,NA,Bill Jr,Pascrell,NA,3500,0,0,0,1125,12000,NA,NA,NA
R,AL,7000,3500,4500,1000,0,0,NA,NA,martha roby,10500,3600,5600,3000,0,0,NA,NA,21950,7500,7500,2000,0,0,NA,NA,28100,2000,2000,2500,0,0,NA,NA,Martha,Roby,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,MA,6950,0,0,1000,0,500,NA,NA,bill keating,5850,0,0,2500,2000,250,NA,NA,8250,0,0,3000,4000,0,NA,NA,6250,0,0,2500,1850,100,NA,NA,Bill,Keating,NA,3100,0,0,0,1000,1100,NA,NA,NA
D,IL,6750,0,0,3500,23500,1000,NA,NA,bill foster,15850,0,0,3100,29050,8950,NA,NA,19350,0,0,5400,28519,4200,NA,NA,7950,0,0,0,16500,9610,NA,NA,Bill,Foster,NA,6340,0,0,0,14977,7120,NA,NA,NA
D,AZ,6750,0,4000,1500,2500,0,NA,NA,ann kirkpatrick,6700,0,7500,0,7000,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3746,0,5,22,15743,3022,NA,NA,Ann,Kirkpatrick,NA,800,0,5007,159,675,437,NA,NA,NA
R,FL,6600,2500,2750,0,0,0,NA,NA,karen harrington,1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karen,Harrington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,SC,6500,0,0,0,0,0,NA,NA,andre bauer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Andre,Bauer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,CO,6500,0,0,0,0,0,NA,NA,kevin lundberg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kevin,Lundberg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,CO,6500,0,0,0,6750,0,NA,NA,jared polis,6200,0,0,0,18400,0,NA,NA,7500,0,0,0,10975,0,NA,NA,1000,0,0,0,-500,0,NA,NA,Jared,Polis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,CA,6500,0,0,0,0,0,NA,NA,laura richardson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laura,Richardson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,IN,6500,1000,1000,1000,0,500,NA,NA,pete visclosky,7500,1700,1700,0,0,0,NA,NA,8000,0,2000,2000,0,1000,NA,NA,7051,0,2000,2000,0,2000,NA,NA,Pete,Visclosky,NA,0,0,1000,0,0,500,NA,NA,NA
D,MN,6500,0,0,0,5900,13200,NA,NA,tim walz,6500,0,0,0,6000,8500,NA,NA,15500,0,0,0,300,4500,NA,NA,7500,0,0,0,0,0,NA,NA,Tim,Walz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,NC,6450,0,0,0,0,0,NA,NA,vernon robinson,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,250,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vernon,Robinson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,AL,6250,0,1000,0,0,0,NA,NA,mo brooks,5500,2500,2500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2250,2500,16000,0,500,4000,NA,NA,Mo,Brooks,NA,2503,0,0,0,0,0,NA,NA,NA
D,IN,6250,0,0,0,5250,0,NA,NA,david l crooks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,David L,Crooks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,NC,6250,16500,30000,2250,0,0,NA,NA,scott keadle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scott,Keadle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,CT,6125,0,0,500,0,0,NA,NA,justin bernier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Justin,Bernier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,CA,6000,0,0,0,0,0,NA,NA,joe baca,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joe,Baca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,CA,6000,0,0,0,0,0,NA,NA,ronald calderon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ronald,Calderon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,NC,6000,0,1000,3000,0,0,NA,NA,howard coble,2000,0,0,1000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Howard,Coble,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,TN,6000,0,0,1000,500,0,NA,NA,jim cooper,6200,0,0,1000,0,0,NA,NA,3500,0,0,1000,0,2700,NA,NA,6500,0,0,0,0,1250,NA,NA,Jim,Cooper,NA,4000,0,0,0,3200,1000,NA,NA,NA
D,OR,6000,0,0,1000,0,0,NA,NA,peter defazio,7000,0,0,1000,3140,500,NA,NA,5500,0,0,0,3112,0,NA,NA,14500,0,0,2500,2375,40,NA,NA,Peter,DeFazio,NA,6361,1,6,-2795,52828,4976,NA,NA,NA
D,TX,6000,0,0,0,0,0,NA,NA,beto o rourke,19500,0,0,0,1000,0,NA,NA,250,0,0,250,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beto,O'Rourke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,WI,6000,0,0,1000,300,0,NA,NA,tom petri,2000,0,500,-1000,0,0,NA,NA,-1000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tom,Petri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,WA,6000,250,500,6000,19503,15650,NA,NA,dave reichert,8900,0,1500,5000,5000,7500,NA,NA,10000,0,250,4750,0,16500,NA,NA,1500,0,0,0,0,0,NA,NA,Dave,Reichert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,FL,5850,2750,2750,0,13895,2750,NA,NA,patrick murphy,11400,0,0,0,25910,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patrick,Murphy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,HI,5750,0,0,0,0,0,NA,NA,charles djou,8250,0,0,0,0,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charles,Djou,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,IL,5750,250,250,1000,40693,3000,NA,NA,tammy duckworth,3750,-250,0,2500,27599,13850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tammy,Duckworth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,NY,5750,0,1000,1000,2200,1750,NA,NA,carolyn maloney,12400,0,0,0,5850,1000,NA,NA,10805,0,0,5,2500,0,NA,NA,11400,0,2000,0,3550,1500,NA,NA,Carolyn,Maloney,NA,11954,0,0,0,2,2250,NA,NA,NA
D,MA,5750,0,0,5000,8143,250,NA,NA,john f tierney,5200,0,0,5200,5250,250,NA,NA,-5200,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,John F,Tierney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,FL,5700,0,0,0,5000,0,NA,NA,mario diaz balart,3500,0,0,0,8000,0,NA,NA,6000,0,0,3500,1000,0,NA,NA,26500,0,0,0,0,0,NA,NA,Mario,Diaz-Balart,NA,44100,0,0,2000,0,0,NA,NA,NA
D,NJ,5600,0,0,0,0,0,NA,NA,john arvanites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,John,Arvanites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,OR,5500,0,0,1500,250,0,NA,NA,brad avakian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brad,Avakian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,GA,5500,0,2000,2000,0,0,NA,NA,sanford bishop,9000,1000,6000,0,0,0,NA,NA,14000,3000,7000,0,0,1000,NA,NA,11750,2500,8500,1000,0,1000,NA,NA,Sanford,Bishop,NA,17500,1250,9250,5000,0,1000,NA,NA,NA
D,CA,5500,500,500,0,56606,2750,NA,NA,lois capps,3000,0,0,0,42000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lois,Capps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,MA,5500,0,0,2000,1000,0,NA,NA,barney frank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barney,Frank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,CA,5500,0,1000,5500,33285,2750,NA,NA,john garamendi,0,0,0,0,16094,5100,NA,NA,1000,0,0,1000,5327,6400,NA,NA,0,0,0,0,3000,2500,NA,NA,John,Garamendi,NA,2500,0,0,0,2250,2750,NA,NA,NA
R,TX,5500,0,0,0,0,0,NA,NA,michael truncale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michael,Truncale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,OH,5250,4500,4500,0,0,0,NA,NA,jean schmidt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jean,Schmidt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,CO,5250,0,500,0,1500,950,NA,NA,brandon shaffer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brandon,Shaffer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,KY,5050,0,0,3000,500,0,NA,NA,ben chandler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ben,Chandler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,AZ,5000,0,5000,0,0,4900,NA,NA,kirk adams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kirk,Adams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,CA,5000,0,0,0,9114,1750,NA,NA,debra bowen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Debra,Bowen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,IN,5000,0,0,0,0,0,NA,NA,dan burton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dan,Burton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,MO,5000,0,0,0,0,0,NA,NA,william l jr clay,0,0,0,0,1000,0,NA,NA,4000,0,0,0,2000,0,NA,NA,0,2500,2500,0,1500,0,NA,NA,William L Jr,Clay,NA,3000,0,0,3000,0,1000,NA,NA,NA
R,NY,5000,0,0,0,0,0,NA,NA,matt doheny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matt,Doheny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,CA,5000,0,0,0,2750,3000,NA,NA,denise moreno ducheny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Denise Moreno,Ducheny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,MO,5000,8500,16750,0,0,2000,NA,NA,jo ann emerson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jo Ann,Emerson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,AZ,5000,0,250,0,3050,5750,NA,NA,gabrielle giffords,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gabrielle,Giffords,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,NY,5000,0,0,0,0,0,NA,NA,daniel j halloran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Daniel J,Halloran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,CA,5000,0,0,1000,0,0,NA,NA,wally herger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wally,Herger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,CA,5000,0,0,1000,54400,26602,NA,NA,jerry mcnerney,6500,0,0,2000,34000,21150,NA,NA,4500,0,0,2000,46457,18750,NA,NA,6900,0,0,3500,9950,12700,NA,NA,Jerry,McNerney,NA,5000,0,0,3000,8350,17450,NA,NA,NA
D,VA,5000,0,0,4000,7000,3500,NA,NA,jim moran,4000,0,2600,3000,8500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jim,Moran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,MI,5000,0,0,0,1750,0,NA,NA,steve pestka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Steve,Pestka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,CA,5000,0,0,0,1000,0,NA,NA,david cruz thayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,David Cruz,Thayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,NV,5000,0,22000,2500,11635,500,NA,NA,dina titus,6600,0,13000,0,2500,5500,NA,NA,0,0,13000,0,3060,6000,NA,NA,2500,0,7500,2500,2033,0,NA,NA,Dina,Titus,NA,0,0,9500,0,2125,255,NA,NA,NA
D,NY,5000,0,0,4000,2500,6250,NA,NA,paul tonko,4500,0,0,3500,4750,10800,NA,NA,5400,0,0,4000,11957,7390,NA,NA,24475,0,0,8000,4153,22290,NA,NA,Paul,Tonko,NA,45801,0,0,18000,20780,62340,NA,NA,NA
R,OH,5000,0,0,0,0,0,NA,NA,michael r turner,23000,0,0,6000,0,0,NA,NA,29950,0,0,2000,0,0,NA,NA,15200,0,1000,0,0,0,NA,NA,Michael R,Turner,NA,28756,0,0,4372,0,4,NA,NA,NA
R,VA,5000,0,0,2000,5000,0,NA,NA,rob wittman,9950,0,0,3000,8500,0,NA,NA,13250,0,0,0,2750,0,NA,NA,21615,0,0,8500,500,0,NA,NA,Rob,Wittman,NA,52393,67,242,15599,0,626,NA,NA,NA
R,FL,5000,0,500,0,0,0,NA,NA,ted yoho,7000,0,0,0,0,0,NA,NA,9150,0,0,3750,0,0,NA,NA,4500,0,0,3000,0,0,NA,NA,Ted,Yoho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,AL,5000,0,0,0,0,0,NA,NA,dean young,250,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dean,Young,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,TX,4950,0,0,0,0,0,NA,NA,bill burch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bill,Burch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,VA,4600,0,0,0,0,0,NA,NA,keith s fimian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keith S,Fimian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,TX,4500,0,5000,1000,0,0,NA,NA,mike jackson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mike,Jackson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,CA,4500,0,0,2500,5500,500,NA,NA,ro khanna,4200,0,0,0,250,1500,NA,NA,2700,0,0,0,5400,1000,NA,NA,11311,0,0,0,0,5641,NA,NA,Ro,Khanna,NA,2986,40,5665,7,14957,6226,NA,NA,NA
D,CA,4500,0,0,4500,0,0,NA,NA,grace napolitano,6500,0,0,6500,2000,0,NA,NA,5000,0,0,5000,2651,0,NA,NA,3500,0,0,3500,3000,2500,NA,NA,Grace,Napolitano,NA,3000,0,0,2000,0,0,NA,NA,NA
D,CT,4500,0,0,0,0,0,NA,NA,dan roberti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dan,Roberti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,MD,4500,0,0,0,0,2500,NA,NA,dutch ruppersberger,4500,1000,1000,2000,0,7800,NA,NA,3500,0,0,2000,2752,2700,NA,NA,500,0,0,0,0,0,NA,NA,Dutch,Ruppersberger,NA,1000,0,0,1000,0,8200,NA,NA,NA
D,OH,4500,0,1000,0,22319,0,NA,NA,betty sue sutton,0,0,0,0,-91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Betty Sue,Sutton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,FL,4250,0,0,0,7100,0,NA,NA,debbie wasserman schultz,1000,0,0,1000,31350,5750,NA,NA,1050,0,0,0,22330,8400,NA,NA,3000,0,0,0,6537,0,NA,NA,Debbie Wasserman,Schultz,NA,395,0,0,250,8275,3185,NA,NA,NA
R,MO,4050,0,0,0,0,0,NA,NA,ed martin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ed,Martin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,AZ,4000,0,250,3000,14981,6600,NA,NA,ron barber,2450,0,3500,1700,22265,12200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ron,Barber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,AR,4000,0,0,0,0,0,NA,NA,clark hall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clark,Hall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,TN,4000,0,0,0,0,0,NA,NA,scottie mayfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scottie,Mayfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,NY,4000,0,0,0,1000,0,NA,NA,jerrold nadler,5700,0,0,0,0,0,NA,NA,5650,0,0,0,7550,0,NA,NA,5400,0,0,0,1510,0,NA,NA,Jerrold,Nadler,NA,1111,0,0,0,235,5610,NA,NA,NA
R,OK,4000,0,1000,0,0,0,NA,NA,wayne pettigrew,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wayne,Pettigrew,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,CA,4000,0,0,0,500,0,NA,NA,loretta sanchez,1500,0,0,0,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loretta,Sanchez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,OK,3950,0,0,0,0,0,NA,NA,george e faught,500,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,George E,Faught,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,NY,3900,0,0,0,1500,0,NA,NA,hakeem jeffries,0,0,0,0,200,1000,NA,NA,1000,0,0,0,2000,0,NA,NA,0,0,0,0,2250,25,NA,NA,Hakeem,Jeffries,NA,18370,0,0,5,13414,3000,NA,NA,NA
D,IN,3800,0,0,0,2250,0,NA,NA,andre carson,8750,0,0,0,0,0,NA,NA,1250,0,0,0,0,1000,NA,NA,2250,0,0,0,250,0,NA,NA,Andre,Carson,NA,850,0,0,0,2003,0,NA,NA,NA
D,MD,3750,0,0,0,500,0,NA,NA,elijah e cummings,6850,0,0,0,3850,0,NA,NA,5000,0,0,0,5052,0,NA,NA,3088,0,0,0,2050,0,NA,NA,Elijah E,Cummings,NA,1098,0,0,1000,1205,0,NA,NA,NA
R,GA,3500,0,0,0,0,0,NA,NA,richard w allen,39750,0,1750,10200,0,0,NA,NA,15500,0,0,0,0,0,NA,NA,9800,0,1500,2500,0,0,NA,NA,Richard W,Allen,NA,19000,0,1000,5000,75,0,NA,NA,NA
D,OR,3500,0,0,3500,3200,24405,NA,NA,earl blumenauer,2500,0,0,2000,11250,8842,NA,NA,3900,0,0,3650,10650,17200,NA,NA,3532,0,0,3275,4838,16220,NA,NA,Earl,Blumenauer,NA,200,0,0,172,7101,17391,NA,NA,NA
D,MI,3500,0,1000,0,1700,0,NA,NA,john jr conyers,7500,0,0,0,595,0,NA,NA,0,0,0,0,1250,0,NA,NA,1816,0,0,0,504,0,NA,NA,John Jr,Conyers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,IL,3500,0,0,1500,0,1000,NA,NA,danny k davis,2000,0,500,0,1000,1000,NA,NA,2000,0,0,0,1000,6000,NA,NA,3000,0,0,0,0,0,NA,NA,Danny K,Davis,NA,1000,0,0,0,0,8000,NA,NA,NA
D,CT,3500,0,1750,1000,3750,1000,NA,NA,jim himes,6750,0,2750,6500,10700,2600,NA,NA,3000,0,2600,3000,5209,25,NA,NA,2001,0,2000,1000,7456,0,NA,NA,Jim,Himes,NA,12701,0,20,0,1075,0,NA,NA,NA
