"","LastName","FirstName","State","Party","Amount.oil.114","Amount.coal.114","Amount.mining.114","Amount.gas.114","Amount.env.114","Amount.alt_en.114","member_id","Alias"
"57","Chabot","Steve","OH","R",14600,0,0,1000,0,0,"C000266",NA
"58","Chaffetz","Jason","UT","R",39350,4000,8000,3250,0,0,"C001076",NA
"59","Chu","Judy","CA","D",0,2500,2500,0,2000,0,"C001080",NA
"60","Cicilline","David","RI","D",500,0,0,0,1000,4000,"C001084",NA
"61","Clark","Katherine","MA","D",15400,0,300,12400,6375,1150,"C001101",NA
"62","Clarke","Yvette","NY","D",0,0,0,0,0,0,"C001067",NA
"63","Clawson","Curt","FL","R",1000,0,500,0,0,250,"C001102",NA
"64","Clay","William L Jr","MO","D",0,0,0,0,1000,0,"C001049",NA
"65","Cleaver","Emanuel","MO","D",0,0,0,0,2000,0,"C001061",NA
"66","Clyburn","James E","SC","D",9500,0,1000,2000,2500,1750,"C000537",NA
"67","Coffman","Mike","CO","R",372000,21200,44950,10750,2250,500,"C001077",NA
"68","Cohen","Steve","TN","D",250,0,0,0,5250,0,"C001068",NA
"69","Cole","Tom","OK","R",123200,1000,2000,13000,0,2000,"C001053",NA
"70","Watson Coleman","Bonnie","NJ","D",0,0,0,0,0,0,"W000822",NA
"71","Collins","Chris","NY","R",50800,0,0,17800,0,0,"C001092",NA
"72","Collins","Doug","GA","R",17250,0,500,2000,0,0,"C001093",NA
"73","Comstock","Barbara","VA","R",67300,8800,10800,12150,500,0,"C001105",NA
"74","Conaway","Mike","TX","R",263450,0,0,5000,0,5100,"C001062",NA
"75","Connolly","Gerry","VA","D",5000,0,0,3000,3000,0,"C001078",NA
"76","Conyers","John Jr","MI","D",7500,0,0,0,595,0,"C000714","Jr."
"77","Cook","Paul","CA","R",4800,0,750,0,0,7100,"C001094",NA
"78","Cooper","Jim","TN","D",6200,0,0,1000,0,0,"C000754",NA
"79","Costa","Jim","CA","D",99929,3000,10500,23999,3500,4000,"C001059",NA
"80","Costello","Ryan","PA","R",31500,0,6150,11500,0,0,"C001106",NA
"81","Courtney","Joe","CT","D",3500,0,0,0,5750,0,"C001069",NA
"82","Cramer","Kevin","ND","R",272250,19400,24400,16500,0,2000,"C001096",NA
"83","Crawford","Rick","AR","R",12800,0,0,2000,0,1000,"C001087",NA
"84","Crenshaw","Ander","FL","R",7500,0,0,0,0,0,"C001045",NA
"85","Crowley","Joseph","NY","D",5500,0,0,5500,6700,7575,"C001038",NA
"86","Cuellar","Henry","TX","D",135758,0,8000,16000,0,0,"C001063",NA
"87","Culberson","John","TX","R",92150,0,0,6000,0,0,"C001048",NA
"88","Cummings","Elijah E","MD","D",6850,0,0,0,3850,0,"C000984",NA
"89","Curbelo","Carlos","FL","R",17500,0,0,0,500,0,"C001107",NA
"90","Davidson","Warren","OH","R",0,0,0,0,0,0,"D000626",NA
"91","Davis","Danny K","IL","D",2000,0,500,0,1000,1000,"D000096",NA
"92","Davis","Rodney","IL","R",85690,61665,110312,12500,0,17600,"D000619",NA
"93","Davis","Susan","CA","D",0,0,0,0,6500,0,"D000598",NA
"94","DeFazio","Peter","OR","D",7000,0,0,1000,3140,500,"D000191",NA
"95","DeGette","Diana","CO","D",1500,0,0,0,4500,250,"D000197",NA
"96","Delaney","John K","MD","D",2500,0,0,2500,5000,0,"D000620",NA
"97","DeLauro","Rosa","CT","D",0,0,1400,0,5500,0,"D000216",NA
"98","DelBene","Suzan","WA","D",10000,0,0,0,47301,1250,"D000617",NA
"99","Denham","Jeff","CA","R",71798,2500,10700,13000,0,0,"D000612",NA
"100","Dent","Charlie","PA","R",54900,2000,4000,7500,0,0,"D000604",NA
"101","DeSantis","Ron","FL","R",22000,0,0,0,0,0,"D000621",NA
"102","Desaulnier","Mark","CA","D",8000,0,0,0,5140,0,"D000623",NA
"103","Desjarlais","Scott","TN","R",2250,1000,1000,0,0,0,"D000616",NA
"104","Deutch","Ted","FL","D",0,0,0,0,1000,2000,"D000610",NA
"105","Diaz-Balart","Mario","FL","R",3500,0,0,0,8000,0,"D000600",NA
"106","Dingell","Debbie","MI","D",14000,0,3000,6500,11076,0,"D000624",NA
"107","Doggett","Lloyd","TX","D",8150,0,0,-1000,4250,4250,"D000399",NA
"108","Dold","Bob","IL","R",25350,2600,3600,7000,5900,0,"D000613",NA
"109","Donovan","Dan","NY","R",0,0,0,0,0,0,"D000625","Jr."
"110","Doyle","Mike","PA","D",29000,5500,11000,13500,0,0,"D000482",NA
"111","Duckworth","Tammy","IL","D",3750,-250,0,2500,27599,13850,"D000622",NA
"112","Duffy","Sean P","WI","R",36550,0,1000,0,0,0,"D000614",NA
"113","Duncan","Jeff","SC","R",51660,1000,1000,16500,5000,0,"D000615",NA
"114","Duncan","John J Jr","TN","R",12500,2750,3750,0,0,0,"D000534",NA
"115","Edwards","Donna","MD","D",3000,0,0,3000,8750,0,"E000290",NA
"116","Ellison","Keith","MN","D",2750,0,0,500,7700,750,"E000288",NA
"117","Ellmers","Renee","NC","R",62250,1000,1000,10000,0,0,"E000291",NA
"118","Emmer","Tom","MN","R",41400,500,500,0,0,0,"E000294",NA
"119","Engel","Eliot","NY","D",2000,0,3600,0,2000,0,"E000179",NA
"120","Eshoo","Anna","CA","D",3000,0,0,1000,3210,11900,"E000215",NA
"121","Esty","Elizabeth","CT","D",1000,0,1150,1000,61280,4600,"E000293",NA
"122","Farenthold","Blake","TX","R",109325,0,1000,13000,6600,0,"F000460",NA
"123","Farr","Sam","CA","D",250,0,0,0,17550,500,"F000030",NA
"124","Fincher","Steve","TN","R",34700,1000,2000,0,0,0,"F000458",NA
"125","Fitzpatrick","Michael G","PA","R",26700,2000,2000,6000,8600,4000,"F000451",NA
"126","Fleischmann","Chuck","TN","R",23400,2000,5000,4000,0,0,"F000459",NA
"127","Fleming","John","LA","R",188000,0,11100,7000,16400,0,"F000456",NA
"128","Flores","Bill","TX","R",213789,1000,7000,23500,2000,10400,"F000461",NA
"129","Forbes","Randy","VA","R",10500,0,5200,2000,0,0,"F000445",NA
"130","Fortenberry","Jeff","NE","R",800,0,0,0,0,2000,"F000449",NA
"131","Foster","Bill","IL","D",15850,0,0,3100,29050,8950,"F000454",NA
"132","Foxx","Virginia","NC","R",25050,3000,3000,5000,0,0,"F000450",NA
"133","Frankel","Lois","FL","D",5100,0,0,0,2000,0,"F000462",NA
"134","Franks","Trent","AZ","R",12700,0,5000,5100,0,0,"F000448",NA
"135","Frelinghuysen","Rodney","NJ","R",8050,2000,2000,3000,0,500,"F000372",NA
"136","Fudge","Marcia","OH","D",14950,0,0,1250,1000,0,"F000455",NA
"137","Gabbard","Tulsi","HI","D",2250,0,0,1000,2500,17150,"G000571",NA
"138","Gallego","Ruben","AZ","D",0,0,0,0,5641,1000,"G000574",NA
"139","Garamendi","John","CA","D",0,0,0,0,16094,5100,"G000559",NA
"140","Garrett","Scott","NJ","R",48600,0,0,8000,0,10625,"G000548",NA
"141","Gibbs","Bob","OH","R",69800,14600,18100,20100,0,0,"G000563",NA
"142","Gibson","Chris","NY","R",30950,0,0,7000,13200,11500,"G000564",NA
"143","Gohmert","Louis B Jr","TX","R",47600,0,2000,2000,2000,0,"G000552",NA
"144","Goodlatte","Bob","VA","R",45250,0,1000,3250,0,0,"G000289",NA
"145","Gosar","Paul","AZ","R",12500,2000,14000,1500,500,2000,"G000565",NA
"146","Gowdy","Trey","SC","R",20000,0,0,5500,0,0,"G000566",NA
"147","Graham","Gwen","FL","D",2250,0,0,0,61120,0,"G000575",NA
"148","Granger","Kay","TX","R",83850,0,2000,0,0,0,"G000377",NA
"149","Graves","Garret","LA","R",122035,0,6000,8250,28000,0,"G000577",NA
"150","Graves","Sam","MO","R",21000,1000,3000,2000,0,6000,"G000546",NA
"151","Graves","Tom","GA","R",23200,0,9550,1000,0,0,"G000560",NA
"152","Grayson","Alan","FL","D",1450,0,0,0,8983,0,"G000556",NA
"153","Green","Al","TX","D",11600,0,2500,0,0,0,"G000553",NA
"154","Green","Gene","TX","D",102350,1000,1000,23100,0,0,"G000410",NA
"155","Griffith","Morgan","VA","R",56300,35400,42150,5000,0,0,"G000568",NA
"156","Grijalva","Raul M","AZ","D",0,0,0,0,10801,0,"G000551",NA
