"","LastName","FirstName","State","Party","Amount.oil.115","Amount.coal.115","Amount.mining.115","Amount.gas.115","Amount.env.115","Amount.alt_en.115","member_id","Alias"
"88","Crowley","Joseph","NY","D",18000,0,500,6000,3500,1285,"C001038",NA
"89","Cuellar","Henry","TX","D",162952,1000,4800,22500,0,0,"C001063",NA
"90","Culberson","John","TX","R",133625,0,0,22825,0,0,"C001048",NA
"91","Cummings","Elijah E","MD","D",5000,0,0,0,5052,0,"C000984",NA
"92","Curbelo","Carlos","FL","R",55400,0,0,4000,10750,4700,"C001107",NA
"93","Curtis","John","UT","R",0,0,0,0,0,0,"C001114",NA
"94","Davidson","Warren","OH","R",5416,0,1002,25,100,0,"D000626",NA
"95","Davis","Danny K","IL","D",2000,0,0,0,1000,6000,"D000096",NA
"96","Davis","Rodney","IL","R",61750,5100,8100,15500,0,15000,"D000619",NA
"97","Davis","Susan","CA","D",0,0,0,0,5200,500,"D000598",NA
"98","DeFazio","Peter","OR","D",5500,0,0,0,3112,0,"D000191",NA
"99","DeGette","Diana","CO","D",0,0,1000,0,11150,0,"D000197",NA
"100","Delaney","John K","MD","D",3500,0,0,3500,11438,0,"D000620",NA
"101","DeLauro","Rosa","CT","D",0,0,4575,0,5000,0,"D000216",NA
"102","DelBene","Suzan","WA","D",10000,0,0,0,33957,0,"D000617",NA
"103","Demings","Val","FL","D",6,0,0,6,9472,-150,"D000627",NA
"104","Denham","Jeff","CA","R",189499,1000,6200,42999,0,2500,"D000612",NA
"105","Desaulnier","Mark","CA","D",8000,0,0,0,3750,0,"D000623",NA
"106","Desjarlais","Scott","TN","R",8400,800,800,0,0,0,"D000616",NA
"107","Deutch","Ted","FL","D",3500,0,0,0,2500,0,"D000610",NA
"108","Diaz-Balart","Mario","FL","R",6000,0,0,3500,1000,0,"D000600",NA
"109","Dingell","Debbie","MI","D",14200,0,0,4000,5027,250,"D000624",NA
"110","Doggett","Lloyd","TX","D",10800,0,0,0,2750,3700,"D000399",NA
"111","Donovan","Dan","NY","R",26000,0,0,1000,0,0,"D000625","Jr."
"112","Doyle","Mike","PA","D",26000,0,1500,19000,2477,0,"D000482",NA
"113","Duffy","Sean P","WI","R",22495,0,1000,2000,0,2500,"D000614",NA
"114","Duncan","Jeff","SC","R",44750,0,0,10500,5000,0,"D000615",NA
"115","Duncan","John J Jr","TN","R",12500,1500,1500,0,0,500,"D000534",NA
"116","Dunn","Neal","FL","R",500,0,0,0,0,0,"D000628",NA
"117","Ellison","Keith","MN","D",7663,0,0,0,17245,10,"E000288",NA
"118","Emmer","Tom","MN","R",10950,0,1000,300,0,8000,"E000294",NA
"119","Engel","Eliot","NY","D",11200,0,2700,0,1000,1000,"E000179",NA
"120","Eshoo","Anna","CA","D",0,0,0,0,14500,4700,"E000215",NA
"121","Espaillat","Adriano","NY","D",500,0,0,0,1022,0,"E000297",NA
"122","Estes","Ron","KS","R",0,0,0,0,0,0,"E000298",NA
"123","Esty","Elizabeth","CT","D",3700,0,1600,3700,27659,1000,"E000293",NA
"124","Evans","Dwight","PA","D",5400,0,0,0,2750,5400,"E000296",NA
"125","Faso","John","NY","R",58575,1000,1000,7500,0,1750,"F000464",NA
"126","Ferguson","Drew","GA","R",11750,0,0,2500,0,0,"F000465",NA
"127","Fitzpatrick","Brian","PA","R",31400,0,0,9000,500,0,"F000466",NA
"128","Fleischmann","Chuck","TN","R",17200,3000,5000,4500,0,0,"F000459",NA
"129","Flores","Bill","TX","R",223400,500,3500,17500,1000,0,"F000461",NA
"130","Fortenberry","Jeff","NE","R",500,0,0,0,6400,2000,"F000449",NA
"131","Foster","Bill","IL","D",19350,0,0,5400,28519,4200,"F000454",NA
"132","Foxx","Virginia","NC","R",19250,2000,4500,5000,0,0,"F000450",NA
"133","Frankel","Lois","FL","D",1000,0,5,0,3910,0,"F000462",NA
"134","Frelinghuysen","Rodney","NJ","R",23000,2000,5000,5500,0,0,"F000372",NA
"135","Fudge","Marcia","OH","D",-600,0,0,1000,1000,0,"F000455",NA
"136","Gabbard","Tulsi","HI","D",6800,0,0,0,5000,8195,"G000571",NA
"137","Gaetz","Matt","FL","R",6000,0,0,0,0,0,"G000578",NA
"138","Gallagher","Mike","WI","R",36900,0,2000,0,0,1000,"G000579",NA
"139","Gallego","Ruben","AZ","D",3000,0,0,1500,9960,11231,"G000574",NA
"140","Garamendi","John","CA","D",1000,0,0,1000,5327,6400,"G000559",NA
"141","Garrett","Tom","VA","R",15400,2700,2700,2000,0,0,"G000580","Jr."
"142","Gianforte","Greg","MT","R",0,0,0,0,0,0,"G000584",NA
"143","Gibbs","Bob","OH","R",34000,2000,8000,2000,1000,3500,"G000563",NA
"144","Gohmert","Louis B Jr","TX","R",23750,0,1000,1250,0,0,"G000552",NA
"145","Gomez","Jimmy","CA","D",1500,0,0,1500,1000,1000,"G000585",NA
"146","Gonzalez","Vicente","TX","D",1000,0,0,0,2500,0,"G000581",NA
"147","Goodlatte","Bob","VA","R",39950,0,0,5450,0,0,"G000289",NA
"148","Gosar","Paul","AZ","R",6000,3000,23750,1000,250,250,"G000565",NA
"149","Gottheimer","Josh","NJ","D",30303,0,0,5400,27509,19404,"G000583",NA
"150","Gowdy","Trey","SC","R",28700,0,0,1000,0,0,"G000566",NA
"151","Granger","Kay","TX","R",72350,0,0,0,0,1000,"G000377",NA
"152","Graves","Garret","LA","R",169499,0,7250,35000,20550,2500,"G000577",NA
"153","Graves","Sam","MO","R",16500,1000,1000,3000,0,7000,"G000546",NA
"154","Graves","Tom","GA","R",33800,0,20700,3000,0,0,"G000560",NA
"155","Green","Al","TX","D",24200,0,0,0,0,0,"G000553",NA
"156","Green","Gene","TX","D",107700,0,0,41500,0,0,"G000410",NA
"157","Griffith","Morgan","VA","R",38568,26100,32850,3500,0,0,"G000568",NA
"158","Grijalva","Raul M","AZ","D",3,0,0,0,17218,501,"G000551",NA
"159","Grisham Lujan","Michelle","NM","D",0,0,0,0,0,0,"L000580",NA
"160","Grothman","Glenn","WI","R",22150,0,0,0,0,500,"G000576",NA
"161","Guthrie","Brett","KY","R",57500,11700,12700,8000,0,0,"G000558",NA
"162","Gutierrez","Luis V","IL","D",0,0,0,0,2117,0,"G000535",NA
"163","Hanabusa","Colleen","HI","D",3500,0,0,0,0,2000,"H001050",NA
"164","Handel","Karen","GA","R",0,0,0,0,0,0,"H001078",NA
"165","Harper","Gregg","MS","R",60550,0,1000,8500,0,0,"H001045",NA
"166","Harris","Andy","MD","R",20500,2000,5000,2000,250,0,"H001052",NA
"167","Hartzler","Vicky","MO","R",9400,2000,2000,3000,0,-2500,"H001053",NA
"168","Hastings","Alcee","FL","D",0,0,0,0,2000,0,"H000324",NA
"169","Heck","Dennis","WA","D",1000,0,0,0,8250,3000,"H001064",NA
"170","Hensarling","Jeb","TX","R",70000,0,0,8900,0,0,"H001036",NA
"171","Hern","Kevin","OK","R",0,0,0,0,0,0,"H001082",NA
"172","Hice","Jody","GA","R",5000,0,3000,2000,2000,2600,"H001071",NA
"173","Higgins","Brian M","NY","D",9850,0,0,8850,1000,3500,"H001038",NA
"174","Higgins","Clay","LA","R",7750,0,0,0,0,0,"H001077",NA
"175","Hill","French","AR","R",34950,0,0,7700,750,0,"H001072",NA
"176","Himes","Jim","CT","D",3000,0,2600,3000,5209,25,"H001047",NA
"177","Holding","George","NC","R",54082,1000,1000,5500,0,22700,"H001065",NA
"178","Hollingsworth","Trey","IN","R",13500,2000,4000,0,0,0,"H001074",NA
"179","Hoyer","Steny H","MD","D",40500,0,0,15000,2288,4500,"H000874",NA
"180","Hudson","Richard","NC","R",90900,0,3500,15200,0,0,"H001067",NA
"181","Huffman","Jared","CA","D",5000,120,120,5000,27849,1025,"H001068",NA
"182","Huizenga","Bill","MI","R",17750,0,1000,0,0,0,"H001058",NA
"183","Hultgren","Randy","IL","R",18000,1000,1000,11000,0,0,"H001059",NA
"184","Hunter","Duncan D","CA","R",10500,0,0,1000,0,0,"H001048",NA
"185","Hurd","Will","TX","R",337089,1000,3500,20900,0,2950,"H001073",NA
"186","Issa","Darrell","CA","R",45000,1000,2000,16100,0,0,"I000056",NA
"187","Jackson Lee","Sheila","TX","D",0,0,0,0,0,0,"J000032",NA
"188","Jayapal","Pramila","WA","D",528,1600,1600,0,12350,300,"J000298",NA
"189","Jeffries","Hakeem","NY","D",1000,0,0,0,2000,0,"J000294",NA
"190","Jenkins","Evan","WV","R",42600,28600,51200,3000,0,0,"J000297",NA
"191","Jenkins","Lynn","KS","R",88700,0,13300,11000,0,6750,"J000290",NA
"192","Johnson","Bill","OH","R",127950,25800,38800,40000,1000,12500,"J000292",NA
"193","Johnson","Eddie Bernice","TX","D",4000,0,0,0,2500,0,"J000126",NA
"194","Johnson","Hank","GA","D",0,0,0,0,3500,0,"J000288",NA
"195","Johnson","Mike","LA","R",64300,0,1000,3000,8100,0,"J000299",NA
"196","Johnson","Sam","TX","R",37050,0,0,5700,0,1000,"J000174",NA
"197","Jones","Brenda","MI","D",0,0,0,0,0,0,"J000303",NA
"198","Jones","Walter B Jr","NC","R",13500,0,0,500,0,0,"J000255","Jr."
"199","Jordan","Jim","OH","R",16000,0,2000,1000,0,0,"J000289",NA
"200","Joyce","David P","OH","R",29850,13900,38100,3500,3000,2200,"J000295",NA
"201","Kaptur","Marcy","OH","D",8500,0,2000,4000,1000,3000,"K000009",NA
"202","Katko","John","NY","R",64950,0,0,9000,250,1000,"K000386",NA
"203","Keating","Bill","MA","D",8250,0,0,3000,4000,0,"K000375",NA
"204","Kelly","Mike","PA","R",76412,37100,40850,21412,0,0,"K000376",NA
"205","Kelly","Robin","IL","D",5500,0,0,0,2000,500,"K000385",NA
"206","Kelly","Trent","MS","R",27450,2700,2700,3000,0,0,"K000388",NA
"207","Kennedy","Joe III","MA","D",15600,0,0,2000,19750,2750,"K000379","III"
"208","Khanna","Ro","CA","D",2700,0,0,0,5400,1000,"K000389",NA
"209","Kihuen","Ruben","NV","D",2144,0,2500,500,59040,1007,"K000390",NA
"210","Kildee","Dan","MI","D",500,0,0,0,3573,1500,"K000380",NA
"211","Kilmer","Derek","WA","D",5950,0,0,0,38079,250,"K000381",NA
"212","Kind","Ron","WI","D",7500,0,0,1000,4775,2000,"K000188",NA
"213","King","Pete","NY","R",8400,0,0,0,0,0,"K000210",NA
"214","King","Steven A","IA","R",4150,0,0,0,0,19050,"K000362",NA
"215","Kinzinger","Adam","IL","R",67250,1000,4000,16500,0,21200,"K000378",NA
"216","Knight","Steve","CA","R",50400,0,850,0,0,0,"K000387",NA
"217","Krishnamoorthi","Raja","IL","D",15475,0,0,0,24665,6750,"K000391",NA
"218","Kuster","Ann","NH","D",5,0,0,0,42911,12965,"K000382",NA
"219","Kustoff","David","TN","R",14100,0,0,0,0,0,"K000392",NA
"220","Labrador","Raul","ID","R",14900,250,3750,5500,2000,0,"L000573",NA
"221","LaHood","Darin","IL","R",56050,5050,7050,14700,0,31600,"L000585",NA
"222","LaMalfa","Doug","CA","R",27550,0,0,10250,0,0,"L000578",NA
"223","Lamb","Conor","PA","D",0,0,0,0,0,0,"L000588",NA
"224","Lamborn","Doug","CO","R",67377,15500,38000,8500,1000,0,"L000564",NA
"225","Lance","Leonard","NJ","R",26200,0,0,7000,0,0,"L000567",NA
"226","Langevin","Jim","RI","D",500,0,0,0,2000,2000,"L000559",NA
"227","Larsen","Rick","WA","D",34500,0,0,14000,3000,0,"L000560",NA
"228","Larson","John","CT","D",11000,0,0,3000,2500,0,"L000557",NA
"229","Latta","Bob","OH","R",78750,0,0,7500,0,1250,"L000566",NA
"230","Lawrence","Brenda","MI","D",100,0,0,0,4000,0,"L000581",NA
"231","Lawson","Al","FL","D",0,0,0,0,1012,0,"L000586","Jr."
"232","Lee","Barbara","CA","D",2700,0,0,0,17098,0,"L000551",NA
"233","Lesko","Debbie","AZ","R",0,0,0,0,0,0,"L000589",NA
"234","Levin","Sander","MI","D",2000,0,0,2000,4750,2000,"L000263",NA
"235","Lewis","Jason","MN","R",14900,0,0,0,0,0,"L000587",NA
"236","Lewis","John","GA","D",1500,0,0,0,2000,300,"L000287",NA
"237","Lieu","Ted","CA","D",0,0,0,0,7950,0,"L000582",NA
"238","Lipinski","Daniel","IL","D",6500,0,0,0,0,0,"L000563",NA
"239","LoBiondo","Frank","NJ","R",11000,0,0,5500,4500,0,"L000554",NA
"240","Loebsack","David","IA","D",7250,0,2500,4500,13750,20000,"L000565",NA
"241","Lofgren","Zoe","CA","D",3700,0,0,0,17100,6400,"L000397",NA
"242","Long","Billy","MO","R",45000,2500,6000,5500,0,0,"L000576",NA
"243","Loudermilk","Barry","GA","R",15250,0,0,1000,0,0,"L000583",NA
"244","Love","Mia","UT","R",68686,0,3000,3800,200,2300,"L000584",NA
"245","Lowenthal","Alan","CA","D",11000,0,1000,2000,7223,100,"L000579",NA
"246","Lowey","Nita M","NY","D",0,0,0,0,13316,0,"L000480",NA
"247","Lucas","Frank D","OK","R",62050,0,1000,6000,0,3500,"L000491",NA
"248","Luetkemeyer","Blaine","MO","R",6000,6400,8400,3000,0,5500,"L000569",NA
"249","Lujan","Ben Ray","NM","D",28000,2000,9500,12000,9525,6000,"L000570",NA
"250","Lynch","Stephen","MA","D",2500,0,0,0,0,4200,"L000562",NA
"251","MacArthur","Thomas","NJ","R",26600,0,0,15900,1500,1000,"M001193",NA
"252","Maloney","Carolyn","NY","D",10805,0,0,5,2500,0,"M000087",NA
"253","Maloney","Sean Patrick","NY","D",7500,0,0,4000,9406,750,"M001185",NA
"254","Marchant","Kenny","TX","R",86450,0,0,15700,0,0,"M001158",NA
"255","Marino","Tom","PA","R",17750,2950,2950,4250,0,10000,"M001179",NA
"256","Marshall","Roger","KS","R",23000,0,0,6000,0,25000,"M001198",NA
"257","Massie","Thomas","KY","R",14000,1000,1000,0,0,0,"M001184",NA
"258","Mast","Brian","FL","R",14700,0,0,0,0,125,"M001199",NA
"259","Matsui","Doris","CA","D",14500,0,0,1000,6200,0,"M001163",NA
"260","McCarthy","Kevin","CA","R",355050,15700,30700,24800,1000,20800,"M001165",NA
"261","McCaul","Michael","TX","R",111150,0,2000,17100,0,0,"M001157",NA
"262","McClintock","Tom","CA","R",20900,0,0,4000,0,0,"M001177",NA
"263","McCollum","Betty","MN","D",0,0,0,0,10000,650,"M001143",NA
"264","McEachin","Donald","VA","D",3000,0,0,3000,15405,1100,"M001200",NA
"265","McGovern","James P","MA","D",6010,0,0,0,9480,0,"M000312",NA
"266","McHenry","Patrick","NC","R",69250,0,0,6500,0,0,"M001156",NA
"267","McKinley","David","WV","R",80000,37700,70150,17000,0,0,"M001180",NA
"268","McNerney","Jerry","CA","D",4500,0,0,2000,46457,18750,"M001166",NA
"269","McSally","Martha","AZ","R",77161,0,13325,1500,125,1200,"M001197",NA
"270","Meadows","Mark","NC","R",12800,0,0,0,0,0,"M001187",NA
"271","Meeks","Gregory","NY","D",2500,0,0,0,0,0,"M001137",NA
"272","Meng","Grace","NY","D",1500,0,0,0,1000,500,"M001188",NA
"273","Messer","Luke","IN","R",43400,0,31200,2000,0,2500,"M001189",NA
"274","Mitchell","Paul","MI","R",2750,0,0,0,0,5000,"M001201",NA
"275","Moolenaar","John","MI","R",10050,0,0,0,0,1000,"M001194",NA
"276","Mooney","Alex","WV","R",35200,20726,31126,9000,0,250,"M001195",NA
"277","Moore","Gwen","WI","D",0,0,0,0,2000,0,"M001160",NA
"278","Morelle","Joseph D","NY","D",0,0,0,0,0,0,"M001206",NA
"279","Moulton","Seth","MA","D",5500,0,0,1000,13100,1000,"M001196",NA
"280","Mullin","Markwayne","OK","R",227850,10000,11000,36800,0,0,"M001190",NA
"281","Murphy","Stephanie","FL","D",5430,0,0,0,26440,50,"M001202",NA
"282","Nadler","Jerrold","NY","D",5650,0,0,0,7550,0,"N000002",NA
"283","Napolitano","Grace","CA","D",5000,0,0,5000,2651,0,"N000179",NA
"284","Neal","Richard E","MA","D",7000,0,0,3500,1000,0,"N000015",NA
"285","Newhouse","Dan","WA","R",30400,4000,8000,5150,0,250,"N000189",NA
"286","Noem","Kristi","SD","R",77150,250,2750,0,500,25800,"N000184",NA
"287","Nolan","Rick","MN","D",1570,0,18941,1041,14667,3870,"N000127",NA
"288","Norcross","Don","NJ","D",21700,0,2700,7000,1000,0,"N000188",NA
"289","Norman","Ralph","SC","R",0,0,0,0,0,0,"N000190",NA
"290","Nunes","Devin","CA","R",73500,2000,3000,8500,0,250,"N000181",NA
"291","O'Halleran","Tom","AZ","D",250,0,0,0,0,250,"O000171",NA
"292","O'Rourke","Beto","TX","D",250,0,0,250,0,0,"O000170",NA
"293","Olson","Pete","TX","R",221200,1000,2000,49800,0,7700,"O000168",NA
"294","Palazzo","Steven","MS","R",41200,0,1000,3500,0,0,"P000601",NA
"295","Pallone","Frank Jr","NJ","D",22900,0,500,13400,4090,12000,"P000034",NA
"296","Palmer","Gary","AL","R",17300,13300,13300,0,0,0,"P000609",NA
"297","Panetta","Jimmy","CA","D",500,0,0,0,17100,0,"P000613",NA
"298","Pascrell","Bill Jr","NJ","D",2750,0,0,1000,2000,7000,"P000096",NA
"299","Paulsen","Erik","MN","R",61799,0,1000,3700,0,2000,"P000594",NA
"300","Payne","Donald M Jr","NJ","D",3000,0,0,0,0,1000,"P000604",NA
"301","Pearce","Steve","NM","R",271906,1000,25400,10000,0,0,"P000588",NA
"302","Pelosi","Nancy","CA","D",2393,0,0,905,19295,7233,"P000197",NA
"303","Perlmutter","Ed","CO","D",11950,0,5250,0,9250,1000,"P000593",NA
"304","Perry","Scott","PA","R",35000,0,0,10500,0,0,"P000605",NA
"305","Peters","Scott","CA","D",9400,0,0,5900,27449,10050,"P000608",NA
"306","Peterson","Collin","MN","D",35575,1500,4500,0,0,23500,"P000258",NA
"307","Pingree","Chellie","ME","D",0,0,0,0,7420,1000,"P000597",NA
"308","Pittenger","Robert","NC","R",18900,0,0,13900,0,0,"P000606",NA
"309","Pocan","Mark","WI","D",4000,0,0,2000,4100,2500,"P000607",NA
"310","Poe","Ted","TX","R",75000,0,0,7400,0,2700,"P000592",NA
"311","Poliquin","Bruce","ME","R",54100,0,100,3800,0,500,"P000611",NA
"312","Polis","Jared","CO","D",7500,0,0,0,10975,0,"P000598",NA
"313","Posey","Bill","FL","R",15600,0,0,0,0,0,"P000599",NA
"314","Price","David","NC","D",6000,0,0,1000,14029,0,"P000523",NA
"315","Quigley","Mike","IL","D",3700,0,0,0,3900,0,"Q000023",NA
"316","Radewagen","Amata Coleman","AS","R",0,0,0,0,0,0,"R000600",NA
"317","Raskin","Jamie","MD","D",0,0,0,0,25784,0,"R000606",NA
"318","Ratcliffe","John","TX","R",40050,0,0,6400,0,0,"R000601",NA
"319","Reed","Tom","NY","R",121050,0,0,31900,0,35500,"R000585",NA
"320","Reichert","Dave","WA","R",10000,0,250,4750,0,16500,"R000578",NA
"321","Renacci","Jim","OH","R",53243,0,0,4500,1000,2250,"R000586",NA
"322","Rice","Kathleen","NY","D",5200,0,0,0,13800,3700,"R000602",NA
"323","Rice","Tom","SC","R",15750,0,0,0,0,0,"R000597",NA
"324","Richmond","Cedric","LA","D",62500,0,0,5000,3700,0,"R000588",NA
"325","Roby","Martha","AL","R",21950,7500,7500,2000,0,0,"R000591",NA
"326","Rochester Blunt","Lisa","DE","D",0,0,0,0,0,0,"B001303",NA
"327","Rodgers McMorris","Cathy","WA","R",0,0,0,0,0,0,"M001159",NA
"328","Roe","Phil","TN","R",4500,300,300,0,0,0,"R000582",NA
"329","Rogers","Hal","KY","R",21800,21400,38400,0,0,0,"R000395",NA
"330","Rogers","Mike D","AL","R",12500,11000,11000,3000,0,0,"R000575",NA
"331","Rohrabacher","Dana","CA","R",8650,0,0,0,0,0,"R000409",NA
"332","Rokita","Todd","IN","R",26600,500,2500,0,0,6000,"R000592",NA
"333","Rooney","Francis","FL","R",21600,0,0,0,0,0,"R000607",NA
"334","Rooney","Tom","FL","R",5000,0,0,0,0,0,"R000583",NA
"335","Ros-Lehtinen","Ileana","FL","R",9000,0,0,0,1000,0,"R000435",NA
"336","Rosen","Jacky","NV","D",2600,0,7000,0,38553,250,"R000608",NA
"337","Roskam","Peter","IL","R",35350,0,0,5450,0,1000,"R000580",NA
"338","Ross","Dennis","FL","R",13500,0,0,0,0,0,"R000593",NA
"339","Rothfus","Keith J","PA","R",43550,43850,59850,12050,0,0,"R000598",NA
"340","Rouzer","David","NC","R",23740,0,0,2000,0,0,"R000603",NA
"341","Roybal-Allard","Lucille","CA","D",0,0,0,0,3700,0,"R000486",NA
"342","Royce","Ed","CA","R",49300,0,0,2500,1000,2000,"R000487",NA
