"last_name","first_name","state","opensecrets_id","bioguide_id","district","Industry_Type","total"
"Southerland","Steve","FL","N00031204","S001186",2,"+",1000
"Speier","Jackie","CA","N00029649","S001175",14,"-",250
"Speier","Jackie","CA","N00029649","S001175",14,"+",0
"Stewart","Chris","UT","N00033932","S001192",2,"-",18250
"Stewart","Chris","UT","N00033932","S001192",2,"+",0
"Stivers","Steve","OH","N00029574","S001187",15,"-",46700
"Stivers","Steve","OH","N00029574","S001187",15,"+",0
"Stockman","Steve","TX","N00005918","S000937",36,"-",18350
"Stockman","Steve","TX","N00005918","S000937",36,"+",0
"Stutzman","Marlin","IN","N00030891","S001188",3,"-",12850
"Stutzman","Marlin","IN","N00030891","S001188",3,"+",17600
"Swalwell","Eric","CA","N00033508","S001193",14,"-",16100
"Swalwell","Eric","CA","N00033508","S001193",14,"+",4350
"Sánchez","Linda","CA","N00024870","S001156",38,"-",5500
"Sánchez","Linda","CA","N00024870","S001156",38,"+",500
"Takano","Mark","CA","N00006701","T000472",39,"-",0
"Takano","Mark","CA","N00006701","T000472",39,"+",0
"Terry","Lee","NE","N00005321","T000459",2,"-",72850
"Terry","Lee","NE","N00005321","T000459",2,"+",14500
"Thompson","Bennie","MS","N00003288","T000193",2,"-",11500
"Thompson","Bennie","MS","N00003288","T000193",2,"+",0
"Thompson","Glenn","PA","N00029736","T000467",15,"-",34630
"Thompson","Glenn","PA","N00029736","T000467",15,"+",0
"Thompson","Mike","CA","N00007419","T000460",4,"-",27385
"Thompson","Mike","CA","N00007419","T000460",4,"+",1500
"Thornberry","Mac","TX","N00006052","T000238",13,"-",36875
"Thornberry","Mac","TX","N00006052","T000238",13,"+",1250
"Tiberi","Patrick","OH","N00009699","T000462",12,"-",53150
"Tiberi","Patrick","OH","N00009699","T000462",12,"+",0
"Tierney","John","MA","N00000226","T000266",6,"-",1000
"Tierney","John","MA","N00000226","T000266",6,"+",2600
"Tipton","Scott","CO","N00027509","T000470",3,"-",68000
"Tipton","Scott","CO","N00027509","T000470",3,"+",0
"Titus","Dina","NV","N00030191","T000468",1,"-",4750
"Titus","Dina","NV","N00030191","T000468",1,"+",1000
"Tonko","Paul","NY","N00030196","T000469",20,"-",20500
"Tonko","Paul","NY","N00030196","T000469",20,"+",4550
"Tsongas","Niki","MA","N00029026","T000465",3,"-",0
"Tsongas","Niki","MA","N00029026","T000465",3,"+",0
"Turner","Michael","OH","N00025175","T000463",10,"-",7500
"Turner","Michael","OH","N00025175","T000463",10,"+",0
"Upton","Fred","MI","N00004133","U000031",6,"-",135350
"Upton","Fred","MI","N00004133","U000031",6,"+",1000
"Valadao","David","CA","N00033367","V000129",22,"-",33200
"Valadao","David","CA","N00033367","V000129",22,"+",0
"Vargas","Juan","CA","N00007021","V000130",52,"-",7600
"Vargas","Juan","CA","N00007021","V000130",52,"+",0
"Veasey","Marc","TX","N00033839","V000131",33,"-",14300
"Veasey","Marc","TX","N00033839","V000131",33,"+",0
"Vela","Filemon","TX","N00034349","V000132",34,"-",7500
"Vela","Filemon","TX","N00034349","V000132",34,"+",1000
"Velázquez","Nydia","NY","N00001102","V000081",7,"-",2000
"Velázquez","Nydia","NY","N00001102","V000081",7,"+",0
"Visclosky","Peter","IN","N00003813","V000108",1,"-",8500
"Visclosky","Peter","IN","N00003813","V000108",1,"+",500
"Wagner","Ann","MO","N00033106","W000812",2,"-",51850
"Wagner","Ann","MO","N00033106","W000812",2,"+",0
"Walberg","Tim","MI","N00026368","W000798",5,"-",26050
"Walberg","Tim","MI","N00026368","W000798",5,"+",0
"Walden","Greg","OR","N00007690","W000791",2,"-",43250
"Walden","Greg","OR","N00007690","W000791",2,"+",2000
"Walorski","Jackie","IN","N00031226","W000813",2,"-",19100
"Walorski","Jackie","IN","N00031226","W000813",2,"+",4600
"Walz","Timothy","MN","N00027467","W000799",1,"-",9500
"Walz","Timothy","MN","N00027467","W000799",1,"+",2000
"Wasserman Schultz","Debbie","FL","N00026106","W000797",25,"-",9500
"Wasserman Schultz","Debbie","FL","N00026106","W000797",25,"+",5500
"Waters","Maxine","CA","N00006690","W000187",43,"-",10400
"Waters","Maxine","CA","N00006690","W000187",43,"+",0
"Watt","Melvin","NC","N00002328","W000207",12,"-",0
"Watt","Melvin","NC","N00002328","W000207",12,"+",0
"Waxman","Henry","CA","N00001861","W000215",33,"-",11100
"Waxman","Henry","CA","N00001861","W000215",33,"+",1000
"Weber","Randy","TX","N00033539","W000814",14,"-",32250
"Weber","Randy","TX","N00033539","W000814",14,"+",0
"Webster","Daniel","FL","N00026335","W000806",11,"-",6500
"Webster","Daniel","FL","N00026335","W000806",11,"+",0
"Wenstrup","Brad","OH","N00033310","W000815",2,"-",16600
"Wenstrup","Brad","OH","N00033310","W000815",2,"+",300
"Westmoreland","Lynn","GA","N00026163","W000796",3,"-",4500
"Westmoreland","Lynn","GA","N00026163","W000796",3,"+",0
"Whitfield","Ed","KY","N00003467","W000413",1,"-",151000
"Whitfield","Ed","KY","N00003467","W000413",1,"+",6000
"Williams","Roger","TX","N00030602","W000816",25,"-",58800
"Williams","Roger","TX","N00030602","W000816",25,"+",0
"Wilson","Frederica","FL","N00030650","W000808",24,"-",2000
"Wilson","Frederica","FL","N00030650","W000808",24,"+",0
"Wilson","Joe","SC","N00024809","W000795",2,"-",8500
"Wilson","Joe","SC","N00024809","W000795",2,"+",0
"Wittman","Robert","VA","N00029459","W000804",1,"-",2500
"Wittman","Robert","VA","N00029459","W000804",1,"+",1000
"Wolf","Frank","VA","N00002073","W000672",10,"-",3000
"Wolf","Frank","VA","N00002073","W000672",10,"+",0
"Womack","Steve","AR","N00031857","W000809",3,"-",7000
"Womack","Steve","AR","N00031857","W000809",3,"+",0
"Woodall","Rob","GA","N00032416","W000810",7,"-",4500
"Woodall","Rob","GA","N00032416","W000810",7,"+",0
"Yarmuth","John","KY","N00028073","Y000062",3,"-",4000
"Yarmuth","John","KY","N00028073","Y000062",3,"+",0
"Yoder","Kevin","KS","N00031502","Y000063",3,"-",32000
"Yoder","Kevin","KS","N00031502","Y000063",3,"+",11900
"Yoho","Ted","FL","N00033220","Y000065",3,"-",3000
"Yoho","Ted","FL","N00033220","Y000065",3,"+",0
"Young","C.","FL","N00001817","Y000031",13,"-",0
"Young","C.","FL","N00001817","Y000031",13,"+",0
"Young","Don","AK","N00007999","Y000033",0,"-",8600
"Young","Don","AK","N00007999","Y000033",0,"+",0
