"last_name","first_name","name","party","state","member_id","Vote3","Vote4","Vote51","Vote52","Vote6","Vote7","District","Vote_count","Vote_change","amount.oil.113","amount.coal.113","amount.mining.113","amount.gas.113","amount.env.113","amount.alt_en.113","amount.oil.114","amount.coal.114","amount.mining.114","amount.gas.114","amount.env.114","amount.alt_en.114","amount.oil.115","amount.coal.115","amount.mining.115","amount.gas.115","amount.env.115","amount.alt_en.115","amount.oil.116","amount.coal.116","amount.mining.116","amount.gas.116","amount.env.116","amount.alt_en.116","amount.oil.117","amount.coal.117","amount.mining.117","amount.gas.117","amount.env.117","amount.alt_en.117"
"McDermott","Jim","jim mcdermott","D","WA","M000404","+","+",NA,NA,NA,NA,7,2,0,2500,0,0,0,5350,1000,0,0,0,0,7250,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McDermott","Jim","jim mcdermott","D","WA","M000404","+","+",NA,NA,NA,NA,7,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,2950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reichert","Dave","dave reichert","R","WA",NA,"-","-","+","+",NA,NA,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith","Adam","adam smith","D","WA","S000510","+","+","+","+","+","+",9,6,0,0,0,0,0,3000,1750,1500,0,0,0,3000,500,NA,NA,NA,NA,NA,NA,0,0,0,0,4500,1700,1000,0,0,0,1075,8000
"Heck","Denny","denny heck","D","WA","H001064","+","+","+","+","+",NA,10,5,0,0,0,0,0,17950,5500,3100,0,0,100,11250,5000,1000,0,0,0,8250,3000,4000,0,0,0,7250,250,0,0,0,0,2000,0
"McKinley","David","david mckinley,david b mckinley","R","WV","M001180","-","-","-","-","-","-",1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capito","Shelley Moore","shelley moore capito","R","WV","C001047","-",NA,NA,NA,NA,NA,2,1,0,65200,102636,177936,7500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rahall","Nick","nick rahall,nick j rahall","D","WV","R000011","+",NA,NA,NA,NA,NA,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ryan","Paul","paul ryan,paul d ryan","R","WI","R000570","-",NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocan","Mark","mark pocan","D","WI","P000607","+","+","+","+","+","+",2,6,0,2250,0,0,0,2250,0,6350,0,0,2000,2500,500,4000,0,0,2000,4100,2500,3023,0,0,0,5903,500,1295,0,36,12,7149,5201
"Kind","Ron","ron kind","D","WI","K000188","+","+","+","+","+","+",3,6,0,9950,0,0,5250,20559,5600,5500,0,0,1000,3500,13000,7500,0,0,1000,4775,2000,7500,0,0,3000,1800,12375,18882,0,0,1550,2266,4125
"Moore","Gwen","gwen moore","D","WI","M001160","+","+","+","+","+","+",4,6,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1000,0,0,0,0,0,2000,0,0,0,0,0,2000,0,50,0,0,0,1575,0
"Sensenbrenner","James F.","james f sensenbrenner","R","WI",NA,"-","-","-","-","-",NA,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Petri","Tom","tom petri","R","WI",NA,"-",NA,NA,NA,NA,NA,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duffy","Sean","sean duffy,sean p duffy","R","WI","D000614","-","-","-","-","-",NA,7,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ribble","Reid","reid ribble,reid j ribble","R","WI","R000587","-","-",NA,NA,NA,NA,8,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lummis","Cynthia M.","cynthia m lummis","R","WY","L000571",NA,"-",NA,NA,NA,NA,NA,1,0,119900,32800,52650,12500,0,0,91050,22500,29750,9000,0,0,18700,13500,20500,1000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Byrne","Bradley","bradley byrne","R","AL","B001289",NA,"-","-","-","-",NA,1,4,0,NA,NA,NA,NA,NA,NA,35250,20000,20000,5000,1000,0,33450,10400,10900,4000,0,0,19200,0,2000,1000,2700,0,NA,NA,NA,NA,NA,NA
"Palmer","Gary","gary palmer,gary j palmer","R","AL","P000609",NA,"-","-","-","-","-",6,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McSally","Martha","martha mcsally","R","AZ","M001197",NA,"-","-","-",NA,NA,2,3,0,24250,7500,8000,0,0,0,49200,6100,7600,1000,400,500,77161,0,13325,1500,125,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gallego","Ruben","ruben gallego","D","AZ","G000574",NA,"+","+","+","+","+",7,5,0,NA,NA,NA,NA,NA,NA,0,0,0,0,5641,1000,3000,0,0,1500,9960,11231,2503,0,0,1000,5210,11000,1720,0,2045,65,313,22617
"Hill","French","french hill,j french hill","R","AR","H001072",NA,"-","-","-","-","-",2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Westerman","Bruce","bruce westerman","R","AR","W000821",NA,"-","-","-","-","-",4,5,0,NA,NA,NA,NA,NA,NA,65150,5200,5200,0,0,0,41200,1000,2000,3000,0,2250,73400,1000,4000,2000,0,250,66900,0,3000,15000,0,250
"DeSaulnier","Mark","mark desaulnier","D","CA","D000623",NA,"+","+","+","+","+",11,5,0,NA,NA,NA,NA,NA,NA,8000,0,0,0,5140,0,8000,0,0,0,3750,0,7175,0,0,0,650,1500,6700,0,0,0,4050,50
"Knight","Steve","steve knight","R","CA",NA,NA,"-","+","-",NA,NA,25,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aguilar","Pete","pete aguilar","D","CA","A000371",NA,"+","+",NA,"+","+",31,4,0,NA,NA,NA,NA,NA,NA,500,0,0,0,43561,250,1103,0,0,1100,30846,755,4983,0,0,646,8075,1528,10282,0,4,440,2101,25
"Lieu","Ted","ted lieu","D","CA","L000582",NA,"+","+","+","+","+",33,5,0,NA,NA,NA,NA,NA,NA,5500,0,0,5500,6350,8100,0,0,0,0,7950,0,400,0,0,150,11600,25,2153,0,0,650,4118,55
"Torres","Norma","norma torres,norma j torres","D","CA","T000474",NA,"+","+","+","+","+",35,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walters","Mimi","mimi walters","R","CA","W000820",NA,"-","-","-",NA,NA,45,3,0,NA,NA,NA,NA,NA,NA,73550,0,0,7500,0,0,63250,0,100,5000,0,4700,132550,5000,10100,23900,0,2000,-2000,0,0,0,0,0
"Buck","Ken","ken buck","R","CO","B001297",NA,"-","-","-","-","-",4,5,0,NA,NA,NA,NA,NA,NA,124450,2000,7600,15350,0,500,64950,2300,6300,5500,0,2500,44700,0,2500,6500,0,1000,27500,0,1000,4000,0,0
"Graham","Gwen","gwen graham","D","FL","G000575",NA,"+",NA,NA,NA,NA,2,1,0,NA,NA,NA,NA,NA,NA,2250,0,0,0,61120,0,9000,0,300,1000,7000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jolly","David W.","david w jolly","R","FL","J000296",NA,"+",NA,NA,NA,NA,13,1,0,NA,NA,NA,NA,NA,NA,30400,0,0,0,1250,0,12600,0,0,3500,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clawson","Curtis","curtis clawson,curt clawson","R","FL","C001102",NA,"-",NA,NA,NA,NA,19,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Curbelo","Carlos","carlos curbelo","R","FL","C001107",NA,"+",NA,"+",NA,NA,26,2,0,NA,NA,NA,NA,NA,NA,17500,0,0,0,500,0,55400,0,0,4000,10750,4700,112361,2700,2700,15800,17792,7000,5400,0,0,0,0,0
"Carter","Buddy","buddy carter","R","GA",NA,NA,"-","-","-","-",NA,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hice","Jody","jody hice,jody b hice","R","GA","H001071",NA,"-","-","-","-","-",10,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Loudermilk","Barry","barry loudermilk","R","GA","L000583",NA,"-",NA,"-","-","-",11,4,0,NA,NA,NA,NA,NA,NA,10000,0,0,0,0,0,15250,0,0,1000,0,0,24000,0,500,1000,0,0,18605,0,0,5000,0,0
"Allen","Rick","rick allen,rick w allen","R","GA","A000372",NA,"-","-","-","-","-",12,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Takai","Mark","mark takai","D","HI","T000473",NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,250,0,0,0,5116,11600,2000,0,0,0,2584,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dold","Robert","robert dold,robert j dold","R","IL","D000613",NA,"+",NA,NA,NA,NA,10,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bost","Mike","mike bost","R","IL","B001295",NA,"-","-","-","-","-",12,5,0,NA,NA,NA,NA,NA,NA,30300,16900,16900,0,0,0,30250,27050,33400,2500,0,1000,56340,32250,86825,7899,0,18000,37331,33400,36400,8099,0,6500
"LaHood","Darin","darin lahood","R","IL","L000585",NA,"-","-","-","-","-",18,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56050,5050,7050,14700,0,31600,64600,3400,8400,7500,0,33600,70100,750,3250,9300,0,33100
"Blum","Rod","rod blum","R","IA","B001294",NA,"-","-","-",NA,NA,1,3,0,NA,NA,NA,NA,NA,NA,6450,0,0,0,0,6250,21900,0,0,900,0,14050,72576,5000,5000,8052,0,18500,-2500,0,0,0,0,0
"Young","David","david young","R","IA","Y000066",NA,"-","-","-",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,20750,0,0,7000,0,10100,25000,0,0,2500,0,22750,48647,5000,5000,8052,0,54750,24587,5610,5680,8110,204,7271
"Abraham","Ralph","ralph abraham","R","LA",NA,NA,"-","-","-","-",NA,5,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Graves","Garret","garret graves","R","LA","G000577",NA,"-","-","-","-",NA,6,4,0,NA,NA,NA,NA,NA,NA,122035,0,6000,8250,28000,0,169499,0,7250,35000,20550,2500,193801,2000,8500,64301,3700,2000,194560,0,3500,46900,0,2000
"Poliquin","Bruce","bruce poliquin","R","ME","P000611",NA,"-","-","-",NA,NA,2,3,0,NA,NA,NA,NA,NA,NA,24650,4600,4600,0,0,3000,54100,0,100,3800,0,500,81920,5000,5000,6700,0,3793,-1000,0,0,0,0,0
"Clark","Katherine M.","katherine m clark","D","MA","C001101",NA,"+","+","+","+","+",5,5,0,NA,NA,NA,NA,NA,NA,15400,0,300,12400,6375,1150,7503,0,0,1000,9575,1300,8206,0,0,0,5913,1000,3306,0,0,0,4240,3110
"Moulton","Seth","seth moulton","D","MA","M001196",NA,"+","+","+","+","+",6,5,0,NA,NA,NA,NA,NA,NA,9650,0,500,0,21800,250,5500,0,0,1000,13100,1000,4100,0,0,4000,1300,0,943,5,6,8,1193,2793
"Moolenaar","John","john moolenaar,john r moolenaar","R","MI","M001194",NA,"-","-","-","-","-",4,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bishop","Mike","mike bishop","R","MI","B001293",NA,"-","-","-",NA,NA,8,3,0,NA,NA,NA,NA,NA,NA,24500,0,400,1000,0,0,20400,0,1000,0,0,0,122654,5000,5400,12052,0,0,NA,NA,NA,NA,NA,NA
"Trott","Dave","dave trott","R","MI",NA,NA,"-","-","-",NA,NA,11,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dingell","Debbie","debbie dingell","D","MI","D000624",NA,"+","+","+","+","+",12,5,0,NA,NA,NA,NA,NA,NA,14000,0,3000,6500,11076,0,14200,0,0,4000,5027,250,8000,0,0,1000,5903,250,9264,0,1500,3000,8962,1000
"Lawrence","Brenda","brenda lawrence,brenda l lawrence","D","MI","L000581",NA,"+","+","+","+","+",14,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emmer","Tom","tom emmer","R","MN","E000294",NA,"-","-","-",NA,"-",6,4,0,NA,NA,NA,NA,NA,NA,41400,500,500,0,0,0,10950,0,1000,300,0,8000,28500,0,2500,1500,0,27493,50654,0,1052,5013,0,28735
"Kelly","Trent","trent kelly","R","MS","K000388",NA,"-","-","-","-","-",1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27450,2700,2700,3000,0,0,29087,350,350,1000,0,0,24915,2500,2500,0,0,0
"Zinke","Ryan","ryan zinke,ryan k zinke","R","MT","Z000018",NA,"-",NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ashford","Brad","brad ashford","D","NE","A000373",NA,"-",NA,NA,NA,NA,2,1,0,NA,NA,NA,NA,NA,NA,500,0,0,0,8990,0,33250,2000,3000,1750,0,8000,500,0,0,500,0,0,NA,NA,NA,NA,NA,NA
"Hardy","Cresent","cresent hardy","R","NV","H001070",NA,"-",NA,NA,NA,NA,4,1,0,NA,NA,NA,NA,NA,NA,2500,0,5000,2500,0,2000,42700,0,15000,7000,0,0,21400,0,5000,2500,0,0,NA,NA,NA,NA,NA,NA
"Guinta","Frank","frank guinta,frank c guinta","R","NH","G000570",NA,"-",NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Norcross","Donald W.","donald w norcross,donald norcross","D","NJ","N000188",NA,"+","+","+","+",NA,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MacArthur","Tom","tom macarthur","R","NJ",NA,NA,"-","-","-",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson Coleman","Bonnie","bonnie watson coleman","D","NJ","W000822",NA,"+",NA,"+","+","+",12,4,0,NA,NA,NA,NA,NA,NA,1000,0,0,0,9740,1000,1000,0,0,0,2500,0,2,0,0,0,5504,0,10,0,0,0,4350,0
"Zeldin","Lee","lee zeldin,lee m zeldin","R","NY","Z000017",NA,"-","-","-","-","-",1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rice","Kathleen","kathleen rice,kathleen m rice","D","NY","R000602",NA,"+","+",NA,"+","+",4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Donovan","Daniel M.","daniel m donovan","R","NY","D000625",NA,"-","-","-",NA,NA,11,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stefanik","Elise","elise stefanik,elise m stefanik","R","NY","S001196",NA,"+","+","+","+","-",21,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katko","John","john katko","R","NY","K000386",NA,"+","+","+","+","+",24,5,0,NA,NA,NA,NA,NA,NA,14450,0,0,1000,0,0,64950,0,0,9000,250,1000,122590,0,0,18552,0,0,101038,0,60,22632,750,1019
"Walker","Bradley Mark","bradley mark walker","R","NC",NA,NA,"-","-","-","-",NA,6,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rouzer","David","david rouzer","R","NC","R000603",NA,"-","-","-","-","-",7,5,0,28400,0,0,1250,1700,0,29100,0,0,1500,0,0,23740,0,0,2000,0,0,37000,0,0,1000,0,3500,41666,0,2,6599,0,0
"Adams","Alma","alma adams,alma s adams","D","NC","A000370",NA,"+","+","+","+","+",12,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davidson","Warren","warren davidson","R","OH","D000626",NA,"-","-","-","-","-",8,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5416,0,1002,25,100,0,10500,0,0,0,0,0,15016,0,0,500,0,4
"Russell","Steve","steve russell","R","OK","R000604",NA,"-","-","-",NA,NA,5,3,0,NA,NA,NA,NA,NA,NA,89650,0,2600,4000,0,0,93250,0,5400,6500,0,0,85750,0,0,11000,0,0,-2500,0,0,0,0,0
"Costello","Ryan","ryan costello,ryan a costello","R","PA","C001106",NA,"-","+","+",NA,NA,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boyle","Brendan","brendan boyle,brendan f boyle","D","PA","B001296",NA,"+","+","+","+","+",13,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ratcliffe","John","john ratcliffe","R","TX","R000601",NA,"-","-","-","-",NA,4,4,0,NA,NA,NA,NA,NA,NA,49950,0,0,0,0,0,40050,0,0,6400,0,0,62000,0,0,9000,0,0,18550,0,1000,2500,0,0
"Hurd","Will","will hurd","R","TX","H001073",NA,"-","-","-","-",NA,23,4,0,NA,NA,NA,NA,NA,NA,115873,0,0,2600,0,250,337089,1000,3500,20900,0,2950,461594,8200,8450,51950,0,3400,76063,67,67,14399,0,250
"Babin","Brian","brian babin","R","TX","B001291",NA,"-","-","-","-","-",36,5,0,NA,NA,NA,NA,NA,NA,41050,0,0,2500,0,0,53650,0,4700,7700,1000,0,81357,0,5400,11400,0,0,72801,0,14,6300,0,0
"Love","Mia","mia love,mia b love","R","UT","L000584",NA,"-","-","-",NA,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brat","David Alan","david alan brat","R","VA",NA,NA,"-","-","-",NA,NA,7,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beyer","Donald","donald beyer,donald s beyer","D","VA","B001292",NA,"+","+","+","+","+",8,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comstock","Barbara","barbara comstock","R","VA","C001105",NA,"-","-","-",NA,NA,10,3,0,NA,NA,NA,NA,NA,NA,67300,8800,10800,12150,500,0,75975,4450,9450,19000,0,0,91753,6400,11400,29800,0,0,5400,0,0,0,0,0
"Newhouse","Dan","dan newhouse","R","WA","N000189",NA,"-","-","-","-","-",4,5,0,NA,NA,NA,NA,NA,NA,6800,0,0,1800,2250,0,30400,4000,8000,5150,0,250,20000,0,1000,1500,0,0,6010,0,2000,0,0,0
"Mooney","Alex","alex mooney","R","WV",NA,NA,"-","-","-","-","-",2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jenkins","Evan","evan jenkins,evan h jenkins","R","WV","J000297",NA,"-","-","-",NA,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grothman","Glenn","glenn grothman","R","WI","G000576",NA,"-","-","-","-","-",6,5,0,NA,NA,NA,NA,NA,NA,8000,0,500,0,0,0,22150,0,0,0,0,500,34950,0,0,0,0,1000,30643,67,67,5599,0,50
"O'Halleran","Tom","tom o halleran","D","AZ","O000171",NA,NA,"+","+","+","+",1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,0,0,0,250,650,5000,6500,600,9550,270,25372,0,11524,14550,29219,12272
"Biggs","Andy","andy biggs","R","AZ","B001302",NA,NA,"-","-","-","-",5,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,0,5000,1000,0,0,17000,0,7500,3000,0,0,27353,0,11550,9000,0,2800
"Khanna","Ro","ro khanna","D","CA","K000389",NA,NA,"+","+","+","+",17,4,0,4500,0,0,2500,5500,500,4200,0,0,0,250,1500,2700,0,0,0,5400,1000,11311,0,0,0,0,5641,2986,40,5665,7,14957,6226
"Panetta","Jimmy","jimmy panetta","D","CA","P000613",NA,NA,"+","+","+","+",20,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,0,0,0,17100,0,16500,0,0,14000,7400,0,3500,0,0,500,2075,3250
"Carbajal","Salud","salud carbajal,salud o carbajal","D","CA","C001112",NA,NA,"+","+","+","+",24,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gomez","Jimmy","jimmy gomez","D","CA","G000585",NA,NA,"+","+","+","+",34,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,0,0,1500,1000,1000,3250,0,0,3250,18459,2550,1508,0,0,0,208,21000
"Barragán","Nanette","nanette barrag n","D","CA",NA,NA,NA,"+","+","+","+",44,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Correa","J.","j correa","D","CA",NA,NA,NA,"+","+","+","+",46,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blunt Rochester","Lisa","lisa blunt rochester","D","DE","B001303",NA,NA,"+","+","+","+",NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,6,8920,0,7029,0,0,3025,6223,0,7688,0,0,5155,18920,300
"Gaetz","Matt","matt gaetz","R","FL","G000578",NA,NA,"-",NA,"-","+",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,0,0,0,0,0,6200,0,0,0,0,0,10610,0,0,0,0,0
"Dunn","Neal","neal dunn,neal p dunn","R","FL","D000628",NA,NA,"-","-","-","-",2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rutherford","John","john rutherford,john h rutherford","R","FL","R000609",NA,NA,"-","-","-","-",4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lawson","Al","al lawson","D","FL","L000586",NA,NA,NA,"+","+","+",5,3,0,500,0,0,0,10250,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1012,0,0,0,0,0,1000,0,0,0,0,0,75,0
"Murphy","Stephanie","stephanie murphy,stephanie n murphy","D","FL","M001202",NA,NA,"+","+","+","+",7,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Soto","Darren","darren soto","D","FL","S001200",NA,NA,"+","+","+","+",9,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,8448,0,750,0,600,750,4120,2500,0,0,4500,0,4125,0
"Demings","Val","val demings","D","FL",NA,NA,NA,"+","+","+","+",10,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crist","Charlie","charlie crist","D","FL","C001111",NA,NA,"+","+","+","+",13,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13500,0,0,0,24201,1002,28505,0,0,0,16881,0,20125,0,0,0,12928,11000
