"Cycle","CID","RealCode","Date","Amount","Type"
2012,"N00000684","E1320",2012-11-26,-1000,"24K"
2012,"N00031503","E1150",2012-11-28,2500,"24K"
2012,"N00026595","E1620",2012-11-26,1000,"24K"
2012,"N00029273","E1160",2012-12-13,2500,"24K"
2012,"N00030622","E1600",2012-11-28,1000,"24K"
2012,"N00029901","E1140",2012-12-05,1000,"24K"
2012,"N00031174","E1620",2012-11-26,2000,"24K"
2012,"N00029273","E1110",2012-12-28,2500,"24K"
2012,"N00009771","E1140",2012-12-05,2500,"24K"
2012,"N00005395","E1150",2012-11-24,500,"24K"
2012,"N00026460","E1160",2012-12-05,2500,"24K"
2012,"N00008051","E1120",2012-11-28,1000,"24K"
2012,"N00004961","E1210",2012-11-29,1000,"24K"
2012,"N00033085","E1210",2012-12-14,5000,"24K"
2012,"N00003028","E1160",2012-12-13,2500,"24K"
2012,"N00034784","E1600",2012-11-27,2000,"24K"
2012,"N00009975","E1600",2012-12-04,1000,"24K"
2012,"N00024852","E1620",2012-11-27,1000,"24K"
2012,"N00003328","E1620",2012-11-27,1000,"24K"
2012,"N00031503","E1150",2012-11-26,5000,"24K"
2012,"N00000491","E1600",2012-11-27,2500,"24K"
2012,"N00033782","E1620",2012-12-12,2500,"24K"
2012,"N00035187","E1170",2012-12-06,1500,"24K"
2012,"N00033625","E1620",2012-12-03,2500,"24K"
2012,"N00029675","E1160",2012-12-05,2500,"24K"
2012,"N00030744","E1110",2012-12-28,2500,"24K"
2012,"N00029303","E1700",2012-12-18,500,"24K"
2012,"N00008051","E1600",2012-12-19,2000,"24K"
2012,"N00004403","E1620",2012-12-18,2500,"24K"
2012,"N00033518","E1170",2012-11-20,1000,"24K"
2012,"N00008051","E1600",2012-12-18,2000,"24K"
2012,"N00006806","E1620",2012-12-21,1000,"24K"
2012,"N00003389","E1120",2012-11-28,5000,"24K"
2012,"N00008051","E1620",2012-12-14,1000,"24K"
2012,"N00013131","E1610",2012-12-19,1000,"24K"
2012,"N00026586","E1220",2012-12-11,1000,"24K"
2012,"N00001093","E1620",2012-12-04,5000,"24K"
2012,"N00004643","E1500",2012-12-11,1000,"24K"
2012,"N00001725","E1620",2012-12-04,1800,"24K"
2012,"N00033782","E1140",2012-12-12,2500,"24K"
2012,"N00003389","E1210",2012-11-29,1000,"24K"
2012,"N00003467","E1620",2012-12-14,2500,"24K"
2012,"N00029273","E1200",2012-12-03,-5000,"24K"
2012,"N00031253","E1210",2012-12-03,5000,"24K"
2012,"N00024753","E1200",2012-12-11,2000,"24K"
2012,"N00027694","E1620",2012-12-03,1000,"24K"
2012,"N00005395","E1160",2012-12-05,5000,"24K"
2012,"N00033782","E1110",2012-12-14,2500,"24K"
2012,"N00004643","E1100",2012-12-13,2500,"24K"
2012,"N00033174","E1210",2012-12-05,1000,"24K"
2012,"N00005395","E1630",2012-12-13,1000,"24K"
2012,"N00008051","E1140",2012-12-05,5000,"24K"
2012,"N00033539","E1160",2012-11-30,5000,"24K"
2012,"N00007724","E1600",2012-12-04,1000,"24K"
2012,"N00033410","E1120",2012-12-05,1000,"24K"
2012,"N00033782","E1120",2012-11-28,5000,"24K"
2012,"N00026586","E1210",2012-11-29,1000,"24K"
2012,"N00013131","E1620",2012-12-17,1000,"24K"
2012,"N00030622","E1620",2012-12-03,1000,"24K"
2012,"N00031233","E1210",2012-12-03,5000,"24K"
2012,"N00000270","E1630",2012-12-31,-2500,"24K"
2012,"N00000684","E1320",2012-11-28,1000,"24K"
2012,"N00027522","E1140",2012-12-10,1000,"24K"
2012,"N00026586","E1620",2012-12-03,1000,"24K"
2012,"N00026595","E1140",2012-12-07,1000,"24K"
2012,"N00005582","E1620",2012-11-27,1000,"24K"
2012,"N00030744","E1160",2012-12-13,2500,"24K"
2012,"N00024790","E1170",2012-11-27,1500,"24K"
2012,"N00008051","E1600",2012-12-03,1000,"24K"
2012,"N00005395","E1620",2012-12-14,2500,"24K"
2012,"N00030622","E1620",2012-12-18,1000,"24K"
2012,"N00026595","E1620",2012-11-30,4000,"24K"
2012,"N00033897","E1600",2012-12-21,1000,"24K"
2012,"N00000716","E1110",2012-12-31,-1000,"24K"
2012,"N00008051","E1620",2012-11-28,-500,"24K"
2012,"N00028152","E1630",2012-12-07,1500,"24K"
2012,"N00030788","E1610",2012-11-28,1000,"24K"
2012,"N00006236","E1600",2012-12-01,-1000,"24K"
2012,"N00006561","E1620",2012-12-04,2500,"24K"
2012,"N00001285","E1140",2012-12-10,1000,"24K"
2012,"N00033782","E1100",2012-12-13,2500,"24K"
2012,"N00031545","E1110",2012-11-30,2000,"24K"
2012,"N00024852","E1600",2012-12-18,1000,"24K"
2012,"N00001783","E1160",2012-12-04,1000,"24K"
2012,"N00030622","E1600",2012-12-03,1000,"24K"
2012,"N00003473","E1160",2012-11-30,2000,"24K"
2012,"N00033310","E1620",2012-11-29,1000,"24K"
2012,"N00001758","E1620",2012-12-18,1000,"24K"
2012,"N00033782","E1110",2012-12-04,5000,"24K"
2012,"N00024852","E1110",2012-12-04,2500,"24K"
2012,"N00029901","E1600",2012-12-04,1000,"24K"
2012,"N00030622","E1600",2012-12-19,1000,"24K"
2012,"N00005918","E1160",2012-11-20,2500,"24K"
2012,"N00004643","E1140",2012-12-17,1500,"24K"
2012,"N00033539","E1110",2012-12-11,1000,"24K"
2012,"N00008051","E1620",2012-12-11,1000,"24K"
2012,"N00004572","E1620",2012-11-20,1000,"24K"
2012,"N00027522","E1600",2012-12-19,1000,"24K"
2012,"N00004572","E1500",2012-12-11,1000,"24K"
2012,"N00026595","E1160",2012-11-20,1000,"24K"
2012,"N00034884","E1600",2012-12-28,1000,"24K"
2012,"N00033897","E1620",2012-12-19,1000,"24K"
2012,"N00008051","E1120",2012-11-28,1000,"24K"
2012,"N00033782","E1600",2012-12-21,2500,"24K"
2012,"N00027623","E1160",2012-12-13,2500,"24K"
2012,"N00005395","E1100",2012-12-31,-500,"24K"
2012,"N00026586","E1620",2012-12-03,1000,"24K"
2012,"N00005582","E1600",2012-12-04,5000,"24K"
2012,"N00003389","E1610",2012-12-12,500,"24K"
2012,"N00003389","E1610",2012-12-12,2000,"24K"
2012,"N00008051","E1620",2012-12-03,1000,"24K"
2012,"N00027459","E1170",2012-12-18,2500,"24K"
2012,"N00033310","E1200",2012-12-11,2500,"24K"
2012,"N00033782","E1110",2012-11-30,5000,"24K"
2012,"N00033782","E1500",2012-12-10,2500,"24K"
2012,"N00026595","E1160",2012-11-20,5000,"24K"
2012,"N00029303","E1700",2012-12-18,500,"24K"
2012,"N00029908","E1600",2012-12-18,5000,"24K"
2012,"N00033316","E1620",2012-11-30,1000,"24K"
2012,"N00005395","E1620",2012-11-21,-2000,"24K"
2012,"N00006249","E1110",2012-12-05,-1000,"24K"
2012,"N00026050","E1320",2012-12-04,1000,"24K"
2012,"N00027694","E1500",2012-12-11,1000,"24K"
2012,"N00034416","E1160",2012-12-11,2500,"24K"
2012,"N00031253","E1160",2012-12-13,2000,"24K"
2012,"N00009699","E1160",2012-11-30,2000,"24K"
2012,"N00029018","E1610",2012-12-10,-1500,"24K"
2012,"N00005395","E1100",2012-12-13,1500,"24K"
2012,"N00029901","E1110",2012-12-14,1000,"24K"
2012,"N00033541","E1120",2012-12-10,2000,"24K"
2012,"N00033782","E1120",2012-12-05,5000,"24K"
2012,"N00026595","E1110",2012-12-14,2500,"24K"
2012,"N00003467","E1600",2012-12-18,2500,"24K"
2012,"N00025025","E1620",2012-11-26,1000,"24K"
2012,"N00002097","E1620",2012-11-27,2500,"24K"
2012,"N00027605","E1110",2012-12-20,1500,"24K"
2012,"N00003028","E1110",2012-12-28,2500,"24K"
2012,"N00026050","E1140",2012-12-06,1000,"24K"
2012,"N00004572","E1140",2012-11-30,1000,"24K"
2012,"N00033316","E1620",2012-12-18,1000,"24K"
2012,"N00026595","E1140",2012-11-20,1500,"24K"
2012,"N00005883","E1160",2012-12-31,-2500,"24K"
2012,"N00003675","E1500",2012-11-29,-5000,"24K"
2012,"N00024753","E1200",2012-12-11,-1000,"24K"
2012,"N00002674","E1620",2012-12-14,1000,"24K"
2012,"N00031233","E1610",2012-12-12,2000,"24K"
2012,"N00035187","E1620",2012-12-12,2000,"24K"
2012,"N00026050","E1140",2012-12-03,1000,"24K"
2012,"N00009699","E1600",2012-12-03,2500,"24K"
2012,"N00005395","E1160",2012-12-12,2500,"24K"
2012,"N00031253","E1620",2012-12-10,1000,"24K"
2012,"N00005395","E1150",2012-11-24,500,"24K"
2012,"N00029444","E1610",2012-12-12,1000,"24K"
2012,"N00030768","E1170",2012-11-21,1000,"24K"
2012,"N00033782","E1150",2012-12-06,5000,"24K"
2012,"N00002685","E1600",2012-12-18,1000,"24K"
2012,"N00001783","E1620",2012-12-28,-1000,"24K"
2012,"N00031696","E1620",2012-11-30,1500,"24K"
2012,"N00004887","E1620",2012-12-03,1000,"24K"
2012,"N00033281","E1620",2012-11-30,1000,"24K"
2012,"N00033541","E1120",2012-12-05,2500,"24K"
2012,"N00027522","E1600",2012-12-18,1000,"24K"
2012,"N00026050","E1170",2012-12-04,1000,"24K"
2012,"N00033310","E1320",2012-12-04,1000,"24K"
2012,"N00008051","E1600",2012-11-26,1000,"24K"
2012,"N00029260","E1600",2012-12-17,250,"24K"
2012,"N00029273","E1600",2012-12-18,1000,"24K"
2012,"N00002097","E1140",2012-12-14,-2000,"24K"
2012,"N00007690","E1630",2012-12-07,1500,"24K"
2012,"N00031820","E1620",2012-12-18,1000,"24K"
2012,"N00027623","E1110",2012-12-28,2500,"24K"
2012,"N00001285","E1120",2012-12-05,1000,"24K"
2012,"N00027566","E1620",2012-11-29,1000,"24K"
2012,"N00013131","E1620",2012-12-04,1500,"24K"
2012,"N00027694","E1500",2012-12-20,-3500,"24K"
2012,"N00026595","E1150",2012-12-19,1500,"24K"
2012,"N00031233","E1210",2012-12-19,2500,"24K"
2012,"N00033782","E1160",2012-11-28,5000,"24K"
2012,"N00003467","E1700",2012-11-30,-1500,"24K"
2012,"N00033625","E1210",2012-11-29,1000,"24K"
2012,"N00006561","E1190",2012-11-21,1500,"24K"
2012,"N00033782","E1600",2012-12-18,5000,"24K"
2012,"N00033782","E1120",2012-12-10,2500,"24K"
2012,"N00030191","E1620",2012-12-11,1000,"24K"
2012,"N00026595","E1150",2012-11-26,2500,"24K"
2012,"N00034041","E1620",2012-12-03,1000,"24K"
2012,"N00003105","E1160",2012-11-30,2000,"24K"
2012,"N00004645","E1160",2012-12-31,-2500,"24K"
2012,"N00009699","E1320",2012-12-04,1000,"24K"
2012,"N00033363","E1170",2012-12-07,1000,"24K"
2012,"N00033782","E1170",2012-12-07,2500,"24K"
2012,"N00007021","E1620",2012-12-17,1000,"24K"
2012,"N00005395","E1210",2012-12-07,1000,"24K"
2012,"N00008051","E1620",2012-12-17,1000,"24K"
2012,"N00027522","E1140",2012-12-19,2500,"24K"
2012,"N00027459","E1700",2012-12-04,1000,"24K"
2012,"N00003845","E1620",2012-12-03,500,"24K"
2012,"N00034120","E1160",2012-12-11,1000,"24K"
2012,"N00031233","E1600",2012-12-04,2500,"24K"
2012,"N00004643","E2000",2012-12-06,1000,"24K"
2012,"N00005282","E1140",2012-12-31,-1000,"24K"
2012,"N00028139","E1620",2012-12-19,1000,"24K"
2012,"N00002685","E1140",2012-12-03,1000,"24K"
2012,"N00026050","E1140",2012-11-20,2500,"24K"
2012,"N00033085","E1160",2012-11-29,2500,"24K"
2012,"N00026595","E1600",2012-11-26,1000,"24K"
2012,"N00026586","E1220",2012-12-11,1000,"24K"
2012,"N00031233","E1160",2012-12-13,3000,"24K"
2012,"N00033782","E1500",2012-12-11,1000,"24K"
2012,"N00033821","E1620",2012-12-11,1000,"24K"
2012,"N00004207","E1610",2012-12-12,2500,"24K"
2012,"N00030622","E1300",2012-12-14,1000,"24K"
2012,"N00026586","E1620",2012-12-18,500,"24K"
2012,"N00008051","E1620",2012-12-21,1000,"24K"
2012,"N00003467","E1110",2012-12-28,5000,"24K"
2012,"N00033782","E1210",2012-11-29,1000,"24K"
2012,"N00004643","E1210",2012-12-19,2500,"24K"
2012,"N00009922","E1220",2012-12-11,5000,"24K"
2012,"N00024852","E1630",2012-12-10,2000,"24K"
2012,"N00026586","E1210",2012-12-14,2500,"24K"
2012,"N00026595","E1110",2012-11-29,2000,"24K"
2012,"N00033782","E1140",2012-12-05,1000,"24K"
2012,"N00001285","E1620",2012-12-10,1000,"24K"
2012,"N00025237","E1170",2012-11-23,2000,"24K"
2012,"N00004643","E1120",2012-11-28,2000,"24K"
2012,"N00003467","E1160",2012-12-13,2500,"24K"
2012,"N00009975","E1600",2012-12-03,1500,"24K"
2012,"N00026586","E1200",2012-12-04,2500,"24K"
2012,"N00003467","E1210",2012-11-29,1000,"24K"
2012,"N00026595","E1120",2012-12-05,2500,"24K"
2012,"N00033085","E1110",2012-11-30,2500,"24K"
2012,"N00003813","E3000",2012-12-06,1000,"24K"
2012,"N00003467","E1620",2012-11-26,1000,"24K"
2012,"N00005395","E1160",2012-11-28,5000,"24K"
2012,"N00004572","E1140",2012-12-03,500,"24K"
2012,"N00005582","E1140",2012-12-14,2000,"24K"
2012,"N00005282","E1140",2012-11-20,1000,"24K"
2012,"N00033897","E1620",2012-12-10,1000,"24K"
2012,"N00026595","E1220",2012-12-03,2500,"24K"
2012,"N00026595","E1110",2012-12-04,1000,"24K"
2012,"N00033782","E1620",2012-11-30,5000,"24K"
2012,"N00021207","E1620",2012-12-18,1000,"24K"
2012,"N00008086","E1170",2012-11-30,-3000,"24K"
2012,"N00027522","E1120",2012-11-28,-5000,"24K"
2012,"N00009699","E1620",2012-11-26,2000,"24K"
2012,"N00001692","E1140",2012-12-10,1000,"24K"
2012,"N00001821","E1600",2012-12-15,-1500,"24K"
2012,"N00013770","E1620",2012-11-29,5000,"24K"
2012,"N00026586","E1210",2012-11-27,1000,"24K"
2012,"N00009771","E1160",2012-12-18,2500,"24K"
2012,"N00024852","E1620",2012-12-18,1000,"24K"
2012,"N00007724","E1500",2012-12-11,1000,"24K"
2012,"N00030752","E1620",2012-12-11,-1500,"24K"
2012,"N00027503","E1600",2012-12-04,2500,"24K"
2012,"N00030622","E1600",2012-11-27,1000,"24K"
2012,"N00010084","E1620",2012-12-04,2000,"24K"
2012,"N00030744","E1140",2012-11-20,1000,"24K"
2012,"N00000781","E5000",2012-12-04,1000,"24K"
2012,"N00033310","E1160",2012-11-30,1000,"24K"
2012,"N00027566","E1620",2012-11-27,-1000,"24K"
2012,"N00033782","E1120",2012-11-28,1000,"24K"
2012,"N00029617","E1620",2012-11-26,1000,"24K"
2012,"N00024753","E1200",2012-12-11,-2000,"24K"
2012,"N00026595","E1110",2012-11-30,2500,"24K"
2012,"N00005395","E1120",2012-12-04,1000,"24K"
2012,"N00002685","E1110",2012-12-10,1000,"24K"
2012,"N00034349","E1630",2012-12-03,1000,"24K"
2012,"N00000781","E4100",2012-12-20,1000,"24K"
2012,"N00024852","E1160",2012-11-30,5000,"24K"
2012,"N00032029","E1610",2012-12-12,1000,"24K"
2012,"N00007876","E1620",2012-11-20,1000,"24K"
2012,"N00005395","E1170",2012-12-07,2500,"24K"
2012,"N00004291","E1170",2012-11-30,-3000,"24K"
2012,"N00026586","E1200",2012-12-04,2500,"24K"
2012,"N00033541","E1620",2012-11-30,1000,"24K"
2012,"N00033897","E1620",2012-12-18,1000,"24K"
2012,"N00031127","E1620",2012-12-03,1000,"24K"
2012,"N00004643","E1200",2012-12-04,2500,"24K"
2012,"N00024753","E1200",2012-12-11,1000,"24K"
2012,"N00027566","E1620",2012-12-11,1000,"24K"
2012,"N00033390","E1600",2012-11-27,1000,"24K"
2012,"N00027649","E1140",2012-11-20,500,"24K"
2012,"N00033782","E1110",2012-12-11,2500,"24K"
2012,"N00033539","E1160",2012-12-05,5000,"24K"
2012,"N00010084","E1600",2012-12-04,1000,"24K"
2012,"N00026080","E1160",2012-12-05,500,"24K"
2012,"N00033509","E1620",2012-12-31,500,"24K"
2012,"N00004367","E1620",2012-12-04,5000,"24K"
2012,"N00008051","E1300",2012-12-14,1000,"24K"
2012,"N00033085","E1210",2012-11-29,1000,"24K"
2012,"N00033638","E1620",2012-12-18,2000,"24K"
2012,"N00009699","E1600",2012-12-21,1000,"24K"
2012,"N00033782","E1110",2012-11-20,2500,"24K"
2012,"N00026595","E1140",2012-11-28,2500,"24K"
2012,"N00030815","E1320",2012-12-04,1000,"24K"
2012,"N00004643","E1170",2012-12-07,2500,"24K"
2012,"N00027229","E5000",2012-12-21,-1000,"24K"
2012,"N00030184","E1620",2012-12-14,2000,"24K"
2012,"N00033782","E1120",2012-11-29,2500,"24K"
2012,"N00030788","E1160",2012-11-30,2000,"24K"
2012,"N00007724","E1700",2012-12-13,2000,"24K"
2012,"N00030856","E1600",2012-12-31,2500,"24K"
2012,"N00033630","E1610",2012-11-28,3000,"24K"
2012,"N00032029","E1620",2012-12-03,1000,"24K"
2012,"N00030788","E1600",2012-12-17,2500,"24K"
2012,"N00029901","E1120",2012-12-10,2000,"24K"
2012,"N00031233","E1620",2012-11-29,2000,"24K"
2012,"N00031129","E1140",2012-11-20,1000,"24K"
2012,"N00033085","E1110",2012-11-29,2000,"24K"
2012,"N00008051","E1620",2012-12-20,1000,"24K"
2012,"N00002097","E1140",2012-12-12,5000,"24K"
2012,"N00030622","E1620",2012-12-14,1000,"24K"
2012,"N00006561","E1620",2012-12-04,500,"24K"
2012,"N00001945","E1600",2012-12-04,1500,"24K"
2012,"N00004572","E1140",2012-11-27,1000,"24K"
2012,"N00009699","E1600",2012-12-19,2000,"24K"
2012,"N00009869","E1160",2012-12-05,-2500,"24K"
2012,"N00033782","E1110",2012-11-20,2500,"24K"
2012,"N00031226","E1620",2012-12-05,1000,"24K"
2012,"N00001955","E1500",2012-12-11,-500,"24K"
2012,"N00027694","E1140",2012-12-19,1000,"24K"
