"","LastName","FirstName","Party","State","Member ID","Alias"
"936","Green","Mark E.","Republican","Tennessee","G000590",NA
"937","Green","S. William","Republican","New York","G000417",NA
"938","Green","William J.","Democratic","Pennsylvania","G000420",NA
"939","Greene","Marjorie Taylor","Republican","Georgia","G000596",NA
"940","Greenwood","James C.","Republican","Pennsylvania","G000439",NA
"941","Gregg","Judd","Republican","New Hampshire","G000445",NA
"942","Griffin","Robert P.","Republican","Michigan","G000465",NA
"943","Griffin","Tim","Republican","Arkansas","G000567",NA
"944","Griffith","H. Morgan","Republican","Virginia","G000568",NA
"945","Griffith","Parker","Republican","Alabama","G000557",NA
"946","Griffiths","Martha W.","Democratic","Michigan","G000471",NA
"947","Grijalva","Raúl M.","Democratic","Arizona","G000551",NA
"948","Grimm","Michael G.","Republican","New York","G000569",NA
"949","Grisham","Wayne R.","Republican","California","G000480",NA
"950","Gross","H. R.","Republican","Iowa","G000495",NA
"951","Grotberg","John E.","Republican","Illinois","G000499",NA
"952","Grothman","Glenn","Republican","Wisconsin","G000576",NA
"953","Grover","James R.","Republican","New York","	G000504","Jr."
"954","Grucci","Felix J.","Republican","New York","	G000547","Jr."
"955","Guarini","Frank J.","Democratic","New Jersey","G000511",NA
"956","Gubser","Charles S.","Republican","California","G000512",NA
"957","Gude","Gilbert","Republican","Maryland","G000513",NA
"958","Gudger","V. Lamar","Democratic","North Carolina","G000515",NA
"959","Guest","Michael","Republican","Mississippi","G000591",NA
"960","Guinta","Frank C.","Republican","New Hampshire","G000570",NA
"961","Gunderson","Steve","Republican","Wisconsin","G000524",NA
"962","Gunter","Bill","Democratic","Florida","G000528",NA
"963","Gurney","Edward J.","Republican","Florida","G000531",NA
"964","Guthrie","Brett","Republican","Kentucky","G000558",NA
"965","Gutierrez","Luis V.","Democratic","Illinois","G000535",NA
"966","Gutknecht","Gil","Republican","Minnesota","G000536",NA
"967","Guyer","Tennyson","Republican","Ohio","G000537",NA
"968","Haaland","Debra A.","Democratic","New Mexico","H001080",NA
"969","Hagan","Kay R.","Democratic","North Carolina","H001049",NA
"970","Hagedorn","Jim","Republican","Minnesota","H001088",NA
"971","Hagedorn","Thomas M.","Republican","Minnesota","H000012",NA
"972","Hagel","Chuck","Republican","Nebraska","H001028",NA
"973","Hageman","Harriet M.","Republican","Wyoming","H001096",NA
"974","Hagerty","Bill","Republican","Tennessee","H000601",NA
"975","Hahn","Janice","Democratic","California","H001063",NA
"976","Haley","James A.","Democratic","Florida","H000041",NA
"977","Hall","John J.","Democratic","New York","H001039",NA
"978","Hall","Katie","Democratic","Indiana","H000058",NA
"979","Hall","Kwanza","Democratic","Georgia","H001092",NA
"980","Hall","Ralph M.","Republican","Texas","H000067",NA
"981","Hall","Sam B.","Democratic","Texas","	H000070","Jr."
"982","Hall","Tim L.","Democratic","Illinois","H000073",NA
"983","Hall","Tony P.","Democratic","Ohio","H000074",NA
"984","Halvorson","Deborah L.","Democratic","Illinois","H001044",NA
"985","Hamburg","Dan","Democratic","California","H000096",NA
"986","Hamilton","Lee H.","Democratic","Indiana","H000114",NA
"987","Hammerschmidt","John P.","Republican","Arkansas","H000124",NA
"988","Hanabusa","Colleen","Democratic","Hawaii","H001050",NA
"989","Hance","Kent R.","Democratic","Texas","H000144",NA
"990","Hancock","Mel","Republican","Missouri","H000151",NA
"991","Handel","Karen C.","Republican","Georgia","H001078",NA
"992","Hanley","James M.","Democratic","New York","H000158",NA
"993","Hanna","Richard L.","Republican","New York","H001051",NA
"994","Hanna","Richard T.","Democratic","California","H000164",NA
"995","Hannaford","Mark W.","Democratic","California","H000166",NA
"996","Hanrahan","Robert P.","Republican","Illinois","H000168",NA
"997","Hansen","Clifford P.","Republican","Wyoming","H000170",NA
"998","Hansen","George V.","Republican","Idaho","H000171",NA
"999","Hansen","James V.","Republican","Utah","H000172",NA
"1000","Hansen","Julia Butler","Democratic","Washington","H000174",NA
"1001","Hansen","Orval","Republican","Idaho","H000175",NA
"1002","Harder","Josh","Democratic","California","H001090",NA
"1003","Hardy","Cresent","Republican","Nevada","H001070",NA
"1004","Hare","Phil","Democratic","Illinois","H001040",NA
"1005","Harkin","Tom","Democratic","Iowa","H000206",NA
"1006","Harman","Jane","Democratic","California","H000213",NA
"1007","Harper","Gregg","Republican","Mississippi","H001045",NA
"1008","Harrington","Michael J.","Democratic","Massachusetts","H000230",NA
"1009","Harris","Andy","Republican","Maryland","H001052",NA
"1010","Harris","Claude","Democratic","Alabama","H000236",NA
"1011","Harris","Herbert E.","Democratic","Virginia","	H000241","II"
"1012","Harris","Kamala D.","Democratic","California","H001075",NA
"1013","Harris","Katherine","Republican","Florida","H001035",NA
"1014","Harrison","Frank","Democratic","Pennsylvania","H000269",NA
"1015","Harsha","William H.","Republican","Ohio","H000281",NA
"1016","Harshbarger","Diana","Republican","Tennessee","H001086",NA
"1017","Hart","Gary W.","Democratic","Colorado","H000287",NA
"1018","Hart","Melissa A.","Republican","Pennsylvania","H001033",NA
"1019","Hart","Philip A.","Democratic","Michigan","H000291",NA
"1020","Hartke","Vance","Democratic","Indiana","H000297",NA
"1021","Hartnett","Thomas F.","Republican","South Carolina","H000302",NA
"1022","Hartzler","Vicky","Republican","Missouri","H001053",NA
"1023","Harvey","James","Republican","Michigan","H000306",NA
"1024","Haskell","Floyd K.","Democratic","Colorado","H000317",NA
"1025","Hassan","Margaret Wood","Democratic","New Hampshire","H001076",NA
"1026","Hastert","J. Dennis","Republican","Illinois","H000323",NA
"1027","Hastings","Alcee L.","Democratic","Florida","H000324",NA
"1028","Hastings","Doc","Republican","Washington","H000329",NA
"1029","Hastings","James F.","Republican","New York","H000327",NA
"1030","Hatch","Orrin G.","Republican","Utah","H000338",NA
"1031","Hatcher","Charles","Democratic","Georgia","H000340",NA
"1032","Hatfield","Mark O.","Republican","Oregon","H000343",NA
"1033","Hatfield","Paul","Democratic","Montana","H000344",NA
"1034","Hathaway","William D.","Democratic","Maine","H000346",NA
"1035","Hawkins","Augustus F.","Democratic","California","H000367",NA
"1036","Hawkins","Paula","Republican","Florida","H000374",NA
"1037","Hawley","Josh","Republican","Missouri","H001089",NA
"1038","Hayakawa","Samuel Ichiye","Republican","California","H000384",NA
"1039","Hayes","Charles A.","Democratic","Illinois","H000388",NA
"1040","Hayes","Jahana","Democratic","Connecticut","H001081",NA
"1041","Hayes","James A.","Republican","Louisiana","H000390",NA
"1042","Hayes","Philip H.","Democratic","Indiana","H000392",NA
"1043","Hayes","Robin","Republican","North Carolina","H001029",NA
"1044","Hays","Wayne L.","Democratic","Ohio","H000408",NA
"1045","Hayworth","J. D.","Republican","Arizona","H000413",NA
"1046","Hayworth","Nan A. S.","Republican","New York","H001054",NA
"1047","Hebert","F. Edward","Democratic","Louisiana","H000437",NA
"1048","Hechler","Ken","Democratic","West Virginia","H000438",NA
"1049","Hecht","Chic","Republican","Nevada","H000439",NA
"1050","Heck","Denny","Democratic","Washington","H001064",NA
"1051","Heck","Joseph J.","Republican","Nevada","H001055",NA
"1052","Heckler","Margaret M.","Republican","Massachusetts","H000440",NA
"1053","Hefley","Joel","Republican","Colorado","H000444",NA
"1054","Heflin","Howell","Democratic","Alabama","H000445",NA
"1055","Hefner","W. G.","Democratic"," North Carolina","	H000448","Bill"
"1056","Heftel","Cecil","Democratic","Hawaii","H000449",NA
"1057","Heineman","Frederick K.","Republican"," North Carolina","	H000452","Fred"
"1058","Heinrich","Martin","Democratic","New Mexico","H001046",NA
"1059","Heinz","John","Republican","Pennsylvania","H000456",NA
"1060","Heitkamp","Heidi","Democratic","North Dakota","H001069",NA
"1061","Heller","Dean","Republican","Nevada","H001041",NA
"1062","Helms","Jesse","Republican","North Carolina","H000463",NA
"1063","Helstoski","Henry","Democratic","New Jersey","H000465",NA
"1064","Henderson","David N.","Democratic","North Carolina","H000479",NA
"1065","Hendon","Bill","Republican","North Carolina","H000490",NA
"1066","Henry","Paul B.","Republican","Michigan","H000514",NA
"1067","Hensarling","Jeb","Republican","Texas","H001036",NA
"1068","Herger","Wally","Republican","California","H000528",NA
"1069","Hern","Kevin","Republican","Oklahoma","H001082",NA
"1070","Herrell","Yvette","Republican","New Mexico","H001084",NA
"1071","Herrera Beutler","Jaime","Republican","Washington","H001056",NA
"1072","Herseth Sandlin","Stephanie","Democratic","South Dakota","H001037",NA
"1073","Hertel","Dennis M.","Democratic","Michigan","H000547",NA
"1074","Hice","Jody B.","Republican","Georgia","H001071",NA
"1075","Hickenlooper","John W.","Democratic","Colorado","H000273",NA
"1076","Hicks","Floyd V.","Democratic","Washington","H000563",NA
"1077","Higgins","Brian","Democratic","New York","H001038",NA
"1078","Higgins","Clay","Republican","Louisiana","H001077",NA
"1079","Hightower","Jack E.","Democratic","Texas","H000582",NA
"1080","Hiler","John Patrick","Republican","Indiana","H000586",NA
"1081","Hill","Baron P.","Democratic","Indiana","H001030",NA
"1082","Hill","J. French","Republican","Arkansas","H001072",NA
"1083","Hill","Katie","Democratic","California","H001087",NA
"1084","Hill","Rick","Republican","Montana","H000605",NA
"1085","Hilleary","Van","Republican","Tennessee","H000615",NA
"1086","Hilliard","Earl F.","Democratic","Alabama","H000621",NA
"1087","Hillis","Elwood H.","Republican","Indiana","H000624",NA
"1088","Himes","James A.","Democratic","Connecticut","H001047",NA
"1089","Hinchey","Maurice D.","Democratic","New York","H000627",NA
"1090","Hinojosa","Ruben","Democratic","Texas","H000636",NA
"1091","Hinshaw","Andrew J.","Republican","California","H000638",NA
"1092","Hinson","Ashley","Republican","Iowa","H001091",NA
"1093","Hinson","Jon C.","Republican","Mississippi","H000641",NA
"1094","Hirono","Mazie K.","Democratic","Hawaii","H001042",NA
"1095","Hoagland","Peter","Democratic","Nebraska","H000652",NA
"1096","Hobson","David L.","Republican","Ohio","H000666",NA
"1097","Hochbrueckner","George J.","Democratic","New York","H000670",NA
"1098","Hochul","Kathleen C.","Democratic","New York","H001062",NA
"1099","Hodes","Paul W.","Democratic","New Hampshire","H001043",NA
"1100","Hodges","Kaneaster","Democratic","Arkansas","	H000675","Jr."
"1101","Hoeffel","Joseph M.","Democratic","Pennsylvania","H001031",NA
"1102","Hoekstra","Peter","Republican","Michigan","H000676",NA
"1103","Hoeven","John","Republican","North Dakota","H001061",NA
"1104","Hogan","Lawrence J.","Republican","Maryland","H000692",NA
"1105","Hoke","Martin R.","Republican","Ohio","H000707",NA
"1106","Holden","Tim","Democratic","Pennsylvania","H000712",NA
"1107","Holding","George","Republican","North Carolina","H001065",NA
"1108","Holifield","Chet","Democratic","California","H000713",NA
"1109","Holland","Kenneth L.","Democratic","South Carolina","H000719",NA
"1110","Hollenbeck","Harold C.","Republican","New Jersey","H000722",NA
"1111","Hollings","Ernest F.","Democratic","South Carolina","H000725",NA
"1112","Hollingsworth","Trey","Republican","Indiana","H001074",NA
"1113","Holloway","Clyde","Republican","Louisiana","H000729",NA
"1114","Holt","Marjorie S.","Republican","Maryland","H000747",NA
"1115","Holt","Rush","Democratic","New Jersey","H001032",NA
"1116","Holtzman","Elizabeth","Democratic","New York","H000752",NA
"1117","Honda","Michael M.","Democratic","California","H001034",NA
"1118","Hooley","Darlene","Democratic","Oregon","H000762",NA
"1119","Hopkins","Larry J.","Republican","Kentucky","H000776",NA
"1120","Horn","Joan Kelly","Democratic","Missouri","H000788",NA
"1121","Horn","Kendra S.","Democratic","Oklahoma","H001083",NA
"1122","Horn","Stephen","Republican","California","H000789",NA
"1123","Horsford","Steven","Democratic","Nevada","H001066",NA
"1124","Horton","Frank J.","Republican","New York","H000797",NA
"1125","Hosmer","Craig","Republican","California","H000802",NA
"1126","Hostettler","John N.","Republican","Indiana","H000807",NA
"1127","Houchin","Erin","Republican","Indiana","H001093",NA
"1128","Houghton","Amo","Republican","New York","H000814",NA
"1129","Houlahan","Chrissy","Democratic","Pennsylvania","H001085",NA
"1130","Howard","James J.","Democratic","New Jersey","H000840",NA
"1131","Howe","Allan","Democratic","Utah","H000851",NA
"1132","Hoyer","Steny H.","Democratic","Maryland","H000874",NA
"1133","Hoyle","Val T.","Democratic","Oregon","H001094",NA
"1134","Hruska","Roman L.","Republican","Nebraska","H000875",NA
"1135","Hubbard","Carroll","Democratic","Kentucky","	H000878","Jr."
"1136","Huber","Robert J.","Republican","Michigan","H000897",NA
"1137","Huckaby","Thomas J.","Democratic"," Louisiana","	H000901","Jerry"
"1138","Huddleston","Walter","Democratic"," Kentucky","	H000905","Dee"
"1139","Hudnut","William H.","Republican","Indiana","	H000906","III"
"1140","Hudson","Richard","Republican","North Carolina","H001067",NA
"1141","Huelskamp","Tim","Republican","Kansas","H001057",NA
"1142","Huffington","Michael","Republican","California","H000912",NA
"1143","Huffman","Jared","Democratic","California","H001068",NA
"1144","Hughes","Harold E.","Democratic","Iowa","H000922",NA
"1145","Hughes","William J.","Democratic","New Jersey","H000930",NA
"1146","Huizenga","Bill","Republican","Michigan","H001058",NA
"1147","Hulshof","Kenny C.","Republican","Missouri","H000948",NA
"1148","Hultgren","Randy","Republican","Illinois","H001059",NA
"1149","Humphrey","Gordon J.","Republican","New Hampshire","H000951",NA
"1150","Humphrey","Hubert H.","Democratic","Minnesota","H000953",NA
"1151","Humphrey","Muriel","Democratic","Minnesota","H000956",NA
"1152","Hungate","William L.","Democratic","Missouri","H000965",NA
"1153","Hunt","John E.","Republican","New Jersey","H000972",NA
"1154","Hunt","Wesley","Republican","Texas","H001095",NA
"1155","Hunter","Duncan","Republican","California","H000981",NA
"1156","Hunter","Duncan D.","Republican","California","H001048",NA
"1157","Hurd","Will","Republican","Texas","H001073",NA
"1158","Hurt","Robert","Republican","Virginia","H001060",NA
"1159","Hutchinson","Asa","Republican","Arkansas","H001014",NA
"1160","Hutchinson","Edward","Republican","Michigan","H001011",NA
"1161","Hutchinson","John G.","Democratic","West Virginia","H001013",NA
"1162","Hutchinson","Tim","Republican","Arkansas","H001015",NA
"1163","Hutchison","Kay Bailey","Republican","Texas","H001016",NA
"1164","Hutto","Earl","Democratic","Florida","H001018",NA
"1165","Hyde","Henry J.","Republican","Illinois","H001022",NA
"1166","Hyd","Smith","Republican","Mississippi","	H001079","Cindy"
"1167","Ichord","Richard H.","Democratic","Missouri","I000001",NA
"1168","Inglis","Bob","Republican","South Carolina","I000023",NA
"1169","Inhofe","James M.","Republican","Oklahoma","I000024",NA
"1170","Inouye","Daniel K.","Democratic","Hawaii","I000025",NA
"1171","Inslee","Jay","Democratic","Washington","I000026",NA
"1172","Ireland","Andrew P.","Republican","Florida","I000029",NA
"1173","Isakson","Johnny","Republican","Georgia","I000055",NA
"1174","Israel","Steve","Democratic","New York","I000057",NA
"1175","Issa","Darrell","Republican","California","I000056",NA
"1176","Istook","Ernest J.","Republican","Oklahoma","	I000047","Jr."
"1177","Ivey","Glenn","Democratic","Maryland","I000058",NA
"1178","Jackson Lee","Sheila","Democratic","Texas","J000032",NA
"1179","Jackson","Henry M.","Democratic","Washington","J000013",NA
"1180","Jackson","Jeff","Democratic","North Carolina","J000308",NA
"1181","Jackson","Jesse L.","Democratic","Illinois","	J000283","Jr."
"1182","Jackson","Jonathan L.","Democratic","Illinois","J000309",NA
"1183","Jackson","Ronny","Republican","Texas","J000304",NA
"1184","Jacobs","Andrew","Democratic","Indiana","	J000033","Jr."
"1185","Jacobs","Chris","Republican","New York","J000020",NA
"1186","Jacobs","Sara","Democratic","California","J000305",NA
"1187","James","Craig T.","Republican","Florida","J000047",NA
"1188","James","John","Republican","Michigan","J000307",NA
"1189","Janklow","William J.","Republican","South Dakota","J000286",NA
"1190","Jarman","John","Democratic","Oklahoma","J000057",NA
"1191","Javits","Jacob K.","Republican","New York","J000064",NA
"1192","Jayapal","Pramila","Democratic","Washington","J000298",NA
"1193","Jefferson","William J.","Democratic","Louisiana","J000070",NA
"1194","Jeffords","James M.","Independent","Vermont","J000072",NA
"1195","Jeffries","Hakeem S.","Democratic","New York","J000294",NA
"1196","Jeffries","Jim","Republican","Kansas","J000074",NA
"1197","Jenkins","Edgar L.","Democratic","Georgia","J000083",NA
"1198","Jenkins","Evan H.","Republican","West Virginia","J000297",NA
"1199","Jenkins","Lynn","Republican","Kansas","J000290",NA
"1200","Jenkins","William L.","Republican","Tennessee","J000082",NA
"1201","Jenrette","John W.","Democratic","South Carolina","	J000099","Jr."
"1202","Jepsen","Roger W.","Republican","Iowa","J000101",NA
"1203","Jindal","Bobby","Republican","Louisiana","J000287",NA
"1204","Johanns","Mike","Republican","Nebraska","J000291",NA
"1205","John","Christopher","Democratic","Louisiana","J000110",NA
"1206","Johnson","Albert W.","Republican","Pennsylvania","J000115",NA
"1207","Johnson","Bill","Republican","Ohio","J000292",NA
"1208","Johnson","Don","Democratic","Georgia","J000120",NA
"1209","Johnson","Dusty","Republican","South Dakota","J000301",NA
"1210","Johnson","Eddie Bernice","Democratic","Texas","J000126",NA
"1211","Johnson","Harold T.","Democratic","California","J000135",NA
"1212","Johnson","Henry C. ""Hank""","Democratic","Georgia","J000288",NA
"1213","Johnson","James P.","Republican"," Colorado","	J000148","Jim"
"1214","Johnson","Jay W.","Democratic","Wisconsin","J000149",NA
"1215","Johnson","Mike","Republican","Louisiana","J000299",NA
"1216","Johnson","Nancy L.","Republican","Connecticut","J000163",NA
"1217","Johnson","Ron","Republican","Wisconsin","J000293",NA
"1218","Johnson","Sam","Republican","Texas","J000174",NA
"1219","Johnson","Tim","Democratic","South Dakota","J000177",NA
"1220","Johnson","Timothy V.","Republican","Illinois","J000285",NA
"1221","Johnston","Eugene","Republican"," North Carolina","	J000200","Gene"
"1222","Johnston","Harry","Democratic","Florida","J000187",NA
"1223","Johnston","J. Bennett","Democratic","Louisiana","J000189",NA
"1224","Jolly","David W.","Republican","Florida","J000296",NA
"1225","Jones","Ben","Democratic","Georgia","J000211",NA
"1226","Jones","Brenda","Democratic","Michigan","J000303",NA
"1227","Jones","Doug","Democratic","Alabama","J000300",NA
"1228","Jones","Ed","Democratic","Tennessee","J000216",NA
"1229","Jones","James R.","Democratic","Oklahoma","J000232",NA
"1230","Jones","Mondaire","Democratic","New York","J000306",NA
"1231","Jones","Robert E.","Democratic","Alabama","	J000248","Jr."
"1232","Jones","Stephanie Tubbs","Democratic","Ohio","J000284",NA
"1233","Jones","Walter B.","Democratic","North Carolina","J000256",NA
"1234","Jones","Walter B.","Republican","North Carolina","	J000255","Jr."
"1235","Jontz","Jim","Democratic","Indiana","J000265",NA
"1236","Jordan","Barbara","Democratic","Texas","J000266",NA
"1237","Jordan","Jim","Republican","Ohio","J000289",NA
"1238","Joyce","David P.","Republican","Ohio","J000295",NA
"1239","Joyce","John","Republican","Pennsylvania","J000302",NA
"1240","Kagen","Steve","Democratic","Wisconsin","K000365",NA
"1241","Kahele","Kaiali'i","Democratic","Hawaii","K000396",NA
"1242","Kaine","Tim","Democratic","Virginia","K000384",NA
"1243","Kamlage","Dove","Democratic","California","	K000400","Sydney"
"1244","Kanjorski","Paul E.","Democratic","Pennsylvania","K000008",NA
"1245","Kaptur","Marcy","Democratic","Ohio","K000009",NA
"1246","Karnes","David K.","Republican","Nebraska","K000011",NA
"1247","Karth","Joseph E.","Democratic","Minnesota","K000014",NA
"1248","Kasich","John R.","Republican","Ohio","K000016",NA
"1249","Kassebaum","Nancy Landon","Republican","Kansas","K000017",NA
"1250","Kasten","Robert W.","Republican","Wisconsin","	K000019","Jr."
"1251","Kastenmeier","Robert W.","Democratic","Wisconsin","K000020",NA
"1252","Katko","John","Republican","New York","K000386",NA
"1253","Kaufman","Edward E.","Democratic","Delaware","K000373",NA
"1254","Kazen","Abraham","Democratic","Texas","	K000025","Jr."
"1255","Kean","Thomas H.","Republican","New Jersey","K000398",NA
"1256","Keating","William J.","Republican","Ohio","K000037",NA
"1257","Keating","William R.","Democratic","Massachusetts","K000375",NA
"1258","Keller","Fred","Republican","Pennsylvania","K000395",NA
"1259","Keller","Ric","Republican","Florida","K000361",NA
"1260","Kelly","Mark","Democratic","Arizona","K000377",NA
"1261","Kelly","Mike","Republican","Pennsylvania","K000376",NA
"1262","Kelly","Richard","Republican","Florida","K000077",NA
"1263","Kelly","Robin L.","Democratic","Illinois","K000385",NA
"1264","Kelly","Sue W.","Republican","New York","K000078",NA
"1265","Kelly","Trent","Republican","Mississippi","K000388",NA
"1266","Kemp","Jack","Republican","New York","K000086",NA
"1267","Kempthorne","Dirk","Republican","Idaho","K000088",NA
"1268","Kennedy","Edward M.","Democratic","Massachusetts","K000105",NA
"1269","Kennedy","John","Republican","Louisiana","K000393",NA
"1270","Kennedy","Joseph P.","Democratic","Massachusetts","	K000110","II"
"1271","Kennedy","Joseph P.","Democratic","Massachusetts","	K000379","III"
"1272","Kennedy","Mark R.","Republican","Minnesota","K000358",NA
"1273","Kennedy","Patrick J.","Democratic","Rhode Island","K000113",NA
"1274","Kennelly","Barbara B.","Democratic","Connecticut","K000118",NA
"1275","Kerns","Brian D.","Republican","Indiana","K000359",NA
"1276","Kerrey","J. Robert","Democratic","Nebraska","K000146",NA
"1277","Kerry","John F.","Democratic","Massachusetts","K000148",NA
"1278","Ketchum","William M.","Republican","California","K000153",NA
"1279","Keys","Martha E.","Democratic","Kansas","K000162",NA
"1280","Khanna","Ro","Democratic","California","K000389",NA
"1281","Kiggans","Jennifer A.","Republican","Virginia","K000399",NA
"1282","Kihuen","Ruben J.","Democratic","Nevada","K000390",NA
"1283","Kildee","Dale E.","Democratic","Michigan","K000172",NA
"1284","Kildee","Daniel T.","Democratic","Michigan","K000380",NA
"1285","Kiley","Kevin","Republican","California","K000401",NA
"1286","Kilmer","Derek","Democratic","Washington","K000381",NA
"1287","Kilpatrick","Carolyn C.","Democratic","Michigan","K000180",NA
"1288","Kilroy","Mary Jo","Democratic","Ohio","K000372",NA
"1289","Kim","Andy","Democratic","New Jersey","K000394",NA
"1290","Kim","Jay","Republican","California","K000181",NA
"1291","Kim","Young","Republican","California","K000397",NA
"1292","Kind","Ron","Democratic","Wisconsin","K000188",NA
"1293","Kindness","Thomas N.","Republican","Ohio","K000190",NA
"1294","King","Angus S.","Independent","Maine","	K000383","Jr."
"1295","King","Carleton J.","Republican","New York","K000195",NA
"1296","King","Peter T.","Republican","New York","K000210",NA
"1297","King","Steve","Republican","Iowa","K000362",NA
"1298","Kingston","Jack","Republican","Georgia","K000220",NA
"1299","Kinzinger","Adam","Republican","Illinois","K000378",NA
"1300","Kirk","Mark Steven","Republican","Illinois","K000360",NA
"1301","Kirk","Paul Grattan","Democratic","Massachusetts","	K000374","Jr."
"1302","Kirkpatrick","Ann","Democratic","Arizona","K000368",NA
"1303","Kissell","Larry","Democratic","North Carolina","K000369",NA
"1304","Kleczka","Gerald D.","Democratic","Wisconsin","K000259",NA
"1305","Klein","Herbert C.","Democratic","New Jersey","K000262",NA
"1306","Klein","Ron","Democratic","Florida","K000366",NA
"1307","Kline","John","Republican","Minnesota","K000363",NA
"1308","Klink","Ron","Democratic","Pennsylvania","K000270",NA
"1309","Klobuchar","Amy","Democratic","Minnesota","K000367",NA
"1310","Kluczynski","John C.","Democratic","Illinois","K000273",NA
"1311","Klug","Scott L.","Republican","Wisconsin","K000274",NA
"1312","Knight","Stephen","Republican","California","K000387",NA
"1313","Knollenberg","Joe","Republican","Michigan","K000288",NA
"1314","Koch","Edward I.","Democratic","New York","K000302",NA
"1315","Kogovsek","Ray","Democratic","Colorado","K000304",NA
"1316","Kohl","Herb","Democratic","Wisconsin","K000305",NA
"1317","Kolbe","Jim","Republican","Arizona","K000306",NA
"1318","Kolter","Joseph P.","Democratic","Pennsylvania","K000307",NA
"1319","Konnyu","Ernest L.","Republican","California","K000309",NA
"1320","Kopetski","Mike","Democratic","Oregon","K000312",NA
"1321","Kosmas","Suzanne M.","Democratic","Florida","K000370",NA
"1322","Kostmayer","Peter H.","Democratic","Pennsylvania","K000319",NA
"1323","Kramer","Ken","Republican","Colorado","K000322",NA
"1324","Kratovil","Frank","Democratic","Maryland","	K000371","Jr."
"1325","Krebs","John H.","Democratic","California","K000325",NA
"1326","Kreidler","Mike","Democratic","Washington","K000328",NA
"1327","Krishnamoorthi","Raja","Democratic","Illinois","K000391",NA
"1328","Krueger","Robert C.","Democratic","Texas","K000333",NA
"1329","Kucinich","Dennis J.","Democratic","Ohio","K000336",NA
"1330","Kuhl","John R. ""Randy""","Republican","New York","	K000364","Jr."
"1331","Kuster","Ann M.","Democratic","New Hampshire","K000382",NA
"1332","Kustoff","David","Republican","Tennessee","K000392",NA
"1333","Kuykendall","Dan H.","Republican","Tennessee","K000348",NA
"1334","Kuykendall","Steven T.","Republican","California","K000357",NA
"1335","Kyl","Jon","Republican","Arizona","K000352",NA
"1336","Kyros","Peter N.","Democratic","Maine","K000356",NA
"1337","Labrador","Raul R.","Republican","Idaho","L000573",NA
"1338","LaFalce","John J.","Democratic","New York","L000556",NA
"1339","Lagomarsino","Robert J.","Republican","California","L000020",NA
"1340","LaHood","Darin","Republican","Illinois","L000585",NA
"1341","LaHood","Ray","Republican","Illinois","L000552",NA
"1342","LaLota","Nick","Republican","New York","L000598",NA
"1343","LaMalfa","Doug","Republican","California","L000578",NA
"1344","Lamb","Conor","Democratic","Pennsylvania","L000588",NA
"1345","Lamborn","Doug","Republican","Colorado","L000564",NA
"1346","Lampson","Nick","Democratic","Texas","L000043",NA
"1347","Lancaster","H. Martin","Democratic","North Carolina","L000045",NA
"1348","Lance","Leonard","Republican","New Jersey","L000567",NA
"1349","Landgrebe","Earl F.","Republican","Indiana","L000049",NA
"1350","Landrieu","Mary L.","Democratic","Louisiana","L000550",NA
"1351","Landrum","Phil M.","Democratic","Georgia","L000054",NA
"1352","Landry","Jeffrey M.","Republican","Louisiana","L000574",NA
"1353","Landsman","Greg","Democratic","Ohio","L000601",NA
"1354","Langevin","James R.","Democratic","Rhode Island","L000559",NA
"1355","Langworthy","Nicholas A.","Republican","New York","L000600",NA
"1356","Lankford","James","Republican","Oklahoma","L000575",NA
"1357","Lantos","Tom","Democratic","California","L000090",NA
"1358","Largent","Steve","Republican","Oklahoma","L000096",NA
"1359","LaRocco","Larry","Democratic","Idaho","L000098",NA
"1360","Larsen","Rick","Democratic","Washington","L000560",NA
"1361","Larson","John B.","Democratic","Connecticut","L000557",NA
"1362","Latham","Tom","Republican","Iowa","L000111",NA
"1363","LaTourette","Steven C.","Republican","Ohio","L000553",NA
"1364","Latta","Delbert L.","Republican","Ohio","L000116",NA
"1365","Latta","Robert E.","Republican","Ohio","L000566",NA
"1366","LaTurner","Jake","Republican","Kansas","L000266",NA
"1367","Laughlin","Greg","Republican","Texas","L000119",NA
"1368","Lautenberg","Frank R.","Democratic","New Jersey","L000123",NA
"1369","Lawler","Michael","Republican","New York","L000599",NA
"1370","Lawrence","Brenda L.","Democratic","Michigan","L000581",NA
"1371","Lawson","Al","Democratic","Florida","	L000586","Jr."
"1372","Laxalt","Paul D.","Republican","Nevada","L000148",NA
"1373","Lazio","Rick","Republican","New York","L000155",NA
"1374","Leach","Claude","Jr. ","Democratic"," Louisiana,	L000167","Buddy"
"1375","Leach","James A.","Republican","Iowa","L000169",NA
"1376","Leahy","Patrick J.","Democratic","Vermont","L000174",NA
"1377","Leath","Marvin","Democratic","Texas","L000180",NA
"1378","LeBoutillier","John","Republican","New York","L000547",NA
"1379","Lederer","Raymond F.","Democratic","Pennsylvania","L000187",NA
"1380","Lee","Barbara","Democratic","California","L000551",NA
"1381","Lee","Christopher J.","Republican","New York","L000568",NA
"1382","Lee","Gary A.","Republican","New York","L000192",NA
"1383","Lee","Laurel M.","Republican","Florida","L000597",NA
"1384","Lee","Mike","Republican","Utah","L000577",NA
"1385","Lee","Summer L.","Democratic","Pennsylvania","L000602",NA
"1386","Lee","Susie","Democratic","Nevada","L000590",NA
