"Representative","State","Amount"
"Luetkemeyer Blaine (R-MO)","Missouri","$5500"
"Chabot Paul (R-CA)","California","$5400"
"Cook Paul (R-CA)","California","$5400"
"Evans Dwight (D-PA)","Pennsylvania","$5400"
"Garrett Scott (R-NJ)","New Jersey","$5400"
"Israel Steve (D-NY)","New York","$5400"
"Cain Emily (D-ME)","Maine","$5050"
"Brooks Susan (R-IN)","Indiana","$5000"
"Bucshon Larry (R-IN)","Indiana","$5000"
"Cole Tom (R-OK)","Oklahoma","$5000"
"Mitchell Paul (R-MI)","Michigan","$5000"
"Valadao David (R-CA)","California","$5000"
"Bera Ami (D-CA)","California","$4815"
"Curbelo Carlos (R-FL)","Florida","$4700"
"Eshoo Anna (D-CA)","California","$4700"
"Walters Mimi (R-CA)","California","$4700"
"Hoyer Steny H (D-MD)","Maryland","$4500"
"Walz Tim (D-MN)","Minnesota","$4500"
"Schakowsky Jan (D-IL)","Illinois","$4350"
"Rodgers Cathy McMorris (R-WA)","Washington","$4250"
"Foster Bill (D-IL)","Illinois","$4200"
"Lynch Stephen (D-MA)","Massachusetts","$4200"
"Clements Paul (D-MI)","Michigan","$4073"
"Bergman John (R-MI)","Michigan","$4000"
"Mowrer Jim (D-IA)","Iowa","$4000"
"Sinema Kyrsten (D-AZ)","Arizona","$4000"
"Takai Mark (D-HI)","Hawaii","$4000"
"Person Francis J (D-SC)","South Carolina","$3950"
"Nolan Rick (D-MN)","Minnesota","$3870"
"Stefanik Elise (R-NY)","New York","$3750"
"Doggett Lloyd (D-TX)","Texas","$3700"
"Garcia Joe (D-FL)","Florida","$3700"
"Rice Kathleen (D-NY)","New York","$3700"
"Davis Dereck (D-MD)","Maryland","$3600"
"Becerra Xavier (D-CA)","California","$3500"
"Gibbs Bob (R-OH)","Ohio","$3500"
"Higgins Brian M (D-NY)","New York","$3500"
"Lucas Frank D (R-OK)","Oklahoma","$3500"
"Stern Steve (D-NY)","New York","$3500"
"Ivey Glenn (D-MD)","Maryland","$3200"
"Schrader Kurt (D-OR)","Oregon","$3200"
"Honda Mike (D-CA)","California","$3143"
"Caforio Bryan (D-CA)","California","$3137"
"Heck Dennis (D-WA)","Washington","$3000"
"Kaptur Marcy (D-OH)","Ohio","$3000"
"Phillipson Lorna (D-NJ)","New Jersey","$3000"
"Schock Aaron (R-IL)","Illinois","$3000"
"Hurd Will (R-TX)","Texas","$2950"
"Kennedy Joe III (D-MA)","Massachusetts","$2750"
"Applegate Douglas L (D-CA)","California","$2718"
"Ashooh Richard E (R-NH)","New Hampshire","$2700"
"Cooper Jim (D-TN)","Tennessee","$2700"
"Elizondo Dolly (D-TX)","Texas","$2700"
"Gurfein David (R-NY)","New York","$2700"
"Howland Amanda (D-IL)","Illinois","$2700"
"Huelskamp Tim (R-KS)","Kansas","$2700"
"Poe Ted (R-TX)","Texas","$2700"
"Ruppersberger Dutch (D-MD)","Maryland","$2700"
"Sarbanes John (D-MD)","Maryland","$2700"
"Schneider Helene (D-CA)","California","$2700"
"Stapley Don (R-AZ)","Arizona","$2700"
"Hice Jody (R-GA)","Georgia","$2600"
"Buck Ken (R-CO)","Colorado","$2500"
"Craig Angie (D-MN)","Minnesota","$2500"
"Denham Jeff (R-CA)","California","$2500"
"Duffy Sean P (R-WI)","Wisconsin","$2500"
"Graves Garret (R-LA)","Louisiana","$2500"
"Grisham Michelle Lujan (D-NM)","New Mexico","$2500"
"Messer Luke (R-IN)","Indiana","$2500"
"Pocan Mark (D-WI)","Wisconsin","$2500"
"Wilson Joe (R-SC)","South Carolina","$2500"
"Eggman Michael (D-CA)","California","$2348"
"Love Mia (R-UT)","Utah","$2300"
"Brat Dave (R-VA)","Virginia","$2250"
"Renacci Jim (R-OH)","Ohio","$2250"
"Westerman Bruce (R-AR)","Arkansas","$2250"
"Joyce David P (R-OH)","Ohio","$2200"
"Zinke Ryan (R-MT)","Montana","$2017"
"Bertrand Rick (R-IA)","Iowa","$2000"
"Bishop Rob (R-UT)","Utah","$2000"
"Butterfield G K (D-NC)","North Carolina","$2000"
"Connolly Gerry (D-VA)","Virginia","$2000"
"Costa Jim (D-CA)","California","$2000"
"Fortenberry Jeff (R-NE)","Nebraska","$2000"
"Hanabusa Colleen (D-HI)","Hawaii","$2000"
"Kind Ron (D-WI)","Wisconsin","$2000"
"Langevin Jim (D-RI)","Rhode Island","$2000"
"Levin Sander (D-MI)","Michigan","$2000"
"McGurn Ken (D-FL)","Florida","$2000"
"Paulsen Erik (R-MN)","Minnesota","$2000"
"Royce Ed (R-CA)","California","$2000"
"Tsongas Niki (D-MA)","Massachusetts","$2000"
"Faso John (R-NY)","New York","$1750"
"Teachout Zephyr (D-NY)","New York","$1716"
"Barney Sean (D-DE)","Delaware","$1500"
"Cardenas Tony (D-CA)","California","$1500"
"Cicilline David (D-RI)","Rhode Island","$1500"
"Clyburn James E (D-SC)","South Carolina","$1500"
"Conaway Mike (R-TX)","Texas","$1500"
"Kildee Dan (D-MI)","Michigan","$1500"
"Sanchez Linda (D-CA)","California","$1500"
"Tiberi Pat (R-OH)","Ohio","$1500"
"Brownley Julia (D-CA)","California","$1425"
"Canova Tim (D-FL)","Florida","$1400"
"Vernon Monica (D-IA)","Iowa","$1400"
"Plumb John (D-NY)","New York","$1397"
"Clark Katherine (D-MA)","Massachusetts","$1300"
"Crowley Joseph (D-NY)","New York","$1285"
"Latta Bob (R-OH)","Ohio","$1250"
"Kingson Eric (D-NY)","New York","$1200"
"McSally Martha (R-AZ)","Arizona","$1200"
"McEachin Donald (D-VA)","Virginia","$1100"
"Huffman Jared (D-CA)","California","$1025"
"Kihuen Ruben (D-NV)","Nevada","$1007"
"Crist Charlie (D-FL)","Florida","$1002"
"Bishop Sanford (D-GA)","Georgia","$1000"
"Black Diane (R-TN)","Tennessee","$1000"
"Bost Mike (R-IL)","Illinois","$1000"
"Carson Andre (D-IN)","Indiana","$1000"
"Coffman Mike (R-CO)","Colorado","$1000"
"Costello Ryan (R-PA)","Pennsylvania","$1000"
"Ellmers Renee (R-NC)","North Carolina","$1000"
"Emery Ed (D-FL)","Florida","$1000"
"Engel Eliot (D-NY)","New York","$1000"
"Esty Elizabeth (D-CT)","Connecticut","$1000"
"Gallagher Mike (R-WI)","Wisconsin","$1000"
"Gomez Jimmy (D-CA)","California","$1000"
"Granger Kay (R-TX)","Texas","$1000"
"Johnson Sam (R-TX)","Texas","$1000"
"Jolly David (R-FL)","Florida","$1000"
"Katko John (R-NY)","New York","$1000"
"Khanna Ro (D-CA)","California","$1000"
"MacArthur Thomas (R-NJ)","New Jersey","$1000"
"Matthews Kathleen (D-MD)","Maryland","$1000"
"Moolenaar John (R-MI)","Michigan","$1000"
"Moulton Seth (D-MA)","Massachusetts","$1000"
"Payne Donald M Jr (D-NJ)","New Jersey","$1000"
"Perlmutter Ed (D-CO)","Colorado","$1000"
"Pingree Chellie (D-ME)","Maine","$1000"
"Roskam Peter (R-IL)","Illinois","$1000"
"Rush Bobby (D-IL)","Illinois","$1000"
"Simpson Mike (R-ID)","Idaho","$1000"
"Speier Jackie (D-CA)","California","$1000"
"Vela Filemon (D-TX)","Texas","$1000"
"Visclosky Pete (D-IN)","Indiana","$1000"
"Juneau Denise (D-MT)","Montana","$890"
"Shea-Porter Carol (D-NH)","New Hampshire","$877"
"Zeldin Lee (R-NY)","New York","$800"
"Schneider Brad (D-IL)","Illinois","$784"
"Aguilar Pete (D-CA)","California","$755"
"Guinta Frank (R-NH)","New Hampshire","$750"
"Maloney Sean Patrick (D-NY)","New York","$750"
"Walkinshaw Brady (D-WA)","Washington","$745"
"Flores Lucy (D-NV)","Nevada","$700"
"McCollum Betty (D-MN)","Minnesota","$650"
"Hartman Christina (D-PA)","Pennsylvania","$552"
"Grijalva Raul M (D-AZ)","Arizona","$501"
"Baldacci Joe (D-ME)","Maine","$500"
"Carbajal Salud (D-CA)","California","$500"
"Cohen Steve (D-TN)","Tennessee","$500"
"Davis Susan (D-CA)","California","$500"
"Dent Charlie (R-PA)","Pennsylvania","$500"
"Duncan John J Jr (R-TN)","Tennessee","$500"
"Gallego Pete (D-TX)","Texas","$500"
"Grothman Glenn (R-WI)","Wisconsin","$500"
"Hardin Chris (R-NC)","North Carolina","$500"
"Jawando Will (D-MD)","Maryland","$500"
"Jenkins Oliver (R-LA)","Louisiana","$500"
"Kelly Robin (D-IL)","Illinois","$500"
"Meng Grace (D-NY)","New York","$500"
"Mica John L (R-FL)","Florida","$500"
"Mills Thomas (D-NC)","North Carolina","$500"
"Poliquin Bruce (R-ME)","Maine","$500"
"Rodriguez Junius (D-IL)","Illinois","$500"
"Suozzi Tom (D-NY)","New York","$500"
"Taddeo Annette (D-FL)","Florida","$500"
"Throne-Holst Anna (D-NY)","New York","$500"
"Veasey Marc (D-TX)","Texas","$500"
"Wagner Ann (R-MO)","Missouri","$500"
"West Ben (R-OR)","Oregon","$500"
"Whitfield Ed (R-KY)","Kentucky","$500"
"Degner Kai (D-VA)","Virginia","$450"
"Ash James (R-CA)","California","$400"
"Hawks Paula (D-SD)","South Dakota","$400"
"Schwartz Gail (D-CO)","Colorado","$350"
"Barragan Nanette (D-CA)","California","$314"
"Jayapal Pramila (D-WA)","Washington","$300"
"Lewis John (D-GA)","Georgia","$300"
"Nelson Tom (D-WI)","Wisconsin","$287"
"Huerta Emilio (D-CA)","California","$277"
"Adams Alma (D-NC)","North Carolina","$250"
"Bongino Dan (R-FL)","Florida","$250"
"Dingell Debbie (D-MI)","Michigan","$250"
"Gosar Paul (R-AZ)","Arizona","$250"
"Gregory DuWayne (D-NY)","New York","$250"
"Hoeft Mary (D-WI)","Wisconsin","$250"
"Kilmer Derek (D-WA)","Washington","$250"
"Mooney Alex (R-WV)","West Virginia","$250"
"Newhouse Dan (R-WA)","Washington","$250"
"Nunes Devin (R-CA)","California","$250"
"O'Halleran Tom (D-AZ)","Arizona","$250"
"Rosen Jacky (D-NV)","Nevada","$250"
"Rotering Nancey Rodkin (D-IL)","Illinois","$250"
"Rubin Joel (D-MD)","Maryland","$250"
"Savary Sue (D-CA)","California","$250"
"Wakely Tom (D-TX)","Texas","$250"
"Orentlicher David (D-IN)","Indiana","$150"
"Mast Brian (R-FL)","Florida","$125"
"Babeu Paul (R-AZ)","Arizona","$100"
"Bedell Eileen (D-VA)","Virginia","$100"
"Lowenthal Alan (D-CA)","California","$100"
"Manypenny Mike (D-WV)","West Virginia","$100"
"McAffrey Al (D-OK)","Oklahoma","$100"
"Duncan Jim (R-NC)","North Carolina","$75"
"Coleman Lynn (D-IN)","Indiana","$67"
"DeSantis Ron (R-FL)","Florida","$50"
"Murphy Stephanie (D-FL)","Florida","$50"
"Shkreli Suzanna (D-MI)","Michigan","$30"
"Garrett Janet (D-OH)","Ohio","$25"
"Himes Jim (D-CT)","Connecticut","$25"
"Myers Kim (D-NY)","New York","$25"
"Nehlen Paul (R-WI)","Wisconsin","$25"
"Iron Eyes Chase (D-ND)","North Dakota","$13"
"Ellison Keith (D-MN)","Minnesota","$10"
"Otto Bill (D-MO)","Missouri","$9"
"Sidie Jay (D-KS)","Kansas","$7"
"Pakootas Joe (D-WA)","Washington","$5"
"Bonoff Terri (D-MN)","Minnesota","$4"
"Owens Doug (D-UT)","Utah","$4"
"Santarsiero Steve (D-PA)","Pennsylvania","$4"
"Tryon Stephen P (D-UT)","Utah","$4"
"Wicklund Mark (D-IL)","Illinois","$4"
"Guild Tom (D-OK)","Oklahoma","$1"
"Demings Val (D-FL)","Florida","-$150"
"Hartzler Vicky (R-MO)","Missouri","-$2500"
