"Representative","State","Amount"
"Russell Steven (R-OK)","Oklahoma","$93250"
"Hudson Richard (R-NC)","North Carolina","$90900"
"Jenkins Lynn (R-KS)","Kansas","$88700"
"Marchant Kenny (R-TX)","Texas","$86450"
"Blackburn Marsha (R-TN)","Tennessee","$85900"
"Thompson Glenn (R-PA)","Pennsylvania","$85550"
"Tiberi Pat (R-OH)","Ohio","$83000"
"Thornberry Mac (R-TX)","Texas","$82175"
"McKinley David (R-WV)","West Virginia","$80000"
"Latta Bob (R-OH)","Ohio","$78750"
"Meehan Patrick (R-PA)","Pennsylvania","$78200"
"Farenthold Blake (R-TX)","Texas","$77950"
"Noem Kristi (R-SD)","South Dakota","$77150"
"Kelly Mike (R-PA)","Pennsylvania","$76412"
"McSally Martha (R-AZ)","Arizona","$76161"
"Comstock Barbara (R-VA)","Virginia","$75975"
"Poe Ted (R-TX)","Texas","$75000"
"Nunes Devin (R-CA)","California","$73500"
"Granger Kay (R-TX)","Texas","$72350"
"Veasey Marc (D-TX)","Texas","$71800"
"Love Mia (R-UT)","Utah","$70036"
"Hensarling Jeb (R-TX)","Texas","$70000"
"McHenry Patrick (R-NC)","North Carolina","$69250"
"DeSantis Ron (R-FL)","Florida","$68920"
"Lamborn Doug (R-CO)","Colorado","$67377"
"Kinzinger Adam (R-IL)","Illinois","$67250"
"Weber Randy (R-TX)","Texas","$66550"
"Zeldin Lee (R-NY)","New York","$65663"
"Buck Ken (R-CO)","Colorado","$64950"
"Katko John (R-NY)","New York","$64950"
"Collins Chris (R-NY)","New York","$63950"
"Walters Mimi (R-CA)","California","$63250"
"Calvert Ken (R-CA)","California","$62500"
"Richmond Cedric (D-LA)","Louisiana","$62500"
"Lucas Frank D (R-OK)","Oklahoma","$62050"
"Paulsen Erik (R-MN)","Minnesota","$61799"
"Davis Rodney (R-IL)","Illinois","$61750"
"Harper Gregg (R-MS)","Mississippi","$60550"
"Valadao David (R-CA)","California","$59750"
"Young Don (R-AK)","Alaska","$59450"
"Chaffetz Jason (R-UT)","Utah","$57700"
"Guthrie Brett (R-KY)","Kentucky","$57500"
"Stivers Steve (R-OH)","Ohio","$56350"
"LaHood Darin (R-IL)","Illinois","$56050"
"Stefanik Elise (R-NY)","New York","$55675"
"Schrader Kurt (D-OR)","Oregon","$55500"
"Curbelo Carlos (R-FL)","Florida","$55400"
"Whitfield Ed (R-KY)","Kentucky","$55100"
"Poliquin Bruce (R-ME)","Maine","$54100"
"Holding George (R-NC)","North Carolina","$54082"
"Babin Brian (R-TX)","Texas","$53650"
"Renacci Jim (R-OH)","Ohio","$53243"
"Huelskamp Tim (R-KS)","Kansas","$52400"
"Murphy Tim (R-PA)","Pennsylvania","$51750"
"Knight Steve (R-CA)","California","$50400"
"Walberg Tim (R-MI)","Michigan","$49450"
"Yoder Kevin (R-KS)","Kansas","$49375"
"Royce Ed (R-CA)","California","$49300"
"Bridenstine James (R-OK)","Oklahoma","$49100"
"Simpson Mike (R-ID)","Idaho","$46700"
"Wagner Ann (R-MO)","Missouri","$45500"
"Issa Darrell (R-CA)","California","$45000"
"Long Billy (R-MO)","Missouri","$45000"
"Duncan Jeff (R-SC)","South Carolina","$44750"
"Dold Bob (R-IL)","Illinois","$43900"
"Rothfus Keith J (R-PA)","Pennsylvania","$43550"
"Messer Luke (R-IN)","Indiana","$43400"
"Black Diane (R-TN)","Tennessee","$43250"
"Burgess Michael (R-TX)","Texas","$43100"
"Hardy Cresent (R-NV)","Nevada","$42700"
"Jenkins Evan (R-WV)","West Virginia","$42600"
"Palazzo Steven (R-MS)","Mississippi","$41200"
"Westerman Bruce (R-AR)","Arkansas","$41200"
"Hoyer Steny H (D-MD)","Maryland","$40500"
"Ratcliffe John (R-TX)","Texas","$40050"
"Goodlatte Bob (R-VA)","Virginia","$39950"
"Griffith Morgan (R-VA)","Virginia","$38568"
"Barr Andy (R-KY)","Kentucky","$38500"
"Johnson Sam (R-TX)","Texas","$37050"
"Costello Ryan (R-PA)","Pennsylvania","$36250"
"Peterson Collin (D-MN)","Minnesota","$35575"
"Roskam Peter (R-IL)","Illinois","$35350"
"Brooks Susan (R-IN)","Indiana","$35200"
"Mooney Alex (R-WV)","West Virginia","$35200"
"Perry Scott (R-PA)","Pennsylvania","$35000"
"Vela Filemon (D-TX)","Texas","$35000"
"Hill French (R-AR)","Arkansas","$34950"
"Barletta Lou (R-PA)","Pennsylvania","$34550"
"Larsen Rick (D-WA)","Washington","$34500"
"Gibbs Bob (R-OH)","Ohio","$34000"
"Dent Charlie (R-PA)","Pennsylvania","$33900"
"Graves Tom (R-GA)","Georgia","$33800"
"Byrne Bradley (R-AL)","Alabama","$33450"
"Smith Jason (R-MO)","Missouri","$33300"
"Ashford Brad (D-NE)","Nebraska","$33250"
"Garrett Scott (R-NJ)","New Jersey","$31850"
"Ellmers Renee (R-NC)","North Carolina","$30500"
"Newhouse Dan (R-WA)","Washington","$30400"
"Bost Mike (R-IL)","Illinois","$30250"
"Collins Doug (R-GA)","Georgia","$30250"
"Turner Michael R (R-OH)","Ohio","$29950"
"Joyce David P (R-OH)","Ohio","$29850"
"Van Hollen Chris (D-MD)","Maryland","$29750"
"Brady Robert A (D-PA)","Pennsylvania","$28875"
"Gowdy Trey (R-SC)","South Carolina","$28700"
"Guinta Frank (R-NH)","New Hampshire","$28600"
"Walorski Jackie (R-IN)","Indiana","$28500"
"Lujan Ben Ray (D-NM)","New Mexico","$28000"
"LaMalfa Doug (R-CA)","California","$27550"
"Mica John L (R-FL)","Florida","$27500"
"Kelly Trent (R-MS)","Mississippi","$27450"
"MacArthur Thomas (R-NJ)","New Jersey","$26600"
"Rokita Todd (R-IN)","Indiana","$26600"
"Lance Leonard (R-NJ)","New Jersey","$26200"
"Donovan Dan (R-NY)","New York","$26000"
"Doyle Mike (D-PA)","Pennsylvania","$26000"
"Castro Joaquin (D-TX)","Texas","$25600"
"Young David (R-IA)","Iowa","$25000"
"Cardenas Tony (D-CA)","California","$24800"
"Murphy Patrick (D-FL)","Florida","$24203"
"Green Al (D-TX)","Texas","$24200"
"Gohmert Louis B Jr (R-TX)","Texas","$23750"
"Rouzer David (R-NC)","North Carolina","$23740"
"Bilirakis Gus (R-FL)","Florida","$23700"
"Frelinghuysen Rodney (R-NJ)","New Jersey","$23000"
"Pallone Frank Jr (D-NJ)","New Jersey","$22900"
"Beyer Don (D-VA)","Virginia","$22850"
"Amash Justin (R-MI)","Michigan","$22650"
"Duffy Sean P (R-WI)","Wisconsin","$22495"
"Grothman Glenn (R-WI)","Wisconsin","$22150"
"Price Tom (R-GA)","Georgia","$22000"
"Roby Martha (R-AL)","Alabama","$21950"
"Blum Rod (R-IA)","Iowa","$21900"
"Rogers Hal (R-KY)","Kentucky","$21800"
"Norcross Don (D-NJ)","New Jersey","$21700"
"Capuano Michael E (D-MA)","Massachusetts","$21500"
"McClintock Tom (R-CA)","California","$20900"
"Benishek Dan (R-MI)","Michigan","$20525"
"Harris Andy (R-MD)","Maryland","$20500"
"Bishop Mike (R-MI)","Michigan","$20400"
"Welch Peter (D-VT)","Vermont","$20052"
"Foster Bill (D-IL)","Illinois","$19350"
"Foxx Virginia (R-NC)","North Carolina","$19250"
"Aderholt Robert B (R-AL)","Alabama","$19200"
"Pittenger Robert (R-NC)","North Carolina","$18900"
"Lummis Cynthia (R-WY)","Wyoming","$18700"
"Mulvaney Mick (R-SC)","South Carolina","$18500"
"Woodall Rob (R-GA)","Georgia","$18500"
"Ribble Reid (R-WI)","Wisconsin","$18400"
"Cook Paul (R-CA)","California","$18000"
"Crowley Joseph (D-NY)","New York","$18000"
"Hultgren Randy (R-IL)","Illinois","$18000"
"Thompson Bennie G (D-MS)","Mississippi","$18000"
"Huizenga Bill (R-MI)","Michigan","$17750"
"Marino Tom (R-PA)","Pennsylvania","$17750"
"Palmer Gary (R-AL)","Alabama","$17300"
"Fleischmann Chuck (R-TN)","Tennessee","$17200"
"Bucshon Larry (R-IN)","Indiana","$17000"
"Carter John (R-TX)","Texas","$16700"
"Graves Sam (R-MO)","Missouri","$16500"
"Womack Steve (R-AR)","Arkansas","$16500"
"Jordan Jim (R-OH)","Ohio","$16000"
"Pitts Joe (R-PA)","Pennsylvania","$16000"
"Rice Tom (R-SC)","South Carolina","$15750"
"Israel Steve (D-NY)","New York","$15600"
"Kennedy Joe III (D-MA)","Massachusetts","$15600"
"Posey Bill (R-FL)","Florida","$15600"
"Allen Richard W (R-GA)","Georgia","$15500"
"Butterfield G K (D-NC)","North Carolina","$15500"
"Jackson Lee Sheila (D-TX)","Texas","$15500"
"Rush Bobby (D-IL)","Illinois","$15500"
"Ryan Tim (D-OH)","Ohio","$15500"
"Walz Tim (D-MN)","Minnesota","$15500"
"Beutler Jaime Herrera (R-WA)","Washington","$15465"
"Loudermilk Barry (R-GA)","Georgia","$15250"
"Labrador Raul (R-ID)","Idaho","$14900"
"Abraham Ralph (R-LA)","Louisiana","$14550"
"Matsui Doris (D-CA)","California","$14500"
"Dingell Debbie (D-MI)","Michigan","$14200"
"Sanchez Loretta (D-CA)","California","$14200"
"Salmon Matt (R-AZ)","Arizona","$14150"
"Bishop Sanford (D-GA)","Georgia","$14000"
"Fincher Steve (R-TN)","Tennessee","$14000"
"Massie Thomas (R-KY)","Kentucky","$14000"
"Sensenbrenner Jim (R-WI)","Wisconsin","$14000"
"Wilson Joe (R-SC)","South Carolina","$14000"
"Smith Adrian (R-NE)","Nebraska","$13750"
"Carter Buddy (R-GA)","Georgia","$13500"
"Jones Walter B Jr (R-NC)","North Carolina","$13500"
"Ross Dennis (R-FL)","Florida","$13500"
"Clyburn James E (D-SC)","South Carolina","$13430"
"Wittman Rob (R-VA)","Virginia","$13250"
"Meadows Mark (R-NC)","North Carolina","$12800"
"Jolly David (R-FL)","Florida","$12600"
"Duncan John J Jr (R-TN)","Tennessee","$12500"
"Hurt Robert (R-VA)","Virginia","$12500"
"Rogers Mike D (R-AL)","Alabama","$12500"
"Bustos Cheri (D-IL)","Illinois","$12140"
"Perlmutter Ed (D-CO)","Colorado","$11950"
"Grisham Michelle Lujan (D-NM)","New Mexico","$11750"
"Engel Eliot (D-NY)","New York","$11200"
"Larson John (D-CT)","Connecticut","$11000"
"LoBiondo Frank (R-NJ)","New Jersey","$11000"
"Lowenthal Alan (D-CA)","California","$11000"
"Sinema Kyrsten (D-AZ)","Arizona","$11000"
"Emmer Tom (R-MN)","Minnesota","$10950"
"Maloney Carolyn (D-NY)","New York","$10805"
"Doggett Lloyd (D-TX)","Texas","$10800"
"Hunter Duncan D (R-CA)","California","$10500"
"Duckworth Tammy (D-IL)","Illinois","$10478"
"Moolenaar John (R-MI)","Michigan","$10050"
"Amodei Mark (R-NV)","Nevada","$10000"
"DelBene Suzan (D-WA)","Washington","$10000"
"Reichert Dave (R-WA)","Washington","$10000"
"Schweikert David (R-AZ)","Arizona","$10000"
"Higgins Brian M (D-NY)","New York","$9850"
"Hartzler Vicky (R-MO)","Missouri","$9400"
"Peters Scott (D-CA)","California","$9400"
"Scott David (D-GA)","Georgia","$9250"
"Swalwell Eric (D-CA)","California","$9200"
"Yoho Ted (R-FL)","Florida","$9150"
"Graham Gwen (D-FL)","Florida","$9000"
"Ros-Lehtinen Ileana (R-FL)","Florida","$9000"
"Ruiz Raul (D-CA)","California","$9000"
"Sewell Terri (D-AL)","Alabama","$8700"
"Rohrabacher Dana (R-CA)","California","$8650"
"Kaptur Marcy (D-OH)","Ohio","$8500"
"Desjarlais Scott (R-TN)","Tennessee","$8400"
"King Pete (R-NY)","New York","$8400"
"Keating Bill (D-MA)","Massachusetts","$8250"
"Bonamici Suzanne (D-OR)","Oregon","$8150"
"Desaulnier Mark (D-CA)","California","$8000"
"Visclosky Pete (D-IN)","Indiana","$8000"
"Ellison Keith (D-MN)","Minnesota","$7663"
"Sanchez Linda (D-CA)","California","$7575"
"Clark Katherine (D-MA)","Massachusetts","$7503"
"Kind Ron (D-WI)","Wisconsin","$7500"
"Maloney Sean Patrick (D-NY)","New York","$7500"
"Polis Jared (D-CO)","Colorado","$7500"
"Thompson Mike (D-CA)","California","$7500"
"Loebsack David (D-IA)","Iowa","$7250"
"Rigell Scott (R-VA)","Virginia","$7200"
"Brat Dave (R-VA)","Virginia","$7000"
"Neal Richard E (D-MA)","Massachusetts","$7000"
"Sanford Mark (R-SC)","South Carolina","$7000"
"Walker Mark (R-NC)","North Carolina","$7000"
"Wenstrup Brad (R-OH)","Ohio","$7000"
"Gabbard Tulsi (D-HI)","Hawaii","$6800"
"Kirkpatrick Ann (D-AZ)","Arizona","$6720"
"Lipinski Daniel (D-IL)","Illinois","$6500"
"Torres Norma (D-CA)","California","$6500"
"Webster Daniel (R-FL)","Florida","$6300"
"Crawford Rick (R-AR)","Arkansas","$6250"
"McGovern James P (D-MA)","Massachusetts","$6010"
"Becerra Xavier (D-CA)","California","$6000"
"Diaz-Balart Mario (R-FL)","Florida","$6000"
"Gosar Paul (R-AZ)","Arizona","$6000"
"Luetkemeyer Blaine (R-MO)","Missouri","$6000"
"Price David (D-NC)","North Carolina","$6000"
"Kilmer Derek (D-WA)","Washington","$5950"
"Westmoreland Lynn A (R-GA)","Georgia","$5750"
"Nadler Jerrold (D-NY)","New York","$5650"
"Beatty Joyce (D-OH)","Ohio","$5550"
"Buchanan Vernon (R-FL)","Florida","$5500"
"DeFazio Peter (D-OR)","Oregon","$5500"
"Franks Trent (R-AZ)","Arizona","$5500"
"Kelly Robin (D-IL)","Illinois","$5500"
"Moulton Seth (D-MA)","Massachusetts","$5500"
"Davidson Warren (R-OH)","Ohio","$5416"
"Honda Mike (D-CA)","California","$5400"
"Tonko Paul (D-NY)","New York","$5400"
"Rice Kathleen (D-NY)","New York","$5200"
"Cummings Elijah E (D-MD)","Maryland","$5000"
"Hice Jody (R-GA)","Georgia","$5000"
"Huffman Jared (D-CA)","California","$5000"
"Kline John (R-MN)","Minnesota","$5000"
"Napolitano Grace (D-CA)","California","$5000"
"Rooney Tom (R-FL)","Florida","$5000"
"Sherman Brad (D-CA)","California","$5000"
"Waters Maxine (D-CA)","California","$5000"
"Tsongas Niki (D-MA)","Massachusetts","$4700"
"McNerney Jerry (D-CA)","California","$4500"
"Roe Phil (R-TN)","Tennessee","$4500"
"Edwards Donna (D-MD)","Maryland","$4456"
"King Steven A (R-IA)","Iowa","$4150"
"Clay William L Jr (D-MO)","Missouri","$4000"
"Johnson Eddie Bernice (D-TX)","Texas","$4000"
"Pocan Mark (D-WI)","Wisconsin","$4000"
"Trott Dave (R-MI)","Michigan","$4000"
"Forbes Randy (R-VA)","Virginia","$3950"
"Blumenauer Earl (D-OR)","Oregon","$3900"
"Connolly Gerry (D-VA)","Virginia","$3800"
"Boyle Brendan (D-PA)","Pennsylvania","$3750"
"Esty Elizabeth (D-CT)","Connecticut","$3700"
"Lofgren Zoe (D-CA)","California","$3700"
"Quigley Mike (D-IL)","Illinois","$3700"
"Cooper Jim (D-TN)","Tennessee","$3500"
"Delaney John K (D-MD)","Maryland","$3500"
"Deutch Ted (D-FL)","Florida","$3500"
"Hanabusa Colleen (D-HI)","Hawaii","$3500"
"Ruppersberger Dutch (D-MD)","Maryland","$3500"
"Sires Albio (D-NJ)","New Jersey","$3500"
"Bera Ami (D-CA)","California","$3095"
"Courtney Joe (D-CT)","Connecticut","$3000"
"Fitzpatrick Michael G (R-PA)","Pennsylvania","$3000"
"Gallego Ruben (D-AZ)","Arizona","$3000"
"Himes Jim (D-CT)","Connecticut","$3000"
"Payne Donald M Jr (D-NJ)","New Jersey","$3000"
"Scott Austin (R-GA)","Georgia","$3000"
"Pascrell Bill Jr (D-NJ)","New Jersey","$2750"
"Lee Barbara (D-CA)","California","$2700"
"Neugebauer Randy (R-TX)","Texas","$2700"
"Carney John (D-DE)","Delaware","$2500"
"Cartwright Matt (D-PA)","Pennsylvania","$2500"
"Hinojosa Ruben (D-TX)","Texas","$2500"
"Lynch Stephen (D-MA)","Massachusetts","$2500"
"Meeks Gregory (D-NY)","New York","$2500"
"Pelosi Nancy (D-CA)","California","$2393"
"Chabot Steve (R-OH)","Ohio","$2100"
"Sarbanes John (D-MD)","Maryland","$2100"
"Clarke Yvette (D-NY)","New York","$2000"
"Davis Danny K (D-IL)","Illinois","$2000"
"Levin Sander (D-MI)","Michigan","$2000"
"Norton Eleanor Holmes (D-DC)","District of Columbia","$2000"
"Takai Mark (D-HI)","Hawaii","$2000"
"Nolan Rick (D-MN)","Minnesota","$1574"
"Grayson Alan (D-FL)","Florida","$1534"
"Lewis John (D-GA)","Georgia","$1500"
"Meng Grace (D-NY)","New York","$1500"
"Carson Andre (D-IN)","Indiana","$1250"
"Brownley Julia (D-CA)","California","$1143"
"Aguilar Pete (D-CA)","California","$1103"
"Schultz Debbie Wasserman (D-FL)","Florida","$1050"
"Bass Karen (D-CA)","California","$1000"
"Cleaver Emanuel (D-MO)","Missouri","$1000"
"Coleman Bonnie Watson (D-NJ)","New Jersey","$1000"
"Crenshaw Ander (R-FL)","Florida","$1000"
"Frankel Lois (D-FL)","Florida","$1000"
"Garamendi John (D-CA)","California","$1000"
"Heck Dennis (D-WA)","Washington","$1000"
"Jeffries Hakeem (D-NY)","New York","$1000"
"Miller Jeff (R-FL)","Florida","$1000"
"Pierluisi Pedro (D-PR)","Puerto Rico","$1000"
"Plaskett Stacey (D-VI)","Virgin Islands","$1000"
"Smith Chris (R-NJ)","New Jersey","$1000"
"Fortenberry Jeff (R-NE)","Nebraska","$500"
"Kildee Dan (D-MI)","Michigan","$500"
"Langevin Jim (D-RI)","Rhode Island","$500"
"O'Rourke Beto (D-TX)","Texas","$250"
"Yarmuth John (D-KY)","Kentucky","$250"
"Lawrence Brenda (D-MI)","Michigan","$100"
"Nunnelee Alan (R-MS)","Mississippi","$100"
"Schakowsky Jan (D-IL)","Illinois","$15"
"Kuster Ann (D-NH)","New Hampshire","$5"
"Grijalva Raul M (D-AZ)","Arizona","$3"
