"Representative","State","Amount"
"Bongino Dan (R-MD)","Maryland","$750"
"Dale John (D-IN)","Indiana","$750"
"Senger Darlene (R-IL)","Illinois","$750"
"Ellis Brian (R-MI)","Michigan","$500"
"Emmer Tom (R-MN)","Minnesota","$500"
"Marino Tom (R-PA)","Pennsylvania","$500"
"Romanoff Andrew (D-CO)","Colorado","$500"
"Stapleton Corey (R-MT)","Montana","$500"
"Williamson Marianne (I-CA)","California","$500"
"Gainer Glen (D-WV)","West Virginia","$250"
"Kaleka Amar (D-WI)","Wisconsin","$250"
"Koppelman Kim A (R-ND)","North Dakota","$250"
"Lewis John (D-MT)","Montana","$250"
"Maggi Larry (D-PA)","Pennsylvania","$250"
"Pittenger Robert (R-NC)","North Carolina","$250"
"Ross Dennis (R-FL)","Florida","$250"
"Tobin Andy (R-AZ)","Arizona","$200"
"Duckworth Tammy (D-IL)","Illinois","-$250"
"Quayle Ben (R-AZ)","Arizona","-$2500"
