"Representative","State","Amount"
"McCarthy Kevin (R-CA)","California","$184500"
"McSally Martha (R-AZ)","Arizona","$170851"
"Barr Andy (R-KY)","Kentucky","$153625"
"Rothfus Keith J (R-PA)","Pennsylvania","$127425"
"Cramer Kevin (R-ND)","North Dakota","$121483"
"Renacci Jim (R-OH)","Ohio","$112575"
"Barletta Lou (R-PA)","Pennsylvania","$92051"
"Johnson Bill (R-OH)","Ohio","$90870"
"Bost Mike (R-IL)","Illinois","$86825"
"Blackburn Marsha (R-TN)","Tennessee","$85945"
"Stivers Steve (R-OH)","Ohio","$70475"
"Foxx Virginia (R-NC)","North Carolina","$65325"
"Jenkins Evan (R-WV)","West Virginia","$57050"
"Chabot Steve (R-OH)","Ohio","$53425"
"Rodgers Cathy McMorris (R-WA)","Washington","$50704"
"Amodei Mark (R-NV)","Nevada","$45700"
"Walden Greg (R-OR)","Oregon","$37000"
"Joyce David P (R-OH)","Ohio","$36875"
"Gosar Paul (R-AZ)","Arizona","$35125"
"Kelly Mike (R-PA)","Pennsylvania","$34550"
"Griffith Morgan (R-VA)","Virginia","$33300"
"Tipton Scott (R-CO)","Colorado","$33149"
"Gianforte Greg (R-MT)","Montana","$32225"
"Bishop Rob (R-UT)","Utah","$31750"
"McKinley David (R-WV)","West Virginia","$30500"
"Shimkus John (R-IL)","Illinois","$29000"
"Yoder Kevin (R-KS)","Kansas","$27700"
"Ryan Paul (R-WI)","Wisconsin","$24515"
"Cheney Liz (R-WY)","Wyoming","$24500"
"Bucshon Larry (R-IN)","Indiana","$23900"
"Rosen Jacky (D-NV)","Nevada","$22312"
"Gibbs Bob (R-OH)","Ohio","$20500"
"Lesko Debbie (R-AZ)","Arizona","$18800"
"Young Don (R-AK)","Alaska","$18450"
"Graves Tom (R-GA)","Georgia","$18250"
"Coffman Mike (R-CO)","Colorado","$18000"
"Mooney Alex (R-WV)","West Virginia","$17800"
"Walberg Tim (R-MI)","Michigan","$17500"
"Davis Rodney (R-IL)","Illinois","$16600"
"Brooks Mo (R-AL)","Alabama","$16000"
"Hice Jody (R-GA)","Georgia","$15967"
"Handel Karen (R-GA)","Georgia","$15310"
"Taylor Scott (R-VA)","Virginia","$15100"
"Lamborn Doug (R-CO)","Colorado","$15000"
"Thompson Glenn (R-PA)","Pennsylvania","$14916"
"Simpson Mike (R-ID)","Idaho","$13500"
"Scalise Steve (R-LA)","Louisiana","$13225"
"Wagner Ann (R-MO)","Missouri","$13000"
"Roskam Peter (R-IL)","Illinois","$12700"
"Kinzinger Adam (R-IL)","Illinois","$12500"
"Rogers Hal (R-KY)","Kentucky","$12500"
"Balderson Troy (R-OH)","Ohio","$12200"
"Costa Jim (D-CA)","California","$12000"
"Comstock Barbara (R-VA)","Virginia","$11400"
"Smucker Lloyd (R-PA)","Pennsylvania","$11400"
"Hollingsworth Trey (R-IN)","Indiana","$11000"
"Walorski Jackie (R-IN)","Indiana","$10500"
"Wenstrup Brad (R-OH)","Ohio","$10225"
"Walters Mimi (R-CA)","California","$10100"
