"Representative","State","Amount"
"Blumenauer Earl (D-OR)","Oregon","$10650"
"Walser Jason (R-NC)","North Carolina","$10182"
"McCollum Betty (D-MN)","Minnesota","$10000"
"Gallego Ruben (D-AZ)","Arizona","$9960"
"Swalwell Eric (D-CA)","California","$9900"
"Clark Katherine (D-MA)","Massachusetts","$9575"
"Lujan Ben Ray (D-NM)","New Mexico","$9525"
"McGovern James P (D-MA)","Massachusetts","$9480"
"Demings Val (D-FL)","Florida","$9472"
"Maloney Sean Patrick (D-NY)","New York","$9406"
"Bonamici Suzanne (D-OR)","Oregon","$9358"
"Garcia Joe (D-FL)","Florida","$9288"
"Perlmutter Ed (D-CO)","Colorado","$9250"
"Tsongas Niki (D-MA)","Massachusetts","$9058"
"Rochester Lisa Blunt (D-DE)","Delaware","$8920"
"Bass Karen (D-CA)","California","$8700"
"Adams Alma (D-NC)","North Carolina","$8508"
"Soto Darren (D-FL)","Florida","$8448"
"Schneider Helene (D-CA)","California","$8400"
"Heck Dennis (D-WA)","Washington","$8250"
"Demaree Angela (D-IN)","Indiana","$8100"
"Johnson Mike (R-LA)","Louisiana","$8100"
"Lieu Ted (D-CA)","California","$7950"
"Dold Bob (R-IL)","Illinois","$7900"
"Simpson Mike (R-ID)","Idaho","$7750"
"Nadler Jerrold (D-NY)","New York","$7550"
"Slaughter Louise M (D-NY)","New York","$7530"
"Pingree Chellie (D-ME)","Maine","$7420"
"Lowenthal Alan (D-CA)","California","$7223"
"Graham Gwen (D-FL)","Florida","$7000"
"Randolph Susannah (D-FL)","Florida","$6949"
"Boyle Brendan (D-PA)","Pennsylvania","$6899"
"Stefanik Elise (R-NY)","New York","$6650"
"Fortenberry Jeff (R-NE)","Nebraska","$6400"
"Ryan Tim (D-OH)","Ohio","$6400"
"Takano Mark (D-CA)","California","$6300"
"Cardenas Tony (D-CA)","California","$6200"
"Matsui Doris (D-CA)","California","$6200"
"Matthews Kathleen (D-MD)","Maryland","$6000"
"Coleman Lynn (D-IN)","Indiana","$5919"
"Orentlicher David (D-IN)","Indiana","$5900"
"Huerta Emilio (D-CA)","California","$5723"
"Walkinshaw Brady (D-WA)","Washington","$5555"
"Courtney Joe (D-CT)","Connecticut","$5550"
"Grisham Michelle Lujan (D-NM)","New Mexico","$5500"
"Costello Ryan (R-PA)","Pennsylvania","$5400"
"Khanna Ro (D-CA)","California","$5400"
"Heinz Matt (D-AZ)","Arizona","$5395"
"Sanchez Linda (D-CA)","California","$5330"
"Garamendi John (D-CA)","California","$5327"
"Beyer Don (D-VA)","Virginia","$5218"
"Himes Jim (D-CT)","Connecticut","$5209"
"Davis Susan (D-CA)","California","$5200"
"Torres Norma (D-CA)","California","$5200"
"Cummings Elijah E (D-MD)","Maryland","$5052"
"Dingell Debbie (D-MI)","Michigan","$5027"
"DeLauro Rosa (D-CT)","Connecticut","$5000"
"Duncan Jeff (R-SC)","South Carolina","$5000"
"Gabbard Tulsi (D-HI)","Hawaii","$5000"
"Kind Ron (D-WI)","Wisconsin","$4775"
"Levin Sander (D-MI)","Michigan","$4750"
"Otto Bill (D-MO)","Missouri","$4700"
"Waters Maxine (D-CA)","California","$4700"
"Connolly Gerry (D-VA)","Virginia","$4665"
"Welch Peter (D-VT)","Vermont","$4650"
"Wilson Frederica (D-FL)","Florida","$4566"
"Dittmar Jane (D-VA)","Virginia","$4532"
"LoBiondo Frank (R-NJ)","New Jersey","$4500"
"Naughton Shaughnessy (D-PA)","Pennsylvania","$4500"
"Lindbeck Steve (D-AK)","Alaska","$4235"
"Becerra Xavier (D-CA)","California","$4200"
"Pocan Mark (D-WI)","Wisconsin","$4100"
"Israel Steve (D-NY)","New York","$4097"
"Pallone Frank Jr (D-NJ)","New Jersey","$4090"
"Myers Kim (D-NY)","New York","$4045"
"Shkreli Suzanna (D-MI)","Michigan","$4028"
"Keating Bill (D-MA)","Massachusetts","$4000"
"Lawrence Brenda (D-MI)","Michigan","$4000"
"Rush Bobby (D-IL)","Illinois","$4000"
"Frankel Lois (D-FL)","Florida","$3910"
"Quigley Mike (D-IL)","Illinois","$3900"
"Scott Austin (R-GA)","Georgia","$3885"
"Desaulnier Mark (D-CA)","California","$3750"
"Richmond Cedric (D-LA)","Louisiana","$3700"
"Roybal-Allard Lucille (D-CA)","California","$3700"
"Kildee Dan (D-MI)","Michigan","$3573"
"Crowley Joseph (D-NY)","New York","$3500"
"Johnson Hank (D-GA)","Georgia","$3500"
"Derrick Mike (D-NY)","New York","$3350"
"Yandik Will (D-NY)","New York","$3300"
"Brown Anthony (D-MD)","Maryland","$3275"
"Chu Judy (D-CA)","California","$3200"
"Scott Bobby (D-VA)","Virginia","$3200"
"Piotrowski James (D-ID)","Idaho","$3199"
"DeFazio Peter (D-OR)","Oregon","$3112"
"Castor Kathy (D-FL)","Florida","$3100"
"Titus Dina (D-NV)","Nevada","$3060"
"Joyce David P (R-OH)","Ohio","$3000"
"Larsen Rick (D-WA)","Washington","$3000"
"McDermott Joe (D-WA)","Washington","$2950"
"Gregory DuWayne (D-NY)","New York","$2922"
"Ruppersberger Dutch (D-MD)","Maryland","$2752"
"Doggett Lloyd (D-TX)","Texas","$2750"
"Evans Dwight (D-PA)","Pennsylvania","$2750"
"Wittman Rob (R-VA)","Virginia","$2750"
"Barney Sean (D-DE)","Delaware","$2700"
"Derlet Robert (D-CA)","California","$2700"
"Murdock Brett (D-CA)","California","$2700"
"Negron Rebecca (R-FL)","Florida","$2700"
"Reed Wendy (D-CA)","California","$2700"
"Savary Sue (D-CA)","California","$2700"
"Sheridan Tim (D-CA)","California","$2700"
"Napolitano Grace (D-CA)","California","$2651"
"Takai Mark (D-HI)","Hawaii","$2584"
"Butterfield G K (D-NC)","North Carolina","$2500"
"Coleman Bonnie Watson (D-NJ)","New Jersey","$2500"
"Deutch Ted (D-FL)","Florida","$2500"
"Gonzalez Vicente (D-TX)","Texas","$2500"
"Johnson Eddie Bernice (D-TX)","Texas","$2500"
"Larson John (D-CT)","Connecticut","$2500"
"Maloney Carolyn (D-NY)","New York","$2500"
"Miller Jeff (R-FL)","Florida","$2500"
"Schrader Kurt (D-OR)","Oregon","$2500"
"Doyle Mike (D-PA)","Pennsylvania","$2477"
"Hoyer Steny H (D-MD)","Maryland","$2288"
"Suozzi Tom (D-NY)","New York","$2262"
"Gutierrez Luis V (D-IL)","Illinois","$2117"
"Brooks Susan (R-IN)","Indiana","$2000"
"Castro Joaquin (D-TX)","Texas","$2000"
"Cicilline David (D-RI)","Rhode Island","$2000"
"Clarke Yvette (D-NY)","New York","$2000"
"Clay William L Jr (D-MO)","Missouri","$2000"
"Cleaver Emanuel (D-MO)","Missouri","$2000"
"Costa Jim (D-CA)","California","$2000"
"Hastings Alcee (D-FL)","Florida","$2000"
"Hice Jody (R-GA)","Georgia","$2000"
"Jeffries Hakeem (D-NY)","New York","$2000"
"Kelly Robin (D-IL)","Illinois","$2000"
"Labrador Raul (R-ID)","Idaho","$2000"
"Langevin Jim (D-RI)","Rhode Island","$2000"
"Lewis John (D-GA)","Georgia","$2000"
"Moore Gwen (D-WI)","Wisconsin","$2000"
"Pascrell Bill Jr (D-NJ)","New Jersey","$2000"
"Zinke Ryan (R-MT)","Montana","$2000"
"Muroff Dan (D-PA)","Pennsylvania","$1950"
"Yarmuth John (D-KY)","Kentucky","$1850"
"Lloyd Sarah (D-WI)","Wisconsin","$1520"
"Capuano Michael E (D-MA)","Massachusetts","$1500"
"Gilbert Melissa (D-MI)","Michigan","$1500"
"MacArthur Thomas (R-NJ)","New Jersey","$1500"
"Young Don (R-AK)","Alaska","$1500"
"Nguyen Bao (D-CA)","California","$1450"
"Pena-Melnyk Joseline (D-MD)","Maryland","$1318"
"Barve Kumar P (D-MD)","Maryland","$1250"
"Casperson Tom (R-MI)","Michigan","$1250"
"Clemens Peter (D-UT)","Utah","$1250"
"Clyburn James E (D-SC)","South Carolina","$1250"
"Conyers John Jr (D-MI)","Michigan","$1250"
"Mills Thomas (D-NC)","North Carolina","$1250"
"Schiff Adam (D-CA)","California","$1250"
"Serrano Jose E (D-NY)","New York","$1250"
"Williams Clyde (D-NY)","New York","$1250"
"Espaillat Adriano (D-NY)","New York","$1022"
"Lawson Al (D-FL)","Florida","$1012"
"Albarran Charlene (D-UT)","Utah","$1000"
"Arrington Jodey (R-TX)","Texas","$1000"
"Babin Brian (R-TX)","Texas","$1000"
"Benishek Dan (R-MI)","Michigan","$1000"
"Black Diane (R-TN)","Tennessee","$1000"
"Davis Danny K (D-IL)","Illinois","$1000"
"Diaz-Balart Mario (R-FL)","Florida","$1000"
"Engel Eliot (D-NY)","New York","$1000"
"Flores Bill (R-TX)","Texas","$1000"
"Fudge Marcia (D-OH)","Ohio","$1000"
"Gentile Vinnie (D-NY)","New York","$1000"
"Gibbs Bob (R-OH)","Ohio","$1000"
"Gitsham Denise (R-CA)","California","$1000"
"Golderer Bill (D-PA)","Pennsylvania","$1000"
"Gomez Jimmy (D-CA)","California","$1000"
"Higgins Brian M (D-NY)","New York","$1000"
"Johnson Bill (R-OH)","Ohio","$1000"
"Kaptur Marcy (D-OH)","Ohio","$1000"
"Lamborn Doug (R-CO)","Colorado","$1000"
"McCarthy Kevin (R-CA)","California","$1000"
"Meng Grace (D-NY)","New York","$1000"
"Neal Richard E (D-MA)","Massachusetts","$1000"
"Norcross Don (D-NJ)","New Jersey","$1000"
"Renacci Jim (R-OH)","Ohio","$1000"
"Ros-Lehtinen Ileana (R-FL)","Florida","$1000"
"Royce Ed (R-CA)","California","$1000"
"Taddeo Annette (D-FL)","Florida","$1000"
"Vargas Juan (D-CA)","California","$1000"
"Veasey Marc (D-TX)","Texas","$1000"
"Velazquez Nydia (D-NY)","New York","$1000"
"Westbrook Corry (D-FL)","Florida","$850"
"Chabot Steve (R-OH)","Ohio","$750"
"Hill French (R-AR)","Arkansas","$750"
"Townsend Bryan (D-DE)","Delaware","$750"
"Sol-Gutierrez Ana (D-MD)","Maryland","$700"
"Buchanan Vernon (R-FL)","Florida","$500"
"Coffman Mike (R-CO)","Colorado","$500"
"Cohen Steve (D-TN)","Tennessee","$500"
"Dartland Walt (D-FL)","Florida","$500"
"Fitzpatrick Brian (R-PA)","Pennsylvania","$500"
"Innis Dan (R-NH)","New Hampshire","$500"
"Manypenny Mike (D-WV)","West Virginia","$500"
"Noem Kristi (R-SD)","South Dakota","$500"
"Rubin Joel (D-MD)","Maryland","$500"
"Soules Merrie Lee (D-NM)","New Mexico","$500"
"Thompson Bennie G (D-MS)","Mississippi","$500"
"Wager Michael (D-OH)","Ohio","$500"
"Cook Suzan Johnson (D-NY)","New York","$450"
"Murphy Pat (D-IA)","Iowa","$350"
"Pakootas Joe (D-WA)","Washington","$350"
"Guillory Elbert (R-LA)","Louisiana","$300"
"Walz Tim (D-MN)","Minnesota","$300"
"Bedell Eileen (D-VA)","Virginia","$260"
"Correa Lou (D-CA)","California","$250"
"Dent Charlie (R-PA)","Pennsylvania","$250"
"Drake Ron (D-IN)","Indiana","$250"
"Elizondo Dolly (D-TX)","Texas","$250"
"Fedalei Chris (D-SC)","South Carolina","$250"
"Gosar Paul (R-AZ)","Arizona","$250"
"Hanna Richard (R-NY)","New York","$250"
"Harris Andy (R-MD)","Maryland","$250"
"Katko John (R-NY)","New York","$250"
"Lee Susie (D-NV)","Nevada","$250"
"McLaurin Josh (D-GA)","Georgia","$250"
"Parrish Mike (D-PA)","Pennsylvania","$250"
"Calone David L (D-NY)","New York","$200"
"Love Mia (R-UT)","Utah","$200"
"Canova Tim (D-FL)","Florida","$170"
"Jacob Peter (D-NJ)","New Jersey","$125"
"McSally Martha (R-AZ)","Arizona","$125"
"Vince Lou (D-CA)","California","$125"
"Davidson Warren (R-OH)","Ohio","$100"
"O'Connor Shawn (I-NH)","New Hampshire","$100"
"Sarbanes John (D-MD)","Maryland","$100"
"Short Bryon Hall (D-DE)","Delaware","$50"
"Iron Eyes Chase (D-ND)","North Dakota","$29"
"DeSantis Ron (R-FL)","Florida","$25"
"Wakely Tom (D-TX)","Texas","$2"
