LastName,FirstName,StateAbbreviation.x,Party.x,Amount.oil,Amount.coal,Amount.mining,Amount.gas,Amount.env,Amount.alt_en
Bustos,Cheri,IL,D,3000,0,0,2000,21946,16000
Butterfield,G K,NC,D,17000,0,0,3000,1500,3500
Byrne,Bradley,AL,R,35250,20000,20000,5000,1000,0
Calvert,Ken,CA,R,35000,1000,10000,2500,1000,500
Capps,Lois,CA,D,3000,0,0,0,42000,0
Capuano,Michael E,MA,D,31250,0,0,11400,0,0
Cardenas,Tony,CA,D,13500,0,0,10000,3000,250
Carney,John,DE,D,0,0,0,0,0,0
Carson,Andre,IN,D,8750,0,0,0,0,0
Carter,Buddy,GA,R,33250,0,1000,1000,0,0
Carter,John,TX,R,49600,0,0,6000,0,0
Cartwright,Matt,PA,D,0,0,0,0,4000,0
Castor,Kathy,FL,D,1500,0,0,1000,2500,250
Castro,Joaquin,TX,D,43250,0,0,3000,4000,2900
Chabot,Steve,OH,R,14600,0,0,1000,0,0
Chaffetz,Jason,UT,R,39350,4000,8000,3250,0,0
Chu,Judy,CA,D,0,2500,2500,0,2000,0
Cicilline,David,RI,D,500,0,0,0,1000,4000
Clark,Katherine,MA,D,15400,0,300,12400,6375,1150
Clarke,Yvette,NY,D,0,0,0,0,0,0
Clawson,Curt,FL,R,1000,0,500,0,0,250
Clay,William L Jr,MO,D,0,0,0,0,1000,0
Cleaver,Emanuel,MO,D,0,0,0,0,2000,0
Clyburn,James E,SC,D,9500,0,1000,2000,2500,1750
Coffman,Mike,CO,R,372000,21200,44950,10750,2250,500
Cohen,Steve,TN,D,250,0,0,0,5250,0
Cole,Tom,OK,R,123200,1000,2000,13000,0,2000
Coleman,Bonnie Watson,NJ,D,1000,0,0,0,9740,1000
Collins,Chris,NY,R,50800,0,0,17800,0,0
Collins,Doug,GA,R,17250,0,500,2000,0,0
Comstock,Barbara,VA,R,67300,8800,10800,12150,500,0
Conaway,Mike,TX,R,263450,0,0,5000,0,5100
Connolly,Gerry,VA,D,5000,0,0,3000,3000,0
Conyers,John Jr,MI,D,7500,0,0,0,595,0
Cook,Paul,CA,R,4800,0,750,0,0,7100
Cooper,Jim,TN,D,6200,0,0,1000,0,0
Costa,Jim,CA,D,99929,3000,10500,23999,3500,4000
Costello,Ryan,PA,R,31500,0,6150,11500,0,0
Courtney,Joe,CT,D,3500,0,0,0,5750,0
Cramer,Kevin,ND,R,272250,19400,24400,16500,0,2000
Crawford,Rick,AR,R,12800,0,0,2000,0,1000
Crenshaw,Ander,FL,R,7500,0,0,0,0,0
Crowley,Joseph,NY,D,5500,0,0,5500,6700,7575
Cuellar,Henry,TX,D,135758,0,8000,16000,0,0
Culberson,John,TX,R,92150,0,0,6000,0,0
Cummings,Elijah E,MD,D,6850,0,0,0,3850,0
Curbelo,Carlos,FL,R,17500,0,0,0,500,0
Davidson,Warren,OH,R,0,0,0,0,0,0
Davis,Danny K,IL,D,2000,0,500,0,1000,1000
Davis,Rodney,IL,R,85690,61665,110312,12500,0,17600
Davis,Susan,CA,D,0,0,0,0,6500,0
DeFazio,Peter,OR,D,7000,0,0,1000,3140,500
DeGette,Diana,CO,D,1500,0,0,0,4500,250
Delaney,John K,MD,D,2500,0,0,2500,5000,0
DeLauro,Rosa,CT,D,0,0,1400,0,5500,0
DelBene,Suzan,WA,D,10000,0,0,0,47301,1250
Denham,Jeff,CA,R,71798,2500,10700,13000,0,0
Dent,Charlie,PA,R,54900,2000,4000,7500,0,0
DeSantis,Ron,FL,R,22000,0,0,0,0,0
Desaulnier,Mark,CA,D,8000,0,0,0,5140,0
Desjarlais,Scott,TN,R,2250,1000,1000,0,0,0
Deutch,Ted,FL,D,0,0,0,0,1000,2000
Diaz-Balart,Mario,FL,R,3500,0,0,0,8000,0
Dingell,Debbie,MI,D,14000,0,3000,6500,11076,0
Doggett,Lloyd,TX,D,8150,0,0,-1000,4250,4250
Dold,Bob,IL,R,25350,2600,3600,7000,5900,0
Donovan,Dan,NY,R,0,0,0,0,0,0
Doyle,Mike,PA,D,29000,5500,11000,13500,0,0
Duckworth,Tammy,IL,D,3750,-250,0,2500,27599,13850
Duffy,Sean P,WI,R,36550,0,1000,0,0,0
Duncan,Jeff,SC,R,51660,1000,1000,16500,5000,0
Duncan,John J Jr,TN,R,12500,2750,3750,0,0,0
Edwards,Donna,MD,D,3000,0,0,3000,8750,0
Ellison,Keith,MN,D,2750,0,0,500,7700,750
Ellmers,Renee,NC,R,62250,1000,1000,10000,0,0
Emmer,Tom,MN,R,41400,500,500,0,0,0
Engel,Eliot,NY,D,2000,0,3600,0,2000,0
Eshoo,Anna,CA,D,3000,0,0,1000,3210,11900
Esty,Elizabeth,CT,D,1000,0,1150,1000,61280,4600
Farenthold,Blake,TX,R,109325,0,1000,13000,6600,0
Farr,Sam,CA,D,250,0,0,0,17550,500
Fincher,Steve,TN,R,34700,1000,2000,0,0,0
Fitzpatrick,Michael G,PA,R,26700,2000,2000,6000,8600,4000
Fleischmann,Chuck,TN,R,23400,2000,5000,4000,0,0
Fleming,John,LA,R,188000,0,11100,7000,16400,0
Flores,Bill,TX,R,213789,1000,7000,23500,2000,10400
Forbes,Randy,VA,R,10500,0,5200,2000,0,0
Fortenberry,Jeff,NE,R,800,0,0,0,0,2000
Foster,Bill,IL,D,15850,0,0,3100,29050,8950
Foxx,Virginia,NC,R,25050,3000,3000,5000,0,0
Frankel,Lois,FL,D,5100,0,0,0,2000,0
Franks,Trent,AZ,R,12700,0,5000,5100,0,0
Frelinghuysen,Rodney,NJ,R,8050,2000,2000,3000,0,500
Fudge,Marcia,OH,D,14950,0,0,1250,1000,0
Gabbard,Tulsi,HI,D,2250,0,0,1000,2500,17150
Gallego,Ruben,AZ,D,0,0,0,0,5641,1000
Garamendi,John,CA,D,0,0,0,0,16094,5100
Garrett,Scott,NJ,R,48600,0,0,8000,0,10625
Gibbs,Bob,OH,R,69800,14600,18100,20100,0,0
Gibson,Chris,NY,R,30950,0,0,7000,13200,11500
Gohmert,Louis B Jr,TX,R,47600,0,2000,2000,2000,0
Goodlatte,Bob,VA,R,45250,0,1000,3250,0,0
Gosar,Paul,AZ,R,12500,2000,14000,1500,500,2000
Gowdy,Trey,SC,R,20000,0,0,5500,0,0
Graham,Gwen,FL,D,2250,0,0,0,61120,0
Granger,Kay,TX,R,83850,0,2000,0,0,0
Graves,Garret,LA,R,122035,0,6000,8250,28000,0
Graves,Sam,MO,R,21000,1000,3000,2000,0,6000
Graves,Tom,GA,R,23200,0,9550,1000,0,0
Grayson,Alan,FL,D,1450,0,0,0,8983,0
Green,Al,TX,D,11600,0,2500,0,0,0
Green,Gene,TX,D,102350,1000,1000,23100,0,0
Griffith,Morgan,VA,R,56300,35400,42150,5000,0,0
Grijalva,Raul M,AZ,D,0,0,0,0,10801,0
Grisham,Michelle Lujan,NM,D,18700,0,0,0,4250,1750
Grothman,Glenn,WI,R,8000,0,500,0,0,0
Guinta,Frank,NH,R,32050,0,250,1000,0,1000
Guthrie,Brett,KY,R,64750,14600,18850,8750,0,0
Gutierrez,Luis V,IL,D,0,0,0,0,1000,0
Hahn,Janice,CA,D,4000,0,0,0,1000,0
Hanabusa,Colleen,HI,D,0,0,0,0,0,0
Hanna,Richard,NY,R,7100,0,0,3600,0,3500
Hardy,Cresent,NV,R,2500,0,5000,2500,0,2000
Harper,Gregg,MS,R,136300,3000,3000,12500,0,0
Harris,Andy,MD,R,38000,2500,6500,2250,0,0
Hartzler,Vicky,MO,R,11350,8200,8200,1000,0,7600
Hastings,Alcee,FL,D,0,0,0,0,300,0
Heck,Dennis,WA,D,3100,0,0,100,11250,5000
Heck,Joe,NV,R,37900,2600,18000,6000,0,6500
Hensarling,Jeb,TX,R,95800,0,10400,15200,0,0
Hice,Jody,GA,R,4500,0,4350,0,0,5000
Higgins,Brian M,NY,D,7000,0,0,5000,0,0
Hill,French,AR,R,94600,0,0,7460,250,0
Himes,Jim,CT,D,6750,0,2750,6500,10700,2600
Hinojosa,Ruben,TX,D,14500,0,0,1000,0,0
Holding,George,NC,R,12350,0,0,2500,0,2600
Honda,Mike,CA,D,3350,0,700,0,27117,3925
Hoyer,Steny H,MD,D,49750,0,-1000,15500,5000,9000
Hudson,Richard,NC,R,52250,0,4500,10500,0,0
Huelskamp,Tim,KS,R,73550,0,0,4250,0,5200
Huffman,Jared,CA,D,9900,0,0,9500,22550,950
Huizenga,Bill,MI,R,15150,0,0,0,0,0
Hultgren,Randy,IL,R,21250,1000,1000,10000,0,250
Hunter,Duncan D,CA,R,11100,0,2000,0,3000,0
Hurd,Will,TX,R,115873,0,0,2600,0,250
Hurt,Robert,VA,R,17750,10400,12050,6000,0,0
Israel,Steve,NY,D,31900,0,0,8000,11500,22700
Issa,Darrell,CA,R,82400,1800,12650,11350,0,4250
Jackson Lee,Sheila,TX,D,0,0,0,0,0,0
Jeffries,Hakeem,NY,D,0,0,0,0,200,1000
Jenkins,Evan,WV,R,50416,103700,205433,0,0,0
Jenkins,Lynn,KS,R,147950,5200,16600,36500,0,3600
Johnson,Bill,OH,R,213266,78856,141519,35100,1000,3500
Johnson,Eddie Bernice,TX,D,8570,0,0,3500,1000,1000
Johnson,Hank,GA,D,500,0,0,0,2500,0
Johnson,Sam,TX,R,46900,0,0,9600,0,0
Jolly,David,FL,R,30400,0,0,0,1250,0
Jones,Walter B Jr,NC,R,6350,0,0,1500,0,0
Jordan,Jim,OH,R,23400,3000,6000,4000,0,0
Joyce,David P,OH,R,51300,22000,34200,9200,7500,2000
Kaptur,Marcy,OH,D,10500,0,4000,3000,1000,8000
Katko,John,NY,R,14450,0,0,1000,0,0
Keating,Bill,MA,D,5850,0,0,2500,2000,250
Kelly,Mike,PA,R,89850,45200,60150,34950,0,0
Kelly,Robin,IL,D,1750,0,0,0,1000,0
Kelly,Trent,MS,R,0,0,0,0,0,0
Kennedy,Joe III,MA,D,7800,0,0,7800,20000,750
Kildee,Dan,MI,D,3500,0,0,0,4235,800
Kilmer,Derek,WA,D,7500,0,0,0,43767,4050
Kind,Ron,WI,D,5500,0,0,1000,3500,13000
King,Pete,NY,R,4000,0,0,2000,0,3000
King,Steven A,IA,R,11500,0,0,3500,0,27450
Kinzinger,Adam,IL,R,80600,3000,6000,16000,0,11500
Kirkpatrick,Ann,AZ,D,6700,0,7500,0,7000,1000
Kline,John,MN,R,28300,48050,83000,1000,0,0
Knight,Steve,CA,R,0,0,250,0,0,0
Kuster,Ann,NH,D,3750,0,0,0,61095,9500
Labrador,Raul,ID,R,13100,0,5000,3000,1000,0
LaHood,Darin,IL,R,0,0,0,0,0,0
LaMalfa,Doug,CA,R,42500,0,5600,12000,0,0
Lamborn,Doug,CO,R,59000,9000,17500,4000,1000,0
Lance,Leonard,NJ,R,30500,0,0,9500,1000,0
Langevin,Jim,RI,D,800,0,0,0,1000,500
Larsen,Rick,WA,D,31000,0,0,9500,0,0
Larson,John,CT,D,8600,3000,3000,6100,2700,1000
Latta,Bob,OH,R,84000,0,2000,15000,1000,11700
Lawrence,Brenda,MI,D,1000,0,500,0,2500,0
Lee,Barbara,CA,D,5600,0,0,0,7750,0
Levin,Sander,MI,D,4500,0,2000,2000,3095,1000
Lewis,John,MT,D,5850,250,250,0,16039,525
Lewis,John,MT,D,5850,250,250,0,4500,525
Lieu,Ted,CA,D,5500,0,0,5500,6350,8100
Lipinski,Daniel,IL,D,3500,0,0,0,0,0
LoBiondo,Frank,NJ,R,14750,0,0,1000,8390,700
Loebsack,David,IA,D,5750,0,0,3000,6500,9000
Lofgren,Zoe,CA,D,4000,0,0,0,2000,12400
Long,Billy,MO,R,44850,11500,13500,2000,0,0
Loudermilk,Barry,GA,R,10000,0,0,0,0,0
Love,Mia,UT,R,61700,1000,3000,5500,0,7481
Lowenthal,Alan,CA,D,10000,0,0,3000,9950,1000
Lowey,Nita M,NY,D,500,0,0,0,6850,0
Lucas,Frank D,OK,R,101450,1500,2500,10000,0,1000
Luetkemeyer,Blaine,MO,R,7250,2500,2500,4000,0,9500
Lujan,Ben Ray,NM,D,31500,3000,9000,5000,5430,0
Lummis,Cynthia,WY,R,91050,22500,29750,9000,0,0
Lynch,Stephen,MA,D,4000,0,700,1000,0,1000
MacArthur,Thomas,NJ,R,5000,0,0,0,0,0
Maloney,Carolyn,NY,D,12400,0,0,0,5850,1000
Maloney,Sean Patrick,NY,D,7200,0,0,500,29150,3500
Marchant,Kenny,TX,R,56400,0,1000,8000,0,0
Marino,Tom,PA,R,34000,500,500,8000,0,0
Massie,Thomas,KY,R,21500,6600,9600,0,0,0
Matsui,Doris,CA,D,13500,0,0,4000,2000,1000
McCarthy,Kevin,CA,R,362000,1500,8000,58300,0,2000
McCaul,Michael,TX,R,82050,1000,3600,19500,0,0
McClintock,Tom,CA,R,54450,0,6000,4000,0,2500
McCollum,Betty,MN,D,0,0,0,0,1077,0
McDermott,Jim,WA,D,0,0,0,0,7250,500
McGovern,James P,MA,D,4000,0,0,0,1250,0
McHenry,Patrick,NC,R,34500,0,0,5500,0,0
McKinley,David,WV,R,84450,116850,193150,20250,0,0
McNerney,Jerry,CA,D,6500,0,0,2000,34000,21150
McSally,Martha,AZ,R,49200,6100,7600,1000,400,500
Meadows,Mark,NC,R,6000,0,0,0,0,0
Meehan,Patrick,PA,R,64400,0,0,25600,0,0
Meeks,Gregory,NY,D,9100,0,0,2000,0,0
Meng,Grace,NY,D,0,0,0,0,0,1000
Messer,Luke,IN,R,31500,3000,8550,0,0,3000
Mica,John L,FL,R,33500,0,3000,8000,0,0
Miller,Candice S,MI,R,30500,0,0,4000,0,13500
Miller,Jeff,FL,R,3000,0,0,0,7600,0
Moolenaar,John,MI,R,29300,0,0,2000,0,1000
Mooney,Alex,WV,R,38667,61780,113385,500,700,0
Moore,Gwen,WI,D,0,0,0,0,1000,0
Moulton,Seth,MA,D,9650,0,500,0,21800,250
Mullin,Markwayne,OK,R,148950,2500,6000,14600,0,0
Mulvaney,Mick,SC,R,23250,0,0,1750,0,1000
Murphy,Patrick,FL,D,11400,0,0,0,25910,2000
Murphy,Tim,PA,R,111000,38600,47900,43500,0,0
Nadler,Jerrold,NY,D,5700,0,0,0,0,0
Napolitano,Grace,CA,D,6500,0,0,6500,2000,0
Neal,Richard E,MA,D,8500,0,0,4000,0,1000
Neugebauer,Randy,TX,R,94900,0,2600,1000,0,2500
Newhouse,Dan,WA,R,6800,0,0,1800,2250,0
Noem,Kristi,SD,R,64550,2000,3000,9000,0,32050
Nolan,Rick,MN,D,500,1000,12800,0,10451,3000
Norcross,Don,NJ,D,4500,0,0,1000,0,1000
Norton,Eleanor Holmes,DC,D,0,0,0,0,0,0
Nugent,Richard,FL,R,13950,0,0,0,0,0
Nunes,Devin,CA,R,70500,0,1000,6000,0,3600
O'Rourke,Beto,TX,D,19500,0,0,0,1000,0
Olson,Pete,TX,R,248000,1000,3600,35500,0,0
Palazzo,Steven,MS,R,57850,0,0,4000,3600,0
Pallone,Frank Jr,NJ,D,12250,0,0,8500,2500,1500
Palmer,Gary,AL,R,21500,5000,5250,0,0,0
Pascrell,Bill Jr,NJ,D,2500,0,0,2000,2500,0
Paulsen,Erik,MN,R,35250,0,0,0,6250,1000
Payne,Donald M Jr,NJ,D,2500,0,500,0,0,0
Pearce,Steve,NM,R,342820,1000,27812,8600,0,0
Pelosi,Nancy,CA,D,250,0,0,0,25800,4000
Perlmutter,Ed,CO,D,25900,0,5500,1000,13950,0
Perry,Scott,PA,R,28600,0,0,10500,0,0
Peters,Scott,CA,D,6500,0,0,2500,50459,5000
Peterson,Collin,MN,D,16500,4500,4500,0,0,21500
Pierluisi,Pedro,PR,D,0,0,0,0,0,0
Pingree,Chellie,ME,D,250,0,0,0,9700,2000
Pittenger,Robert,NC,R,17500,250,2750,9500,0,0
Pitts,Joe,PA,R,57000,1500,3500,10500,0,0
Plaskett,Stacey,VI,D,0,0,0,0,0,0
Pocan,Mark,WI,D,6350,0,0,2000,2500,500
Poe,Ted,TX,R,94200,0,0,21750,0,1000
Poliquin,Bruce,ME,R,24650,4600,4600,0,0,3000
Polis,Jared,CO,D,6200,0,0,0,18400,0
Pompeo,Mike,KS,R,376850,10500,14000,31500,0,11400
Posey,Bill,FL,R,28400,0,0,0,0,0
Price,David,NC,D,1000,0,0,0,4000,250
Price,Tom,GA,R,35250,0,3000,2000,0,0
Quigley,Mike,IL,D,1500,0,0,0,5100,0
Radewagen,Amata Coleman,American Samoa,R,0,0,0,0,0,0
Rangel,Charles B,NY,D,8800,0,0,0,1000,0
Ratcliffe,John,TX,R,49950,0,0,0,0,0
Reed,Tom,NY,R,211200,1000,2555,39950,0,10250
Reichert,Dave,WA,R,8900,0,1500,5000,5000,7500
Renacci,Jim,OH,R,66199,0,-1250,8000,0,1000
Ribble,Reid,WI,R,33800,0,0,3000,0,0
Rice,Kathleen,NY,D,22600,0,0,1000,17550,7450
Rice,Tom,SC,R,10500,1000,2000,2500,0,0
Richmond,Cedric,LA,D,50100,0,0,2000,4600,0
Rigell,Scott,VA,R,45000,1000,1555,4000,0,0
Roby,Martha,AL,R,10500,3600,5600,3000,0,0
Rodgers,Cathy McMorris,WA,R,96600,3500,21250,6000,1000,0
Roe,Phil,TN,R,3250,0,0,0,0,0
Rogers,Hal,KY,R,40100,46600,60600,0,8850,0
Rogers,Mike D,AL,R,7500,14450,14450,1000,0,0
Rohrabacher,Dana,CA,R,14400,0,0,0,0,250
Rokita,Todd,IN,R,29500,22150,61600,0,0,0
Rooney,Tom,FL,R,11500,0,0,1000,0,0
Ros-Lehtinen,Ileana,FL,R,2000,0,0,0,5600,0
Roskam,Peter,IL,R,73550,1000,3000,17750,0,0
Ross,Dennis,FL,R,34000,250,250,0,0,0
Rothfus,Keith J,PA,R,79550,71240,127304,16700,0,0
Rouzer,David,NC,R,29100,0,0,1500,0,0
Roybal-Allard,Lucille,CA,D,1300,0,0,0,1000,0
Royce,Ed,CA,R,64900,0,6200,0,3500,0
Ruiz,Raul,CA,D,5000,0,0,3000,46387,11200
Ruppersberger,Dutch,MD,D,4500,1000,1000,2000,0,7800
Rush,Bobby,IL,D,8500,0,0,1000,2000,5000
Russell,Steven,OK,R,89650,0,2600,4000,0,0
Ryan,Paul,WI,R,309799,8650,22100,26850,6200,500
Ryan,Tim,OH,D,38000,0,1000,16500,7200,500
Salmon,Matt,AZ,R,15400,2000,16250,4500,0,13950
Sanchez,Linda,CA,D,4750,0,0,0,4500,0
Sanchez,Loretta,CA,D,1500,0,0,0,1000,0
Sanford,Mark,SC,R,15350,0,0,0,0,4500
Sarbanes,John,MD,D,3000,0,0,0,0,5000
Scalise,Steve,LA,R,217274,9500,16500,21100,7200,0
Schakowsky,Jan,IL,D,0,0,0,0,9800,8500
Schiff,Adam,CA,D,0,0,0,0,3250,0
Schrader,Kurt,OR,D,4250,1000,1000,2500,0,1000
Schultz,Debbie Wasserman,FL,D,1000,0,0,1000,31350,5750
Schweikert,David,AZ,R,10000,1000,8750,0,0,0
Scott,Austin,GA,R,5500,0,1750,2000,1000,0
Scott,Bobby,VA,D,1000,0,0,0,750,0
Scott,David,GA,D,2500,0,0,0,0,0
Sensenbrenner,Jim,WI,R,6000,0,0,0,0,250
Serrano,Jose E,NY,D,0,0,0,0,0,0
Sessions,Pete,TX,R,159450,1000,3000,16300,0,0
Sewell,Terri,AL,D,15000,14500,14500,0,0,0
Sherman,Brad,CA,D,2000,0,0,0,0,0
Shimkus,John,IL,R,112300,16000,25000,18000,0,23250
Shuster,Bill,PA,R,205048,52315,105090,62100,0,1000
Simpson,Mike,ID,R,92000,9000,46200,10500,14150,1250
Sinema,Kyrsten,AZ,D,2500,0,5000,2500,21497,1250
Sires,Albio,NJ,D,5400,0,0,3000,500,0
Slaughter,Louise M,NY,D,0,0,0,0,2250,6000
Smith,Adam,WA,D,1500,0,0,0,3000,500
Smith,Adrian,NE,R,15500,2000,4500,3000,0,4500
Smith,Chris,NJ,R,500,0,0,0,0,0
Smith,Jason,MO,R,24400,13100,37665,0,0,5100
Smith,Lamar,TX,R,112350,1000,2000,0,0,0
Speier,Jackie,CA,D,0,0,0,0,2000,2000
Stefanik,Elise,NY,R,39800,0,0,0,0,0
Stewart,Chris,UT,R,65350,2500,10000,8250,0,7800
Stivers,Steve,OH,R,55600,17850,25050,5500,0,0
Stutzman,Marlin,IN,R,41100,0,0,0,0,0
Swalwell,Eric,CA,D,14300,0,0,1000,2000,8200
Takano,Mark,CA,D,0,0,0,0,3700,5200
Thompson,Bennie G,MS,D,14000,0,0,6000,3000,0
Thompson,Glenn,PA,R,125330,17500,28250,31450,0,0
Thompson,Mike,CA,D,18250,0,1000,2000,5000,1500
Thornberry,Mac,TX,R,101375,0,0,0,0,1750
Tiberi,Pat,OH,R,90350,2500,7000,8500,0,0
Tipton,Scott,CO,R,130739,16750,44300,6000,2000,1000
Titus,Dina,NV,D,6600,0,13000,0,2500,5500
Tonko,Paul,NY,D,4500,0,0,3500,4750,10800
Torres,Norma,CA,D,3000,0,0,0,2500,0
Trott,Dave,MI,R,9500,0,0,2000,0,0
Tsongas,Niki,MA,D,0,0,0,0,5000,1000
Turner,Michael R,OH,R,23000,0,0,6000,0,0
Upton,Fred,MI,R,245800,24500,34000,55700,0,4500
Valadao,David,CA,R,81150,0,4000,3000,0,0
Van Hollen,Chris,MD,D,0,0,0,0,0,0
Vargas,Juan,CA,D,2500,0,0,0,1000,0
Veasey,Marc,TX,D,54400,0,0,4000,3500,500
Vela,Filemon,TX,D,31600,0,0,0,0,1000
Velazquez,Nydia,NY,D,0,0,0,0,0,0
Visclosky,Pete,IN,D,7500,1700,1700,0,0,0
Wagner,Ann,MO,R,57500,40650,44150,2000,0,0
Walberg,Tim,MI,R,58750,13000,20000,1000,0,0
Walden,Greg,OR,R,112350,1000,4000,8500,329,4750
Walker,Mark,NC,R,4050,0,0,2000,0,0
Walorski,Jackie,IN,R,39840,5600,10600,0,0,9500
Walters,Mimi,CA,R,73550,0,0,7500,0,0
Walz,Tim,MN,D,6500,0,0,0,6000,8500
Waters,Maxine,CA,D,2500,10400,10400,0,1000,1000
Weber,Randy,TX,R,97800,0,0,14350,3600,0
Webster,Daniel,FL,R,13350,0,0,250,0,0
Welch,Peter,VT,D,27700,0,0,6500,10200,9950
Wenstrup,Brad,OH,R,21100,2600,3600,0,0,0
Westerman,Bruce,AR,R,65150,5200,5200,0,0,0
Westmoreland,Lynn A,GA,R,17050,0,500,5000,0,0
Williams,Roger,TX,R,209500,0,7200,7500,0,0
Wilson,Frederica,FL,D,2500,0,0,0,1000,0
Wilson,Joe,SC,R,19000,0,0,2000,0,0
Wittman,Rob,VA,R,9950,0,0,3000,8500,0
Womack,Steve,AR,R,13700,0,0,0,0,0
Woodall,Rob,GA,R,16750,0,0,5250,0,0
Yarmuth,John,KY,D,0,0,0,0,4750,0
Yoder,Kevin,KS,R,68700,1000,13400,2000,0,23900
Yoho,Ted,FL,R,7000,0,0,0,0,0
Young,David,IA,R,20750,0,0,7000,0,10100
Young,Don,AK,R,43450,2000,11600,0,2000,0
Young,Todd,IN,R,37950,14050,22750,8050,0,1000
Zeldin,Lee,NY,R,47150,0,0,1000,0,0
Zinke,Ryan,MT,R,217395,8250,14850,1000,0,400
