"Representative","State","Amount"
"Peters Gary (D-MI)","Michigan","$455425"
"Braley Bruce (D-IA)","Iowa","$127917"
"Bera Ami (D-CA)","California","$84869"
"Esty Elizabeth (D-CT)","Connecticut","$61280"
"Kuster Ann (D-NH)","New Hampshire","$61095"
"Shea-Porter Carol (D-NH)","New Hampshire","$55787"
"Brownley Julia (D-CA)","California","$55362"
"Peters Scott (D-CA)","California","$50459"
"DelBene Suzan (D-WA)","Washington","$47301"
"Ruiz Raul (D-CA)","California","$46387"
"Kilmer Derek (D-WA)","Washington","$43767"
"Capps Lois (D-CA)","California","$42000"
"Schneider Brad (D-IL)","Illinois","$35158"
"McNerney Jerry (D-CA)","California","$34000"
"Schultz Debbie Wasserman (D-FL)","Florida","$31350"
"Garcia Joe (D-FL)","Florida","$29913"
"Maloney Sean Patrick (D-NY)","New York","$29150"
"Foster Bill (D-IL)","Illinois","$29050"
"Bishop Timothy H (D-NY)","New York","$27825"
"Duckworth Tammy (D-IL)","Illinois","$27599"
"Honda Mike (D-CA)","California","$27117"
"Murphy Patrick (D-FL)","Florida","$25910"
"Pelosi Nancy (D-CA)","California","$25800"
"Holt Rush (D-NJ)","New Jersey","$25550"
"Cassidy Bill (R-LA)","Louisiana","$24700"
"Waxman Henry (D-CA)","California","$22949"
"Huffman Jared (D-CA)","California","$22550"
"Barber Ron (D-AZ)","Arizona","$22265"
"Bustos Cheri (D-IL)","Illinois","$21946"
"Sinema Kyrsten (D-AZ)","Arizona","$21497"
"Kennedy Joe III (D-MA)","Massachusetts","$20000"
"Polis Jared (D-CO)","Colorado","$18400"
"Maffei Dan (D-NY)","New York","$18268"
"Farr Sam (D-CA)","California","$17550"
"Fleming John (R-LA)","Louisiana","$16400"
"Garamendi John (D-CA)","California","$16094"
"Simpson Mike (R-ID)","Idaho","$14150"
"Perlmutter Ed (D-CO)","Colorado","$13950"
"Horsford Steven (D-NV)","Nevada","$13282"
"Gibson Chris (R-NY)","New York","$13200"
"Gallego Pete (D-TX)","Texas","$12749"
"Israel Steve (D-NY)","New York","$11500"
"Blumenauer Earl (D-OR)","Oregon","$11250"
"Heck Dennis (D-WA)","Washington","$11250"
"Grijalva Raul M (D-AZ)","Arizona","$10801"
"Himes Jim (D-CT)","Connecticut","$10700"
"Nolan Rick (D-MN)","Minnesota","$10451"
"Welch Peter (D-VT)","Vermont","$10200"
"Lowenthal Alan (D-CA)","California","$9950"
"Schakowsky Jan (D-IL)","Illinois","$9800"
"Pingree Chellie (D-ME)","Maine","$9700"
"Grayson Alan (D-FL)","Florida","$8983"
"Rogers Hal (R-KY)","Kentucky","$8850"
"Edwards Donna (D-MD)","Maryland","$8750"
"Fitzpatrick Michael G (R-PA)","Pennsylvania","$8600"
"Moran Jim (D-VA)","Virginia","$8500"
"Wittman Rob (R-VA)","Virginia","$8500"
"LoBiondo Frank (R-NJ)","New Jersey","$8390"
"Diaz-Balart Mario (R-FL)","Florida","$8000"
"Lee Barbara (D-CA)","California","$7750"
"Ellison Keith (D-MN)","Minnesota","$7700"
"Van Hollen Chris (D-MD)","Maryland","$7700"
"Miller Jeff (R-FL)","Florida","$7600"
"Joyce David P (R-OH)","Ohio","$7500"
"McDermott Jim (D-WA)","Washington","$7250"
"Ryan Tim (D-OH)","Ohio","$7200"
"Scalise Steve (R-LA)","Louisiana","$7200"
"Kirkpatrick Ann (D-AZ)","Arizona","$7000"
"Lowey Nita M (D-NY)","New York","$6850"
"Crowley Joseph (D-NY)","New York","$6700"
"Farenthold Blake (R-TX)","Texas","$6600"
"Davis Susan (D-CA)","California","$6500"
"Loebsack David (D-IA)","Iowa","$6500"
"Adams Alma (D-NC)","North Carolina","$6390"
"Bonamici Suzanne (D-OR)","Oregon","$6390"
"Clark Katherine (D-MA)","Massachusetts","$6375"
"Paulsen Erik (R-MN)","Minnesota","$6250"
"Ryan Paul (R-WI)","Wisconsin","$6200"
"Walz Tim (D-MN)","Minnesota","$6000"
"Maloney Carolyn (D-NY)","New York","$5850"
"Bishop Rob (R-UT)","Utah","$5750"
"Courtney Joe (D-CT)","Connecticut","$5750"
"Ros-Lehtinen Ileana (R-FL)","Florida","$5600"
"DeLauro Rosa (D-CT)","Connecticut","$5500"
"Lujan Ben Ray (D-NM)","New Mexico","$5430"
"Cohen Steve (D-TN)","Tennessee","$5250"
"Tierney John F (D-MA)","Massachusetts","$5250"
"Quigley Mike (D-IL)","Illinois","$5100"
"Delaney John K (D-MD)","Maryland","$5000"
"Duncan Jeff (R-SC)","South Carolina","$5000"
"Hoyer Steny H (D-MD)","Maryland","$5000"
"Reichert Dave (R-WA)","Washington","$5000"
"Thompson Mike (D-CA)","California","$5000"
"Tsongas Niki (D-MA)","Massachusetts","$5000"
"Beutler Jaime Herrera (R-WA)","Washington","$4750"
"Tonko Paul (D-NY)","New York","$4750"
"Yarmuth John (D-KY)","Kentucky","$4750"
"Richmond Cedric (D-LA)","Louisiana","$4600"
"DeGette Diana (D-CO)","Colorado","$4500"
"Lewis John (D-GA)","Georgia","$4500"
"Sanchez Linda (D-CA)","California","$4500"
"Doggett Lloyd (D-TX)","Texas","$4250"
"Grisham Michelle Lujan (D-NM)","New Mexico","$4250"
"Kildee Dan (D-MI)","Michigan","$4235"
"Becerra Xavier (D-CA)","California","$4000"
"Cartwright Matt (D-PA)","Pennsylvania","$4000"
"Castro Joaquin (D-TX)","Texas","$4000"
"Price David (D-NC)","North Carolina","$4000"
"Cummings Elijah E (D-MD)","Maryland","$3850"
"Takano Mark (D-CA)","California","$3700"
"Bass Karen (D-CA)","California","$3600"
"Palazzo Steven (R-MS)","Mississippi","$3600"
"Weber Randy (R-TX)","Texas","$3600"
"Costa Jim (D-CA)","California","$3500"
"Kind Ron (D-WI)","Wisconsin","$3500"
"Kingston Jack (R-GA)","Georgia","$3500"
"Royce Ed (R-CA)","California","$3500"
"Veasey Marc (D-TX)","Texas","$3500"
