"Representative","State","Amount"
"Schiff Adam (D-CA)","California","$3250"
"Eshoo Anna (D-CA)","California","$3210"
"DeFazio Peter (D-OR)","Oregon","$3140"
"Levin Sander (D-MI)","Michigan","$3095"
"Cardenas Tony (D-CA)","California","$3000"
"Connolly Gerry (D-VA)","Virginia","$3000"
"Hunter Duncan D (R-CA)","California","$3000"
"Smith Adam (D-WA)","Washington","$3000"
"Thompson Bennie G (D-MS)","Mississippi","$3000"
"Larson John (D-CT)","Connecticut","$2700"
"Boehner John (R-OH)","Ohio","$2600"
"Cotton Tom (R-AR)","Arkansas","$2600"
"Castor Kathy (D-FL)","Florida","$2500"
"Clyburn James E (D-SC)","South Carolina","$2500"
"Gabbard Tulsi (D-HI)","Hawaii","$2500"
"Hastings Doc (R-WA)","Washington","$2500"
"Johnson Hank (D-GA)","Georgia","$2500"
"Pallone Frank Jr (D-NJ)","New Jersey","$2500"
"Pascrell Bill Jr (D-NJ)","New Jersey","$2500"
"Pocan Mark (D-WI)","Wisconsin","$2500"
"Titus Dina (D-NV)","Nevada","$2500"
"Coffman Mike (R-CO)","Colorado","$2250"
"Slaughter Louise M (D-NY)","New York","$2250"
"Benishek Dan (R-MI)","Michigan","$2000"
"Bordallo Madeleine Z (D-GU)","Guam","$2000"
"Chu Judy (D-CA)","California","$2000"
"Cleaver Emanuel (D-MO)","Missouri","$2000"
"Engel Eliot (D-NY)","New York","$2000"
"Flores Bill (R-TX)","Texas","$2000"
"Frankel Lois (D-FL)","Florida","$2000"
"Gohmert Louis B Jr (R-TX)","Texas","$2000"
"Keating Bill (D-MA)","Massachusetts","$2000"
"Lofgren Zoe (D-CA)","California","$2000"
"Matsui Doris (D-CA)","California","$2000"
"Napolitano Grace (D-CA)","California","$2000"
"Rush Bobby (D-IL)","Illinois","$2000"
"Southerland Steve (R-FL)","Florida","$2000"
"Speier Jackie (D-CA)","California","$2000"
"Swalwell Eric (D-CA)","California","$2000"
"Tipton Scott (R-CO)","Colorado","$2000"
"Young Don (R-AK)","Alaska","$2000"
"Barrow John (D-GA)","Georgia","$1500"
"Beatty Joyce (D-OH)","Ohio","$1500"
"Butterfield G K (D-NC)","North Carolina","$1500"
"Jolly David (R-FL)","Florida","$1250"
"McGovern James P (D-MA)","Massachusetts","$1250"
"McCollum Betty (D-MN)","Minnesota","$1077"
"Byrne Bradley (R-AL)","Alabama","$1000"
"Calvert Ken (R-CA)","California","$1000"
"Cicilline David (D-RI)","Rhode Island","$1000"
"Clay William L Jr (D-MO)","Missouri","$1000"
"Daines Steven (R-MT)","Montana","$1000"
"Davis Danny K (D-IL)","Illinois","$1000"
"Deutch Ted (D-FL)","Florida","$1000"
"Fudge Marcia (D-OH)","Ohio","$1000"
"Gingrey Phil (R-GA)","Georgia","$1000"
"Gutierrez Luis V (D-IL)","Illinois","$1000"
"Hahn Janice (D-CA)","California","$1000"
"Johnson Bill (R-OH)","Ohio","$1000"
"Johnson Eddie Bernice (D-TX)","Texas","$1000"
"Kaptur Marcy (D-OH)","Ohio","$1000"
"Kelly Robin (D-IL)","Illinois","$1000"
"Labrador Raul (R-ID)","Idaho","$1000"
"Lamborn Doug (R-CO)","Colorado","$1000"
"Lance Leonard (R-NJ)","New Jersey","$1000"
"Langevin Jim (D-RI)","Rhode Island","$1000"
"Latta Bob (R-OH)","Ohio","$1000"
"Moore Gwen (D-WI)","Wisconsin","$1000"
"O'Rourke Beto (D-TX)","Texas","$1000"
"Pierluisi Pedro (D-PR)","Puerto Rico","$1000"
"Rangel Charles B (D-NY)","New York","$1000"
"Rodgers Cathy McMorris (R-WA)","Washington","$1000"
"Roybal-Allard Lucille (D-CA)","California","$1000"
"Runyan Jon (R-NJ)","New Jersey","$1000"
"Sanchez Loretta (D-CA)","California","$1000"
"Scott Austin (R-GA)","Georgia","$1000"
"Vargas Juan (D-CA)","California","$1000"
"Waters Maxine (D-CA)","California","$1000"
"Wilson Frederica (D-FL)","Florida","$1000"
"Young C W Bill (R-FL)","Florida","$1000"
"Gardner Cory (R-CO)","Colorado","$750"
"Scott Bobby (D-VA)","Virginia","$750"
"Conyers John Jr (D-MI)","Michigan","$595"
"Gosar Paul (R-AZ)","Arizona","$500"
"Sires Albio (D-NJ)","New Jersey","$500"
"Walden Greg (R-OR)","Oregon","$329"
"Hastings Alcee (D-FL)","Florida","$300"
"Rahall Nick (D-WV)","West Virginia","$250"
"Jeffries Hakeem (D-NY)","New York","$200"
